Country Name,HRAssociation,agg_score,count_source,agg_score_wt
Vietnam,Access,5.728236490833335,3,1.9094121636111114
Bahamas,Access,5.72749996175,2,1.2727777692777777
South Asia (IDA & IBRD),Access,5.7199364595,1,0.6355484955
South Asia,Access,5.7199364595,1,0.6355484955
Switzerland,Access,5.718127599444443,9,5.718127599444443
Costa Rica,Association,5.714285714285714,1,0.6349206349206349
Hong Kong,Access,5.68999996175,2,1.2644444359444444
Middle income,Access,5.675258436,1,0.6305842706666667
Spain,Access,5.671107326444446,9,5.671107326444446
Netherlands,Access,5.653576072833333,9,5.653576072833333
United States of America,Access,5.6528512952500005,2,1.2561891767222222
Finland,Access,5.647459425888888,9,5.647459425888888
Japan,Access,5.628997229666666,9,5.628997229666666
Early-demographic dividend,Access,5.6271276295,1,0.6252364032777777
Estonia,Access,5.6046840065,9,5.6046840065
United States,Access,5.603635682250001,4,2.490504747666667
"Hong Kong, China",Access,5.577711291250001,6,3.7184741941666672
Belgium,Access,5.576997152611111,9,5.576997152611111
Jordan,Access,5.575766372666666,3,1.8585887908888887
Austria,Access,5.573146764833333,9,5.573146764833333
Canada,Association,5.571428571428571,1,0.619047619047619
Estonia,Association,5.571428571428571,1,0.619047619047619
Singapore,Access,5.570091279388889,9,5.570091279388889
Czechia,Access,5.56619529725,2,1.2369322882777778
Ecuador,Access,5.564125824,3,1.8547086080000001
Dominican Republic,Access,5.559432347666667,3,1.853144115888889
Lebanon,Access,5.556093343000001,3,1.8520311143333335
World,Access,5.504201526,1,0.6115779473333333
Ireland,Access,5.496807493277778,9,5.496807493277778
Bhutan,Access,5.496666717500001,3,1.832222239166667
Israel,Access,5.495259227666667,9,5.495259227666667
Belize,Access,5.482538075833333,3,1.8275126919444444
Germany,Access,5.4816090614999995,9,5.4816090614999995
Arab World,Access,5.475614116,1,0.6084015684444444
Syrian Arab Republic,Access,5.4662441255,1,0.6073604583888889
Malta,Access,5.466172614055556,9,5.466172614055556
Latvia,Access,5.458490805388889,9,5.458490805388889
Canada,Access,5.4528662365,3,1.8176220788333333
Lower middle income,Access,5.451776276,1,0.6057529195555555
Kyrgyzstan,Access,5.44799995425,2,1.2106666565
Taiwan,Association,5.428571428571429,1,0.6031746031746031
Georgia,Association,5.428571428571429,1,0.6031746031746031
IDA & IBRD total,Access,5.4253632735,1,0.6028181415
Oman,Access,5.424903970083332,6,3.6166026467222214
Low & middle income,Access,5.410521527,1,0.6011690585555556
Cyprus,Access,5.381885438444445,9,5.381885438444445
France,Access,5.379493254500001,9,5.379493254500001
Argentina,Access,5.35882106775,6,3.5725473785
Uruguay,Access,5.353653222166666,9,5.353653222166666
Pacific island small states,Access,5.337289029,1,0.5930321143333332
Slovenia,Access,5.335009990166667,9,5.335009990166667
Lithuania,Access,5.325428849166667,9,5.325428849166667
"Macao, China",Access,5.3183490835,6,3.545566055666667
Russian Federation,Access,5.315497841611112,9,5.315497841611112
Poland,Access,5.289816705555555,9,5.289816705555555
Belarus,Access,5.288342380833333,9,5.288342380833333
United Kingdom,Association,5.285714285714286,1,0.5873015873015872
France,Association,5.285714285714286,1,0.5873015873015872
Angola,Association,5.285714285714286,1,0.5873015873015872
Italy,Association,5.285714285714286,1,0.5873015873015872
Costa Rica,Access,5.283184262722221,9,5.283184262722221
Malaysia,Access,5.2748035883333335,9,5.2748035883333335
Slovakia,Access,5.272220908187499,8,4.686418585055555
Ghana,Access,5.266316604666667,3,1.7554388682222222
Hungary,Access,5.261809475000001,9,5.261809475000001
North Macedonia,Access,5.220509812277777,9,5.220509812277777
Algeria,Access,5.201219177333333,3,1.7337397257777776
Kazakhstan,Access,5.190706092722223,9,5.190706092722223
South Africa,Access,5.189159774833334,3,1.7297199249444444
Croatia,Access,5.168422815777777,9,5.168422815777777
Czech Republic,Access,5.163258428571429,7,4.015867666666667
Azerbaijan,Access,5.148631248722222,9,5.148631248722222
South Africa,Association,5.142857142857143,1,0.5714285714285714
Germany,Association,5.142857142857143,1,0.5714285714285714
Japan,Association,5.142857142857143,1,0.5714285714285714
United States,Association,5.142857142857143,1,0.5714285714285714
Small states,Access,5.1175864330000005,1,0.5686207147777778
Suriname,Access,5.1144415536666665,3,1.7048138512222222
"Micronesia, Fed. Sts.",Access,5.105847168,1,0.567316352
Botswana,Access,5.099186325000001,3,1.699728775
Bolivia,Access,5.046287791,3,1.6820959303333334
Brazil,Access,5.044759693055556,9,5.044759693055556
Serbia,Access,5.044554447555556,9,5.044554447555556
Greece,Access,5.039854911777779,9,5.039854911777779
Timor-Leste,Access,5.0330720265,3,1.6776906755
Romania,Access,5.0224490472222225,9,5.0224490472222225
Montenegro,Access,5.014772532722223,9,5.014772532722223
Kenya,Expression,5.0,1,0.5555555555555556
Mexico,Expression,5.0,1,0.5555555555555556
Jamaica,Expression,5.0,1,0.5555555555555556
Nigeria,Expression,5.0,1,0.5555555555555556
Slovakia,Expression,5.0,1,0.5555555555555556
Tunisia,Expression,5.0,1,0.5555555555555556
Bulgaria,Expression,5.0,1,0.5555555555555556
Nepal,Expression,5.0,1,0.5555555555555556
Chile,Expression,5.0,1,0.5555555555555556
Tunisia,Association,5.0,1,0.5555555555555556
Serbia,Expression,5.0,1,0.5555555555555556
Iraq,Expression,5.0,1,0.5555555555555556
Venezuela (Bolivarian Republic of),Expression,5.0,1,0.5555555555555556
Bhutan,Expression,5.0,1,0.5555555555555556
Philippines (the),Expression,5.0,1,0.5555555555555556
Qatar,Expression,5.0,1,0.5555555555555556
Slovenia,Expression,5.0,1,0.5555555555555556
Saudi Arabia,Expression,5.0,1,0.5555555555555556
Costa Rica,Expression,5.0,1,0.5555555555555556
Portugal,Access,4.987942518333334,9,4.987942518333334
Turkey,Access,4.946449994166667,9,4.946449994166667
Gabon,Access,4.936307017,3,1.6454356723333332
Morocco,Access,4.93471006288889,9,4.93471006288889
Senegal,Access,4.932826461833334,3,1.6442754872777778
Other small states,Access,4.91216657,1,0.5457962855555556
Mexico,Access,4.873930338555556,9,4.873930338555556
Cambodia,Access,4.869411687333334,9,4.869411687333334
Bulgaria,Access,4.869267327666667,9,4.869267327666667
Ukraine,Access,4.865116305611112,9,4.865116305611112
Australia,Association,4.857142857142858,1,0.5396825396825398
Argentina,Association,4.857142857142858,1,0.5396825396825398
Ghana,Association,4.857142857142858,1,0.5396825396825398
Kenya,Association,4.857142857142858,1,0.5396825396825398
Georgia,Access,4.845425625777777,9,4.845425625777777
Iran (Islamic Republic of),Access,4.83610128875,6,3.224067525833333
Paraguay,Access,4.82201214888889,9,4.82201214888889
Armenia,Access,4.819292186999999,9,4.819292186999999
Thailand,Access,4.799225106944444,9,4.799225106944444
Congo,Access,4.777549362249999,2,1.0616776360555553
Sao Tome and Principe,Access,4.7590953825,1,0.5287883758333333
China,Access,4.7489150390555555,9,4.7489150390555555
Philippines,Association,4.714285714285714,1,0.5238095238095238
Armenia,Association,4.714285714285714,1,0.5238095238095238
Albania,Access,4.687009048388888,9,4.687009048388888
Colombia,Access,4.685861794111111,9,4.685861794111111
Nepal,Access,4.681262436,3,1.5604208119999998
Cuba,Access,4.676218407714286,7,3.6370587615555556
Panama,Access,4.674314566166667,9,4.674314566166667
Bosnia and Herzegovina,Access,4.648132015055555,9,4.648132015055555
Laos,Access,4.643795394750001,2,1.0319545321666668
"Yemen, Rep.",Access,4.6375850675,1,0.5152872297222222
Tunisia,Access,4.623192760555556,9,4.623192760555556
Mexico,Association,4.571428571428571,1,0.5079365079365079
Colombia,Association,4.571428571428571,1,0.5079365079365079
Libya,Association,4.571428571428571,1,0.5079365079365079
Serbia,Association,4.571428571428571,1,0.5079365079365079
Malawi,Association,4.571428571428571,1,0.5079365079365079
Ecuador,Association,4.571428571428571,1,0.5079365079365079
Nigeria,Association,4.571428571428571,1,0.5079365079365079
Palestine,Access,4.516660792250001,6,3.0111071948333334
Namibia,Access,4.513251940333333,3,1.5044173134444443
Nicaragua,Access,4.510561052833333,3,1.5035203509444444
Philippines,Access,4.461405186916667,6,2.9742701246111114
Uzbekistan,Access,4.4586956502222215,9,4.4586956502222215
Hungary,Association,4.428571428571429,1,0.4920634920634921
Zambia,Association,4.428571428571429,1,0.4920634920634921
Brazil,Association,4.428571428571429,1,0.4920634920634921
South Korea,Association,4.428571428571429,1,0.4920634920634921
Viet Nam,Access,4.4070178716666675,6,2.938011914444445
Cameroon,Access,4.394366010166666,3,1.4647886700555555
Mauritius,Access,4.3935711013333325,9,4.3935711013333325
Cote d'Ivoire,Access,4.346251487666667,3,1.4487504958888888
IDA blend,Access,4.3419534285,1,0.4824392698333333
Zimbabwe,Access,4.333151753666667,3,1.4443839178888889
Sri Lanka,Association,4.285714285714286,1,0.47619047619047616
Kyrgyzstan,Association,4.285714285714286,1,0.47619047619047616
Mongolia,Access,4.279027318444445,9,4.279027318444445
Myanmar,Access,4.272660954833333,3,1.4242203182777777
Cabo Verde,Access,4.262149940333333,9,4.262149940333333
Peru,Access,4.236373898722222,9,4.236373898722222
Egypt,Access,4.2305245135625,8,3.7604662342777777
Iran,Access,4.206769561750001,2,0.934837680388889
Nigeria,Access,4.183517176333333,3,1.3945057254444442
Morocco,Association,4.142857142857142,1,0.46031746031746024
The Gambia,Association,4.142857142857142,1,0.46031746031746024
Zimbabwe,Association,4.142857142857142,1,0.46031746031746024
Lebanon,Association,4.142857142857142,1,0.46031746031746024
Djibouti,Access,4.0637968065,1,0.45153297849999996
Honduras,Access,4.02911416625,6,2.6860761108333335
El Salvador,Access,4.014458506944444,9,4.014458506944444
Malta,Expression,4.0,1,0.4444444444444444
Jordan,Expression,4.0,1,0.4444444444444444
Latvia,Expression,4.0,1,0.4444444444444444
China,Expression,4.0,1,0.4444444444444444
Sweden,Expression,4.0,1,0.4444444444444444
"China, Macao Special Administrative Region",Expression,4.0,1,0.4444444444444444
Czechia,Expression,4.0,1,0.4444444444444444
Cyprus,Expression,4.0,1,0.4444444444444444
Bosnia and Herzegovina,Expression,4.0,1,0.4444444444444444
Senegal,Expression,4.0,1,0.4444444444444444
India,Association,4.0,1,0.4444444444444444
Peru,Expression,4.0,1,0.4444444444444444
Lebanon,Expression,4.0,1,0.4444444444444444
Colombia,Expression,4.0,1,0.4444444444444444
Ukraine,Association,4.0,1,0.4444444444444444
Belarus,Expression,4.0,1,0.4444444444444444
Mauritius,Expression,4.0,1,0.4444444444444444
United Arab Emirates (the),Expression,4.0,1,0.4444444444444444
Malaysia,Association,4.0,1,0.4444444444444444
Vanuatu,Expression,4.0,1,0.4444444444444444
Bangladesh,Expression,4.0,1,0.4444444444444444
"Gambia, The",Access,3.996064377,1,0.444007153
IDA total,Access,3.984724898,1,0.44274721088888885
Indonesia,Access,3.9642635412777776,9,3.9642635412777776
Bangladesh,Access,3.9080555748166668,3,1.3026851916055555
Haiti,Access,3.901559448166667,3,1.3005198160555556
India,Access,3.8435065905000005,6,2.562337727
Guatemala,Access,3.8170528876666663,9,3.8170528876666663
Sri Lanka,Access,3.8063889184999997,6,2.537592612333333
IDA only,Access,3.8038523145,1,0.4226502571666666
Gambia,Access,3.7718092920000004,2,0.8381798426666667
Uganda,Association,3.7142857142857135,1,0.41269841269841256
Mauritania,Access,3.7119376183333337,3,1.2373125394444444
Fragile and conflict affected situations,Access,3.703344842,1,0.4114827602222222
Angola,Access,3.6797104518333335,3,1.226570150611111
Sudan,Access,3.6792639415000004,3,1.2264213138333333
Lesotho,Access,3.6644022102222227,9,3.6644022102222227
Least developed countries: UN classification,Access,3.638914032,1,0.40432378133333335
Cambodia,Association,3.571428571428572,1,0.39682539682539686
Nicaragua,Association,3.571428571428572,1,0.39682539682539686
Africa Western and Central,Access,3.5670710735,1,0.3963412303888889
Zambia,Access,3.551728375833333,3,1.183909458611111
Tanzania,Access,3.4888229243333337,3,1.162940974777778
Guinea-Bissau,Access,3.481973266666666,3,1.1606577555555553
"Korea, Dem. People's Rep.",Access,3.468637848,1,0.38540420533333336
Singapore,Association,3.4285714285714284,1,0.38095238095238093
Indonesia,Association,3.4285714285714284,1,0.38095238095238093
Bangladesh,Association,3.4285714285714284,1,0.38095238095238093
Jordan,Association,3.4285714285714284,1,0.38095238095238093
"Congo, Rep.",Access,3.416486168,1,0.3796095742222222
Pre-demographic dividend,Access,3.361552986,1,0.3735058873333333
Malawi,Access,3.3573164494999994,3,1.1191054831666665
Bolivia (Plurinational State of),Access,3.349589925583333,6,2.2330599503888884
Sub-Saharan Africa,Access,3.3374842795,1,0.3708315866111111
Sub-Saharan Africa (IDA & IBRD countries),Access,3.3374842795,1,0.3708315866111111
Sub-Saharan Africa (excluding high income),Access,3.337249446,1,0.37080549399999996
Iraq,Association,3.2857142857142856,1,0.36507936507936506
Benin,Access,3.2842011768333332,3,1.094733725611111
Afghanistan,Access,3.269666659,3,1.0898888863333331
Heavily indebted poor countries (HIPC),Access,3.231248257,1,0.3590275841111111
Africa Eastern and Southern,Access,3.1820330555000003,1,0.3535592283888889
Rwanda,Access,3.176637689333333,3,1.0588792297777776
Sudan,Association,3.142857142857143,1,0.3492063492063492
Mali,Access,3.0498111404999997,3,1.0166037135
Low income,Access,3.0461670905,1,0.3384630100555555
Togo,Access,3.0346997261666666,3,1.0115665753888887
Ecuador,Expression,3.0,1,0.3333333333333333
Singapore,Expression,3.0,1,0.3333333333333333
Japan,Expression,3.0,1,0.3333333333333333
"China, Hong Kong Special Administrative Region",Expression,3.0,1,0.3333333333333333
Belarus,Association,3.0,1,0.3333333333333333
Croatia,Expression,3.0,1,0.3333333333333333
San Marino,Expression,3.0,1,0.3333333333333333
Kuwait,Expression,3.0,1,0.3333333333333333
Lithuania,Expression,3.0,1,0.3333333333333333
Curaçao,Expression,3.0,1,0.3333333333333333
Hungary,Expression,3.0,1,0.3333333333333333
Malaysia,Expression,3.0,1,0.3333333333333333
Sri Lanka,Expression,3.0,1,0.3333333333333333
India,Expression,3.0,1,0.3333333333333333
Poland,Expression,3.0,1,0.3333333333333333
Azerbaijan,Association,3.0,1,0.3333333333333333
Saint Vincent and the Grenadines,Expression,3.0,1,0.3333333333333333
Romania,Expression,3.0,1,0.3333333333333333
Azerbaijan,Expression,3.0,1,0.3333333333333333
Ethiopia,Access,2.99912707,3,0.9997090233333333
Kenya,Access,2.989423970722223,9,2.989423970722223
Moldova,Access,2.9093250275,3,0.9697750091666666
Liberia,Access,2.8901906015,3,0.9633968671666666
Samoa,Access,2.8574999745833334,3,0.9524999915277778
Pakistan,Association,2.857142857142857,1,0.31746031746031744
Thailand,Association,2.857142857142857,1,0.31746031746031744
Barbados,Access,2.8504685719166667,3,0.9501561906388889
Mozambique,Access,2.8119246165000003,3,0.9373082055
Fiji,Access,2.7943092981666666,3,0.9314364327222222
Côte d'Ivoire,Access,2.787705196916667,6,1.8584701312777778
Trinidad and Tobago,Access,2.7638589859166665,3,0.9212863286388888
Guinea,Access,2.757148901666667,3,0.9190496338888889
Uzbekistan,Association,2.7142857142857144,1,0.30158730158730157
Ethiopia,Association,2.7142857142857144,1,0.30158730158730157
Venezuela,Association,2.7142857142857144,1,0.30158730158730157
Jamaica,Access,2.70793902075,3,0.90264634025
Tonga,Access,2.6182428868333334,3,0.8727476289444445
Burkina Faso,Access,2.5982792855000003,3,0.8660930951666668
Kazakhstan,Association,2.571428571428571,1,0.28571428571428564
Rwanda,Association,2.571428571428571,1,0.28571428571428564
Vanuatu,Access,2.505171012916666,3,0.8350570043055554
Guyana,Access,2.4897943815000003,3,0.8299314605000001
Eswatini,Access,2.4878480275833335,3,0.8292826758611112
Sierra Leone,Access,2.442937440833333,3,0.8143124802777777
Egypt,Association,2.428571428571429,1,0.2698412698412699
Turkey,Association,2.428571428571429,1,0.2698412698412699
Russia,Association,2.428571428571429,1,0.2698412698412699
Libya,Access,2.3627682368333334,3,0.7875894122777778
Central African Republic,Access,2.3466738510000003,3,0.782224617
Pakistan,Access,2.329600710722222,9,2.329600710722222
Comoros,Access,2.292214647916667,3,0.7640715493055557
Cuba,Association,2.2857142857142856,1,0.25396825396825395
United Arab Emirates,Association,2.2857142857142856,1,0.25396825396825395
Tajikistan,Access,2.243497181,3,0.7478323936666667
Venezuela,Access,2.2040000153,2,0.48977778117777776
Solomon Islands,Access,2.1974339803333334,3,0.7324779934444444
Iraq,Access,2.182505893666667,3,0.7275019645555556
Saint Vincent and the Grenadines,Access,2.1728800201,2,0.4828622266888889
Saudi Arabia,Association,2.142857142857143,1,0.23809523809523808
Bahrain,Association,2.142857142857143,1,0.23809523809523808
Papua New Guinea,Access,2.1339506784999998,3,0.7113168928333332
Saint Lucia,Access,2.1248799896,2,0.47219555324444445
"Congo, Democratic Republic",Access,2.05350008,2,0.4563333511111111
Ukraine,Expression,2.0,1,0.2222222222222222
Myanmar,Association,2.0,1,0.2222222222222222
Monaco,Expression,2.0,1,0.2222222222222222
Finland,Expression,2.0,1,0.2222222222222222
Norway,Expression,2.0,1,0.2222222222222222
Belgium,Expression,2.0,1,0.2222222222222222
United Kingdom of Great Britain and Northern Ireland (the),Expression,2.0,1,0.2222222222222222
Luxembourg,Expression,2.0,1,0.2222222222222222
Italy,Expression,2.0,1,0.2222222222222222
Germany,Expression,2.0,1,0.2222222222222222
Greece,Expression,2.0,1,0.2222222222222222
Austria,Expression,2.0,1,0.2222222222222222
Portugal,Expression,2.0,1,0.2222222222222222
Albania,Expression,2.0,1,0.2222222222222222
Canada,Expression,2.0,1,0.2222222222222222
New Zealand,Expression,2.0,1,0.2222222222222222
Netherlands (the),Expression,2.0,1,0.2222222222222222
Switzerland,Expression,2.0,1,0.2222222222222222
Denmark,Expression,2.0,1,0.2222222222222222
"Congo, Dem. Rep.",Access,1.955,1,0.2172222222222222
Burundi,Access,1.883314975,3,0.6277716583333333
Vietnam,Association,1.8571428571428568,1,0.20634920634920628
Uganda,Access,1.776736838,3,0.5922456126666666
Iran,Association,1.7142857142857144,1,0.1904761904761905
Chad,Access,1.6433333460000001,3,0.547777782
Tuvalu,Access,1.5,1,0.16666666666666666
Liechtenstein,Access,1.5,1,0.16666666666666666
Monaco,Access,1.5,1,0.16666666666666666
Nauru,Access,1.5,1,0.16666666666666666
San Marino,Access,1.5,1,0.16666666666666666
Dominica,Access,1.5,1,0.16666666666666666
Antigua and Barbuda,Access,1.5,1,0.16666666666666666
Andorra,Access,1.5,1,0.16666666666666666
Kiribati,Access,1.5,1,0.16666666666666666
Turkmenistan,Access,1.49875,1,0.16652777777777777
Marshall Islands,Access,1.468045044,1,0.16311611599999998
Grenada,Access,1.44285926825,1,0.16031769647222222
Madagascar,Access,1.4221932410833336,3,0.4740644136944445
China,Association,1.2857142857142856,1,0.14285714285714282
Equatorial Guinea,Access,1.08240222925,1,0.1202669143611111
Indonesia,Expression,1.0,1,0.1111111111111111
Pakistan,Expression,1.0,1,0.1111111111111111
Russian Federation (the),Expression,1.0,1,0.1111111111111111
Australia,Expression,1.0,1,0.1111111111111111
Viet Nam,Expression,1.0,1,0.1111111111111111
Republic of Korea (the),Expression,1.0,1,0.1111111111111111
Argentina,Expression,1.0,1,0.1111111111111111
Thailand,Expression,1.0,1,0.1111111111111111
Spain,Expression,1.0,1,0.1111111111111111
Kazakhstan,Expression,1.0,1,0.1111111111111111
Israel,Expression,1.0,1,0.1111111111111111
Isle of Man,Expression,1.0,1,0.1111111111111111
Turkey,Expression,1.0,1,0.1111111111111111
Brazil,Expression,1.0,1,0.1111111111111111
Estonia,Expression,1.0,1,0.1111111111111111
Ireland,Expression,1.0,1,0.1111111111111111
France,Expression,1.0,1,0.1111111111111111
United States of America (the),Expression,1.0,1,0.1111111111111111
Eritrea,Access,0.87982163425,1,0.0977579593611111
Yemen,Access,0.875,2,0.19444444444444442
Niger,Access,0.8371227105833334,3,0.2790409035277778
South Sudan,Access,0.7811195393666667,3,0.26037317978888885
Somalia,Access,0.70041494375,1,0.07782388263888888
Dem. People's Rep. of Korea,Access,0.0,0,0.0
Saint Kitts and Nevis,Access,0.0,0,0.0
Central African Rep.,Access,0.0,0,0.0
Vatican,Access,0.0,0,0.0
Micronesia,Access,0.0,0,0.0
American Samoa,Access,0.0,0,0.0
Nepal (Republic of),Access,0.0,0,0.0
Congo (Rep. of the),Access,0.0,0,0.0
