Country Name,Year,Pillar,Sub-Pillar,Indicator,data_col,new_rank_score,higher_is_better
Viet Nam,2018.0,Infrastructure,Innovation Ecosystem,Software Developer Ecosystem size,14727.0,1.02676195925054,True
Viet Nam,2019.0,Infrastructure,Connectivity Technology,Spectrum Allocated to Mobile Providers,20.59,2.0295,True
Viet Nam,2020.0,Infrastructure,Connectivity Technology,Telecommunication Infrastructure Index (TII),0.6694,4.347,True
Viet Nam,2020.0,People,Digital Literacy Skills,% of internet users who own cryptocurrency,21.1,2.055,True
Viet Nam,2017.0,People,Usage and ownership,% of population using digital financial services,21.0,2.05,True
Viet Nam,2021.0,People,Usage and ownership,% of population using Facebook,67.96,4.398,True
Viet Nam,2019.0,People,Digital Literacy Skills,% of population using internet (all),68.66158021,4.4330790105,True
Viet Nam,2019.0,People,Digital Literacy Skills,% of population using internet (female),65.50475236,4.275237618,True
Viet Nam,2019.0,People,Digital Literacy Skills,% of population using internet (male),71.84789925,4.5923949625,True
Viet Nam,2020.0,People,Usage and ownership,% of population with a smartphone,0.63,4.15,True
Viet Nam,2017.0,People,Usage and ownership,E-commerce activity (% of individuals buying online and frequency),18.74,2.2002822684115984,True
Viet Nam,2021.0,People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",1.6219481377826768,1.1153442034077683,True
Viet Nam,2017.0,People,Usage and ownership,Financial Inclusiveness,31.0,2.55,True
Viet Nam,2019.0,People,Usage and ownership,Gender gap for social media use,85.97904968,5.298952484,True
Viet Nam,2019.0,People,Usage and ownership,Gender gap in internet usage,65.50475236,4.275237618,True
Viet Nam,2019.0,People,Usage and ownership,Gender gap in mobile usage,98.32418823,5.916209411500001,True
Viet Nam,2019.0,People,Usage and ownership,Global Crypto Adoption Index,1.0,6.0,True
Viet Nam,2021.0,People,Digital Wellbeing,Global Wellbeing Initiative (World Happiness Index),5.411,3.7055,True
Viet Nam,2019.0,People,Digital Wellbeing,Gross National Wellbeing,54.53,3.7265,True
Viet Nam,2020.0,People,Usage and ownership,Households with a computer and with Internet access,74.80362832,4.740181416,True
Viet Nam,2020.0,People,Digital Literacy Skills,Human Capital Index (HCI),0.6779,4.3895,True
Viet Nam,2019.0,People,Usage and ownership,Internet Usage,68.66158021,4.4330790105,True
Viet Nam,2019.0,People,Usage and ownership,Mobile Device Penetration (female),76.74703415,4.8373517075,True
Viet Nam,2019.0,People,Usage and ownership,Mobile Device Penetration,77.49999971,4.8749999855,True
Viet Nam,2019.0,People,Culture,Number of mobile apps available in national language(s),71.30223846,4.565111923,True
Viet Nam,2021.0,People,Usage and ownership,Social media penetration,73.7,4.6850000000000005,True
Viet Nam,2019.0,People,Usage and ownership,Tax as % of total cost of mobile ownership,82.54,1.8729999999999996,False
Viet Nam,2020.0,People,Digital Wellbeing,Device Addiction (time of use on internet / on devices),6.47,2.7591125198098254,True
Viet Nam,2019.0,People,Usage and ownership,UNDP Human Development Index (HDI) ,0.704,4.52,True
Viet Nam,2020.0,Regulation,Cybersecurity,# key internet controls employed,22.0,2.1,True
Viet Nam,2020.0,Regulation,Ethical Standards,Rule of Law Index,0.49,3.45,True
Viet Nam,2019.0,Strategy,Ambition,SDG Index,72.8,4.640000000000001,True
