Country Name,Year,Pillar,Sub-Pillar,Indicator,data_col,new_rank_score,higher_is_better
Poland,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Poland,2019.0,Infrastructure,Connectivity Technology,% of population covered by internet connectivity,80.43590724,5.0137517712760005,True
Poland,2019.0,Infrastructure,Connectivity Technology,% of population covered by mobile 2G+ data connectivity,100.0,5.99,True
Poland,2019.0,Infrastructure,Connectivity Technology,% of population covered by mobile 3G+ data connectivity,100.0,5.99,True
Poland,2019.0,Infrastructure,Connectivity Technology,% of population covered by mobile 4G+ data connectivity,100.0,5.99,True
Poland,2019.0,Infrastructure,Connectivity Technology,% of population covered by mobile 5G+ data connectivity,0.0,1.0,True
Poland,2018.0,Infrastructure,Innovation Ecosystem,Availability of scientists and engineers,4.189382076,1.1607577430226264,True
Poland,2017.0,Infrastructure,Innovation Ecosystem,Banking Ecosystem size,70.11,4.498489,True
Poland,2020.0,Infrastructure,Connectivity Technology,Broadband Density,21.69969988,2.0828150240120005,True
Poland,2019.0,Infrastructure,Connectivity Technology,Cellphone Signal Density,90.0,5.4910000000000005,True
Poland,2021.0,Infrastructure,Innovation Ecosystem,Digital Finance Ecosystem size,10.364,1.5171636,True
Poland,2020.0,Infrastructure,Innovation Ecosystem,Digital Work Ecosystem size,40.6,3.0259400000000003,True
Poland,2019.0,Infrastructure,Connectivity Technology,Electricity Density,4292.314,1.376903818609473,True
Poland,2021.0,Infrastructure,Connectivity Technology,Electricity Environmental Sustainability,80.2,5.0019800000000005,True
Poland,2018.0,Infrastructure,Connectivity Technology,Electricity supply quality,5.522806644,4.761467525593334,True
Poland,2020.0,Infrastructure,Connectivity Technology,Global Cybersecurity Index (GCI),93.86,5.683614,True
Poland,2019.0,Infrastructure,Connectivity Technology,GSMA Mobile Connectivity Index ,76.09,4.7968910000000005,True
Poland,2019.0,Infrastructure,Connectivity Technology,Individuals using the Internet (% of population),80.43590724,5.0137517712760005,True
Poland,2018.0,Infrastructure,Connectivity Technology,Logistics Performance Index (LPI) - Infrastructure Rating,3.54,4.16865,True
Poland,2020.0,Infrastructure,Innovation Ecosystem,Mobile app creation/bn PPP$ GDP,15.51429582,1.774163361418,True
Poland,2020.0,Infrastructure,Connectivity Technology,Mobile cellular subscriptions (per 100 people),130.3966794,3.23100085010677,True
Poland,2020.0,Infrastructure,Connectivity Technology,Mobile Coverage Maps,130.3966794,3.23100085010677,True
Poland,2019.0,Infrastructure,Connectivity Technology,Mobile dowload speed at the slowest hour of the day,79.29411316,4.956776246683999,True
Poland,2021.0,Infrastructure,Connectivity Technology,National cyber security index,87.01,5.341799,True
Poland,2019.0,Infrastructure,Innovation Ecosystem,Patents by origin/bn PPP$ GDP,25.0361627,2.24930451873,True
Poland,2019.0,Infrastructure,Connectivity Technology,Postal Coverage,100.0,5.99,True
Poland,2020.0,Infrastructure,Innovation Ecosystem,Scientific and technical articles/bn PPP$ GDP,41.07237834,3.049511679166,True
Poland,2018.0,Infrastructure,Innovation Ecosystem,Software Developer Ecosystem size,30928.0,1.153082080429692,True
Poland,2019.0,Infrastructure,Connectivity Technology,Spectrum Allocated to Mobile Providers,47.03,3.3467970000000005,True
Poland,2020.0,Infrastructure,Connectivity Technology,Telecommunication Infrastructure Index (TII),0.8005,4.994495000000001,True
Poland,2020.0,People,Digital Literacy Skills,% of internet users who own cryptocurrency,7.2,1.35928,True
Poland,2017.0,People,Usage and ownership,% of population using digital financial services,65.0,4.2435,True
Poland,2021.0,People,Usage and ownership,% of population using Facebook,37.04,2.848296,True
Poland,2019.0,People,Digital Literacy Skills,% of population using internet (all),80.43590724,5.0137517712760005,True
Poland,2019.0,People,Digital Literacy Skills,% of population using internet (female),79.96973525,4.990489788975,True
Poland,2019.0,People,Digital Literacy Skills,% of population using internet (male),80.91981478,5.037898757522,True
Poland,2018.0,People,Digital Wellbeing,Automation-led unemployment,49.67,3.511467,False
Poland,2018.0,People,Digital Wellbeing,Cyberbullying,12.0,5.3912,False
Poland,2017.0,People,Usage and ownership,E-commerce activity (% of individuals buying online and frequency),61.28,4.057872000000001,True
Poland,2017.0,People,Usage and ownership,Financial Inclusiveness,87.0,5.3413,True
Poland,2019.0,People,Usage and ownership,Gender gap for social media use,100.0,5.99,True
Poland,2019.0,People,Usage and ownership,Gender gap in internet usage,79.96973525,4.990489788975,True
Poland,2019.0,People,Usage and ownership,Gender gap in mobile usage,100.0,5.99,True
Poland,2019.0,People,Usage and ownership,Global Crypto Adoption Index,0.07,1.3493,True
Poland,2021.0,People,Digital Wellbeing,Global Wellbeing Initiative (World Happiness Index),6.166,4.076834,True
Poland,2019.0,People,Digital Wellbeing,Gross National Wellbeing,69.76,4.481024000000001,True
Poland,2020.0,People,Usage and ownership,Households with a computer and with Internet access,90.38388072,5.510155647927999,True
Poland,2020.0,People,Digital Literacy Skills,Human Capital Index (HCI),0.9001,5.491499,True
Poland,2019.0,People,Usage and ownership,Internet Usage,80.43590724,5.0137517712760005,True
Poland,2020.0,People,Culture,"Level of satisfaction for online public services (% of users, by type of interaction and service)",75.2,4.75248,True
Poland,2019.0,People,Culture,Number of mobile apps available in national language(s),77.55671692,4.870080174308001,True
Poland,2019.0,People,Digital Wellbeing,Percentage of individuals not buying online due to concerns about returning products,5.99294,5.690952294000001,False
Poland,2019.0,People,Digital Wellbeing,Percentage of individuals not buying online due to payment security concerns,6.025776,5.689313777600001,False
Poland,2019.0,People,Culture,Share of individuals using the Internet to interact with public authorities,40.4464,3.01827536,True
Poland,2021.0,People,Usage and ownership,Social media penetration,68.5,4.41815,True
Poland,2019.0,People,Usage and ownership,Tax as % of total cost of mobile ownership,42.5,3.86925,False
Poland,2019.0,People,Culture,UNDP Human Development Index (HDI) ,0.88,5.3912,True
Poland,2020.0,Regulation,Ethical Standards,Rule of Law Index,0.66,4.2934,True
Poland,2019.0,Strategy,Ambition,SDG Index,80.2,5.0019800000000005,True
