CMS slug,Region Name,Sub-region Name,Country or Area,World Bank Income Level,Score,Pillar,Sub-Pillar
italy,Europe,Southern Europe,Italy,High Income,3.0,Business,Startup Environment
seychelles,Africa,Sub-Saharan Africa,Seychelles,High Income,1.0,Business,
comoros,Africa,Sub-Saharan Africa,Comoros (the),Low income,3.0,Business,
italy,Europe,Southern Europe,Italy,High Income,3.0,Business,
malta,Europe,Southern Europe,Malta,High Income,2.0,Business,Startup Environment
san-marino,Europe,Southern Europe,San Marino,High Income,4.0,Business,
malta,Europe,Southern Europe,Malta,High Income,2.0,Business,
san-marino,Europe,Southern Europe,San Marino,High Income,4.0,Business,Startup Environment
north-macedonia,Europe,Southern Europe,North Macedonia,Upper Middle Income,3.0,Business,Startup Environment
somalia,Africa,Sub-Saharan Africa,Somalia,Low Income,1.0,Business,
north-macedonia,Europe,Southern Europe,North Macedonia,Upper Middle Income,3.0,Business,
somalia,Africa,Sub-Saharan Africa,Somalia,Low Income,1.0,Business,Startup Environment
new-zealand,Oceania,Australia and New Zealand,New Zealand,High income,4.5,Business,Startup Environment
fiji,Oceania,Melanesia,Fiji,Upper Middle Income,1.0,Business,
new-zealand,Oceania,Australia and New Zealand,New Zealand,High income,4.5,Business,
fiji,Oceania,Melanesia,Fiji,Upper Middle Income,1.0,Business,Startup Environment
seychelles,Africa,Sub-Saharan Africa,Seychelles,High Income,1.0,Business,Startup Environment
tajikistan,Asia,Central Asia,Tajikistan,Lower Middle Income,5.0,Business,
comoros,Africa,Sub-Saharan Africa,Comoros (the),Low income,3.0,Business,Startup Environment
sri-lanka,Asia,Southern Asia,Sri Lanka,Lower Middle Income,5.0,Business,
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,4.0,Business,
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,4.0,Business,Startup Environment
iceland,Europe,Northern Europe,Iceland,High Income,4.0,Business,Startup Environment
iceland,Europe,Northern Europe,Iceland,High Income,4.0,Business,
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,4.0,Business,
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,4.0,Business,Startup Environment
maldives,Asia,Southern Asia,Maldives,Upper Middle Income,4.0,Business,Startup Environment
maldives,Asia,Southern Asia,Maldives,Upper Middle Income,4.0,Business,
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,6.0,Business,
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,6.0,Business,Startup Environment
oman,Asia,Western Asia,Oman,High Income,6.0,Business,Startup Environment
oman,Asia,Western Asia,Oman,High Income,6.0,Business,
saudi-arabia,Asia,Western Asia,Saudi Arabia,High Income,4.0,Business,
liechtenstein,Europe,Western Europe,Liechtenstein,High Income,1.0,Business,Startup Environment
liechtenstein,Europe,Western Europe,Liechtenstein,High Income,1.0,Business,
czechia,Europe,Eastern Europe,Czechia,High income,1.5,Business,Startup Environment
madagascar,Africa,Sub-Saharan Africa,Madagascar,Low Income,5.0,Business,Startup Environment
uruguay,Americas,Latin America and the Caribbean,Uruguay,High Income,5.0,Business,
madagascar,Africa,Sub-Saharan Africa,Madagascar,Low Income,5.0,Business,
uruguay,Americas,Latin America and the Caribbean,Uruguay,High Income,5.0,Business,Startup Environment
laos,Asia,South-eastern Asia,Lao People's Democratic Republic (the),Lower Middle Income,1.0,Business,Startup Environment
georgia,Asia,Western Asia,Georgia,Upper Middle Income,6.0,Business,
laos,Asia,South-eastern Asia,Lao People's Democratic Republic (the),Lower Middle Income,1.0,Business,
georgia,Asia,Western Asia,Georgia,Upper Middle Income,6.0,Business,Startup Environment
lesotho,Africa,Sub-Saharan Africa,Lesotho,Lower Middle Income,3.0,Business,
lesotho,Africa,Sub-Saharan Africa,Lesotho,Lower Middle Income,3.0,Business,Startup Environment
czechia,Europe,Eastern Europe,Czechia,High income,1.5,Business,
saint-vincent-and-the-grenadines,Americas,Latin America and the Caribbean,Saint Vincent and the Grenadines,Upper Middle Income,5.0,Business,
saudi-arabia,Asia,Western Asia,Saudi Arabia,High Income,4.0,Business,Startup Environment
azerbaijan,Asia,Western Asia,Azerbaijan,Upper Middle Income,6.0,Business,
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,6.0,Business,Startup Environment
sri-lanka,Asia,Southern Asia,Sri Lanka,Lower Middle Income,5.0,Business,Startup Environment
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,6.0,Business,
philippines,Asia,South-eastern Asia,Philippines (the),Lower Middle Income,1.0,Business,
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,5.0,Business,Startup Environment
philippines,Asia,South-eastern Asia,Philippines (the),Lower Middle Income,1.0,Business,Startup Environment
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,5.0,Business,
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,5.0,Business,Startup Environment
gambia,Africa,Sub-Saharan Africa,Gambia (the),Low Income,5.0,Business,Startup Environment
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,5.0,Business,
solomon-islands,Oceania,Melanesia,Solomon Islands,Lower Middle Income,5.0,Business,
solomon-islands,Oceania,Melanesia,Solomon Islands,Lower Middle Income,5.0,Business,Startup Environment
france,Europe,Western Europe,France,High Income,5.0,Business,Startup Environment
cabo-verde,Africa,Sub-Saharan Africa,Cabo Verde,Lower Middle Income,5.0,Business,Startup Environment
cabo-verde,Africa,Sub-Saharan Africa,Cabo Verde,Lower Middle Income,5.0,Business,
montenegro,Europe,Southern Europe,Montenegro,Upper Middle Income,4.0,Business,Startup Environment
bolivia,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),Lower Middle Income,1.0,Business,Startup Environment
antigua-and-barbuda,Americas,Latin America and the Caribbean,Antigua and Barbuda,High Income,3.0,Business,
bolivia,Americas,Latin America and the Caribbean,Bolivia (Plurinational State of),Lower Middle Income,1.0,Business,
antigua-and-barbuda,Americas,Latin America and the Caribbean,Antigua and Barbuda,High Income,3.0,Business,Startup Environment
saint-kitts-and-nevis,Americas,Latin America and the Caribbean,Saint Kitts and Nevis,High Income,3.0,Business,Startup Environment
cameroon,Africa,Sub-Saharan Africa,Cameroon,Lower Middle Income,4.0,Business,
saint-kitts-and-nevis,Americas,Latin America and the Caribbean,Saint Kitts and Nevis,High Income,3.0,Business,
cameroon,Africa,Sub-Saharan Africa,Cameroon,Lower Middle Income,4.0,Business,Startup Environment
azerbaijan,Asia,Western Asia,Azerbaijan,Upper Middle Income,6.0,Business,Startup Environment
france,Europe,Western Europe,France,High Income,5.0,Business,
montenegro,Europe,Southern Europe,Montenegro,Upper Middle Income,4.0,Business,
south-korea,Asia,Eastern Asia,Republic of Korea (the),High income,5.5,Business,Startup Environment
mali,Africa,Sub-Saharan Africa,Mali,Low Income,4.0,Business,Startup Environment
bangladesh,Asia,Southern Asia,Bangladesh,Lower Middle Income,3.0,Business,
el-salvador,Americas,Latin America and the Caribbean,El Salvador,Lower Middle Income,3.0,Business,Startup Environment
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,1.5,Business,Startup Environment
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,1.5,Business,
suriname,Americas,Latin America and the Caribbean,Suriname,Upper Middle Income,1.0,Business,
suriname,Americas,Latin America and the Caribbean,Suriname,Upper Middle Income,1.0,Business,Startup Environment
uganda,Africa,Sub-Saharan Africa,Uganda,Low Income,2.0,Business,Startup Environment
afghanistan,Asia,Southern Asia,Afghanistan,Low Income,5.0,Business,
uganda,Africa,Sub-Saharan Africa,Uganda,Low Income,2.0,Business,
afghanistan,Asia,Southern Asia,Afghanistan,Low Income,5.0,Business,Startup Environment
costa-rica,Americas,Latin America and the Caribbean,Costa Rica,Upper Middle Income,2.0,Business,Startup Environment
nicaragua,Americas,Latin America and the Caribbean,Nicaragua,Lower Middle Income,4.0,Business,
costa-rica,Americas,Latin America and the Caribbean,Costa Rica,Upper Middle Income,2.0,Business,
nicaragua,Americas,Latin America and the Caribbean,Nicaragua,Lower Middle Income,4.0,Business,Startup Environment
mongolia,Asia,Eastern Asia,Mongolia,Lower Middle Income,4.0,Business,Startup Environment
armenia,Asia,Western Asia,Armenia,Upper Middle Income,6.0,Business,
mongolia,Asia,Eastern Asia,Mongolia,Lower Middle Income,4.0,Business,
armenia,Asia,Western Asia,Armenia,Upper Middle Income,6.0,Business,Startup Environment
croatia,Europe,Southern Europe,Croatia,High Income,3.0,Business,Startup Environment
niger,Africa,Sub-Saharan Africa,Niger (the),Low Income,5.0,Business,
croatia,Europe,Southern Europe,Croatia,High Income,3.0,Business,
sao-tome-and-principe,Africa,Sub-Saharan Africa,Sao Tome and Principe,Lower Middle Income,5.0,Business,Startup Environment
niger,Africa,Sub-Saharan Africa,Niger (the),Low Income,5.0,Business,Startup Environment
sao-tome-and-principe,Africa,Sub-Saharan Africa,Sao Tome and Principe,Lower Middle Income,5.0,Business,
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,3.0,Business,
bulgaria,Europe,Eastern Europe,Bulgaria,Upper Middle Income,1.5,Business,Startup Environment
el-salvador,Americas,Latin America and the Caribbean,El Salvador,Lower Middle Income,3.0,Business,
guyana,Americas,Latin America and the Caribbean,Guyana,Upper Middle Income,3.0,Business,
guyana,Americas,Latin America and the Caribbean,Guyana,Upper Middle Income,3.0,Business,Startup Environment
mauritius,Africa,Sub-Saharan Africa,Mauritius,Upper Middle Income,6.0,Business,Startup Environment
indonesia,Asia,South-eastern Asia,Indonesia,Lower Middle Income,4.0,Business,Startup Environment
brunei,Asia,South-eastern Asia,Brunei Darussalam,High income,6.0,Business,Startup Environment
indonesia,Asia,South-eastern Asia,Indonesia,Lower Middle Income,4.0,Business,
china,Asia,Eastern Asia,China,Upper Middle Income,5.0,Business,
finland,Europe,Northern Europe,Finland,High Income,5.0,Business,Startup Environment
china,Asia,Eastern Asia,China,Upper Middle Income,5.0,Business,Startup Environment
finland,Europe,Northern Europe,Finland,High Income,5.0,Business,
norway,Europe,Northern Europe,Norway,High Income,5.0,Business,Startup Environment
tunisia,Africa,Northern Africa,Tunisia,Lower Middle Income,5.0,Business,
norway,Europe,Northern Europe,Norway,High Income,5.0,Business,
tunisia,Africa,Northern Africa,Tunisia,Lower Middle Income,5.0,Business,Startup Environment
mauritania,Africa,Sub-Saharan Africa,Mauritania,Lower Middle Income,6.0,Business,Startup Environment
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,3.0,Business,Startup Environment
iran,Asia,Southern Asia,Iran (Islamic Republic of),Lower Middle Income,1.0,Business,
iran,Asia,Southern Asia,Iran (Islamic Republic of),Lower Middle Income,1.0,Business,Startup Environment
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,5.0,Business,Startup Environment
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,5.0,Business,
jamaica,Americas,Latin America and the Caribbean,Jamaica,Upper Middle Income,6.0,Business,
canada,Americas,Northern America,Canada,High Income,6.0,Business,Startup Environment
jamaica,Americas,Latin America and the Caribbean,Jamaica,Upper Middle Income,6.0,Business,Startup Environment
canada,Americas,Northern America,Canada,High Income,6.0,Business,
burundi,Africa,Sub-Saharan Africa,Burundi,Low Income,6.0,Business,
benin,Africa,Sub-Saharan Africa,Benin,Lower Middle Income,5.0,Business,Startup Environment
burundi,Africa,Sub-Saharan Africa,Burundi,Low Income,6.0,Business,Startup Environment
benin,Africa,Sub-Saharan Africa,Benin,Lower Middle Income,5.0,Business,
mauritius,Africa,Sub-Saharan Africa,Mauritius,Upper Middle Income,6.0,Business,
mauritania,Africa,Sub-Saharan Africa,Mauritania,Lower Middle Income,6.0,Business,
bulgaria,Europe,Eastern Europe,Bulgaria,Upper Middle Income,1.5,Business,
central-african-republic,Africa,Sub-Saharan Africa,Central African Republic (the),Low Income,2.0,Business,Startup Environment
central-african-republic,Africa,Sub-Saharan Africa,Central African Republic (the),Low Income,2.0,Business,
tonga,Oceania,Polynesia,Tonga,Upper Middle Income,3.0,Business,Startup Environment
tonga,Oceania,Polynesia,Tonga,Upper Middle Income,3.0,Business,
turkey,Asia,Western Asia,Turkey,Upper Middle Income,5.0,Business,
sweden,Europe,Northern Europe,Sweden,High Income,5.0,Business,Startup Environment
turkey,Asia,Western Asia,Turkey,Upper Middle Income,5.0,Business,Startup Environment
sweden,Europe,Northern Europe,Sweden,High Income,5.0,Business,
australia,Oceania,Australia and New Zealand,Australia,High Income,4.5,Business,Startup Environment
bosnia-and-herzegovina,Europe,Southern Europe,Bosnia and Herzegovina,Upper Middle Income,1.0,Business,
australia,Oceania,Australia and New Zealand,Australia,High Income,4.5,Business,
bosnia-and-herzegovina,Europe,Southern Europe,Bosnia and Herzegovina,Upper Middle Income,1.0,Business,Startup Environment
peru,Americas,Latin America and the Caribbean,Peru,Upper Middle Income,2.0,Business,
peru,Americas,Latin America and the Caribbean,Peru,Upper Middle Income,2.0,Business,Startup Environment
bahrain,Asia,Western Asia,Bahrain,High Income,5.0,Business,Startup Environment
barbados,Americas,Latin America and the Caribbean,Barbados,High Income,3.0,Business,Startup Environment
barbados,Americas,Latin America and the Caribbean,Barbados,High Income,3.0,Business,
syria,Asia,Western Asia,Syrian Arab Republic (the),Low Income,3.0,Business,Startup Environment
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,3.0,Business,Startup Environment
samoa,Oceania,Polynesia,Samoa,Lower Middle Income,5.0,Business,
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,3.0,Business,
samoa,Oceania,Polynesia,Samoa,Lower Middle Income,5.0,Business,Startup Environment
sierra-leone,Africa,Sub-Saharan Africa,Sierra Leone,Low Income,5.0,Business,Startup Environment
dominican-republic,Americas,Latin America and the Caribbean,Dominican Republic (the),Upper Middle Income,3.0,Business,
sierra-leone,Africa,Sub-Saharan Africa,Sierra Leone,Low Income,5.0,Business,
dominican-republic,Americas,Latin America and the Caribbean,Dominican Republic (the),Upper Middle Income,3.0,Business,Startup Environment
bangladesh,Asia,Southern Asia,Bangladesh,Lower Middle Income,3.0,Business,Startup Environment
lebanon,Asia,Western Asia,Lebanon,Upper Middle Income,3.0,Business,
syria,Asia,Western Asia,Syrian Arab Republic (the),Low Income,3.0,Business,
lebanon,Asia,Western Asia,Lebanon,Upper Middle Income,3.0,Business,Startup Environment
tanzania,Africa,Sub-Saharan Africa,United Republic of Tanzania (the),Low Income,2.0,Business,
tanzania,Africa,Sub-Saharan Africa,United Republic of Tanzania (the),Low Income,2.0,Business,Startup Environment
cyprus,Asia,Western Asia,Cyprus,High Income,6.0,Business,
cyprus,Asia,Western Asia,Cyprus,High Income,6.0,Business,Startup Environment
slovakia,Europe,Eastern Europe,Slovakia,High Income,2.0,Business,Startup Environment
slovakia,Europe,Eastern Europe,Slovakia,High Income,2.0,Business,
paraguay,Americas,Latin America and the Caribbean,Paraguay,Upper Middle Income,1.0,Business,
paraguay,Americas,Latin America and the Caribbean,Paraguay,Upper Middle Income,1.0,Business,Startup Environment
japan,Asia,Eastern Asia,Japan,High income,4.0,Business,Startup Environment
japan,Asia,Eastern Asia,Japan,High income,4.0,Business,
cambodia,Asia,South-eastern Asia,Cambodia,Lower Middle Income,1.0,Business,
guinea,Africa,Sub-Saharan Africa,Guinea,Low Income,3.0,Business,Startup Environment
cambodia,Asia,South-eastern Asia,Cambodia,Lower Middle Income,1.0,Business,Startup Environment
guinea,Africa,Sub-Saharan Africa,Guinea,Low Income,3.0,Business,
bahrain,Asia,Western Asia,Bahrain,High Income,5.0,Business,
chad,Africa,Sub-Saharan Africa,Chad,Low Income,1.0,Business,
chad,Africa,Sub-Saharan Africa,Chad,Low Income,1.0,Business,Startup Environment
saint-lucia,Americas,Latin America and the Caribbean,Saint Lucia,Upper Middle Income,4.0,Business,
egypt,Africa,Northern Africa,Egypt,Lower Middle Income,4.0,Business,
guatemala,Americas,Latin America and the Caribbean,Guatemala,Upper Middle Income,3.0,Business,Startup Environment
egypt,Africa,Northern Africa,Egypt,Lower Middle Income,4.0,Business,Startup Environment
guatemala,Americas,Latin America and the Caribbean,Guatemala,Upper Middle Income,3.0,Business,
palau,Oceania,Micronesia,Palau,High Income,2.0,Business,
palau,Oceania,Micronesia,Palau,High Income,2.0,Business,Startup Environment
estonia,Europe,Northern Europe,Estonia,High Income,5.0,Business,Startup Environment
slovenia,Europe,Southern Europe,Slovenia,High Income,5.0,Business,
estonia,Europe,Northern Europe,Estonia,High Income,5.0,Business,
slovenia,Europe,Southern Europe,Slovenia,High Income,5.0,Business,Startup Environment
saint-lucia,Americas,Latin America and the Caribbean,Saint Lucia,Upper Middle Income,4.0,Business,Startup Environment
united-arab-emirates,Asia,Western Asia,United Arab Emirates (the),High Income,6.0,Business,
gambia,Africa,Sub-Saharan Africa,Gambia (the),Low Income,5.0,Business,
brunei,Asia,South-eastern Asia,Brunei Darussalam,High income,6.0,Business,
kiribati,Oceania,Micronesia,Kiribati,Lower Middle Income,1.0,Business,
serbia,Europe,Southern Europe,Serbia,Upper Middle Income,5.0,Business,Startup Environment
togo,Africa,Sub-Saharan Africa,Togo,Low Income,6.0,Business,
denmark,Europe,Northern Europe,Denmark,High Income,6.0,Business,Startup Environment
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,6.0,Business,Startup Environment
togo,Africa,Sub-Saharan Africa,Togo,Low Income,6.0,Business,Startup Environment
serbia,Europe,Southern Europe,Serbia,Upper Middle Income,5.0,Business,
denmark,Europe,Northern Europe,Denmark,High Income,6.0,Business,
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,6.0,Business,
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,4.0,Business,
united-states,Americas,Northern America,United States of America (the),High Income,6.0,Business,Startup Environment
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,4.0,Business,Startup Environment
algeria,Africa,Northern Africa,Algeria,Lower Middle Income,3.0,Business,Startup Environment
united-states,Americas,Northern America,United States of America (the),High Income,6.0,Business,
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,5.5,Business,Startup Environment
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,3.0,Business,
algeria,Africa,Northern Africa,Algeria,Lower Middle Income,3.0,Business,
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,3.0,Business,Startup Environment
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,5.5,Business,
latvia,Europe,Northern Europe,Latvia,High Income,4.0,Business,
kiribati,Oceania,Micronesia,Kiribati,Lower Middle Income,1.0,Business,Startup Environment
djibouti,Africa,Sub-Saharan Africa,Djibouti,Lower Middle Income,4.0,Business,
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,5.0,Business,Startup Environment
singapore,Asia,South-eastern Asia,Singapore,High Income,6.0,Business,Startup Environment
ghana,Africa,Sub-Saharan Africa,Ghana,Lower Middle Income,4.0,Business,Startup Environment
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,5.0,Business,Startup Environment
myanmar,Asia,South-eastern Asia,Myanmar,Lower Middle Income,5.0,Business,
ghana,Africa,Sub-Saharan Africa,Ghana,Lower Middle Income,4.0,Business,
singapore,Asia,South-eastern Asia,Singapore,High Income,6.0,Business,
myanmar,Asia,South-eastern Asia,Myanmar,Lower Middle Income,5.0,Business,Startup Environment
yemen,Asia,Western Asia,Yemen,Low Income,1.0,Business,Startup Environment
ethiopia,Africa,Sub-Saharan Africa,Ethiopia,Low Income,1.0,Business,Startup Environment
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,1.0,Business,
liberia,Africa,Sub-Saharan Africa,Liberia,Low Income,3.0,Business,Startup Environment
ethiopia,Africa,Sub-Saharan Africa,Ethiopia,Low Income,1.0,Business,
dominica,Americas,Latin America and the Caribbean,Dominica,Upper Middle Income,4.0,Business,Startup Environment
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,1.0,Business,Startup Environment
djibouti,Africa,Sub-Saharan Africa,Djibouti,Lower Middle Income,4.0,Business,Startup Environment
yemen,Asia,Western Asia,Yemen,Low Income,1.0,Business,
liberia,Africa,Sub-Saharan Africa,Liberia,Low Income,3.0,Business,
dominica,Americas,Latin America and the Caribbean,Dominica,Upper Middle Income,4.0,Business,
chile,Americas,Latin America and the Caribbean,Chile,High Income,6.0,Business,Startup Environment
albania,Europe,Southern Europe,Albania,Upper Middle Income,6.0,Business,
malawi,Africa,Sub-Saharan Africa,Malawi,Low Income,1.0,Business,Startup Environment
botswana,Africa,Sub-Saharan Africa,Botswana,Upper Middle Income,1.0,Business,Startup Environment
india,Asia,Southern Asia,India,Lower Middle Income,3.0,Business,Startup Environment
morocco,Africa,Northern Africa,Morocco,Lower Middle Income,5.0,Business,
netherlands,Europe,Western Europe,Netherlands (the),High Income,5.5,Business,Startup Environment
botswana,Africa,Sub-Saharan Africa,Botswana,Upper Middle Income,1.0,Business,
morocco,Africa,Northern Africa,Morocco,Lower Middle Income,5.0,Business,Startup Environment
netherlands,Europe,Western Europe,Netherlands (the),High Income,5.5,Business,
hungary,Europe,Eastern Europe,Hungary,High income,4.0,Business,
micronesia,Oceania,Micronesia,Micronesia (Federated States of),Lower Middle Income,3.0,Business,
switzerland,Europe,Western Europe,Switzerland,High Income,5.5,Business,Startup Environment
senegal,Africa,Sub-Saharan Africa,Senegal,,6.0,Business,Startup Environment
hungary,Europe,Eastern Europe,Hungary,High income,4.0,Business,Startup Environment
belarus,Europe,Eastern Europe,Belarus,Upper Middle Income,5.0,Business,Startup Environment
switzerland,Europe,Western Europe,Switzerland,High Income,5.5,Business,
senegal,Africa,Sub-Saharan Africa,Senegal,,6.0,Business,
honduras,Americas,Latin America and the Caribbean,Honduras,Lower Middle Income,1.0,Business,
namibia,Africa,Sub-Saharan Africa,Namibia,Upper Middle Income,1.0,Business,
honduras,Americas,Latin America and the Caribbean,Honduras,Lower Middle Income,1.0,Business,Startup Environment
belarus,Europe,Eastern Europe,Belarus,Upper Middle Income,5.0,Business,
belgium,Europe,Western Europe,Belgium,High Income,5.5,Business,Startup Environment
india,Asia,Southern Asia,India,Lower Middle Income,3.0,Business,
micronesia,Oceania,Micronesia,Micronesia (Federated States of),Lower Middle Income,3.0,Business,Startup Environment
chile,Americas,Latin America and the Caribbean,Chile,High Income,6.0,Business,
albania,Europe,Southern Europe,Albania,Upper Middle Income,6.0,Business,Startup Environment
latvia,Europe,Northern Europe,Latvia,High Income,4.0,Business,Startup Environment
malawi,Africa,Sub-Saharan Africa,Malawi,Low Income,1.0,Business,
luxembourg,Europe,Western Europe,Luxembourg,High Income,3.5,Business,Startup Environment
spain,Europe,Southern Europe,Spain,High Income,3.5,Business,
luxembourg,Europe,Western Europe,Luxembourg,High Income,3.5,Business,
spain,Europe,Southern Europe,Spain,High Income,3.5,Business,Startup Environment
bahamas,Americas,Latin America and the Caribbean,Bahamas (the),High Income,4.0,Business,
lithuania,Europe,Northern Europe,Lithuania,High Income,3.5,Business,Startup Environment
iraq,Asia,Western Asia,Iraq,Upper Middle Income,2.0,Business,Startup Environment
haiti,Americas,Latin America and the Caribbean,Haiti,Lower Middle Income,1.0,Business,
bahamas,Americas,Latin America and the Caribbean,Bahamas (the),High Income,4.0,Business,Startup Environment
iraq,Asia,Western Asia,Iraq,Upper Middle Income,2.0,Business,
haiti,Americas,Latin America and the Caribbean,Haiti,Lower Middle Income,1.0,Business,Startup Environment
guinea-bissau,Africa,Sub-Saharan Africa,Guinea-Bissau,Low Income,5.0,Business,Startup Environment
lithuania,Europe,Northern Europe,Lithuania,High Income,3.5,Business,
guinea-bissau,Africa,Sub-Saharan Africa,Guinea-Bissau,Low Income,5.0,Business,
belgium,Europe,Western Europe,Belgium,High Income,5.5,Business,
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,5.0,Business,
kuwait,Asia,Western Asia,Kuwait,High Income,3.0,Business,
namibia,Africa,Sub-Saharan Africa,Namibia,Upper Middle Income,1.0,Business,Startup Environment
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,1.0,Business,
zimbabwe,Africa,Sub-Saharan Africa,Zimbabwe,Lower Middle Income,2.0,Business,Startup Environment
