Country Name,Pillar,Sub-Pillar,agg_score,count_source,agg_score_wt
Ghana,Business,Financing Incentives,2.5308851,1,0.2812094555555555
Greece,Business,Financing Incentives,2.066109538333333,1,0.2295677264814814
Guatemala,Business,Financing Incentives,2.7826700208333337,1,0.3091855578703704
Guinea,Business,Financing Incentives,3.172619104166667,1,0.3525132337962963
Haiti,Business,Financing Incentives,1.7309761641666666,1,0.1923306849074073
Honduras,Business,Financing Incentives,2.639081040833333,1,0.2932312267592592
"China, Hong Kong Special Administrative Region",Business,Financing Incentives,4.102047443333333,1,0.4557830492592592
Hungary,Business,Financing Incentives,3.106200258333333,1,0.345133362037037
Iceland,Business,Financing Incentives,3.232033014166667,1,0.3591147793518519
India,Business,Financing Incentives,3.637472550000001,1,0.4041636166666667
Indonesia,Business,Financing Incentives,3.2965172925,1,0.3662796991666666
Iran (Islamic Republic of),Business,Financing Incentives,2.03605032,1,0.2262278133333333
Ireland,Business,Financing Incentives,3.119348844166667,1,0.3465943160185185
Israel,Business,Financing Incentives,4.487971623333333,1,0.4986635137037036
Italy,Business,Financing Incentives,2.288209955,1,0.2542455505555555
Jamaica,Business,Financing Incentives,2.3528666891666665,1,0.2614296321296296
Japan,Business,Financing Incentives,3.786727746666667,1,0.4207475274074074
Jordan,Business,Financing Incentives,3.5396402675,1,0.3932933630555555
Kazakhstan,Business,Financing Incentives,2.598487893333333,1,0.2887208770370369
Kenya,Business,Financing Incentives,2.68378969,1,0.2981988544444444
Republic of Korea (the),Business,Financing Incentives,3.025000055833333,1,0.3361111173148147
Kuwait,Business,Financing Incentives,3.661876678333333,1,0.4068751864814814
Kyrgyzstan,Business,Financing Incentives,2.391516725,1,0.2657240805555555
Lao People's Democratic Republic (the),Business,Financing Incentives,2.805586219166667,1,0.3117318021296296
Latvia,Business,Financing Incentives,3.100164493333333,1,0.3444627214814814
Lebanon,Business,Financing Incentives,2.8783549466666667,1,0.3198172162962963
Lesotho,Business,Financing Incentives,1.72830985,1,0.1920344277777777
Lithuania,Business,Financing Incentives,2.878211696666667,1,0.3198012996296296
Luxembourg,Business,Financing Incentives,3.886888583333333,1,0.4318765092592592
North Macedonia,Business,Financing Incentives,2.395031015,1,0.2661145572222222
Madagascar,Business,Financing Incentives,2.25,1,0.25
Malawi,Business,Financing Incentives,1.7946349183333332,1,0.1994038798148147
Malaysia,Business,Financing Incentives,3.975457906666667,1,0.4417175451851852
Mali,Business,Financing Incentives,2.4035028216666667,1,0.2670558690740741
Malta,Business,Financing Incentives,2.667042573333333,1,0.2963380637037037
Mauritania,Business,Financing Incentives,1.92443943,1,0.2138266033333333
Mauritius,Business,Financing Incentives,2.7577232916666663,1,0.306413699074074
Mexico,Business,Financing Incentives,2.9161127008333336,1,0.3240125223148148
Republic of Moldova (the),Business,Financing Incentives,2.229695876666667,1,0.2477439862962963
Mongolia,Business,Financing Incentives,1.981553991666667,1,0.2201726657407407
Montenegro,Business,Financing Incentives,3.2490837175,1,0.3610093019444444
Morocco,Business,Financing Incentives,2.648601095,1,0.2942890105555555
Mozambique,Business,Financing Incentives,1.868938565,1,0.2076598405555555
Namibia,Business,Financing Incentives,2.6720203558333333,1,0.2968911506481481
Nepal,Business,Financing Incentives,2.551565925,1,0.283507325
Netherlands (the),Business,Financing Incentives,3.8194006283333337,1,0.4243778475925926
New Zealand,Business,Financing Incentives,3.740495205,1,0.4156105783333333
Nicaragua,Business,Financing Incentives,1.981645186666667,1,0.2201827985185185
Nigeria,Business,Financing Incentives,1.8425033091666667,1,0.2047225899074074
Norway,Business,Financing Incentives,3.422453760833333,1,0.3802726400925925
Oman,Business,Financing Incentives,3.6161313058333335,1,0.4017923673148148
Pakistan,Business,Financing Incentives,3.30457286,1,0.3671747622222222
Panama,Business,Financing Incentives,3.0227396491666667,1,0.3358599610185185
Paraguay,Business,Financing Incentives,2.5831921500000004,1,0.28702135
Peru,Business,Financing Incentives,2.7487784225,1,0.3054198247222222
Philippines (the),Business,Financing Incentives,3.1328856550000004,1,0.3480984061111111
Poland,Business,Financing Incentives,2.587129036666667,1,0.2874587818518518
Portugal,Business,Financing Incentives,3.0307662091666665,1,0.3367518010185185
Qatar,Business,Financing Incentives,4.189504146666668,1,0.4655004607407408
Romania,Business,Financing Incentives,2.3733041283333334,1,0.2637004587037037
Russian Federation (the),Business,Financing Incentives,2.464255253333333,1,0.2738061392592592
Rwanda,Business,Financing Incentives,3.2178411483333336,1,0.3575379053703704
Saudi Arabia,Business,Financing Incentives,3.85269022,1,0.4280766911111111
Senegal,Business,Financing Incentives,2.3698937491666667,1,0.2633215276851852
Serbia,Business,Financing Incentives,2.796562075833333,1,0.310729119537037
Seychelles,Business,Financing Incentives,3.018832564166667,1,0.335425840462963
Singapore,Business,Financing Incentives,4.173954884166667,1,0.4637727649074074
Slovakia,Business,Financing Incentives,3.1822826066666665,1,0.3535869562962963
Slovenia,Business,Financing Incentives,2.8969080841666663,1,0.3218786760185184
South Africa,Business,Financing Incentives,2.709652543333333,1,0.3010725048148148
Spain,Business,Financing Incentives,3.356005708333333,1,0.3728895231481481
Sri Lanka,Business,Financing Incentives,2.924379865,1,0.3249310961111111
Eswatini,Business,Financing Incentives,2.2357032300000004,1,0.24841147
Sweden,Business,Financing Incentives,3.817937533333333,1,0.4242152814814814
Switzerland,Business,Financing Incentives,3.8000406425,1,0.4222267380555555
Taiwan,Business,Financing Incentives,3.5706887241666667,1,0.396743191574074
Tajikistan,Business,Financing Incentives,2.942382255833333,1,0.3269313617592592
United Republic of Tanzania (the),Business,Financing Incentives,2.719933350833333,1,0.3022148167592592
Thailand,Business,Financing Incentives,3.305538058333333,1,0.3672820064814814
Trinidad and Tobago,Business,Financing Incentives,2.0981291533333337,1,0.2331254614814815
Tunisia,Business,Financing Incentives,2.4515393975000004,1,0.2723932663888889
Turkey,Business,Financing Incentives,2.6188214225,1,0.2909801580555555
Uganda,Business,Financing Incentives,2.2483791508333333,1,0.2498199056481481
Ukraine,Business,Financing Incentives,2.683026949166667,1,0.2981141054629629
United Arab Emirates (the),Business,Financing Incentives,4.193357388333334,1,0.4659285987037038
United Kingdom of Great Britain and Northern Ireland (the),Business,Financing Incentives,3.89632678,1,0.4329251977777777
United States of America (the),Business,Financing Incentives,4.528901338333332,1,0.5032112598148146
Uruguay,Business,Financing Incentives,2.797855099166667,1,0.3108727887962963
Venezuela (Bolivarian Republic of),Business,Financing Incentives,1.887324015,1,0.2097026683333333
Viet Nam,Business,Financing Incentives,2.88958327,1,0.3210648077777778
Yemen,Business,Financing Incentives,1.969740350833333,1,0.2188600389814814
Zambia,Business,Financing Incentives,1.6695549683333333,1,0.1855061075925926
Zimbabwe,Business,Financing Incentives,1.881685615,1,0.2090761794444444
Afghanistan,Business,Startup Environment,4.277583333333333,2,0.950574074074074
Africa Eastern and Southern,Business,Startup Environment,2.891025640833333,1,0.3212250712037036
Africa Western and Central,Business,Startup Environment,3.4431818183333336,1,0.3825757575925926
Albania,Business,Startup Environment,4.146473677566666,5,2.3035964875370367
Algeria,Business,Startup Environment,2.4814207811266664,5,1.378567100625926
Angola,Business,Startup Environment,2.125239672033333,5,1.1806887066851854
Antigua and Barbuda,Business,Startup Environment,3.5286666666666666,2,0.784148148148148
World,Business,Startup Environment,2.3068181816666664,1,0.2563131312962962
Argentina,Business,Startup Environment,3.1988322581666666,5,1.7771290323148148
Armenia,Business,Startup Environment,4.0599070102,5,2.2555038945555554
Australia,Business,Startup Environment,4.591903799442287,6,3.061269199628191
Austria,Business,Startup Environment,3.6467398320045135,6,2.431159888003009
Azerbaijan,Business,Startup Environment,4.920131598199999,5,2.7334064434444443
Bahamas (the),Business,Startup Environment,3.7225,2,0.8272222222222222
Bahrain,Business,Startup Environment,3.8422924502,5,2.134606916777778
Bangladesh,Business,Startup Environment,3.012501730966666,5,1.6736120727592594
Bangladesh Chittagong,Business,Startup Environment,3.1445,1,0.3493888888888888
Bangladesh Dhaka,Business,Startup Environment,3.0855,1,0.3428333333333333
Barbados,Business,Startup Environment,3.983,3,1.3276666666666666
Belarus,Business,Startup Environment,3.250657494625,4,1.4447366642777777
Belgium,Business,Startup Environment,3.981270161119029,6,2.654180107412686
Belize,Business,Startup Environment,3.261583333333334,2,0.7247962962962965
Benin,Business,Startup Environment,3.380895932,5,1.878275517777778
Bhutan,Business,Startup Environment,3.4853333333333336,2,0.7745185185185185
Bolivia (Plurinational State of),Business,Startup Environment,2.732,3,0.9106666666666664
Bolivia (Plurinational State of),Business,Startup Environment,2.3132156285,2,0.5140479174444444
Bosnia and Herzegovina,Business,Startup Environment,3.713797311033333,5,2.063220728351852
Botswana,Business,Startup Environment,3.7983956108666663,5,2.110219783814815
Brazil,Business,Startup Environment,3.131267774066667,5,1.739593207814815
Brazil Rio de Janeiro,Business,Startup Environment,4.006500000000001,1,0.4451666666666667
Brazil São Paulo,Business,Startup Environment,3.997,1,0.444111111111111
Brunei Darussalam,Business,Startup Environment,4.9191368537,5,2.7328538076111117
Bulgaria,Business,Startup Environment,3.6058632887222224,6,2.403908859148148
Burkina Faso,Business,Startup Environment,3.2242580732,5,1.7912544851111112
Burundi,Business,Startup Environment,3.277944444444444,3,1.092648148148148
Cabo Verde,Business,Startup Environment,3.011093975633333,5,1.6728299864629632
Cambodia,Business,Startup Environment,3.9676098411333336,5,2.2042276895185187
Cameroon,Business,Startup Environment,3.4805863959,5,1.9336591088333333
Canada,Business,Startup Environment,4.395332297569543,6,2.9302215317130287
Caribbean small states,Business,Startup Environment,3.2115384616666667,1,0.3568376068518518
Central African Republic (the),Business,Startup Environment,3.1725000000000003,2,0.7050000000000001
Central Europe and the Baltics,Business,Startup Environment,3.9166666666666665,1,0.4351851851851851
Chad,Business,Startup Environment,3.4393333333333334,3,1.1464444444444444
Chile,Business,Startup Environment,4.1284313782333335,5,2.293572987907408
China,Business,Startup Environment,3.756766447933333,5,2.087092471074074
China Beijing,Business,Startup Environment,4.679500000000001,1,0.5199444444444445
China Shanghai,Business,Startup Environment,4.684,1,0.5204444444444445
Colombia,Business,Startup Environment,4.709727270466667,5,2.6165151502592594
Comoros (the),Business,Startup Environment,3.4665,2,0.7703333333333333
Democratic Republic of the Congo (the),Business,Startup Environment,3.17125,2,0.7047222222222221
Congo (the),Business,Startup Environment,3.24575,2,0.7212777777777778
Costa Rica,Business,Startup Environment,4.699407635933333,5,2.610782019962963
Côte d'Ivoire,Business,Startup Environment,3.5,1,0.3888888888888888
Côte d'Ivoire,Business,Startup Environment,3.67872733725,2,0.8174949638333332
Croatia,Business,Startup Environment,3.650145078766667,5,2.027858377092593
Cyprus,Business,Startup Environment,4.346056478133333,5,2.414475821185185
Czechia,Business,Startup Environment,3.7124849379244114,6,2.4749899586162742
Côte d'Ivoire,Business,Startup Environment,3.9,1,0.4333333333333333
Denmark,Business,Startup Environment,4.203113355819615,6,2.802075570546409
Djibouti,Business,Startup Environment,4.217166666666667,2,0.9371481481481484
Dominica,Business,Startup Environment,3.77675,2,0.8392777777777777
Dominican Republic (the),Business,Startup Environment,3.1875028442333333,5,1.770834913462963
Early-demographic dividend,Business,Startup Environment,3.2131147541666665,1,0.3570127504629629
East Asia & Pacific,Business,Startup Environment,4.031609195416667,1,0.4479565772685185
East Asia & Pacific (IDA & IBRD countries),Business,Startup Environment,3.936507936666666,1,0.4373897707407406
East Asia & Pacific (excluding high income),Business,Startup Environment,3.875,1,0.4305555555555555
Ecuador,Business,Startup Environment,2.964404907933333,5,1.6468916155185185
Egypt,Business,Startup Environment,3.171468506,2,0.7047707791111111
Egypt,Business,Startup Environment,3.6737777777777776,3,1.2245925925925925
El Salvador,Business,Startup Environment,4.2027361403,5,2.334853411277778
Equatorial Guinea,Business,Startup Environment,3.2985,2,0.7329999999999999
Eritrea,Business,Startup Environment,1.57675,2,0.3503888888888889
Estonia,Business,Startup Environment,3.8712715428663422,6,2.580847695244228
Eswatini,Business,Startup Environment,3.3070833333333334,2,0.7349074074074073
Ethiopia,Business,Startup Environment,2.6211874008,5,1.456215222666667
Euro area,Business,Startup Environment,3.0175438595833333,1,0.3352826510648148
Europe & Central Asia,Business,Startup Environment,3.7083333333333335,1,0.412037037037037
Europe & Central Asia (IDA & IBRD countries),Business,Startup Environment,4.37121212125,1,0.4856902356944444
Europe & Central Asia (excluding high income),Business,Startup Environment,4.458333333333334,1,0.4953703703703704
European Union,Business,Startup Environment,3.3456790125,1,0.3717421125
Fiji,Business,Startup Environment,3.5704166666666666,2,0.7934259259259259
Finland,Business,Startup Environment,4.053923120144231,6,2.702615413429487
Fragile and conflict affected situations,Business,Startup Environment,3.028508772083333,1,0.3365009746759258
France,Business,Startup Environment,3.624717292677835,6,2.4164781951185565
Gabon,Business,Startup Environment,3.5396666666666667,3,1.1798888888888888
Gambia (the),Business,Startup Environment,3.898666666666667,3,1.2995555555555556
Georgia,Business,Startup Environment,4.673106871,5,2.596170483888889
Germany,Business,Startup Environment,4.059940248544902,6,2.706626832363268
Ghana,Business,Startup Environment,3.8201492338,5,2.122305129888889
Greece,Business,Startup Environment,3.104279873748162,6,2.069519915832108
Grenada,Business,Startup Environment,3.56775,2,0.7928333333333333
Guatemala,Business,Startup Environment,4.2298625791,5,2.349923655055556
Guinea,Business,Startup Environment,3.1448352269,5,1.7471306816111112
Guinea-Bissau,Business,Startup Environment,3.32125,2,0.7380555555555556
Guyana,Business,Startup Environment,3.01425,2,0.6698333333333333
Haiti,Business,Startup Environment,2.5664444444444445,3,0.8554814814814815
Heavily indebted poor countries (HIPC),Business,Startup Environment,3.1153846154166667,1,0.3461538461574074
High income,Business,Startup Environment,3.3491379308333333,1,0.3721264367592592
Honduras,Business,Startup Environment,3.961037556066666,5,2.200576420037037
"China, Hong Kong Special Administrative Region",Business,Startup Environment,5.25868964925,2,1.1685976998333332
"China, Hong Kong Special Administrative Region",Business,Startup Environment,4.772166666666667,2,1.0604814814814816
Hungary,Business,Startup Environment,3.680544769505817,6,2.453696513003878
IBRD only,Business,Startup Environment,3.3468137254166668,1,0.371868191712963
IDA & IBRD total,Business,Startup Environment,3.369976359166667,1,0.3744418176851852
IDA blend,Business,Startup Environment,3.305555555416667,1,0.3672839506018518
IDA only,Business,Startup Environment,3.413793103333333,1,0.3793103448148148
IDA total,Business,Startup Environment,3.39155251125,1,0.3768391679166666
Iceland,Business,Startup Environment,4.304734214533333,5,2.391519008074074
India,Business,Startup Environment,4.2493074887,5,2.360726382611111
India Delhi,Business,Startup Environment,4.3995,1,0.4888333333333333
India Mumbai,Business,Startup Environment,4.319,1,0.4798888888888888
Indonesia,Business,Startup Environment,4.0001855232,5,2.222325290666667
Indonesia Jakarta,Business,Startup Environment,4.407,1,0.4896666666666666
Indonesia Surabaya,Business,Startup Environment,4.365,1,0.485
Iran (Islamic Republic of),Business,Startup Environment,2.407368116,2,0.5349706924444444
Iran (Islamic Republic of),Business,Startup Environment,3.190777777777777,3,1.0635925925925924
Iraq,Business,Startup Environment,2.1180000000000003,2,0.4706666666666667
Ireland,Business,Startup Environment,4.059594684884904,6,2.706396456589936
Israel,Business,Startup Environment,4.564153355,5,2.535640752777778
Italy,Business,Startup Environment,3.2373213024816,6,2.1582142016544
Jamaica,Business,Startup Environment,4.4134796226,5,2.4519331236666666
Japan,Business,Startup Environment,3.669546132291842,6,2.446364088194561
Japan Osaka,Business,Startup Environment,4.777000000000001,1,0.5307777777777779
Japan Tokyo,Business,Startup Environment,4.785499999999999,1,0.5317222222222221
Jordan,Business,Startup Environment,4.686493616766667,5,2.6036075648703703
Kazakhstan,Business,Startup Environment,4.330419475566667,5,2.405788597537037
Kenya,Business,Startup Environment,4.706323846166667,5,2.614624358981481
Kiribati,Business,Startup Environment,3.060083333333333,2,0.6800185185185185
Republic of Korea (the),Business,Startup Environment,1.099690180559253,1,0.1221877978399169
Republic of Korea (the),Business,Startup Environment,4.400111111111111,3,1.4667037037037036
Kosovo (UNSCR 1244),Business,Startup Environment,5.145416666666666,2,1.1434259259259256
Kuwait,Business,Startup Environment,3.2632850138333334,5,1.8129361187962965
Kyrgyzstan,Business,Startup Environment,4.252166666666667,3,1.4173888888888888
Kyrgyzstan,Business,Startup Environment,3.985440087,2,0.8856533526666666
Lao People's Democratic Republic (the),Business,Startup Environment,3.751,3,1.2503333333333333
Lao People's Democratic Republic (the),Business,Startup Environment,3.12133267975,2,0.6936294843888888
Late-demographic dividend,Business,Startup Environment,3.6822916666666665,1,0.4091435185185185
Latin America & Caribbean,Business,Startup Environment,3.1843434341666668,1,0.3538159371296296
Latin America & Caribbean (excluding high income),Business,Startup Environment,3.066666666666667,1,0.3407407407407407
Latin America & the Caribbean (IDA & IBRD countries),Business,Startup Environment,3.069444444583333,1,0.3410493827314814
Latvia,Business,Startup Environment,4.105571924990652,6,2.737047949993768
Least developed countries: UN classification,Business,Startup Environment,3.1648550725,1,0.3516505636111111
Lebanon,Business,Startup Environment,3.244789132966667,5,1.8026606294259264
Lesotho,Business,Startup Environment,3.5144444444444445,3,1.1714814814814811
Liberia,Business,Startup Environment,2.7807222222222223,2,0.6179382716049383
Libya,Business,Startup Environment,1.836,2,0.408
Liechtenstein,Business,Startup Environment,2.25,1,0.25
Lithuania,Business,Startup Environment,3.698200705513493,6,2.465467137008995
Low & middle income,Business,Startup Environment,3.3840852129166668,1,0.3760094681018518
Low income,Business,Startup Environment,3.0192307691666667,1,0.3354700854629629
Lower middle income,Business,Startup Environment,3.37121212125,1,0.3745791245833333
Luxembourg,Business,Startup Environment,3.2046300034586364,6,2.1364200023057576
North Macedonia,Business,Startup Environment,4.26875,2,0.9486111111111112
Madagascar,Business,Startup Environment,2.8636998346666664,5,1.5909443525925926
Malawi,Business,Startup Environment,4.216241750266667,5,2.342356527925926
Malaysia,Business,Startup Environment,4.564283233033334,5,2.535712907240741
Maldives,Business,Startup Environment,2.7774166666666664,2,0.6172037037037036
Mali,Business,Startup Environment,3.2121389372,5,1.7845216317777777
Malta,Business,Startup Environment,3.365768048766667,5,1.869871138203704
Marshall Islands,Business,Startup Environment,4.373833333333334,2,0.971962962962963
Mauritania,Business,Startup Environment,3.0376111111111115,3,1.012537037037037
Mauritius,Business,Startup Environment,4.249286805,5,2.3607148916666665
Mexico,Business,Startup Environment,4.552316461833334,5,2.5290647010185188
Mexico Mexico City,Business,Startup Environment,4.570499999999999,1,0.5078333333333332
Mexico Monterrey,Business,Startup Environment,4.771000000000001,1,0.5301111111111112
Micronesia (Federated States of),Business,Startup Environment,4.308083333333333,2,0.9573518518518518
Middle East & North Africa,Business,Startup Environment,2.349206349166667,1,0.2610229276851852
Middle East & North Africa (IDA & IBRD countries),Business,Startup Environment,2.25,1,0.25
Middle East & North Africa (excluding high income),Business,Startup Environment,2.4102564104166664,1,0.267806267824074
Middle income,Business,Startup Environment,3.4727414329166666,1,0.3858601592129629
Republic of Moldova (the),Business,Startup Environment,4.070111111111111,3,1.3567037037037035
Mongolia,Business,Startup Environment,4.0194406273,5,2.2330225707222224
Montenegro,Business,Startup Environment,4.7137571766,5,2.618753987
Morocco,Business,Startup Environment,3.2985490386666667,5,1.832527243703704
Mozambique,Business,Startup Environment,2.5921471149333337,5,1.4400817305185187
Myanmar,Business,Startup Environment,2.1875831933333334,4,0.972259197037037
Namibia,Business,Startup Environment,3.608475673966667,5,2.00470870775926
Nepal,Business,Startup Environment,4.025261453633333,5,2.236256363129629
Netherlands (the),Business,Startup Environment,3.5547578371395905,6,2.3698385580930603
New Zealand,Business,Startup Environment,4.685913484060599,6,3.123942322707066
Nicaragua,Business,Startup Environment,2.978444444444444,3,0.9928148148148146
Niger (the),Business,Startup Environment,3.496710986625,4,1.5540937718333334
Nigeria,Business,Startup Environment,3.9288033509,5,2.182668528277778
Nigeria Kano,Business,Startup Environment,3.7755,1,0.4195
Nigeria Lagos,Business,Startup Environment,3.6055,1,0.4006111111111111
North America,Business,Startup Environment,5.166666666666667,1,0.5740740740740741
North Macedonia,Business,Startup Environment,4.529973937166667,3,1.5099913123888888
Norway,Business,Startup Environment,3.959912160231904,6,2.639941440154602
OECD members,Business,Startup Environment,3.6754385966666665,1,0.4083820662962962
Oman,Business,Startup Environment,3.3266660606333334,5,1.848147811462963
Other small states,Business,Startup Environment,2.9391025641666664,1,0.326566951574074
Pacific island small states,Business,Startup Environment,4.657407407500001,1,0.5174897119444445
Pakistan,Business,Startup Environment,3.1002684211666667,5,1.7223713450925926
Pakistan Karachi,Business,Startup Environment,3.693,1,0.4103333333333333
Pakistan Lahore,Business,Startup Environment,3.8995,1,0.4332777777777777
Palau,Business,Startup Environment,4.473083333333334,2,0.9940185185185186
Panama,Business,Startup Environment,4.179452142666667,5,2.3219178570370373
Papua New Guinea,Business,Startup Environment,4.378,2,0.9728888888888888
Paraguay,Business,Startup Environment,2.905125431733333,5,1.613958573185185
Peru,Business,Startup Environment,4.1320274323333335,5,2.295570795740741
Philippines (the),Business,Startup Environment,3.303546116733334,5,1.8353033981851856
Poland,Business,Startup Environment,3.85143812353091,6,2.567625415687273
Portugal,Business,Startup Environment,3.320837456695618,6,2.2138916377970785
Post-demographic dividend,Business,Startup Environment,3.488425925833333,1,0.3876028806481481
Pre-demographic dividend,Business,Startup Environment,3.1621621620833333,1,0.3513513513425926
Puerto Rico,Business,Startup Environment,6.0,1,0.6666666666666666
Puerto Rico,Business,Startup Environment,4.472999999999999,1,0.4969999999999999
Qatar,Business,Startup Environment,3.654801170833333,5,2.0304450949074075
Republic of Korea (the),Business,Startup Environment,4.4116165305,2,0.980359229
Republic of Moldova (the),Business,Startup Environment,3.843844712,2,0.8541877137777778
Romania,Business,Startup Environment,3.7324271414699903,6,2.4882847609799934
Russian Federation (the),Business,Startup Environment,1.004683207460266,1,0.1116314674955851
Russian Federation (the),Business,Startup Environment,4.3498460457,5,2.4165811365
Russian Federation Moscow,Business,Startup Environment,4.8795,1,0.5421666666666667
Russian Federation Saint Petersburg,Business,Startup Environment,4.842499999999999,1,0.5380555555555555
Rwanda,Business,Startup Environment,4.724675708066667,5,2.6248198378148158
Samoa,Business,Startup Environment,4.469250000000001,2,0.9931666666666668
San Marino,Business,Startup Environment,2.826833333333333,2,0.6281851851851852
Sao Tome and Principe,Business,Startup Environment,1.0,1,0.1111111111111111
Saudi Arabia,Business,Startup Environment,3.789485515633333,5,2.1052697309074078
Senegal,Business,Startup Environment,3.8571380954,5,2.142854497444445
Serbia,Business,Startup Environment,4.0376462648,5,2.243136813777778
Seychelles,Business,Startup Environment,3.357944444444444,3,1.1193148148148149
Sierra Leone,Business,Startup Environment,2.1734444444444443,2,0.4829876543209876
Singapore,Business,Startup Environment,5.095066666666666,5,2.8305925925925925
Slovakia,Business,Startup Environment,3.276481939787432,4,1.4562141954610808
Slovakia,Business,Startup Environment,4.495422270500001,2,0.998982726777778
Slovenia,Business,Startup Environment,3.8068072235,5,2.1148929019444447
Small states,Business,Startup Environment,3.335069444583333,1,0.3705632716203703
Solomon Islands,Business,Startup Environment,4.562583333333333,2,1.0139074074074077
Somalia,Business,Startup Environment,1.501,2,0.3335555555555555
South Africa,Business,Startup Environment,3.2869117020134264,6,2.19127446800895
South Asia,Business,Startup Environment,3.2916666666666665,1,0.3657407407407407
South Asia (IDA & IBRD),Business,Startup Environment,3.2916666666666665,1,0.3657407407407407
Sudan (the),Business,Startup Environment,2.3001666666666667,2,0.5111481481481481
Spain,Business,Startup Environment,3.694820471165946,6,2.463213647443964
Sri Lanka,Business,Startup Environment,3.255648586866667,5,1.8086936593703704
Saint Kitts and Nevis,Business,Startup Environment,3.4006666666666665,2,0.7557037037037037
Saint Lucia,Business,Startup Environment,3.6171666666666655,2,0.8038148148148148
Saint Vincent and the Grenadines,Business,Startup Environment,3.4504166666666665,2,0.7667592592592591
Sub-Saharan Africa,Business,Startup Environment,3.144097222083333,1,0.349344135787037
Sub-Saharan Africa (IDA & IBRD countries),Business,Startup Environment,3.144097222083333,1,0.349344135787037
Sub-Saharan Africa (excluding high income),Business,Startup Environment,3.171985815416667,1,0.3524428683796296
Sudan (the),Business,Startup Environment,2.846,2,0.6324444444444445
Suriname,Business,Startup Environment,2.6179166666666664,2,0.5817592592592592
Sweden,Business,Startup Environment,4.057449908719652,6,2.7049666058131008
Switzerland,Business,Startup Environment,3.970878640335704,6,2.6472524268904687
