Country Name,Total Average Sub-Pillar Score,Total Average Sub-Pillar Score Weight,Pillar,Pillar Score,Pillar Score Weight
Botswana,2.932122678216139,1.8792557784413255,Regulation,4.0,4.0
Botswana,2.932122678216139,1.8792557784413255,Strategy,4.095000000000001,4.095000000000001
Brazil,3.6438694418120705,2.3999889107159325,Business,2.8270939698079367,1.2606718044435625
Brazil,3.6438694418120705,2.3999889107159325,Foundations,4.006547619047619,1.6703125000000003
Brazil,3.6438694418120705,2.3999889107159325,Government,3.257928353655242,1.5211121523800613
Brazil,3.6438694418120705,2.3999889107159325,Infrastructure,2.8540348083036737,2.0466602539714405
Brazil,3.6438694418120705,2.3999889107159325,People,4.096481341870023,1.8361656642164625
Brazil,3.6438694418120705,2.3999889107159325,Regulation,3.9000000000000004,3.9000000000000004
Brazil,3.6438694418120705,2.3999889107159325,Strategy,4.565,4.565
Brazil Rio de Janeiro,4.006500000000001,0.4451666666666667,Business,4.006500000000001,0.4451666666666667
Brazil São Paulo,3.997,0.444111111111111,Business,3.997,0.444111111111111
Brunei Darussalam,3.5811598200401953,1.876970296940008,Business,3.8732532918500002,1.5235029999166672
Brunei Darussalam,3.5811598200401953,1.876970296940008,Foundations,3.25,1.21875
Brunei Darussalam,3.5811598200401953,1.876970296940008,Government,3.061703205692518,1.8370219234155107
Brunei Darussalam,3.5811598200401953,1.876970296940008,Infrastructure,2.4171066652449533,1.3233593226760412
Brunei Darussalam,3.5811598200401953,1.876970296940008,People,4.469895757453699,0.9441875356318284
Brunei Darussalam,3.5811598200401953,1.876970296940008,Strategy,4.415,4.415
Bulgaria,3.962757579327677,2.296717566774671,Business,3.422814287074074,1.5984799742530864
Bulgaria,3.962757579327677,2.296717566774671,Foundations,3.7380952380952386,1.7083333333333333
Bulgaria,3.962757579327677,2.296717566774671,Government,4.6850503439417945,1.7418713278604039
Bulgaria,3.962757579327677,2.296717566774671,Infrastructure,3.7213746931218448,1.456303808633777
Bulgaria,3.962757579327677,2.296717566774671,People,3.7319684930607853,1.1320345233420939
Bulgaria,3.962757579327677,2.296717566774671,Regulation,3.75,3.75
Bulgaria,3.962757579327677,2.296717566774671,Strategy,4.69,4.69
Burkina Faso,2.627468255777361,1.7249855118049102,Business,2.136304940511111,0.8907684116419753
Burkina Faso,2.627468255777361,1.7249855118049102,Foundations,3.085714285714286,1.675
Burkina Faso,2.627468255777361,1.7249855118049102,Government,2.2943333333333333,0.9177333333333334
Burkina Faso,2.627468255777361,1.7249855118049102,Infrastructure,1.5158590566118955,0.9466866661310487
Burkina Faso,2.627468255777361,1.7249855118049102,People,2.1350661742708987,0.4197101715280157
Burkina Faso,2.627468255777361,1.7249855118049102,Regulation,3.55,3.55
Burkina Faso,2.627468255777361,1.7249855118049102,Strategy,3.675,3.675
Burundi,2.3554718144476117,1.268953196518679,Business,2.6259139014814816,0.8183418738271605
Burundi,2.3554718144476117,1.268953196518679,Foundations,1.6625,0.6234375000000001
Burundi,2.3554718144476117,1.268953196518679,Government,2.212061129389301,1.3272366776335804
Burundi,2.3554718144476117,1.268953196518679,Infrastructure,1.982128870343661,0.9723199517539948
Burundi,2.3554718144476117,1.268953196518679,People,2.0602269854712247,0.28238317589733897
Burundi,2.3554718144476117,1.268953196518679,Strategy,3.59,3.59
Cabo Verde,3.1498609698307383,1.5977321489478082,Business,2.739212315211111,1.0340421425246913
Cabo Verde,3.1498609698307383,1.5977321489478082,Foundations,4.4375,1.6640625
Cabo Verde,3.1498609698307383,1.5977321489478082,Government,2.1945,0.8778000000000001
Cabo Verde,3.1498609698307383,1.5977321489478082,Infrastructure,1.7836419090529887,0.8785709724002624
Cabo Verde,3.1498609698307383,1.5977321489478082,People,3.3393115947203307,0.7269172787618956
Cabo Verde,3.1498609698307383,1.5977321489478082,Strategy,4.404999999999999,4.404999999999999
Cambodia,2.8274696726440784,1.8220464840405277,Business,2.9991063403777773,1.247976236506173
Cambodia,2.8274696726440784,1.8220464840405277,Foundations,2.1630952380952384,0.9177083333333332
Cambodia,2.8274696726440784,1.8220464840405277,Government,2.116,0.8464
Cambodia,2.8274696726440784,1.8220464840405277,Infrastructure,2.2145292040722344,1.4189742779041168
Cambodia,2.8274696726440784,1.8220464840405277,People,3.174556925963298,1.1982665405400716
Cambodia,2.8274696726440784,1.8220464840405277,Regulation,2.9000000000000004,2.9000000000000004
Cambodia,2.8274696726440784,1.8220464840405277,Strategy,4.225,4.225
Cameroon,2.9043308044516487,1.6631935919072673,Business,2.804003364188889,1.2042798398580248
Cameroon,2.9043308044516487,1.6631935919072673,Foundations,2.0767857142857142,0.9734375000000001
Cameroon,2.9043308044516487,1.6631935919072673,Government,3.6521892523364485,0.9449878504672897
Cameroon,2.9043308044516487,1.6631935919072673,Infrastructure,2.17067145599848,1.4006502916355683
Cameroon,2.9043308044516487,1.6631935919072673,People,3.0616658443520057,0.5539996613899894
Cameroon,2.9043308044516487,1.6631935919072673,Regulation,2.8,2.8
Cameroon,2.9043308044516487,1.6631935919072673,Strategy,3.765,3.765
Canada,4.192556001058199,2.822395337562255,Business,3.8183121982374666,1.8967523099360888
Canada,4.192556001058199,2.822395337562255,Foundations,4.251104166666667,2.2375624999999997
Canada,4.192556001058199,2.822395337562255,Government,3.4460380061211686,1.8599990994111595
Canada,4.192556001058199,2.822395337562255,Infrastructure,3.556538429930618,2.3601731728136777
Canada,4.192556001058199,2.822395337562255,People,4.115899206451466,1.2422802807748545
Canada,4.192556001058199,2.822395337562255,Regulation,5.2,5.2
Canada,4.192556001058199,2.822395337562255,Strategy,4.96,4.96
Caribbean small states,4.562781853583333,0.30698456963244763,Business,3.2115384616666667,0.3568376068518518
Caribbean small states,4.562781853583333,0.30698456963244763,Infrastructure,5.9140252455,0.2571315324130435
Cayman Islands,2.89928929170292,0.3705098804395113,Infrastructure,2.9803285834058406,0.3887385108790226
Cayman Islands,2.89928929170292,0.3705098804395113,People,2.81825,0.35228125
Central African Republic (the),1.990569243055522,0.9967607623207044,Business,3.1725000000000003,0.7050000000000001
Central African Republic (the),1.990569243055522,0.9967607623207044,Foundations,1.5178571428571428,0.9156249999999999
Central African Republic (the),1.990569243055522,0.9967607623207044,Government,1.1204999999999998,0.4481999999999999
Central African Republic (the),1.990569243055522,0.9967607623207044,Infrastructure,1.2395448695962736,0.650090578467459
Central African Republic (the),1.990569243055522,0.9967607623207044,People,1.9780134458797127,0.34664899545676775
Central African Republic (the),1.990569243055522,0.9967607623207044,Strategy,2.915,2.915
Central Europe and the Baltics,4.041773760970858,0.37926189121725273,Business,3.9166666666666665,0.4351851851851851
Central Europe and the Baltics,4.041773760970858,0.37926189121725273,Government,2.208654616245908,0.4417309232491817
Central Europe and the Baltics,4.041773760970858,0.37926189121725273,Infrastructure,6.0,0.2608695652173913
Chad,2.262155523577835,1.1431665449443853,Business,2.2175829569444443,0.6377413162037037
Chad,2.262155523577835,1.1431665449443853,Foundations,2.59375,1.2257812499999998
Chad,2.262155523577835,1.1431665449443853,Government,1.4365,0.5746
Chad,2.262155523577835,1.1431665449443853,Infrastructure,2.4358482350470565,1.00588799641773
Chad,2.262155523577835,1.1431665449443853,People,1.8442519494755083,0.3699887070448783
Chad,2.262155523577835,1.1431665449443853,Strategy,3.045,3.045
Channel Islands,6.0,0.2608695652173913,Infrastructure,6.0,0.2608695652173913
Chile,3.8248088536453877,2.434426711069532,Business,3.6828394341333337,1.5563497709382716
Chile,3.8248088536453877,2.434426711069532,Foundations,3.9011904761904765,1.7677083333333332
Chile,3.8248088536453877,2.434426711069532,Government,2.87705023364486,1.348660046728972
Chile,3.8248088536453877,2.434426711069532,Infrastructure,3.163046781851201,2.130990173651278
Chile,3.8248088536453877,2.434426711069532,People,3.9445350496978455,1.0322786528348684
Chile,3.8248088536453877,2.434426711069532,Regulation,4.35,4.35
Chile,3.8248088536453877,2.434426711069532,Strategy,4.855,4.855
China,3.8965248180045617,2.3932392663939277,Business,3.5039047645888886,1.3764856821790123
China,3.8965248180045617,2.3932392663939277,Foundations,4.266071428571429,2.6140625
China,3.8965248180045617,2.3932392663939277,Government,4.356461949500271,2.6667423233320466
China,3.8965248180045617,2.3932392663939277,Infrastructure,4.243225581972562,1.6036094674067698
China,3.8965248180045617,2.3932392663939277,People,3.8510100013987794,1.436774891839665
China,3.8965248180045617,2.3932392663939277,Regulation,2.45,2.45
China,3.8965248180045617,2.3932392663939277,Strategy,4.605,4.605
China Beijing,4.679500000000001,0.5199444444444445,Business,4.679500000000001,0.5199444444444445
China Shanghai,4.684,0.5204444444444445,Business,4.684,0.5204444444444445
"China, Hong Kong Special Administrative Region",4.3736772420825,1.6732620584823665,Business,4.54558075185,0.8615280016703704
"China, Hong Kong Special Administrative Region",4.3736772420825,1.6732620584823665,Foundations,4.085714285714285,2.0124999999999997
"China, Hong Kong Special Administrative Region",4.3736772420825,1.6732620584823665,Government,3.9523083409966593,1.1251458787256479
"China, Hong Kong Special Administrative Region",4.3736772420825,1.6732620584823665,Infrastructure,4.536816903559692,0.6053457818035711
"China, Hong Kong Special Administrative Region",4.3736772420825,1.6732620584823665,People,4.321643170374358,0.6350526886946095
"China, Hong Kong Special Administrative Region",4.3736772420825,1.6732620584823665,Regulation,4.8,4.8
"China, Macao Special Administrative Region",3.2992531958346727,0.6461427772313122,Foundations,4.0375,1.5140625
"China, Macao Special Administrative Region",3.2992531958346727,0.6461427772313122,Government,1.1934186345583553,0.238683726911671
"China, Macao Special Administrative Region",3.2992531958346727,0.6461427772313122,Infrastructure,4.343812381650158,0.2692806956804416
"China, Macao Special Administrative Region",3.2992531958346727,0.6461427772313122,People,3.6222817671301777,0.5625441863331361
Colombia,3.5470316192807414,2.324747678427351,Business,3.4275228834888893,1.4903139900864197
Colombia,3.5470316192807414,2.324747678427351,Foundations,3.702380952380952,1.4395833333333332
Colombia,3.5470316192807414,2.324747678427351,Government,2.7964443867591537,1.3189881273825947
Colombia,3.5470316192807414,2.324747678427351,Infrastructure,2.751814157515386,2.056745661692198
Colombia,3.5470316192807414,2.324747678427351,People,3.746058954820806,1.5626026364969137
Colombia,3.5470316192807414,2.324747678427351,Regulation,3.875,3.875
Colombia,3.5470316192807414,2.324747678427351,Strategy,4.529999999999999,4.529999999999999
Comoros (the),2.2192719169123953,0.8330184317650996,Business,2.53325,0.4740555555555555
Comoros (the),2.2192719169123953,0.8330184317650996,Foundations,2.95,1.1062500000000002
Comoros (the),2.2192719169123953,0.8330184317650996,Government,1.0708333333333333,0.4283333333333333
Comoros (the),2.2192719169123953,0.8330184317650996,Infrastructure,2.5025189560808143,1.849687924059732
Comoros (the),2.2192719169123953,0.8330184317650996,People,2.0397572951478304,0.3067653458768773
Congo (the),2.6997355059214683,1.224798370994595,Business,2.4453750000000003,0.45202777777777775
Congo (the),2.6997355059214683,1.224798370994595,Foundations,2.382142857142857,1.3093750000000002
Congo (the),2.6997355059214683,1.224798370994595,Government,2.4785000000000004,0.9914000000000002
Congo (the),2.6997355059214683,1.224798370994595,Infrastructure,2.1776239763234506,0.6160042720387516
Congo (the),2.6997355059214683,1.224798370994595,People,3.0697712020625,0.3349831761510416
Congo (the),2.6997355059214683,1.224798370994595,Strategy,3.645,3.645
Cook Islands,2.3013748643381677,0.13229211366687685,Infrastructure,1.2137497286763357,0.0527717273337537
Cook Islands,2.3013748643381677,0.13229211366687685,People,3.389,0.2118125
Costa Rica,3.829963154502323,2.473482273478321,Business,3.5164419883666667,1.5962872781049384
Costa Rica,3.829963154502323,2.473482273478321,Foundations,3.2970238095238096,1.6119791666666667
Costa Rica,3.829963154502323,2.473482273478321,Government,3.111805184590046,1.2932513350530928
Costa Rica,3.829963154502323,2.473482273478321,Infrastructure,2.8686756525616204,1.9518514277872745
Costa Rica,3.829963154502323,2.473482273478321,People,4.46079544647412,1.3060067067362735
Costa Rica,3.829963154502323,2.473482273478321,Regulation,4.875,4.875
Costa Rica,3.829963154502323,2.473482273478321,Strategy,4.68,4.68
Croatia,4.021746765906738,2.5328561756857084,Business,3.2370479731999997,1.4493527494320988
Croatia,4.021746765906738,2.5328561756857084,Foundations,3.9535714285714287,1.9760416666666665
Croatia,4.021746765906738,2.5328561756857084,Government,4.5666703714898205,1.7269181107443594
Croatia,4.021746765906738,2.5328561756857084,Infrastructure,3.2948991148099798,2.2877113806447626
Croatia,4.021746765906738,2.5328561756857084,People,4.030038473275939,1.2199693223120724
Croatia,4.021746765906738,2.5328561756857084,Regulation,4.05,4.05
Croatia,4.021746765906738,2.5328561756857084,Strategy,5.02,5.02
Cuba,3.356587636793281,2.129425680799005,Foundations,4.4375,1.6640625
Cuba,3.356587636793281,2.129425680799005,Government,2.2044080915811697,1.3226448549487018
Cuba,3.356587636793281,2.129425680799005,Infrastructure,3.0670645795222646,1.8669088744918128
Cuba,3.356587636793281,2.129425680799005,People,3.69555314965625,1.1879378553535156
Cuba,3.356587636793281,2.129425680799005,Regulation,2.05,2.05
Cuba,3.356587636793281,2.129425680799005,Strategy,4.6850000000000005,4.6850000000000005
Curaçao,5.31825,0.2753254076086956,Infrastructure,6.0,0.2608695652173913
Curaçao,5.31825,0.2753254076086956,People,4.6365,0.28978125
Cyprus,4.10883299477326,2.5058017662419254,Business,3.4842548010444445,1.5807774190987651
Cyprus,4.10883299477326,2.5058017662419254,Foundations,4.150892857142857,2.61015625
Cyprus,4.10883299477326,2.5058017662419254,Government,4.219882413316078,2.531929447989647
