Country Name,Pillar,Pillar Score,Sub-Pillar,Sub-Pillar Score,Country Score
Austria,Foundations,3.773809523809524,Digital Legal Identity,2.85,4.294649308475442
Austria,Foundations,3.773809523809524,Digital Payments,5.021428571428571,4.294649308475442
Austria,Government,5.130360481219497,Capabilities,5.906542056074766,4.294649308475442
Austria,Government,5.130360481219497,Digital public services,5.2755,4.294649308475442
Austria,Government,5.130360481219497,Funding and procurement,4.209039387583722,4.294649308475442
Austria,Infrastructure,3.8413033614379364,Connectivity Technology,4.514589725848095,4.294649308475442
Austria,Infrastructure,3.8413033614379364,Innovation Ecosystem,3.168016997027778,4.294649308475442
Austria,People,4.317519113528769,Culture,4.718880317166667,4.294649308475442
Austria,People,4.317519113528769,Digital Literacy Skills,4.6081550223,4.294649308475442
Austria,People,4.317519113528769,Digital Wellbeing,3.9436105116966345,4.294649308475442
Austria,People,4.317519113528769,Usage and ownership,3.999430602951775,4.294649308475442
Austria,Regulation,5.1,Ethical Standards,5.1,4.294649308475442
Austria,Strategy,5.105,Ambition,5.105,4.294649308475442
Azerbaijan,Business,3.9580122413444436,Financing Incentives,3.597705125833333,3.360676473015265
Azerbaijan,Business,3.9580122413444436,Startup Environment,4.920131598199999,3.360676473015265
Azerbaijan,Business,3.9580122413444436,Technology Adoption,3.3562,3.360676473015265
Azerbaijan,Foundations,3.473214285714286,Digital Legal Identity,5.025,3.360676473015265
Azerbaijan,Foundations,3.473214285714286,Digital Payments,1.921428571428572,3.360676473015265
Azerbaijan,Government,2.7830183543047116,Capabilities,2.6822429906542062,3.360676473015265
Azerbaijan,Government,2.7830183543047116,Digital public services,4.491,3.360676473015265
Azerbaijan,Government,2.7830183543047116,Funding and procurement,1.175812072259928,3.360676473015265
Azerbaijan,Infrastructure,2.7412187324660344,Connectivity Technology,3.4340170364520692,3.360676473015265
Azerbaijan,Infrastructure,2.7412187324660344,Innovation Ecosystem,2.04842042848,3.360676473015265
Azerbaijan,People,3.4372164362340336,Culture,2.270041466,3.360676473015265
Azerbaijan,People,3.4372164362340336,Digital Literacy Skills,5.0060859845,3.360676473015265
Azerbaijan,People,3.4372164362340336,Digital Wellbeing,2.8293468156151964,3.360676473015265
Azerbaijan,People,3.4372164362340336,Usage and ownership,3.6433914788209374,3.360676473015265
Azerbaijan,Regulation,2.75,Cybersecurity,2.75,3.360676473015265
Azerbaijan,Strategy,4.62,Ambition,4.62,3.360676473015265
Bahamas (the),Business,3.7225,Startup Environment,3.7225,3.5595548436580238
Bahamas (the),Foundations,2.5027777777777778,Data Exchange,1.85,3.5595548436580238
Bahamas (the),Foundations,2.5027777777777778,Digital Legal Identity,3.1555555555555554,3.5595548436580238
Bahamas (the),Government,4.23875,Digital public services,4.23875,3.5595548436580238
Bahamas (the),Infrastructure,2.7312264534133988,Connectivity Technology,2.7312264534133988,3.5595548436580238
Bahamas (the),People,3.961879106902822,Culture,6.0,3.5595548436580238
Bahamas (the),People,3.961879106902822,Digital Literacy Skills,4.773,3.5595548436580238
Bahamas (the),People,3.961879106902822,Digital Wellbeing,1.9024539276112864,3.5595548436580238
Bahamas (the),People,3.961879106902822,Usage and ownership,3.1720625000000005,3.5595548436580238
Bahamas (the),Regulation,4.05,Ethical Standards,4.05,3.5595548436580238
Bahrain,Business,3.462028328955556,Financing Incentives,3.680592536666667,3.966246254054044
Bahrain,Business,3.462028328955556,Startup Environment,3.8422924502,3.966246254054044
Bahrain,Business,3.462028328955556,Technology Adoption,2.8632,3.966246254054044
Bahrain,Foundations,4.300000000000001,Digital Legal Identity,4.45,3.966246254054044
Bahrain,Foundations,4.300000000000001,Digital Payments,4.15,3.966246254054044
Bahrain,Government,4.904999999999999,Digital public services,4.904999999999999,3.966246254054044
Bahrain,Infrastructure,3.038804385821997,Connectivity Technology,4.165173744677327,3.966246254054044
Bahrain,Infrastructure,3.038804385821997,Innovation Ecosystem,1.9124350269666668,3.966246254054044
Bahrain,People,4.68843844956149,Culture,4.9226718905,3.966246254054044
Bahrain,People,4.68843844956149,Digital Literacy Skills,5.791477625125,3.966246254054044
Bahrain,People,4.68843844956149,Digital Wellbeing,3.624211162600136,3.966246254054044
Bahrain,People,4.68843844956149,Usage and ownership,4.415393120020822,3.966246254054044
Bahrain,Regulation,2.5,Cybersecurity,2.5,3.966246254054044
Bahrain,Strategy,4.305,Ambition,4.305,3.966246254054044
Bangladesh,Business,2.530601781433333,Financing Incentives,2.2689036133333333,2.9242354447385464
Bangladesh,Business,2.530601781433333,Startup Environment,3.012501730966666,2.9242354447385464
Bangladesh,Business,2.530601781433333,Technology Adoption,2.3104,2.9242354447385464
Bangladesh,Foundations,2.407142857142857,Data Exchange,2.25,2.9242354447385464
Bangladesh,Foundations,2.407142857142857,Digital Legal Identity,2.85,2.9242354447385464
Bangladesh,Foundations,2.407142857142857,Digital Payments,2.1214285714285714,2.9242354447385464
Bangladesh,Government,3.562370716510903,Capabilities,3.05607476635514,2.9242354447385464
Bangladesh,Government,3.562370716510903,Digital public services,4.068666666666666,2.9242354447385464
Bangladesh,Infrastructure,2.3496334299190256,Connectivity Technology,3.1918364455050443,2.9242354447385464
Bangladesh,Infrastructure,2.3496334299190256,Innovation Ecosystem,1.5074304143330066,2.9242354447385464
Bangladesh,People,3.2124400879917174,Culture,3.90996582025,2.9242354447385464
Bangladesh,People,3.2124400879917174,Digital Literacy Skills,3.8655,2.9242354447385464
Bangladesh,People,3.2124400879917174,Digital Wellbeing,2.6522464334175826,2.9242354447385464
Bangladesh,People,3.2124400879917174,Usage and ownership,2.4220480982992867,2.9242354447385464
Bangladesh,Regulation,3.025,Cybersecurity,3.0,2.9242354447385464
Bangladesh,Regulation,3.025,Ethical Standards,3.05,2.9242354447385464
Bangladesh,Strategy,4.175,Ambition,4.175,2.9242354447385464
Bangladesh Chittagong,Business,3.1445,Startup Environment,3.1445,3.1445
Bangladesh Dhaka,Business,3.0855,Startup Environment,3.0855,3.0855
Barbados,Business,2.9166700641666665,Financing Incentives,1.8503401283333327,3.4398437928830936
Barbados,Business,2.9166700641666665,Startup Environment,3.983,3.4398437928830936
Barbados,Foundations,2.225,Data Exchange,1.2,3.4398437928830936
Barbados,Foundations,2.225,Digital Legal Identity,3.25,3.4398437928830936
Barbados,Government,4.38051285046729,Capabilities,4.831775700934579,3.4398437928830936
Barbados,Government,4.38051285046729,Digital public services,3.92925,3.4398437928830936
Barbados,Infrastructure,2.7927602439209185,Connectivity Technology,2.7927602439209185,3.4398437928830936
Barbados,People,3.552710808572846,Culture,6.0,3.4398437928830936
Barbados,People,3.552710808572846,Digital Literacy Skills,2.63725,3.4398437928830936
Barbados,People,3.552710808572846,Digital Wellbeing,2.757425279124716,3.4398437928830936
Barbados,People,3.552710808572846,Usage and ownership,2.816167955166667,3.4398437928830936
Barbados,Regulation,4.25,Ethical Standards,4.25,3.4398437928830936
Barbados,Strategy,4.42,Ambition,4.42,3.4398437928830936
Belarus,Business,3.2354287473125,Startup Environment,3.250657494625,3.7590777906431883
Belarus,Business,3.2354287473125,Technology Adoption,3.2202,3.7590777906431883
Belarus,Foundations,3.710714285714286,Digital Legal Identity,3.25,3.7590777906431883
Belarus,Foundations,3.710714285714286,Digital Payments,4.171428571428572,3.7590777906431883
Belarus,Government,3.9092608107836218,Capabilities,5.485981308411216,3.7590777906431883
Belarus,Government,3.9092608107836218,Digital public services,4.639749999999999,3.7590777906431883
Belarus,Government,3.9092608107836218,Funding and procurement,1.6020511239396509,3.7590777906431883
Belarus,Infrastructure,3.28637964241661,Connectivity Technology,3.917196019208219,3.7590777906431883
Belarus,Infrastructure,3.28637964241661,Innovation Ecosystem,2.655563265625,3.7590777906431883
Belarus,People,4.2281042167633425,Culture,4.079672241,3.7590777906431883
Belarus,People,4.2281042167633425,Digital Literacy Skills,5.217632480375,3.7590777906431883
Belarus,People,4.2281042167633425,Digital Wellbeing,3.127319947513437,3.7590777906431883
Belarus,People,4.2281042167633425,Usage and ownership,4.487792198164934,3.7590777906431883
Belarus,Regulation,3.05,Cybersecurity,2.55,3.7590777906431883
Belarus,Regulation,3.05,Ethical Standards,3.55,3.7590777906431883
Belarus,Strategy,4.94,Ambition,4.94,3.7590777906431883
Belgium,Business,3.666387434658724,Financing Incentives,3.340976,4.281884430119404
Belgium,Business,3.666387434658724,Startup Environment,3.981270161119029,4.281884430119404
Belgium,Business,3.666387434658724,Technology Adoption,3.676916142857143,4.281884430119404
Belgium,Foundations,4.398229166666667,Data Exchange,3.6,4.281884430119404
Belgium,Foundations,4.398229166666667,Digital Legal Identity,4.375,4.281884430119404
Belgium,Foundations,4.398229166666667,Digital Payments,5.2196875,4.281884430119404
Belgium,Government,4.614817898789224,Capabilities,5.766355140186916,4.281884430119404
Belgium,Government,4.614817898789224,Digital public services,4.284000000000001,4.281884430119404
Belgium,Government,4.614817898789224,Funding and procurement,3.794098556180755,4.281884430119404
Belgium,Infrastructure,3.377965711077843,Connectivity Technology,4.316166044556674,4.281884430119404
Belgium,Infrastructure,3.377965711077843,Innovation Ecosystem,2.439765377599012,4.281884430119404
Belgium,People,4.4844500973825845,Culture,4.570764076250001,4.281884430119404
Belgium,People,4.4844500973825845,Digital Literacy Skills,4.723422880399999,4.281884430119404
Belgium,People,4.4844500973825845,Digital Wellbeing,4.48181996109689,4.281884430119404
Belgium,People,4.4844500973825845,Usage and ownership,4.161793471783449,4.281884430119404
Belgium,Regulation,4.95,Ethical Standards,4.95,4.281884430119404
Belgium,Strategy,5.11,Ambition,5.11,4.281884430119404
Belgium Estonia,Infrastructure,4.125,Innovation Ecosystem,4.125,4.125
Belize,Business,3.345791666666667,Startup Environment,3.261583333333334,3.2109293938704364
Belize,Business,3.345791666666667,Technology Adoption,3.43,3.2109293938704364
Belize,Foundations,2.425,Digital Legal Identity,2.425,3.2109293938704364
Belize,Government,2.4057500000000003,Digital public services,2.4057500000000003,3.2109293938704364
Belize,Infrastructure,2.811163964306933,Connectivity Technology,2.811163964306933,3.2109293938704364
Belize,People,3.3416815087336325,Culture,4.5,3.2109293938704364
Belize,People,3.3416815087336325,Digital Literacy Skills,4.4595,3.2109293938704364
Belize,People,3.3416815087336325,Digital Wellbeing,1.4559617660595283,3.2109293938704364
Belize,People,3.3416815087336325,Usage and ownership,2.951264268875,3.2109293938704364
Belize,Regulation,3.4,Ethical Standards,3.4,3.2109293938704364
Belize,Strategy,4.220000000000001,Ambition,4.220000000000001,3.2109293938704364
Benin,Business,2.504184105388889,Financing Incentives,1.9600563841666667,2.684357003342891
Benin,Business,2.504184105388889,Startup Environment,3.380895932,2.684357003342891
Benin,Business,2.504184105388889,Technology Adoption,2.1716,2.684357003342891
Benin,Foundations,2.5044642857142856,Digital Legal Identity,3.0375,2.684357003342891
Benin,Foundations,2.5044642857142856,Digital Payments,1.9714285714285715,2.684357003342891
Benin,Government,3.6485,Digital public services,3.6485,2.684357003342891
Benin,Infrastructure,2.164057793557666,Connectivity Technology,2.900937187565332,2.684357003342891
Benin,Infrastructure,2.164057793557666,Innovation Ecosystem,1.4271783995499998,2.684357003342891
Benin,People,2.521975393022476,Culture,2.4739473345,2.684357003342891
Benin,People,2.521975393022476,Digital Literacy Skills,3.202,2.684357003342891
Benin,People,2.521975393022476,Digital Wellbeing,2.6240289879757603,2.684357003342891
Benin,People,2.521975393022476,Usage and ownership,1.7879252496141436,2.684357003342891
Benin,Regulation,3.5,Ethical Standards,3.5,2.684357003342891
Benin,Strategy,3.495,Ambition,3.495,2.684357003342891
Bermuda,Government,1.2527089359388883,Funding and procurement,1.2527089359388883,2.5459562630615857
Bermuda,Infrastructure,4.508616116307455,Connectivity Technology,4.508616116307455,2.5459562630615857
Bermuda,People,2.2112499999999997,Digital Wellbeing,1.85,2.5459562630615857
Bermuda,People,2.2112499999999997,Usage and ownership,2.5725,2.5459562630615857
Bhutan,Business,3.082666666666667,Startup Environment,3.4853333333333336,3.13354059951135
Bhutan,Business,3.082666666666667,Technology Adoption,2.68,3.13354059951135
Bhutan,Foundations,3.7125000000000004,Data Exchange,2.15,3.13354059951135
Bhutan,Foundations,3.7125000000000004,Digital Legal Identity,5.275,3.13354059951135
Bhutan,Government,2.8286658878504674,Capabilities,1.3738317757009346,3.13354059951135
Bhutan,Government,2.8286658878504674,Digital public services,4.2835,3.13354059951135
Bhutan,Infrastructure,2.9701021999867905,Connectivity Technology,3.073474941640247,3.13354059951135
Bhutan,Infrastructure,2.9701021999867905,Innovation Ecosystem,2.8667294583333334,3.13354059951135
Bhutan,People,2.7620395711599257,Culture,3.083165741,3.13354059951135
Bhutan,People,2.7620395711599257,Digital Literacy Skills,3.5695,3.13354059951135
Bhutan,People,2.7620395711599257,Digital Wellbeing,1.1509569928539891,3.13354059951135
Bhutan,People,2.7620395711599257,Usage and ownership,3.244535550785714,3.13354059951135
Bhutan,Strategy,4.5,Ambition,4.5,3.13354059951135
Bolivia (Plurinational State of),Business,2.438374230744444,Financing Incentives,2.327636440833333,2.9950445986114387
Bolivia (Plurinational State of),Business,2.438374230744444,Startup Environment,2.5644862514000004,2.9950445986114387
Bolivia (Plurinational State of),Business,2.438374230744444,Technology Adoption,2.4229999999999996,2.9950445986114387
Bolivia (Plurinational State of),Foundations,2.867261904761905,Data Exchange,2.5,2.9950445986114387
Bolivia (Plurinational State of),Foundations,2.867261904761905,Digital Legal Identity,3.6375000000000006,2.9950445986114387
Bolivia (Plurinational State of),Foundations,2.867261904761905,Digital Payments,2.4642857142857144,2.9950445986114387
Bolivia (Plurinational State of),Government,2.7290093457943927,Capabilities,1.5140186915887854,2.9950445986114387
Bolivia (Plurinational State of),Government,2.7290093457943927,Digital public services,3.944,2.9950445986114387
Bolivia (Plurinational State of),Infrastructure,2.0930587272179877,Connectivity Technology,3.039581057819309,2.9950445986114387
Bolivia (Plurinational State of),Infrastructure,2.0930587272179877,Innovation Ecosystem,1.1465363966166666,2.9950445986114387
Bolivia (Plurinational State of),People,3.7699172563098036,Culture,5.486214447,2.9950445986114387
Bolivia (Plurinational State of),People,3.7699172563098036,Digital Literacy Skills,3.70450486675,2.9950445986114387
Bolivia (Plurinational State of),People,3.7699172563098036,Digital Wellbeing,3.007644484734166,2.9950445986114387
Bolivia (Plurinational State of),People,3.7699172563098036,Usage and ownership,2.8813052267550474,2.9950445986114387
Bolivia (Plurinational State of),Regulation,2.9,Ethical Standards,2.9,2.9950445986114387
Bolivia (Plurinational State of),Strategy,4.38,Ambition,4.38,2.9950445986114387
Bosnia and Herzegovina,Business,2.974482123122222,Financing Incentives,2.117049058333333,3.252177618302739
Bosnia and Herzegovina,Business,2.974482123122222,Startup Environment,3.713797311033333,3.252177618302739
Bosnia and Herzegovina,Business,2.974482123122222,Technology Adoption,3.0926,3.252177618302739
Bosnia and Herzegovina,Foundations,3.2047619047619045,Data Exchange,2.3,3.252177618302739
Bosnia and Herzegovina,Foundations,3.2047619047619045,Digital Legal Identity,4.5,3.252177618302739
Bosnia and Herzegovina,Foundations,3.2047619047619045,Digital Payments,2.814285714285714,3.252177618302739
Bosnia and Herzegovina,Government,2.5213269506164324,Digital public services,3.856,3.252177618302739
Bosnia and Herzegovina,Government,2.5213269506164324,Funding and procurement,1.186653901232865,3.252177618302739
Bosnia and Herzegovina,Infrastructure,2.651333859466593,Connectivity Technology,3.419306950236519,3.252177618302739
Bosnia and Herzegovina,Infrastructure,2.651333859466593,Innovation Ecosystem,1.883360768696667,3.252177618302739
Bosnia and Herzegovina,People,3.7166970472563445,Culture,4.1535593035,3.252177618302739
Bosnia and Herzegovina,People,3.7166970472563445,Digital Literacy Skills,4.56123441925,3.252177618302739
Bosnia and Herzegovina,People,3.7166970472563445,Digital Wellbeing,3.066717913655763,3.252177618302739
Bosnia and Herzegovina,People,3.7166970472563445,Usage and ownership,3.085276552619616,3.252177618302739
Bosnia and Herzegovina,Regulation,3.6,Ethical Standards,3.6,3.252177618302739
Bosnia and Herzegovina,Strategy,4.6850000000000005,Ambition,4.6850000000000005,3.252177618302739
Botswana,Business,2.8350808200111106,Financing Incentives,2.4011468491666665,2.815437642391813
Botswana,Business,2.8350808200111106,Startup Environment,3.7983956108666654,2.815437642391813
Botswana,Business,2.8350808200111106,Technology Adoption,2.3057000000000003,2.815437642391813
Botswana,Foundations,2.4857142857142858,Data Exchange,1.45,2.815437642391813
Botswana,Foundations,2.4857142857142858,Digital Legal Identity,3.4500000000000006,2.815437642391813
Botswana,Foundations,2.4857142857142858,Digital Payments,2.557142857142857,2.815437642391813
Botswana,Government,2.3376857476635515,Capabilities,1.8411214953271031,2.815437642391813
Botswana,Government,2.3376857476635515,Digital public services,2.83425,2.815437642391813
Botswana,Infrastructure,2.3303830553651896,Connectivity Technology,3.053484197603712,2.815437642391813
Botswana,Infrastructure,2.3303830553651896,Innovation Ecosystem,1.607281913126667,2.815437642391813
Botswana,People,2.9133698387588343,Culture,2.55,2.815437642391813
