Country Name,Score,Pillar
Latin America and the Caribbean,4.42314,Strategy
Latvia,4.011954093862167,
Least developed countries: UN classification,3.3970807831455003,
Lebanon,3.2795770654183296,
Lesotho,2.791660063242947,
Liberia,2.6875580818482843,
Libya,2.7250648982110945,
Liechtenstein,3.115920600858321,
Lithuania,3.9502948788237364,
Low & middle income,3.2848905005600106,
Low income,2.4776739088439763,
Low-income Countries,3.5449,Infrastructure
Low-income Countries,3.5449,Strategy
Lower middle income,3.442815962256732,
Lower-middle-income Countries,3.99899,Infrastructure
Lower-middle-income Countries,3.99899,Strategy
Luxembourg,4.221243685031656,
Madagascar,2.2680669032309813,
Malawi,2.7764559064070697,
Malaysia,3.7725524341919954,
Maldives,3.800558957496624,
Mali,2.640851049708586,
Malta,3.996170401747288,
Marshall Islands,2.5389351994547305,
Martinique,2.3152577203057527,
Mauritania,2.3697695523050033,
Mauritius,3.623739628094607,
Mayotte,2.628736,People
Mexico,3.4968199896048433,
Mexico Mexico City,4.563359,Business
Mexico Monterrey,4.763458,Business
Micronesia (Federated States of),2.689894447785651,
Middle East & North Africa,3.3194886324077975,
Middle East & North Africa (IDA & IBRD countries),4.036792486015,
Middle East & North Africa (excluding high income),3.2209392777562798,
Middle East and North Africa,4.34829,Infrastructure
Middle East and North Africa,4.34829,Strategy
Middle income,3.2718813856079585,
Monaco,2.470012574692187,
Mongolia,3.404558477683382,
Montenegro,3.558518107971721,
Montserrat,2.3574028123077255,
Morocco,3.3799709535102025,
Mozambique,2.576909846629516,
Myanmar,2.4660037462681776,
Namibia,3.1820618005381918,
Nauru,1.5403024899437354,
Nepal,3.1373488712164668,
Netherlands (the),4.376395265673354,
New Caledonia,3.460863443363178,
New Zealand,4.215009563134563,
Nicaragua,3.1056028208311095,
Niger (the),2.120982050949922,
Nigeria,2.844893857914685,
Nigeria Kano,3.769949,Business
Nigeria Lagos,3.600289,Business
Niue,2.0888067532471073,
North America,4.200193289717186,
North Cyprus,3.762464,People
North Macedonia,3.5103296729492905,
Northern Ireland,4.35,Foundations
Northern Mariana Islands,5.0436465,
Norway,4.365918885513305,
OECD members,3.767823316066808,
Oceania,3.4999900000000004,Infrastructure
Oceania,3.4999900000000004,Strategy
Oman,3.3934410740246914,
Other small states,2.958285127894911,
Pacific island small states,4.9893535218135,
Pakistan,2.897504740865709,
Pakistan Karachi,3.687614,Business
Pakistan Lahore,3.893701000000001,Business
Palau,3.57659780952381,
Panama,3.3905844265897667,
Papua New Guinea,2.915557723525563,
Paraguay,3.1349473561119314,
Peru,3.3630839300406694,
Philippines (the),3.2767580526629887,
Poland,3.9538520614303243,
Portugal,3.847325040082193,
Post-demographic dividend,3.534761990280522,
Pre-demographic dividend,3.257333858893584,
Puerto Rico,3.18769928890945,
Qatar,3.799250172946251,
Republic of Korea (the),4.210955151659672,
Republic of Moldova (the),3.4460129204153507,
Romania,3.7533191932669996,
Russian Federation (the),3.7572546221265637,
Russian Federation Moscow,4.871741,Business
Russian Federation Saint Petersburg,4.834815,Business
Rwanda,3.058888589587428,
Réunion,2.6618260380714944,
Saint Helena,1.1219569602141624,Infrastructure
Saint Kitts and Nevis,2.814487451547659,
Saint Lucia,3.3321242441211627,
Saint Martin,3.7582225,People
Saint Martin (Dutch Part),5.99,Infrastructure
Saint Martin (French Part),5.99,Infrastructure
Saint Pierre and Miquelon,1.7122285809158655,Infrastructure
Saint Vincent and the Grenadines,3.32518755272433,
Samoa,2.929897800027976,
San Marino,2.867223485714286,
Sao Tome and Principe,2.8878483142328246,
Saudi Arabia,3.8009525914129028,
Senegal,2.955604493538171,
Serbia,3.7477364748171675,
Seychelles,3.436449481696475,
Sierra Leone,2.5714619624225854,
Singapore,4.511487423042695,
Slovakia,3.930885394419474,
Slovenia,4.058796238606769,
Small Island Developing States,4.11875,Infrastructure
Small Island Developing States,4.11875,Strategy
Small states,4.219875282914083,
Solomon Islands,2.5412341740037885,
Somalia,1.432558225741981,
South Africa,3.575991113865485,
South Asia,3.066849699011438,
South Asia (IDA & IBRD),3.343385212638111,
South Sudan,1.8089392197005405,
Spain,4.221735936759247,
Sri Lanka,3.4804901112618993,
State of Palestine (the),3.7060097238843728,
Sub-Saharan Africa,2.9279185937647902,
Sub-Saharan Africa (IDA & IBRD countries),3.2363091692900836,
Sub-Saharan Africa (excluding high income),2.73722026915203,
Sudan (the),2.698880956091051,
Suriname,3.262752068343558,
Sweden,4.448286035552074,
Switzerland,4.15352786118816,
Syrian Arab Republic (the),3.035507137428271,
Taiwan,3.9343429387441096,
Tajikistan,2.7208904083687524,
Thailand,3.7354327919837638,
Timor-Leste,2.7129095201598523,
Togo,2.8964273645030874,
Tokelau,3.0459,People
Tonga,3.2131526812152127,
Trinidad and Tobago,3.2432594516501716,
Tunisia,3.3727539084024953,
Turkey,3.660473437545358,
Turkmenistan,2.5294533400065284,
Turks and Caicos Islands,3.9575190811443184,
Tuvalu,1.6159401924242425,
Uganda,2.851777743243743,
Ukraine,3.693299294988506,
United Arab Emirates (the),3.930314363948443,
United Kingdom of Great Britain and Northern Ireland (the),4.278735001085192,
United Republic of Tanzania (the),2.8674132054806374,
United States Los Angeles,5.035912,Business
United States New York City,5.191101,Business
United States Virgin Islands,2.8416807008954175,
United States of America (the),4.281487571395616,
Upper middle income,3.608885702207009,
Upper-middle-income Countries,4.53292,Infrastructure
Upper-middle-income Countries,4.53292,Strategy
Uruguay,3.7898300643587306,
Uzbekistan,3.138633912776043,
Vanuatu,3.195088162930905,
Vatican,0.6213285714285715,
Venezuela (Bolivarian Republic of),2.8715115284635058,
Viet Nam,3.6480112589126708,
Wallis and Futuna,2.542409,People
Western Sahara,1.1100295,
World,2.7301844204679933,
Yemen,2.275230047275597,
Zambia,2.8293089413895434,
Zimbabwe,2.7836815612599373,
Afghanistan,3.062159083333334,Business
Afghanistan,2.491855555555556,Foundations
Afghanistan,3.1858695,Government
Afghanistan,1.8620385770391719,Infrastructure
Afghanistan,2.144179055555556,People
Afghanistan,2.7963999999999993,Regulation
Afghanistan,3.6896100000000014,Strategy
Africa,,Business
Africa,,Foundations
Africa,,Government
Africa,,People
Africa,,Regulation
Africa,,Strategy
Africa Eastern and Southern,2.887243589551667,Business
Africa Eastern and Southern,,Foundations
Africa Eastern and Southern,,Government
Africa Eastern and Southern,,People
Africa Eastern and Southern,,Regulation
Africa Eastern and Southern,,Strategy
Africa Eastern and Southern,3.177668989389,Infrastructure
Africa Western and Central,3.438295454696667,Business
Africa Western and Central,,Foundations
Africa Western and Central,,Government
Africa Western and Central,,People
Africa Western and Central,,Regulation
Africa Western and Central,,Strategy
Africa Western and Central,3.5619369313530003,Infrastructure
Albania,3.232072906070511,Business
Albania,3.234819047619047,Foundations
Albania,5.207568,Government
Albania,2.813843539632081,Infrastructure
Albania,3.834133828113375,People
Albania,3.494999999999999,Regulation
Albania,4.542900000000001,Strategy
Algeria,2.623243940195915,Business
Algeria,2.9220047619047618,Foundations
Algeria,2.18674675,Government
Algeria,2.6499436360585613,Infrastructure
Algeria,3.6637072316795507,People
Algeria,3.445099999999999,Regulation
Algeria,4.537909999999998,Strategy
American Samoa,,Business
American Samoa,,Foundations
American Samoa,,Government
American Samoa,,Regulation
American Samoa,,Strategy
American Samoa,0.6301169631774964,Infrastructure
American Samoa,2.9960000000000004,People
Andorra,,Business
Andorra,,Regulation
Andorra,,Strategy
Andorra,1.1151,Foundations
Andorra,3.4807785,Government
Andorra,1.4982211111111114,Infrastructure
Andorra,2.873369083333333,People
Angola,1.8519461060703115,Business
Angola,3.061866666666667,Foundations
Angola,3.346797,Government
Angola,1.68282354928989,Infrastructure
Angola,2.7949007636052494,People
Angola,3.6197500000000007,Regulation
Angola,3.5099700000000005,Strategy
Anguilla,,Business
Anguilla,,Foundations
Anguilla,,Government
Anguilla,,Infrastructure
Anguilla,,Regulation
Anguilla,,Strategy
Antigua and Barbuda,3.523609333333334,Business
Antigua and Barbuda,1.4154166666666663,Foundations
Antigua and Barbuda,3.333324,Government
Antigua and Barbuda,2.6245520793701207,Infrastructure
Antigua and Barbuda,2.7630900833333336,People
Antigua and Barbuda,4.143700000000001,Regulation
Antigua and Barbuda,,Strategy
Argentina,2.777532121750667,Business
Argentina,3.534796825396825,Foundations
Argentina,2.980479991111111,Government
Argentina,2.706989418394288,Infrastructure
Argentina,4.241926825445467,People
Argentina,4.2185500000000005,Regulation
Argentina,4.632720000000002,Strategy
Armenia,3.4200607632393107,Business
Armenia,3.2344738095238093,Foundations
Armenia,2.899339708,Government
Armenia,3.0582654392752806,Infrastructure
Armenia,3.5102147310875207,People
Armenia,4.542900000000001,Regulation
Armenia,4.582819999999999,Strategy
Aruba,,Business
Aruba,,Foundations
Aruba,,Government
Aruba,,Regulation
Aruba,,Strategy
Aruba,4.2579437600882475,Infrastructure
Aruba,5.243995,People
Australia,3.964696440460981,Business
Australia,4.026066513888889,Foundations
Australia,4.893364333333334,Government
Australia,3.7252101169574994,Infrastructure
Australia,4.382097872974311,People
Australia,4.867250000000001,Regulation
Australia,4.772440000000001,Strategy
Austria,3.883866817535289,Business
Austria,4.08570634920635,Foundations
Austria,3.9970756696666663,Government
Austria,4.043560203789721,Infrastructure
Austria,4.517061281791592,People
Austria,5.091800000000001,Regulation
Austria,5.0967899999999995,Strategy
Azerbaijan,3.9526015501950904,Business
Azerbaijan,3.3060928571428567,Foundations
Azerbaijan,2.4721191946666665,Government
Azerbaijan,2.7384708335996626,Infrastructure
Azerbaijan,3.892028979440522,People
Azerbaijan,2.7464999999999997,Regulation
Azerbaijan,4.61276,Strategy
Bahamas (the),3.7170550000000016,Business
Bahamas (the),1.7906,Foundations
Bahamas (the),4.2322725000000005,Government
Bahamas (the),3.7293738659412066,Infrastructure
Bahamas (the),4.395979761904762,People
Bahamas (the),4.043900000000001,Regulation
Bahamas (the),,Strategy
Bahrain,3.4574922722976447,Business
Bahrain,4.03525,Foundations
Bahrain,4.89719,Government
Bahrain,2.985512574112061,Infrastructure
Bahrain,4.842027612204665,People
Bahrain,2.497,Regulation
Bahrain,4.2983899999999995,Strategy
Bangladesh,2.5278965778704663,Business
Bangladesh,2.6100841269841273,Foundations
Bangladesh,3.479364666666667,Government
Bangladesh,2.523930713526973,Infrastructure
Bangladesh,3.3873847712401868,People
Bangladesh,3.020950000000001,Regulation
Bangladesh,4.16865,Strategy
Bangladesh Chittagong,,Foundations
Bangladesh Chittagong,,Government
Bangladesh Chittagong,,Infrastructure
Bangladesh Chittagong,,People
Bangladesh Chittagong,,Regulation
Bangladesh Chittagong,,Strategy
Bangladesh Dhaka,,Foundations
Bangladesh Dhaka,,Government
Bangladesh Dhaka,,Infrastructure
Bangladesh Dhaka,,People
Bangladesh Dhaka,,Regulation
Bangladesh Dhaka,,Strategy
Barbados,2.914040057371667,Business
Barbados,1.7649999999999995,Foundations
Barbados,3.99612075,Government
Barbados,2.9713815595980364,Infrastructure
Barbados,3.5586063929158436,People
Barbados,4.243499999999999,Regulation
Barbados,4.4131599999999995,Strategy
Belarus,3.230757889817874,Business
Belarus,3.2475428571428564,Foundations
Belarus,3.8010438523333328,Government
Belarus,3.472306128834898,Infrastructure
Belarus,4.5367272785270645,People
Belarus,3.0458999999999996,Regulation
Belarus,4.9321199999999985,Strategy
Belgium,3.8588495199601494,Business
Belgium,4.212749375,Foundations
Belgium,3.668748140666666,Government
Belgium,3.559100295051214,Infrastructure
Belgium,4.660840059153449,People
Belgium,4.942099999999998,Regulation
Belgium,5.101780000000001,Strategy
Belgium Estonia,,Business
Belgium Estonia,,Foundations
Belgium Estonia,,Government
Belgium Estonia,,People
Belgium Estonia,,Regulation
Belgium Estonia,,Strategy
Belize,3.341100083333333,Business
Belize,2.8955333333333333,Foundations
Belize,2.4029385000000008,Government
Belize,2.533962889243874,Infrastructure
Belize,3.9000267106046667,People
Belize,3.3952,Regulation
Belize,4.213560000000001,Strategy
Benin,2.501529070511444,Business
Benin,2.0083595238095233,Foundations
Benin,3.643203,Government
Benin,2.232362014695803,Infrastructure
Benin,2.8159955920257005,People
Benin,3.4949999999999997,Regulation
Benin,3.4900099999999985,Strategy
Bermuda,,Business
Bermuda,,Foundations
Bermuda,,Regulation
Bermuda,,Strategy
Bermuda,1.012973002,Government
Bermuda,4.50159888407484,Infrastructure
Bermuda,3.1319774999999996,People
Bhutan,3.078501333333333,Business
Bhutan,3.587633333333334,Foundations
Bhutan,2.8505415,Government
Bhutan,2.971711968818835,Infrastructure
Bhutan,3.434800532574611,People
Bhutan,,Regulation
Bhutan,4.493000000000001,Strategy
Bolivia (Plurinational State of),2.4358548156162896,Business
Bolivia (Plurinational State of),2.8795523809523815,Foundations
Bolivia (Plurinational State of),2.805881,Government
Bolivia (Plurinational State of),2.2875277330088353,Infrastructure
Bolivia (Plurinational State of),3.8539586069635576,People
Bolivia (Plurinational State of),2.8962000000000003,Regulation
Bolivia (Plurinational State of),4.373239999999999,Strategy
Bosnia and Herzegovina,2.9708384922093107,Business
Bosnia and Herzegovina,3.034663492063492,Foundations
Bosnia and Herzegovina,2.4300055074999998,Government
Bosnia and Herzegovina,2.8523801520205865,Infrastructure
Bosnia and Herzegovina,4.023794199876309,People
Bosnia and Herzegovina,3.5947999999999998,Regulation
Bosnia and Herzegovina,4.677630000000001,Strategy
Botswana,2.8318079917044225,Business
Botswana,2.4772761904761897,Foundations
Botswana,2.04004075,Government
Botswana,2.407157377206979,Infrastructure
Botswana,3.180271950845075,People
Botswana,3.994,Regulation
Botswana,4.088810000000001,Strategy
Brazil,2.8236618771064155,Business
Brazil,3.826542857142858,Foundations
Brazil,3.078008654000001,Government
Brazil,3.1027899326766306,Infrastructure
Brazil,4.212557116812139,People
Brazil,3.894200000000001,Regulation
Brazil,4.557869999999999,Strategy
Brazil Rio de Janeiro,,Foundations
Brazil Rio de Janeiro,,Government
Brazil Rio de Janeiro,,Infrastructure
Brazil Rio de Janeiro,,People
Brazil Rio de Janeiro,,Regulation
Brazil Rio de Janeiro,,Strategy
Brazil São Paulo,,Foundations
Brazil São Paulo,,Government
Brazil São Paulo,,Infrastructure
Brazil São Paulo,,People
Brazil São Paulo,,Regulation
Brazil São Paulo,,Strategy
Brunei Darussalam,3.8681047852662993,Business
Brunei Darussalam,3.9933333333333327,Foundations
Brunei Darussalam,2.4825946185,Government
Brunei Darussalam,2.8511476833195557,Infrastructure
Brunei Darussalam,4.9749042855044445,People
Brunei Darussalam,,Regulation
Brunei Darussalam,4.408169999999999,Strategy
Bulgaria,3.5916947626429114,Business
Bulgaria,3.5675634920634924,Foundations
Bulgaria,3.8098798116666663,Government
Bulgaria,3.1089943678918113,Infrastructure
Bulgaria,3.990190623877842,People
Bulgaria,3.7445000000000004,Regulation
Bulgaria,4.68262,Strategy
Burkina Faso,2.1342803306300886,Business
Burkina Faso,2.765176190476191,Foundations
Burkina Faso,3.4366169999999987,Government
Burkina Faso,1.7622502715099957,Infrastructure
Burkina Faso,2.4399299340363654,People
Burkina Faso,3.544899999999999,Regulation
Burkina Faso,3.6696499999999994,Strategy
Burundi,2.6234687403451855,Business
Burundi,1.8809000000000002,Foundations
Burundi,1.861351844,Government
Burundi,1.799252077475126,Infrastructure
Burundi,2.3434171278159788,People
Burundi,,Regulation
Burundi,3.58482,Strategy
Cabo Verde,2.7361618905806893,Business
Cabo Verde,3.910166666666667,Foundations
Cabo Verde,3.2871665,Government
Cabo Verde,2.2130958897665973,Infrastructure
Cabo Verde,4.114819406654037,People
Cabo Verde,,Regulation
Cabo Verde,4.39819,Strategy
Cambodia,2.9954414610303552,Business
Cambodia,2.391207936507937,Foundations
Cambodia,3.1696519999999997,Government
Cambodia,2.484006682753019,Infrastructure
Cambodia,3.5892159227087306,People
Cambodia,2.8962,Regulation
Cambodia,4.2185500000000005,Strategy
Cameroon,2.800851357460511,Business
Cameroon,2.267446031746032,Foundations
Cameroon,3.8409317499999993,Government
Cameroon,2.118277014538619,Infrastructure
Cameroon,3.2634943556911495,People
Cameroon,2.7963999999999993,Regulation
Cameroon,3.75947,Strategy
Canada,4.0309477914590195,Business
Canada,3.8985436250000016,Foundations
Canada,3.6781987321611105,Government
Canada,3.488411616437467,Infrastructure
Canada,4.274759499616765,People
Canada,5.191600000000001,Regulation
Canada,4.95208,Strategy
Caribbean small states,3.2071153847433336,Business
Caribbean small states,,Foundations
Caribbean small states,,Government
Caribbean small states,,People
Caribbean small states,,Regulation
Caribbean small states,,Strategy
Caribbean small states,5.904197195009001,Infrastructure
Cayman Islands,,Business
Cayman Islands,,Foundations
Cayman Islands,,Government
Cayman Islands,,Regulation
Cayman Islands,,Strategy
Cayman Islands,2.9763679262390283,Infrastructure
Cayman Islands,2.8146135,People
Central African Republic (the),3.168154999999999,Business
Central African Republic (the),1.6246047619047617,Foundations
Central African Republic (the),1.6793884999999997,Government
Central African Republic (the),1.7443831289149092,Infrastructure
Central African Republic (the),2.3807445074667224,People
Central African Republic (the),,Regulation
Central African Republic (the),2.911169999999999,Strategy
Central Europe and the Baltics,3.910833333333333,Business
Central Europe and the Baltics,,Foundations
Central Europe and the Baltics,,People
Central Europe and the Baltics,,Regulation
Central Europe and the Baltics,,Strategy
Central Europe and the Baltics,1.0599989304624,Government
Central Europe and the Baltics,5.989999999999999,Infrastructure
Chad,2.215647791030556,Business
Chad,2.2303904761904763,Foundations
Chad,2.1524405000000004,Government
Chad,1.7639446502635803,Infrastructure
Chad,2.136049822446925,People
Chad,,Regulation
Chad,3.0409099999999993,Strategy
Channel Islands,,Business
Channel Islands,,Foundations
Channel Islands,,Government
Channel Islands,,People
Channel Islands,,Regulation
Channel Islands,,Strategy
Chile,3.6779884219317336,Business
Chile,3.7277936507936507,Foundations
Chile,3.8343200000000004,Government
Chile,3.3005812857912478,Infrastructure
Chile,4.024591780675499,People
Chile,4.3433,Regulation
Chile,4.84729,Strategy
China,3.4992631772819336,Business
China,4.005547619047617,Foundations
China,3.3743625362222223,Government
China,3.5631198568938434,Infrastructure
China,3.9887966138329674,People
China,2.4471000000000003,Regulation
China,4.597790000000002,Strategy
China Beijing,,Foundations
China Beijing,,Government
China Beijing,,Infrastructure
China Beijing,,People
China Beijing,,Regulation
China Beijing,,Strategy
China Shanghai,,Foundations
China Shanghai,,Government
China Shanghai,,Infrastructure
China Shanghai,,People
China Shanghai,,Regulation
China Shanghai,,Strategy
"China, Hong Kong Special Administrative Region",4.249604383363027,Business
"China, Hong Kong Special Administrative Region",3.864787301587301,Foundations
"China, Hong Kong Special Administrative Region",3.4777578866666654,Government
"China, Hong Kong Special Administrative Region",3.8698939962492496,Infrastructure
"China, Hong Kong Special Administrative Region",4.902328754291041,People
"China, Hong Kong Special Administrative Region",4.7924000000000015,Regulation
"China, Hong Kong Special Administrative Region",,Strategy
"China, Macao Special Administrative Region",,Business
"China, Macao Special Administrative Region",,Regulation
"China, Macao Special Administrative Region",,Strategy
"China, Macao Special Administrative Region",3.3779000000000003,Foundations
"China, Macao Special Administrative Region",1.0100558480000001,Government
"China, Macao Special Administrative Region",4.7824686866161255,Infrastructure
"China, Macao Special Administrative Region",4.883777437466167,People
Colombia,3.4229980599441334,Business
Colombia,3.532553968253969,Foundations
Colombia,2.8283296793333332,Government
Colombia,2.870283624366567,Infrastructure
Colombia,3.8904475307614463,People
Colombia,3.869249999999999,Regulation
Colombia,4.52294,Strategy
Comoros (the),2.5301834999999997,Business
Comoros (the),3.5941333333333327,Foundations
Comoros (the),1.6050375,Government
Comoros (the),2.396978583634376,Infrastructure
Comoros (the),2.4612855422523214,People
Comoros (the),,Regulation
Comoros (the),,Strategy
Congo (the),2.4424842499999997,Business
Congo (the),2.7283452380952387,Foundations
Congo (the),2.475543000000001,Government
Congo (the),2.7350846251930343,Infrastructure
Congo (the),3.523836691726125,People
Congo (the),,Regulation
Congo (the),3.6397100000000004,Strategy
Cook Islands,,Business
Cook Islands,,Foundations
Cook Islands,,Government
Cook Islands,,Regulation
Cook Islands,,Strategy
Cook Islands,1.213322229218983,Infrastructure
Cook Islands,3.384222,People
Costa Rica,3.511917104389934,Business
Costa Rica,3.1169380952380954,Foundations
Costa Rica,2.9667732373333333,Government
Costa Rica,2.972167625915901,Infrastructure
Costa Rica,4.549149716866844,People
Costa Rica,4.867250000000002,Regulation
Costa Rica,4.67264,Strategy
Croatia,3.2328605439202662,Business
Croatia,3.779636507936507,Foundations
Croatia,3.723906602666666,Government
Croatia,3.542138279861829,Infrastructure
Croatia,4.288362266237553,People
Croatia,4.043900000000001,Regulation
Croatia,5.011960000000001,Strategy
Cuba,,Business
Cuba,3.9101666666666666,Foundations
Cuba,1.781734897,Government
Cuba,3.2216174080834676,Infrastructure
Cuba,3.9960087749635833,People
Cuba,2.0479000000000003,Regulation
Cuba,4.677630000000001,Strategy
Curaçao,,Business
Curaçao,,Foundations
Curaçao,,Government
Curaçao,,Regulation
Curaçao,,Strategy
Curaçao,5.99,Infrastructure
Curaçao,4.629227,People
Cyprus,3.4797836247756897,Business
Cyprus,3.826145238095237,Foundations
Cyprus,3.287860858500001,Government
Cyprus,3.555609625171124,Infrastructure
Cyprus,4.579926565374221,People
Cyprus,,Regulation
Cyprus,4.73751,Strategy
Czechia,3.9284194376694557,Business
Czechia,4.021745902777777,Foundations
Czechia,3.7929889943333333,Government
Czechia,3.5723744973401264,Infrastructure
Czechia,4.646975763618125,People
Czechia,4.642700000000001,Regulation
Czechia,5.0618599999999985,Strategy
Côte d'Ivoire,2.628475981731473,Business
Côte d'Ivoire,3.1872833333333332,Foundations
Côte d'Ivoire,3.1399614999999987,Government
Côte d'Ivoire,2.35942743162331,Infrastructure
Côte d'Ivoire,3.2626949388089588,People
Côte d'Ivoire,3.2954000000000003,Regulation
Côte d'Ivoire,3.87424,Strategy
Democratic People's Republic of Korea (the),,Business
Democratic People's Republic of Korea (the),,Regulation
Democratic People's Republic of Korea (the),,Strategy
Democratic People's Republic of Korea (the),2.1969333333333334,Foundations
Democratic People's Republic of Korea (the),1.1329835,Government
Democratic People's Republic of Korea (the),1.439733415069622,Infrastructure
Democratic People's Republic of Korea (the),2.5985465,People
Democratic Republic of the Congo (the),2.1577737688077776,Business
