Country Name,Year,Pillar,Sub-Pillar,Indicator,data_col,new_rank_score,higher_is_better
Africa Western and Central,2019,Business,Startup Environment,Time required to start a business (days),1,1,TRUE
Africa Western and Central,2019,Infrastructure,Connectivity Technology,% of population covered by electricity,51.34142147,3.567071074,TRUE
Albania,2019,Business,Startup Environment,Doing Business Index,63,4.35978836,FALSE
Albania,2019,Business,Startup Environment,Ease of doing business index (1=most business-friendly regulations),82,3.857142857,TRUE
Albania,2019,Business,Startup Environment,Ease of finding skilled employees,3.89,3.89,TRUE
Albania,2019,Business,Startup Environment,Ease of Getting Credit,70,4.5,TRUE
Albania,2020,Business,Technology Adoption,"Networking Services (Spend, IT Forecast Data)",44.21,3.2105,TRUE
Albania,2019,Business,Startup Environment,Regulatory Quality,50.67070109,3.533535055,TRUE
Albania,2018,Business,Technology Adoption,Share of businesses with online presence,59.8,3.99,TRUE
Albania,2019,Business,Technology Adoption,Size of digital economy (% of transactions),6.69,1.3345,TRUE
Albania,2019,Business,Technology Adoption,Size of gig economy (% of GDP),28.16,2.408,TRUE
Albania,2019,Business,Startup Environment,Strength of legal rights index (0=weak to 12=strong),8,4.333333333,TRUE
Albania,2019,Business,Startup Environment,Time required to start a business (days),3,4.333333333,TRUE
Albania,2020,Business,Technology Adoption,UNCTAD Business-to-Consumer (B2C) E-commerce Index,49.5,3.475,TRUE
Albania,2019,Business,Financing Incentives,Venture Capital Availability,3.0140872,2.678406,TRUE
Albania,2017,Foundations,Digital Payments,% Making online transactions - Women,6,1.3,TRUE
Albania,2017,Foundations,Digital Payments,% of population with digital finance account,40,3,TRUE
Albania,2018,Foundations,Digital Legal Identity,% of population with ID (all),100,6,TRUE
Albania,2018,Foundations,Digital Legal Identity,% of population with ID (female),28,2.4,TRUE
Albania,2018,Foundations,Digital Legal Identity,can ID be used for transactions,1,6,TRUE
Albania,2017,Foundations,Digital Payments,% of population with digital finance account - registered,39,2.95,TRUE
Albania,2020,Foundations,Digital Legal Identity,Is personal data siloed,0.02,6,TRUE
Albania,2017,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,29,2.45,TRUE
Albania,2017,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,28,2.4,TRUE
Albania,2017,Foundations,Digital Payments,% Making online transactions - Men,9,1.45,TRUE
Albania,2016,Foundations,Data Exchange,Open data index,36,2.8,TRUE
Albania,2017,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,5,1.25,TRUE
Albania,2020,Government,Digital Public Services,E-Participation index,0.8452,5.226,TRUE
Albania,2020,Government,Funding and procurement,Evidence of digital strategies in/across Minstries,3,6,TRUE
Albania,2020,Government,Leadership and coordination,Evidence of focus on vulnerable groups,0.03,6,TRUE
Albania,2020,Government,Digital Public Services,Online-Service-Index (OSI),0.8412,5.206,TRUE
Albania,2020,Government,Digital Public Services,What is the % change of government digitizing public services?,0.79,5.030612245,TRUE
Albania,2019,Infrastructure,Connectivity Technology,% of population covered by electricity,100,6,TRUE
Albania,2019,Infrastructure,Connectivity Technology,% of population covered by internet connectivity,68.55039112,4.427519556,TRUE
Albania,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 2G+ data connectivity,99.86,5.993,TRUE
Albania,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 3G+ data connectivity,97,5.85,TRUE
Albania,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 4G+ data connectivity,96,5.8,TRUE
Albania,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 5G+ data connectivity,0,1,TRUE
Albania,2018,Infrastructure,Innovation Ecosystem,Availability of scientists and engineers,3.28088069,2.900733908,TRUE
Albania,2017,Infrastructure,Innovation Ecosystem,Banking Ecosystem size,56.78,2.106261934,TRUE
Albania,2020,Infrastructure,Connectivity Technology,Broadband Density,17.68495137,1.884247569,TRUE
Albania,2019,Infrastructure,Connectivity Technology,Cellphone Signal Density,87.18600464,5.359300232,TRUE
Albania,2019,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",-16.58,2.6343788,TRUE
Albania,2019,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",-2188.08,4.016637066,TRUE
Albania,2019,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",-20747.41,4.449323427,TRUE
Albania,2020,Infrastructure,Innovation Ecosystem,Digital Work Ecosystem size,20.5,2.025,TRUE
Albania,2019,Infrastructure,Connectivity Technology,Electricity Density,1796.578,90.8289,TRUE
Albania,2021,Infrastructure,Connectivity Technology,Electricity Environmental Sustainability,71,4.55,TRUE
Albania,2018,Infrastructure,Connectivity Technology,Electricity supply quality,4.607355595,1.23036778,TRUE
Albania,2020,Infrastructure,Connectivity Technology,Global Cybersecurity Index (GCI),64.32,4.216,TRUE
Albania,2019,Infrastructure,Connectivity Technology,GSMA Mobile Connectivity Index ,67.89,4.3945,TRUE
Albania,2019,Infrastructure,Connectivity Technology,Individuals using the Internet (% of population),68.55039112,4.427519556,TRUE
Albania,2019,Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),0,1,TRUE
Albania,2019,Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),0,1,TRUE
Albania,2019,Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),3,1.00025428,TRUE
Albania,2021,Infrastructure,Connectivity Technology,ISP internet download speed average ,43.56,3.178,TRUE
Albania,2018,Infrastructure,Connectivity Technology,Logistics Performance Index (LPI) - Infrastructure Rating,2.66,3.075,TRUE
Albania,2020,Infrastructure,Connectivity Technology,Mobile cellular subscriptions (per 100 people),91.00294427,5.550147214,TRUE
Albania,2020,Infrastructure,Connectivity Technology,Mobile Coverage Maps,91.00294427,5.550147214,TRUE
Albania,2019,Infrastructure,Connectivity Technology,Mobile dowload speed at the slowest hour of the day,84.63645935,1.768177033,TRUE
Albania,2021,Infrastructure,Connectivity Technology,National cyber security index,41.56,3.078,TRUE
Albania,2019,Infrastructure,Innovation Ecosystem,Patents by origin/bn PPP$ GDP,1.081388281,1.054069414,TRUE
Albania,2019,Infrastructure,Connectivity Technology,Postal Coverage,96.5,5.825,TRUE
Albania,2020,Infrastructure,Innovation Ecosystem,Scientific and technical articles/bn PPP$ GDP,10.48950859,1.52447543,TRUE
Albania,2019,Infrastructure,Connectivity Technology,Spectrum Allocated to Mobile Providers,52.85,3.6425,TRUE
Albania,2020,Infrastructure,Connectivity Technology,Telecommunication Infrastructure Index (TII),0.5785,3.8925,TRUE
Albania,2017,People,Usage and ownership,% of population using digital financial services,7,1.35,TRUE
Albania,2021,People,Usage and ownership,% of population using Facebook,48.73,3.4365,TRUE
Albania,2019,People,Digital Literacy Skills,% of population using internet (all),68.55039112,4.427519556,TRUE
Albania,2019,People,Digital Literacy Skills,% of population using internet (female),65.96156004,4.298078002,TRUE
Albania,2019,People,Digital Literacy Skills,% of population using internet (male),71.1593949,4.557969745,TRUE
Albania,2017,People,Usage and ownership,E-commerce activity (% of individuals buying online and frequency),6.67,1.425968694,TRUE
Albania,2021,People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",7.00723953,1.499126155,TRUE
Albania,2017,People,Usage and ownership,Financial Inclusiveness,40,3,TRUE
Albania,2019,People,Usage and ownership,Gender gap for social media use,41.4061203,3.070306015,TRUE
Albania,2019,People,Usage and ownership,Gender gap in internet usage,65.96156004,4.298078002,TRUE
Albania,2019,People,Usage and ownership,Gender gap in mobile usage,67.74193573,4.387096787,TRUE
Albania,2019,People,Usage and ownership,Global Crypto Adoption Index,0.03,1.15,TRUE
Albania,2021,People,Digital Wellbeing,Global Wellbeing Initiative (World Happiness Index),5.117,3.5585,TRUE
Albania,2019,People,Digital Wellbeing,Gross National Wellbeing,45.25,3.2625,TRUE
Albania,2020,People,Usage and ownership,Households with a computer and with Internet access,83.27987513,5.163993757,TRUE
Albania,2020,People,Digital Literacy Skills,Human Capital Index (HCI),0.8001,5.0005,TRUE
Albania,2019,People,Usage and ownership,Internet Usage,68.55039112,4.427519556,TRUE
Albania,2019,People,Culture,Number of mobile apps available in national language(s),67.28644562,4.364322281,TRUE
Albania,2019,People,Usage and ownership,Tax as % of total cost of mobile ownership,50,3.5,FALSE
Albania,2019,People,Usage and ownership,UNDP Human Development Index (HDI) ,0.795,4.975,TRUE
Albania,2020,Regulation,Ethical Standards,Rule of Law Index,0.5,3.5,TRUE
Albania,2019,Strategy,Ambition,SDG Index,71,4.55,TRUE
Algeria,2019,Business,Startup Environment,Doing Business Index,157,1.873015873,FALSE
Algeria,2019,Business,Startup Environment,Ease of doing business index (1=most business-friendly regulations),157,1.873015873,TRUE
Algeria,2019,Business,Startup Environment,Ease of finding skilled employees,4.12,4.12,TRUE
Algeria,2019,Business,Startup Environment,Ease of Getting Credit,10,1.5,TRUE
Algeria,2020,Business,Technology Adoption,"Networking Services (Spend, IT Forecast Data)",35.15,2.7575,TRUE
Algeria,2019,Business,Startup Environment,Regulatory Quality,9.425411446,1.471270572,TRUE
Algeria,2019,Business,Technology Adoption,Size of digital economy (% of transactions),2.69,1.1345,TRUE
Algeria,2019,Business,Technology Adoption,Size of gig economy (% of GDP),62.63,4.1315,TRUE
Algeria,2019,Business,Startup Environment,Strength of legal rights index (0=weak to 12=strong),2,1.833333333,TRUE
Algeria,2019,Business,Startup Environment,Time required to start a business (days),1,1,TRUE
Algeria,2020,Business,Technology Adoption,UNCTAD Business-to-Consumer (B2C) E-commerce Index,52.2,3.61,TRUE
Algeria,2019,Business,Financing Incentives,Venture Capital Availability,3.484624386,3.070520322,TRUE
Algeria,2017,Foundations,Digital Payments,% Making online transactions - Women,3,1.15,TRUE
Algeria,2017,Foundations,Digital Payments,% of population with digital finance account,43,3.15,TRUE
Algeria,2018,Foundations,Digital Legal Identity,% of population with ID (all),89,5.45,TRUE
Algeria,2018,Foundations,Digital Legal Identity,can ID be used for transactions,1,6,TRUE
Algeria,2017,Foundations,Digital Payments,% of population with digital finance account - registered,43,3.15,TRUE
Algeria,2020,Foundations,Digital Legal Identity,Is personal data siloed,-0.04,1,TRUE
Algeria,2017,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,26,2.3,TRUE
Algeria,2017,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,20,2,TRUE
Algeria,2017,Foundations,Digital Payments,% Making online transactions - Men,6,1.3,TRUE
Algeria,2017,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4,1.2,TRUE
Algeria,2020,Government,Capabilities,% of digital skills certifications / training courses completed,95,1.607476636,TRUE
Algeria,2020,Government,Digital Public Services,E-Participation index,0.1548,1.774,TRUE
Algeria,2020,Government,Funding and procurement,Evidence of digital strategies in/across Minstries,2,4.333333333,TRUE
Algeria,2020,Government,Leadership and coordination,Evidence of focus on vulnerable groups,-0.03,1,TRUE
Algeria,2020,Government,Digital Public Services,Online-Service-Index (OSI),0.2765,2.3825,TRUE
Algeria,2020,Government,Digital Public Services,What is the % change of government digitizing public services?,0.71,4.62244898,TRUE
Algeria,2019,Infrastructure,Connectivity Technology,% of population covered by electricity,99.5,5.975,TRUE
Algeria,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 2G+ data connectivity,98.04,5.902,TRUE
Algeria,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 3G+ data connectivity,90,5.5,TRUE
Algeria,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 4G+ data connectivity,67.2,4.36,TRUE
Algeria,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 5G+ data connectivity,0,1,TRUE
Algeria,2018,Infrastructure,Innovation Ecosystem,Availability of scientists and engineers,3.735320807,3.279434006,TRUE
Algeria,2017,Infrastructure,Innovation Ecosystem,Banking Ecosystem size,58.27,2.135292055,TRUE
Algeria,2020,Infrastructure,Connectivity Technology,Broadband Density,8.643942434,1.432197122,TRUE
Algeria,2019,Infrastructure,Connectivity Technology,Cellphone Signal Density,72.68399811,4.634199906,TRUE
Algeria,2019,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",-23.47,2.536949574,TRUE
Algeria,2019,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",-3243.78,3.931403449,TRUE
Algeria,2019,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",-26729.53,4.359498857,TRUE
Algeria,2020,Infrastructure,Innovation Ecosystem,Digital Work Ecosystem size,12.5,1.625,TRUE
Algeria,2019,Infrastructure,Connectivity Technology,Electricity Density,1726.9,87.345,TRUE
Algeria,2021,Infrastructure,Connectivity Technology,Electricity Environmental Sustainability,70.9,4.545,TRUE
Algeria,2018,Infrastructure,Connectivity Technology,Electricity supply quality,4.197409153,1.209870458,TRUE
Algeria,2020,Infrastructure,Connectivity Technology,Global Cybersecurity Index (GCI),33.95,2.6975,TRUE
Algeria,2019,Infrastructure,Connectivity Technology,GSMA Mobile Connectivity Index ,53.23,3.6615,TRUE
Algeria,2019,Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),9,1.000762841,TRUE
Algeria,2021,Infrastructure,Connectivity Technology,ISP internet download speed average ,9.38,1.469,TRUE
Algeria,2018,Infrastructure,Connectivity Technology,Logistics Performance Index (LPI) - Infrastructure Rating,2.45,2.8125,TRUE
Algeria,2019,Infrastructure,Innovation Ecosystem,Mobile app creation/bn PPP$ GDP,0.001066669,1.000053333,TRUE
Algeria,2020,Infrastructure,Connectivity Technology,Mobile cellular subscriptions (per 100 people),103.8873168,6.19436584,TRUE
Algeria,2020,Infrastructure,Connectivity Technology,Mobile Coverage Maps,103.8873168,6.19436584,TRUE
Algeria,2019,Infrastructure,Connectivity Technology,Mobile dowload speed at the slowest hour of the day,65.19542694,2.740228653,TRUE
Algeria,2021,Infrastructure,Connectivity Technology,National cyber security index,33.77,2.6885,TRUE
Algeria,2019,Infrastructure,Innovation Ecosystem,Patents by origin/bn PPP$ GDP,1.667887751,1.083394388,TRUE
Algeria,2019,Infrastructure,Connectivity Technology,Postal Coverage,90,5.5,TRUE
Algeria,2020,Infrastructure,Innovation Ecosystem,Scientific and technical articles/bn PPP$ GDP,13.66036185,1.683018092,TRUE
Algeria,2019,Infrastructure,Connectivity Technology,Spectrum Allocated to Mobile Providers,21.59,2.0795,TRUE
Algeria,2020,Infrastructure,Connectivity Technology,Telecommunication Infrastructure Index (TII),0.5787,3.8935,TRUE
Algeria,2017,People,Usage and ownership,% of population using digital financial services,5,1.25,TRUE
Algeria,2021,People,Usage and ownership,% of population using Facebook,42.58,3.129,TRUE
Algeria,2017,People,Usage and ownership,E-commerce activity (% of individuals buying online and frequency),2.8,1.177700795,TRUE
Algeria,2021,People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",6.205971465,1.442023911,TRUE
Algeria,2017,People,Usage and ownership,Financial Inclusiveness,43,3.15,TRUE
Algeria,2019,People,Usage and ownership,Gender gap for social media use,38.1800766,2.90900383,TRUE
Algeria,2019,People,Usage and ownership,Gender gap in mobile usage,79.88915253,4.994457627,TRUE
Algeria,2019,People,Usage and ownership,Global Crypto Adoption Index,0.06,1.3,TRUE
Algeria,2021,People,Digital Wellbeing,Global Wellbeing Initiative (World Happiness Index),4.887,3.4435,TRUE
Algeria,2019,People,Digital Wellbeing,Gross National Wellbeing,40.32,3.016,TRUE
Algeria,2020,People,Digital Literacy Skills,Human Capital Index (HCI),0.6966,4.483,TRUE
Algeria,2019,People,Culture,Number of mobile apps available in national language(s),78.45343781,4.922671891,TRUE
Algeria,2019,People,Usage and ownership,Tax as % of total cost of mobile ownership,51.71,3.4145,FALSE
Algeria,2019,People,Usage and ownership,UNDP Human Development Index (HDI) ,0.748,4.74,TRUE
Algeria,2020,Regulation,Ethical Standards,Rule of Law Index,0.49,3.45,TRUE
Algeria,2019,Strategy,Ambition,SDG Index,70.9,4.545,TRUE
American Samoa,2019,Infrastructure,Connectivity Technology,Electricity Density,2963.636,149.1818,TRUE
American Samoa,2021,People,Usage and ownership,% of population using Facebook,40,3,TRUE
Andorra,2018,Foundations,Digital Legal Identity,% of population with ID (all),47,3.35,TRUE
Andorra,2020,Foundations,Digital Legal Identity,Is personal data siloed,0.02,6,TRUE
Andorra,2020,Government,Digital Public Services,E-Participation index,0.5119,3.5595,TRUE
Andorra,2020,Government,Funding and procurement,Evidence of digital strategies in/across Minstries,3,6,TRUE
Andorra,2020,Government,Leadership and coordination,Evidence of focus on vulnerable groups,-0.03,1,TRUE
Andorra,2020,Government,Digital Public Services,Online-Service-Index (OSI),0.4824,3.412,TRUE
Andorra,2020,Government,Digital Public Services,What is the % change of government digitizing public services?,0.58,3.959183673,TRUE
Andorra,2019,Infrastructure,Connectivity Technology,% of population covered by electricity,100,6,TRUE
Andorra,2020,Infrastructure,Connectivity Technology,Global Cybersecurity Index (GCI),26.38,2.319,TRUE
Andorra,2019,Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),4,1.000339041,TRUE
Andorra,2021,Infrastructure,Connectivity Technology,ISP internet download speed average ,165.07,9.2535,TRUE
Andorra,2020,Infrastructure,Connectivity Technology,Telecommunication Infrastructure Index (TII),0.8372,5.186,TRUE
Andorra,2021,People,Usage and ownership,% of population using Facebook,54.55,3.7275,TRUE
Andorra,2020,People,Digital Literacy Skills,Human Capital Index (HCI),0.7448,4.724,TRUE
Andorra,2019,People,Usage and ownership,UNDP Human Development Index (HDI) ,0.868,5.34,TRUE
Angola,2019,Business,Startup Environment,Doing Business Index,173,1.44973545,FALSE
Angola,2019,Business,Startup Environment,Ease of doing business index (1=most business-friendly regulations),177,1.343915344,TRUE
Angola,2019,Business,Startup Environment,Ease of finding skilled employees,2.76,2.76,TRUE
Angola,2019,Business,Startup Environment,Ease of Getting Credit,5,1.25,TRUE
Angola,2020,Business,Technology Adoption,"Networking Services (Spend, IT Forecast Data)",20.96,2.048,TRUE
Angola,2019,Business,Startup Environment,Regulatory Quality,20.13063387,2.006531694,TRUE
Angola,2018,Business,Technology Adoption,Share of businesses with online presence,28.9,2.445,TRUE
Angola,2019,Business,Technology Adoption,Size of digital economy (% of transactions),3.37,1.1685,TRUE
Angola,2019,Business,Technology Adoption,Size of gig economy (% of GDP),5.46,1.273,TRUE
Angola,2019,Business,Startup Environment,Strength of legal rights index (0=weak to 12=strong),1,1.416666667,TRUE
Angola,2019,Business,Startup Environment,Time required to start a business (days),1,1,TRUE
Angola,2020,Business,Technology Adoption,UNCTAD Business-to-Consumer (B2C) E-commerce Index,26,2.3,TRUE
Angola,2019,Business,Financing Incentives,Venture Capital Availability,1.705738187,1.588115156,TRUE
Angola,2018,Foundations,Digital Legal Identity,% of population with ID (all),44,3.2,TRUE
Angola,2018,Foundations,Digital Legal Identity,can ID be used for transactions,1,6,TRUE
Angola,2020,Foundations,Digital Legal Identity,Is personal data siloed,0.02,6,TRUE
Angola,2020,Government,Digital Public Services,E-Participation index,0.4524,3.262,TRUE
Angola,2020,Government,Funding and procurement,Evidence of digital strategies in/across Minstries,2,4.333333333,TRUE
Angola,2020,Government,Leadership and coordination,Evidence of focus on vulnerable groups,0.03,6,TRUE
Angola,2020,Government,Digital Public Services,Online-Service-Index (OSI),0.4882,3.441,TRUE
Angola,2020,Government,Digital Public Services,What is the % change of government digitizing public services?,0.67,4.418367347,TRUE
Angola,2019,Infrastructure,Connectivity Technology,% of population covered by electricity,45.67031479,3.28351574,TRUE
Angola,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 2G+ data connectivity,90,5.5,TRUE
Angola,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 3G+ data connectivity,71,4.55,TRUE
Angola,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 4G+ data connectivity,50,3.5,TRUE
Angola,2019,Infrastructure,Connectivity Technology,% of population covered by mobile 5G+ data connectivity,0,1,TRUE
Angola,2017,Infrastructure,Innovation Ecosystem,Banking Ecosystem size,32.79,1.638857499,TRUE
Angola,2020,Infrastructure,Connectivity Technology,Broadband Density,0.70166157,1.035083079,TRUE
Angola,2019,Infrastructure,Connectivity Technology,Cellphone Signal Density,57.40000153,3.870000077,TRUE
Angola,2019,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",19.07,3.138493736,TRUE
Angola,2019,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",544.66,4.237269172,TRUE
Angola,2019,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",4332.13,4.825905457,TRUE
Angola,2019,Infrastructure,Connectivity Technology,Electricity Density,392.074,20.6037,TRUE
Angola,2021,Infrastructure,Connectivity Technology,Electricity Environmental Sustainability,50.3,3.515,TRUE
Angola,2020,Infrastructure,Connectivity Technology,Global Cybersecurity Index (GCI),12.99,1.6495,TRUE
Angola,2019,Infrastructure,Connectivity Technology,GSMA Mobile Connectivity Index ,43.53,3.1765,TRUE
Angola,2021,Infrastructure,Connectivity Technology,ISP internet download speed average ,14.56,1.728,TRUE
Angola,2018,Infrastructure,Connectivity Technology,Logistics Performance Index (LPI) - Infrastructure Rating,2.05,2.3125,TRUE
