Country Name,Year,Pillar,Sub-Pillar,Indicator,data_col,new_rank_score,higher_is_better
Japan,2020.0,Government,Leadership and coordination,Evidence of focus on vulnerable groups,0.09,11.0,True
Japan,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.9059,5.5295000000000005,True
Japan,2020.0,Government,Digital Public Services,What is the % change of government digitizing public services?,0.79,5.030612244897959,True
Japan,2018.0,Government,Digital Public Services,R&D spending (% of GDP),3.27512,4.310672659929654,True
Japan,2020.0,Government,Digital Public Services,Security incidents (# of relevant issues),10.0,3.631578947368421,True
Japan,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",-20.0,1.0,True
Japan,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,6.0,True
Japan,2019.0,Infrastructure,Connectivity Technology,% of population covered by internet connectivity,92.73039781,5.6365198905,True
Japan,2019.0,Infrastructure,Connectivity Technology,% of population covered by mobile 2G+ data connectivity,99.9,5.995,True
Japan,2019.0,Infrastructure,Connectivity Technology,% of population covered by mobile 3G+ data connectivity,100.0,6.0,True
Japan,2019.0,Infrastructure,Connectivity Technology,% of population covered by mobile 4G+ data connectivity,99.0,5.95,True
Japan,2019.0,Infrastructure,Connectivity Technology,% of population covered by mobile 5G+ data connectivity,0.0,1.0,True
Japan,2018.0,Infrastructure,Innovation Ecosystem,Availability of scientists and engineers,5.319746971,4.599789142500001,True
Japan,2017.0,Infrastructure,Innovation Ecosystem,Banking Ecosystem size,157.51,4.068815025523127,True
Japan,2020.0,Infrastructure,Connectivity Technology,Broadband Density,34.49910256,2.7249551279999995,True
Japan,2019.0,Infrastructure,Connectivity Technology,Cellphone Signal Density,89.58999634,5.479499817,True
Japan,2019.0,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",24.700000000000006,3.21810571565938,True
Japan,2019.0,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",9605.360000000002,4.968799183720792,True
Japan,2019.0,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",31616.629999999997,5.235596081276782,True
Japan,2021.0,Infrastructure,Innovation Ecosystem,Digital Finance Ecosystem size,11.114,1.5557,True
Japan,2020.0,Infrastructure,Innovation Ecosystem,Digital Work Ecosystem size,56.8,3.84,True
Japan,2019.0,Infrastructure,Connectivity Technology,Electricity Density,7507.36,376.368,True
Japan,2021.0,Infrastructure,Connectivity Technology,Electricity Environmental Sustainability,79.8,4.99,True
Japan,2018.0,Infrastructure,Connectivity Technology,Electricity supply quality,6.664414883,1.33322074415,True
Japan,2020.0,Infrastructure,Connectivity Technology,Global Cybersecurity Index (GCI),97.82,5.891,True
Japan,2019.0,Infrastructure,Connectivity Technology,GSMA Mobile Connectivity Index ,83.4,5.17,True
Japan,2019.0,Infrastructure,Connectivity Technology,Individuals using the Internet (% of population),92.73039781,5.6365198905,True
Japan,2017.0,Infrastructure,Innovation Ecosystem,International Co-Inventions,545770.5532000001,3.228804544524831,True
Japan,2019.0,Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),397.0,2.687925170068027,True
Japan,2019.0,Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),1152.0,2.28370849119679,True
Japan,2019.0,Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),52660.0,5.463468384471945,True
Japan,2021.0,Infrastructure,Connectivity Technology,ISP internet download speed average ,179.43,9.9715,True
Japan,2018.0,Infrastructure,Connectivity Technology,Logistics Performance Index (LPI) - Infrastructure Rating,4.03,4.7875000000000005,True
Japan,2020.0,Infrastructure,Innovation Ecosystem,Mobile app creation/bn PPP$ GDP,12.84088578,1.6420442890000002,True
Japan,2020.0,Infrastructure,Connectivity Technology,Mobile cellular subscriptions (per 100 people),152.0316954,8.601584769999999,True
Japan,2020.0,Infrastructure,Connectivity Technology,Mobile Coverage Maps,152.0316954,8.601584769999999,True
Japan,2019.0,Infrastructure,Connectivity Technology,Mobile dowload speed at the slowest hour of the day,74.01976013,2.2990119935000006,True
Japan,2021.0,Infrastructure,Connectivity Technology,National cyber security index,63.64,4.182,True
Japan,2019.0,Infrastructure,Innovation Ecosystem,Patents by origin/bn PPP$ GDP,100.0,6.0,True
Japan,2019.0,Infrastructure,Connectivity Technology,Postal Coverage,100.0,6.0,True
Japan,2020.0,Infrastructure,Innovation Ecosystem,Scientific and technical articles/bn PPP$ GDP,25.40821213,2.2704106065,True
Japan,2018.0,Infrastructure,Innovation Ecosystem,Software Developer Ecosystem size,39263.0,1.218535157898686,True
Japan,2019.0,Infrastructure,Connectivity Technology,Spectrum Allocated to Mobile Providers,83.91,5.195499999999999,True
Japan,2020.0,Infrastructure,Connectivity Technology,Telecommunication Infrastructure Index (TII),0.9223,5.6115,True
Japan,2020.0,People,Digital Literacy Skills,% of internet users who own cryptocurrency,3.7,1.185,True
Japan,2017.0,People,Usage and ownership,% of population using digital financial services,48.0,3.4,True
Japan,2021.0,People,Usage and ownership,% of population using Facebook,22.21,2.1105,True
Japan,2019.0,People,Digital Literacy Skills,% of population using internet (all),92.73039781,5.6365198905,True
Japan,2019.0,People,Digital Literacy Skills,% of population using internet (female),90.9524801,5.547624005,True
Japan,2019.0,People,Digital Literacy Skills,% of population using internet (male),94.64445824,5.732222912,True
Japan,2020.0,People,Usage and ownership,% of population with a smartphone,0.63,4.15,True
Japan,2018.0,People,Digital Wellbeing,Automation-led unemployment,55.71,3.2145,True
Japan,2018.0,People,Digital Wellbeing,Cyberbullying,5.0,5.444444444444445,True
Japan,2017.0,People,Usage and ownership,E-commerce activity (% of individuals buying online and frequency),45.9,3.942648190916089,True
Japan,2021.0,People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",4.101649214239279,1.2920597141407104,True
Japan,2017.0,People,Usage and ownership,Financial Inclusiveness,98.0,5.9,True
Japan,2019.0,People,Usage and ownership,Gender gap for social media use,100.0,6.0,True
Japan,2019.0,People,Usage and ownership,Gender gap in internet usage,90.9524801,5.547624005,True
Japan,2019.0,People,Usage and ownership,Gender gap in mobile usage,88.88889313,5.4444446565,True
Japan,2019.0,People,Usage and ownership,Global Crypto Adoption Index,0.03,1.15,True
Japan,2021.0,People,Digital Wellbeing,Global Wellbeing Initiative (World Happiness Index),5.94,3.97,True
Japan,2019.0,People,Digital Wellbeing,Gross National Wellbeing,63.19,4.1595,True
Japan,2020.0,People,Digital Literacy Skills,Human Capital Index (HCI),0.8684,5.342,True
Japan,2019.0,People,Usage and ownership,Internet Usage,92.73039781,5.6365198905,True
Japan,2020.0,People,Culture,"Level of satisfaction for online public services (% of users, by type of interaction and service)",-20.0,0.0,True
Japan,2019.0,People,Usage and ownership,Mobile Device Penetration (female),91.2968272,5.56484136,True
Japan,2019.0,People,Usage and ownership,Mobile Device Penetration,92.14334941,5.607167470499999,True
Japan,2019.0,People,Culture,Number of mobile apps available in national language(s),88.71601868,5.435800934,True
Japan,2021.0,People,Usage and ownership,Social media penetration,74.3,4.715,True
Japan,2019.0,People,Usage and ownership,Tax as % of total cost of mobile ownership,75.0,2.25,False
Japan,2020.0,People,Digital Wellbeing,Device Addiction (time of use on internet / on devices),4.25,1.0,True
Japan,2019.0,People,Usage and ownership,UNDP Human Development Index (HDI) ,0.919,5.595000000000001,True
Japan,2020.0,Regulation,Cybersecurity,# key internet controls employed,76.0,4.8,True
Japan,2020.0,Regulation,Ethical Standards,Rule of Law Index,0.78,4.9,True
Japan,2019.0,Strategy,Ambition,SDG Index,79.8,4.99,True
