Country Name,Score,Pillar,Sub-Pillar
Afghanistan,,Business,Financing Incentives
Afghanistan,,Business,Impact commitments
Afghanistan,4.271028166666667,Business,Startup Environment
Afghanistan,1.8532900000000005,Business,Technology Adoption
Mozambique,2.5898788207034666,Business,Startup Environment
Mozambique,2.0109739999999996,Business,Technology Adoption
Small states,,Business,Technology Adoption
Small states,3.3303993056941668,Business,Startup Environment
Small states,,Business,Impact commitments
Small states,,Business,Financing Incentives
Africa,,Business,Financing Incentives
Africa,,Business,Impact commitments
Africa,,Business,Startup Environment
Africa,,Business,Technology Adoption
Zimbabwe,2.4750156019794733,Business,
Africa Eastern and Southern,,Business,Financing Incentives
Mozambique,1.8672006878699998,Business,Financing Incentives
Kyrgyzstan,2.3887336915500006,Business,Financing Incentives
Vanuatu,4.855689833333333,Business,
Vatican,,Business,
Venezuela (Bolivarian Republic of),2.38510515936037,Business,
Viet Nam,3.4275019851557573,Business,
Wallis and Futuna,,Business,
Solomon Islands,,Business,Technology Adoption
Western Sahara,,Business,
Solomon Islands,4.555458166666667,Business,Startup Environment
Solomon Islands,,Business,Impact commitments
Solomon Islands,,Business,Financing Incentives
World,2.83646527449375,Business,
Yemen,1.867503690043889,Business,
Kyrgyzstan,2.7273384000000003,Business,Technology Adoption
Kyrgyzstan,4.140221082730398,Business,Startup Environment
Kyrgyzstan,,Business,Impact commitments
Zambia,2.9418461149291333,Business,
Slovakia,3.1779180414533337,Business,Financing Incentives
Africa Eastern and Southern,,Business,Impact commitments
Africa Eastern and Southern,,Business,Technology Adoption
Algeria,,Business,Impact commitments
Algeria,2.4797059395644125,Business,Startup Environment
Algeria,2.3236465999999996,Business,Technology Adoption
Slovenia,,Business,Impact commitments
Slovenia,2.893114267998333,Business,Financing Incentives
American Samoa,,Business,Financing Incentives
American Samoa,,Business,Impact commitments
American Samoa,,Business,Startup Environment
American Samoa,,Business,Technology Adoption
Andorra,,Business,Financing Incentives
Andorra,,Business,Impact commitments
Andorra,,Business,Startup Environment
Andorra,,Business,Technology Adoption
Slovakia,3.9316977666750006,Business,Technology Adoption
Slovakia,4.2137358370502636,Business,Startup Environment
Algeria,3.0663792810233326,Business,Financing Incentives
Africa Eastern and Southern,2.887243589551667,Business,Startup Environment
Slovenia,3.802497609053,Business,Startup Environment
Albania,2.8798327999999986,Business,Technology Adoption
Small Island Developing States,,Business,Technology Adoption
Small Island Developing States,,Business,Startup Environment
Small Island Developing States,,Business,Impact commitments
Small Island Developing States,,Business,Financing Incentives
Africa Western and Central,,Business,Financing Incentives
Africa Western and Central,,Business,Impact commitments
Africa Western and Central,3.438295454696667,Business,Startup Environment
Africa Western and Central,,Business,Technology Adoption
Kuwait,2.8575766000000007,Business,Technology Adoption
Kuwait,3.260070443805666,Business,Startup Environment
Kuwait,,Business,Impact commitments
Kuwait,3.656552924976666,Business,Financing Incentives
Albania,2.6750491880000005,Business,Financing Incentives
Albania,,Business,Impact commitments
Albania,4.141336730211533,Business,Startup Environment
Slovenia,3.364159329750001,Business,Technology Adoption
Somalia,,Business,Financing Incentives
Bahrain,3.675231351593333,Business,Financing Incentives
Bahrain,3.8381718652996013,Business,Startup Environment
Saint Pierre and Miquelon,,Business,Technology Adoption
Saint Pierre and Miquelon,,Business,Startup Environment
Botswana,2.398344555468334,Business,Financing Incentives
Botswana,,Business,Impact commitments
Botswana,3.7939908196449332,Business,Startup Environment
Botswana,2.3030886000000006,Business,Technology Adoption
Saint Pierre and Miquelon,,Business,Impact commitments
Saint Pierre and Miquelon,,Business,Financing Incentives
Brazil,2.7401696785150014,Business,Financing Incentives
Brazil,,Business,Impact commitments
Brazil,3.1279572385185324,Business,Startup Environment
Brazil,2.6028587142857127,Business,Technology Adoption
Japan Tokyo,,Business,Technology Adoption
Japan Tokyo,4.777929,Business,Startup Environment
Brazil Rio de Janeiro,,Business,Financing Incentives
Bosnia and Herzegovina,3.088414799999999,Business,Technology Adoption
Brazil Rio de Janeiro,,Business,Impact commitments
Bosnia and Herzegovina,3.7092857164112676,Business,Startup Environment
Bosnia and Herzegovina,2.1148149602166666,Business,Financing Incentives
Bhutan,2.6766399999999995,Business,Technology Adoption
Jersey,,Business,Impact commitments
Jersey,,Business,Financing Incentives
Saint Vincent and the Grenadines,,Business,Technology Adoption
Saint Vincent and the Grenadines,3.445515833333332,Business,Startup Environment
Saint Vincent and the Grenadines,,Business,Impact commitments
Saint Vincent and the Grenadines,,Business,Financing Incentives
Bolivia (Plurinational State of),2.324981167951668,Business,Financing Incentives
Bolivia (Plurinational State of),,Business,Impact commitments
Bolivia (Plurinational State of),2.5624292788971994,Business,Startup Environment
Bolivia (Plurinational State of),2.4201540000000015,Business,Technology Adoption
Nauru,,Business,Financing Incentives
Nauru,,Business,Impact commitments
Nauru,,Business,Startup Environment
Nauru,,Business,Technology Adoption
Bosnia and Herzegovina,,Business,Impact commitments
Bhutan,3.4803626666666667,Business,Startup Environment
Brazil Rio de Janeiro,4.000487000000001,Business,Startup Environment
Japan Tokyo,,Business,Impact commitments
Bulgaria,4.121829874573733,Business,Startup Environment
Bulgaria,3.709869400000002,Business,Technology Adoption
Japan Osaka,,Business,Technology Adoption
Japan Osaka,4.769446,Business,Startup Environment
Burkina Faso,1.6018506348366668,Business,Financing Incentives
Burkina Faso,,Business,Impact commitments
Burkina Faso,3.2209535570535994,Business,Startup Environment
Burkina Faso,1.5800367999999998,Business,Technology Adoption
Japan Osaka,,Business,Impact commitments
Japan Osaka,,Business,Financing Incentives
Saint Martin,,Business,Technology Adoption
Saint Martin,,Business,Startup Environment
Saint Martin,,Business,Impact commitments
Saint Martin,,Business,Financing Incentives
Burundi,2.68102846548,Business,Financing Incentives
Bulgaria,,Business,Impact commitments
Brazil Rio de Janeiro,,Business,Technology Adoption
Bulgaria,2.943385013354999,Business,Financing Incentives
Saint Martin (Dutch Part),,Business,Impact commitments
Japan Tokyo,,Business,Financing Incentives
Saint Martin (French Part),,Business,Technology Adoption
Saint Martin (French Part),,Business,Startup Environment
Saint Martin (French Part),,Business,Impact commitments
Saint Martin (French Part),,Business,Financing Incentives
Brazil São Paulo,,Business,Financing Incentives
Brazil São Paulo,,Business,Impact commitments
Brazil São Paulo,3.991006,Business,Startup Environment
Brazil São Paulo,,Business,Technology Adoption
Brunei Darussalam,2.82371499054,Business,Financing Incentives
Brunei Darussalam,,Business,Impact commitments
Brunei Darussalam,4.9124945799925985,Business,Startup Environment
Brunei Darussalam,,Business,Technology Adoption
Saint Martin (Dutch Part),,Business,Technology Adoption
Saint Martin (Dutch Part),,Business,Startup Environment
Saint Martin (Dutch Part),,Business,Financing Incentives
Bahrain,,Business,Impact commitments
Bhutan,,Business,Impact commitments
Jersey,,Business,Startup Environment
Bangladesh Dhaka,,Business,Financing Incentives
Bangladesh Dhaka,,Business,Impact commitments
Bangladesh Dhaka,3.081329,Business,Startup Environment
Bangladesh Dhaka,,Business,Technology Adoption
Kazakhstan,,Business,Impact commitments
Kazakhstan,2.5952909175466656,Business,Financing Incentives
Namibia,3.6044187226187328,Business,Startup Environment
Namibia,2.6594743999999997,Business,Technology Adoption
Barbados,1.8486394480766675,Business,Financing Incentives
Barbados,,Business,Impact commitments
Barbados,3.9794406666666666,Business,Startup Environment
Barbados,,Business,Technology Adoption
Sao Tome and Principe,,Business,Technology Adoption
Sao Tome and Principe,2.1262429999999997,Business,Startup Environment
Belarus,,Business,Financing Incentives
Saudi Arabia,3.8469848395600006,Business,Financing Incentives
Belarus,,Business,Impact commitments
Saudi Arabia,,Business,Impact commitments
Saudi Arabia,3.379730199999999,Business,Technology Adoption
Bahrain,2.859073600000001,Business,Technology Adoption
Senegal,2.8415096,Business,Technology Adoption
Senegal,3.8529438192092007,Business,Startup Environment
Senegal,,Business,Impact commitments
Senegal,2.367153961668333,Business,Financing Incentives
Bangladesh,2.2663658061066667,Business,Financing Incentives
Bangladesh,,Business,Impact commitments
Bangladesh,3.0095447275047325,Business,Startup Environment
Bangladesh,2.3077791999999997,Business,Technology Adoption
Bangladesh Chittagong,,Business,Financing Incentives
Bangladesh Chittagong,,Business,Impact commitments
Bangladesh Chittagong,3.1402110000000003,Business,Startup Environment
Bangladesh Chittagong,,Business,Technology Adoption
Kazakhstan,3.213863400000001,Business,Technology Adoption
Kazakhstan,4.324986636615532,Business,Startup Environment
Saudi Arabia,3.7855145446020675,Business,Startup Environment
Bhutan,,Business,Financing Incentives
Belarus,3.246156179635749,Business,Startup Environment
Sao Tome and Principe,,Business,Impact commitments
Belize,3.2570601666666663,Business,Startup Environment
Belize,3.4251399999999994,Business,Technology Adoption
Benin,1.9581362713983321,Business,Financing Incentives
Benin,,Business,Impact commitments
Benin,3.377594140136,Business,Startup Environment
Benin,2.1688568,Business,Technology Adoption
Samoa,,Business,Technology Adoption
Samoa,4.462311499999999,Business,Startup Environment
Samoa,,Business,Impact commitments
Samoa,,Business,Financing Incentives
Bermuda,,Business,Financing Incentives
Bermuda,,Business,Impact commitments
Bermuda,,Business,Startup Environment
Bermuda,,Business,Technology Adoption
Jersey,,Business,Technology Adoption
Belize,,Business,Impact commitments
Belarus,3.2153595999999998,Business,Technology Adoption
Belize,,Business,Financing Incentives
Jordan,,Business,Impact commitments
Sao Tome and Principe,,Business,Financing Incentives
Belgium,3.3362940479999996,Business,Financing Incentives
Belgium,,Business,Impact commitments
Belgium,4.5689779155947345,Business,Startup Environment
Belgium,3.6712765962857143,Business,Technology Adoption
Belgium Estonia,,Business,Financing Incentives
Belgium Estonia,,Business,Impact commitments
Belgium Estonia,,Business,Startup Environment
Belgium Estonia,,Business,Technology Adoption
Jordan,3.653083200000002,Business,Technology Adoption
Jordan,4.6806526295331325,Business,Startup Environment
San Marino,,Business,Technology Adoption
San Marino,2.823179666666666,Business,Startup Environment
San Marino,,Business,Impact commitments
San Marino,,Business,Financing Incentives
Jordan,3.5345609869649994,Business,Financing Incentives
Somalia,,Business,Impact commitments
Lao People's Democratic Republic (the),2.801975046728332,Business,Financing Incentives
Uzbekistan,3.170223333543,Business,
Lesotho,3.5110355555555555,Business,Startup Environment
Lesotho,,Business,Impact commitments
Lesotho,1.7268532303000004,Business,Financing Incentives
North Cyprus,,Business,
North Macedonia,3.4232109821817986,Business,
Northern Ireland,,Business,
Northern Mariana Islands,,Business,
Syrian Arab Republic (the),2.0528900000000005,Business,Technology Adoption
Norway,3.9240900025272,Business,
Syrian Arab Republic (the),2.245088166666666,Business,Startup Environment
Syrian Arab Republic (the),,Business,Impact commitments
Syrian Arab Republic (the),,Business,Financing Incentives
OECD members,3.6700877194733335,Business,
Oceania,,Business,
Oman,3.2864909905779114,Business,
Lesotho,1.8491974000000002,Business,Technology Adoption
Other small states,2.935224359038333,Business,
North America,5.158333333333334,Business,
Taiwan,,Business,Impact commitments
Netherlands (the),4.211048841717401,Business,
Monaco,,Business,Startup Environment
New Caledonia,,Business,
Tajikistan,2.186522200000001,Business,Technology Adoption
Monaco,,Business,Technology Adoption
Tajikistan,4.189319603014734,Business,Startup Environment
New Zealand,4.551190523818289,Business,
Tajikistan,,Business,Impact commitments
Tajikistan,2.938497491321667,Business,Financing Incentives
Nicaragua,2.467605372838518,Business,
Niger (the),2.385578782325875,Business,
Nigeria,2.799057682248845,Business,
Taiwan,,Business,Technology Adoption
Taiwan,5.0934550000000005,Business,Startup Environment
Niue,,Business,
Taiwan,3.565547346718333,Business,Financing Incentives
Monaco,,Business,Impact commitments
Pacific island small states,4.6500925926850005,Business,
Pakistan,3.0813196662014444,Business,
Sweden,3.812301658266664,Business,Financing Incentives
Philippines (the),3.303233302729956,Business,
Least developed countries: UN classification,,Business,Technology Adoption
Poland,3.5375957313752893,Business,
Least developed countries: UN classification,3.160525362355,Business,Startup Environment
Least developed countries: UN classification,,Business,Impact commitments
Portugal,3.6315340354079844,Business,
Least developed countries: UN classification,,Business,Financing Incentives
Post-demographic dividend,3.483449073981667,Business,
Pre-demographic dividend,3.157837837759167,Business,
Suriname,,Business,Technology Adoption
Suriname,2.614680833333334,Business,Startup Environment
Suriname,,Business,Impact commitments
Puerto Rico,5.228027,Business,
Suriname,,Business,Financing Incentives
Peru,3.2899655477078884,Business,
Lebanon,3.2503901999999996,Business,Technology Adoption
Sweden,,Business,Impact commitments
Sweden,4.6590972023749995,Business,Technology Adoption
Lebanon,3.241927554700733,Business,Startup Environment
Switzerland,3.8089606050000007,Business,Technology Adoption
Switzerland,4.555448541107602,Business,Startup Environment
Switzerland,,Business,Impact commitments
Lebanon,,Business,Impact commitments
Switzerland,3.794440561214999,Business,Financing Incentives
Lebanon,2.8745982367733327,Business,Financing Incentives
Mongolia,1.979590883683333,Business,Financing Incentives
Mongolia,,Business,Impact commitments
Mongolia,4.014121746045401,Business,Startup Environment
Mongolia,2.8029868000000007,Business,Technology Adoption
Palau,4.466137166666667,Business,
Panama,3.3116134694165553,Business,
Papua New Guinea,4.371244,Business,
Paraguay,2.782830982189956,Business,
Sweden,4.660197161605469,Business,Startup Environment
Qatar,3.747563168955001,Business,
Nepal,2.9351944412920226,Business,
Liberia,,Business,Financing Incentives
Maldives,2.7738618333333336,Business,
Mali,2.5333695584496443,Business,
Malta,3.3997351336186,Business,
Marshall Islands,4.367085666666667,Business,
Tokelau,,Business,Technology Adoption
Martinique,,Business,
Tokelau,,Business,Startup Environment
Tokelau,,Business,Impact commitments
Liechtenstein,,Business,Technology Adoption
Tokelau,,Business,Financing Incentives
Mauritania,2.235471035565186,Business,
Liechtenstein,2.2475,Business,Startup Environment
Liechtenstein,,Business,Impact commitments
Liechtenstein,,Business,Financing Incentives
Middle income,3.4677959500508337,Business,Startup Environment
Middle income,,Business,Impact commitments
Mauritius,3.2973389588244437,Business,
Malaysia,4.068862996917978,Business,
Tonga,,Business,Impact commitments
Low income,3.0151923076283333,Business,
Trinidad and Tobago,2.0959328950266665,Business,Financing Incentives
Low-income Countries,,Business,
Lithuania,3.8945346151428555,Business,Technology Adoption
Lower middle income,3.3664696970075,Business,
Lithuania,4.232342291082,Business,Startup Environment
Lithuania,,Business,Impact commitments
Lithuania,2.8744552732733335,Business,Financing Incentives
Lower-middle-income Countries,,Business,
Luxembourg,3.8924687214135556,Business,
Madagascar,2.4503701449991104,Business,
Tonga,,Business,Technology Adoption
Malawi,2.6781313050876,Business,
Middle income,,Business,Financing Incentives
Tonga,4.665737166666667,Business,Startup Environment
Tonga,,Business,Financing Incentives
Monaco,,Business,Financing Incentives
Middle income,,Business,Technology Adoption
Mexico,3.3267382443042535,Business,
Mongolia,2.9322331432429114,Business,
Montenegro,3.6643457374372663,Business,
Montserrat,,Business,
Morocco,3.0101172111331107,Business,
Mozambique,2.1560178361911553,Business,
Thailand,3.3305794999999994,Business,Technology Adoption
Thailand,4.132098284505867,Business,Startup Environment
Myanmar,2.191404013473334,Business,
Thailand,,Business,Impact commitments
Thailand,3.3009269822166663,Business,Financing Incentives
Namibia,2.977523145913466,Business,
Liberia,1.8433099999999998,Business,Technology Adoption
Liberia,2.7764941111111123,Business,Startup Environment
Nauru,,Business,
Liberia,,Business,Impact commitments
Libya,,Business,Financing Incentives
Mayotte,,Business,
Libya,,Business,Impact commitments
Timor-Leste,,Business,Impact commitments
Togo,2.1576799999999996,Business,Technology Adoption
Togo,3.5068289651590017,Business,Startup Environment
Togo,,Business,Impact commitments
Micronesia (Federated States of),4.301467166666668,Business,
Togo,,Business,Financing Incentives
Middle East & North Africa,2.346507936468333,Business,
Middle East & North Africa (IDA & IBRD countries),2.2475,Business,
Middle East & North Africa (excluding high income),2.4074358975958337,Business,
Libya,3.4800299999999997,Business,Technology Adoption
Middle East and North Africa,,Business,
Middle income,3.4677959500508337,Business,
Libya,1.8343279999999995,Business,Startup Environment
Timor-Leste,,Business,Technology Adoption
Timor-Leste,2.03792,Business,Startup Environment
Monaco,,Business,
Timor-Leste,,Business,Financing Incentives
Republic of Korea (the),3.8192214137879783,Business,
Republic of Moldova (the),3.1543101424256883,Business,
Romania,3.472037367579622,Business,
South Sudan,,Business,Impact commitments
South Sudan,,Business,Financing Incentives
Tajikistan,3.104779764778801,Business,
Thailand,3.587868255574177,Business,
Latin America & Caribbean,,Business,Technology Adoption
Latin America & Caribbean,3.179974747298333,Business,Startup Environment
Latin America & Caribbean,,Business,Impact commitments
Latin America & Caribbean,,Business,Financing Incentives
Timor-Leste,2.03792,Business,
Togo,2.8322544825795006,Business,
Tokelau,,Business,
Tonga,4.665737166666667,Business,
South Asia (IDA & IBRD),,Business,Technology Adoption
South Asia (IDA & IBRD),3.2870833333333334,Business,Startup Environment
South Asia (IDA & IBRD),,Business,Impact commitments
South Sudan,2.2975663333333327,Business,Startup Environment
Trinidad and Tobago,2.9615405050166435,Business,
Taiwan,4.329501173359167,Business,
Syrian Arab Republic (the),2.1489890833333334,Business,
Latin America & Caribbean (excluding high income),,Business,Impact commitments
Sub-Saharan Africa,3.1398090276391666,Business,
Latin America & Caribbean (excluding high income),,Business,Financing Incentives
Sub-Saharan Africa (IDA & IBRD countries),3.1398090276391666,Business,
Spain,3.8693675699444423,Business,Technology Adoption
Montserrat,,Business,Startup Environment
Sub-Saharan Africa (excluding high income),3.1676418437858334,Business,
Spain,4.223977578575331,Business,Startup Environment
Spain,,Business,Impact commitments
Montserrat,,Business,Technology Adoption
Spain,3.3512936969166676,Business,Financing Incentives
Sudan (the),2.4625690000000002,Business,
Suriname,2.614680833333334,Business,
Sweden,4.377198674082377,Business,
Switzerland,4.052949902440868,Business,
South Sudan,,Business,Technology Adoption
State of Palestine (the),4.138127833333335,Business,
South Asia (IDA & IBRD),,Business,Financing Incentives
Turkey,3.3970726835986227,Business,
United Republic of Tanzania (the),2.879019221808733,Business,
South Africa,2.730615166666667,Business,Technology Adoption
South Africa,3.7364665324135338,Business,Startup Environment
South Africa,,Business,Impact commitments
South Africa,2.7062332382466674,Business,Financing Incentives
United States Virgin Islands,,Business,
United States of America (the),4.478350247796159,Business,
Lao People's Democratic Republic (the),2.7886155999999995,Business,Technology Adoption
Upper middle income,3.5749679485899994,Business,
Lao People's Democratic Republic (the),3.4954108057562014,Business,Startup Environment
Upper-middle-income Countries,,Business,
Uruguay,3.2621620772642674,Business,
Lao People's Democratic Republic (the),,Business,Impact commitments
Somalia,,Business,Technology Adoption
Somalia,1.499998,Business,Startup Environment
United Kingdom of Great Britain and Northern Ireland (the),4.158787958662519,Business,
Tunisia,2.9886921193599334,Business,
United Arab Emirates (the),4.0097722624540895,Business,
Morocco,3.295135940589334,Business,Startup Environment
Turkmenistan,,Business,
Turks and Caicos Islands,,Business,
Late-demographic dividend,,Business,Technology Adoption
Tuvalu,,Business,
South Asia,,Business,Technology Adoption
South Asia,3.287083333333334,Business,Startup Environment
Late-demographic dividend,3.6769270833333336,Business,Startup Environment
South Asia,,Business,Impact commitments
Uganda,2.6952624979418665,Business,
Late-demographic dividend,,Business,Impact commitments
South Asia,,Business,Financing Incentives
Late-demographic dividend,,Business,Financing Incentives
Morocco,2.6453038928099994,Business,Financing Incentives
Ukraine,3.5238139450844894,Business,
Morocco,,Business,Impact commitments
Morocco,3.089911799999999,Business,Technology Adoption
Latin America & Caribbean (excluding high income),3.0625333333333336,Business,Startup Environment
Latin America & Caribbean (excluding high income),,Business,Technology Adoption
Sri Lanka,2.965797598320979,Business,
Saint Lucia,3.611932333333335,Business,
Montenegro,3.0409100000000007,Business,Technology Adoption
Sub-Saharan Africa (excluding high income),,Business,Financing Incentives
Saint Martin,,Business,
Saint Martin (Dutch Part),,Business,
Saint Martin (French Part),,Business,
Saint Pierre and Miquelon,,Business,
Saint Vincent and the Grenadines,3.445515833333332,Business,
Sub-Saharan Africa (IDA & IBRD countries),,Business,Technology Adoption
Sub-Saharan Africa (IDA & IBRD countries),3.1398090276391666,Business,Startup Environment
Samoa,4.462311499999999,Business,
Sub-Saharan Africa (IDA & IBRD countries),,Business,Impact commitments
Sub-Saharan Africa (IDA & IBRD countries),,Business,Financing Incentives
San Marino,2.823179666666666,Business,
Latin America and the Caribbean,,Business,Technology Adoption
Sub-Saharan Africa (excluding high income),,Business,Impact commitments
Latin America and the Caribbean,,Business,Startup Environment
Sub-Saharan Africa (excluding high income),3.1676418437858334,Business,Startup Environment
Montenegro,4.7075416622468005,Business,Startup Environment
Russian Federation (the),3.4393655321450893,Business,
Sudan (the),2.0828300000000004,Business,Technology Adoption
Sudan (the),2.8423079999999996,Business,Startup Environment
Sudan (the),,Business,Impact commitments
Sudan (the),,Business,Financing Incentives
Latvia,3.5541169577142866,Business,Technology Adoption
Latvia,4.720382380568002,Business,Startup Environment
Latvia,,Business,Impact commitments
Rwanda,3.5159804075624,Business,
Latvia,3.0959641643466678,Business,Financing Incentives
Montenegro,3.2445855500649987,Business,Financing Incentives
Réunion,,Business,
Montenegro,,Business,Impact commitments
Saint Helena,,Business,
Saint Kitts and Nevis,3.395865333333333,Business,
Sub-Saharan Africa (excluding high income),,Business,Technology Adoption
Latin America and the Caribbean,,Business,Impact commitments
Latin America and the Caribbean,,Business,Financing Incentives
Sao Tome and Principe,2.1262429999999997,Business,
Latin America & the Caribbean (IDA & IBRD countries),3.065305555694167,Business,Startup Environment
Latin America & the Caribbean (IDA & IBRD countries),,Business,Impact commitments
Latin America & the Caribbean (IDA & IBRD countries),,Business,Financing Incentives
Somalia,1.499998,Business,
Montserrat,,Business,Financing Incentives
Montserrat,,Business,Impact commitments
South Africa,3.0577716457756225,Business,
South Asia,3.287083333333334,Business,
South Asia (IDA & IBRD),3.2870833333333334,Business,
Sri Lanka,2.7243444000000006,Business,Technology Adoption
South Sudan,2.2975663333333327,Business,
Sri Lanka,3.252517289692934,Business,Startup Environment
Sri Lanka,,Business,Impact commitments
Sri Lanka,2.9205311052700007,Business,Financing Incentives
Spain,3.8148796151454802,Business,
Latin America & the Caribbean (IDA & IBRD countries),,Business,Technology Adoption
Solomon Islands,4.555458166666667,Business,
State of Palestine (the),,Business,Financing Incentives
State of Palestine (the),,Business,Impact commitments
Saudi Arabia,3.670743194720689,Business,
Senegal,3.020535793625845,Business,
Serbia,3.5091673079840224,Business,
Sub-Saharan Africa,,Business,Technology Adoption
Sub-Saharan Africa,3.1398090276391666,Business,Startup Environment
Seychelles,3.185051727296945,Business,
Sub-Saharan Africa,,Business,Impact commitments
Burundi,,Business,Impact commitments
Sub-Saharan Africa,,Business,Financing Incentives
Singapore,4.361544391466111,Business,
Slovakia,3.7744505483928656,Business,
Slovenia,3.3532570689337775,Business,
Small Island Developing States,,Business,
State of Palestine (the),,Business,Technology Adoption
Small states,3.3303993056941668,Business,
State of Palestine (the),4.138127833333335,Business,Startup Environment
Sierra Leone,1.9444954444444442,Business,
Trinidad and Tobago,,Business,Impact commitments
Burundi,3.2758085555555563,Business,Startup Environment
Nepal,2.5484627931500006,Business,Financing Incentives
Nigeria,,Business,Impact commitments
Fiji,,Business,Financing Incentives
Fiji,,Business,Impact commitments
Fiji,3.565275833333334,Business,Startup Environment
Fiji,,Business,Technology Adoption
Finland,4.433728157081667,Business,Financing Incentives
Finland,,Business,Impact commitments
Finland,4.656721475783601,Business,Startup Environment
Finland,4.492147993142858,Business,Technology Adoption
Pakistan,2.846599400000001,Business,Technology Adoption
Pakistan,3.0973958843243334,Business,Startup Environment
Pakistan,,Business,Impact commitments
Pakistan,3.2999637142799987,Business,Financing Incentives
Fragile and conflict affected situations,,Business,Financing Incentives
Fragile and conflict affected situations,,Business,Impact commitments
Nigeria,1.8408183025483345,Business,Financing Incentives
Fragile and conflict affected situations,3.0244517545391667,Business,Startup Environment
Pakistan Karachi,,Business,Financing Incentives
India Delhi,,Business,Financing Incentives
European Union,3.340987654475,Business,Startup Environment
European Union,,Business,Technology Adoption
Falkland Islands,,Business,Financing Incentives
Falkland Islands,,Business,Impact commitments
Falkland Islands,,Business,Startup Environment
Falkland Islands,,Business,Technology Adoption
India Delhi,,Business,Technology Adoption
India Delhi,4.392701000000001,Business,Startup Environment
Pakistan Karachi,,Business,Technology Adoption
Pakistan Karachi,3.687614,Business,Startup Environment
Faroe Islands,,Business,Financing Incentives
Faroe Islands,,Business,Impact commitments
Faroe Islands,,Business,Startup Environment
Faroe Islands,,Business,Technology Adoption
India Delhi,,Business,Impact commitments
Pakistan Karachi,,Business,Impact commitments
European Union,,Business,Impact commitments
Fragile and conflict affected situations,,Business,Technology Adoption
India,4.2440768737226,Business,Startup Environment
French Polynesia,,Business,Technology Adoption
