Country Name,Year,Pillar,Sub-Pillar,Indicator,data_col,new_rank_score,higher_is_better
Uzbekistan,2020.0,Infrastructure,Innovation Ecosystem,Mobile app creation/bn PPP$ GDP,0.003258442,1.0001625962558,True
Uzbekistan,2020.0,Infrastructure,Connectivity Technology,Mobile cellular subscriptions (per 100 people),99.75439212,2.7067316027190493,True
Uzbekistan,2020.0,Infrastructure,Connectivity Technology,Mobile Coverage Maps,99.75439212,2.7067316027190493,True
Uzbekistan,2019.0,Infrastructure,Connectivity Technology,Mobile dowload speed at the slowest hour of the day,67.22479248,4.354517144752,True
Uzbekistan,2021.0,Infrastructure,Connectivity Technology,National cyber security index,31.17,2.555383,True
Uzbekistan,2019.0,Infrastructure,Innovation Ecosystem,Patents by origin/bn PPP$ GDP,11.47749253,1.572726877247,True
Uzbekistan,2019.0,Infrastructure,Connectivity Technology,Postal Coverage,100.0,5.99,True
Uzbekistan,2020.0,Infrastructure,Innovation Ecosystem,Scientific and technical articles/bn PPP$ GDP,2.570507176,1.1282683080824,True
Uzbekistan,2019.0,Infrastructure,Connectivity Technology,Spectrum Allocated to Mobile Providers,31.05,2.549395,True
Uzbekistan,2020.0,Infrastructure,Connectivity Technology,Telecommunication Infrastructure Index (TII),0.4736,3.363264,True
Uzbekistan,2017.0,People,Usage and ownership,% of population using digital financial services,7.0,1.3493,True
Uzbekistan,2021.0,People,Usage and ownership,% of population using Facebook,9.12,1.455088,True
Uzbekistan,2019.0,People,Digital Literacy Skills,% of population using internet (all),70.4000024,4.512960119760001,True
Uzbekistan,2019.0,People,Digital Literacy Skills,% of population using internet (female),65.91775518,4.289295983482,True
Uzbekistan,2019.0,People,Digital Literacy Skills,% of population using internet (male),74.90000359,4.737510179140999,True
Uzbekistan,2017.0,People,Usage and ownership,Financial Inclusiveness,37.0,2.8463000000000003,True
Uzbekistan,2019.0,People,Usage and ownership,Gender gap for social media use,78.43665314,4.913988991686001,True
Uzbekistan,2019.0,People,Usage and ownership,Gender gap in internet usage,65.91775518,4.289295983482,True
Uzbekistan,2019.0,People,Usage and ownership,Gender gap in mobile usage,46.96969604,3.343787832396,True
Uzbekistan,2019.0,People,Usage and ownership,Global Crypto Adoption Index,0.03,1.1497,True
Uzbekistan,2021.0,People,Digital Wellbeing,Global Wellbeing Initiative (World Happiness Index),6.179,4.083321,True
Uzbekistan,2020.0,People,Usage and ownership,Households with a computer and with Internet access,93.51033767,5.666165849733,True
Uzbekistan,2020.0,People,Digital Literacy Skills,Human Capital Index (HCI),0.7434,4.709566,True
Uzbekistan,2019.0,People,Usage and ownership,Internet Usage,70.4000024,4.512960119760001,True
Uzbekistan,2019.0,People,Usage and ownership,Mobile Device Penetration (female),62.13037603,4.100305763897,True
Uzbekistan,2019.0,People,Usage and ownership,Mobile Device Penetration,69.80000068,4.483020033932,True
Uzbekistan,2019.0,People,Culture,Number of mobile apps available in national language(s),10.67619705,1.532742232795,True
Uzbekistan,2019.0,People,Usage and ownership,Tax as % of total cost of mobile ownership,13.76,5.303376,False
Uzbekistan,2019.0,People,Culture,UNDP Human Development Index (HDI) ,0.72,4.5928,True
Uzbekistan,2020.0,Regulation,Cybersecurity,# key internet controls employed,28.0,2.3972,True
Uzbekistan,2020.0,Regulation,Ethical Standards,Rule of Law Index,0.47,3.3453,True
Uzbekistan,2019.0,Strategy,Ambition,SDG Index,69.8,4.48302,True
