Country Name,Indicator,data_col,new_rank_score,higher_is_better
Japan,% of population with ID (female),,,True
Jordan,% of population with ID (female),,,True
Kazakhstan,% of population with ID (female),,,True
Kenya,% of population with ID (female),46.0,3.3,True
Kiribati,% of population with ID (female),,,True
"Korea, Dem. People's Rep.",% of population with ID (female),,,True
"Korea, Rep.",% of population with ID (female),,,True
Kosovo,% of population with ID (female),,,True
Kuwait,% of population with ID (female),,,True
Kyrgyz Republic,% of population with ID (female),59.0,3.95,True
Lao PDR,% of population with ID (female),,,True
Latvia,% of population with ID (female),,,True
Lebanon,% of population with ID (female),,,True
Lesotho,% of population with ID (female),53.0,3.65,True
Liberia,% of population with ID (female),49.0,3.45,True
Libya,% of population with ID (female),,,True
Liechtenstein,% of population with ID (female),,,True
Lithuania,% of population with ID (female),,,True
Luxembourg,% of population with ID (female),,,True
"Macao SAR, China",% of population with ID (female),,,True
"Macedonia, FYR",% of population with ID (female),10.0,1.5,True
Madagascar,% of population with ID (female),,,True
Malawi,% of population with ID (female),57.0,3.85,True
Malaysia,% of population with ID (female),,,True
Maldives,% of population with ID (female),89.0,5.45,True
Mali,% of population with ID (female),46.0,3.3,True
Malta,% of population with ID (female),,,True
Marshall Islands,% of population with ID (female),,,True
Mauritania,% of population with ID (female),,,True
Mauritius,% of population with ID (female),,,True
Mexico,% of population with ID (female),70.0,4.5,True
"Micronesia, Fed. Sts.",% of population with ID (female),,,True
Moldova,% of population with ID (female),,,True
Monaco,% of population with ID (female),,,True
Mongolia,% of population with ID (female),51.0,3.55,True
Montenegro,% of population with ID (female),28.0,2.4,True
Morocco,% of population with ID (female),,,True
Mozambique,% of population with ID (female),,,True
Myanmar,% of population with ID (female),,,True
Namibia,% of population with ID (female),,,True
Nauru,% of population with ID (female),,,True
Nepal,% of population with ID (female),42.0,3.1,True
Netherlands,% of population with ID (female),,,True
New Zealand,% of population with ID (female),,,True
Nicaragua,% of population with ID (female),,,True
Niger,% of population with ID (female),,,True
Nigeria,% of population with ID (female),,,True
Norway,% of population with ID (female),,,True
Oman,% of population with ID (female),,,True
Pakistan,% of population with ID (female),45.0,3.25,True
Palau,% of population with ID (female),,,True
Palestine,% of population with ID (female),48.0,3.4,True
Panama,% of population with ID (female),,,True
Papua New Guinea,% of population with ID (female),,,True
Paraguay,% of population with ID (female),,,True
Peru,% of population with ID (female),,,True
Philippines,% of population with ID (female),,,True
Poland,% of population with ID (female),,,True
Portugal,% of population with ID (female),,,True
Qatar,% of population with ID (female),,,True
Romania,% of population with ID (female),,,True
Russian Federation,% of population with ID (female),,,True
Rwanda,% of population with ID (female),,,True
Samoa,% of population with ID (female),,,True
San Marino,% of population with ID (female),,,True
São Tomé and Principe,% of population with ID (female),,,True
Saudi Arabia,% of population with ID (female),,,True
Senegal,% of population with ID (female),,,True
Serbia,% of population with ID (female),,,True
Seychelles,% of population with ID (female),,,True
Sierra Leone,% of population with ID (female),51.0,3.55,True
Singapore,% of population with ID (female),,,True
Slovak Republic,% of population with ID (female),,,True
Slovenia,% of population with ID (female),,,True
Solomon Islands,% of population with ID (female),,,True
Somalia,% of population with ID (female),,,True
South Africa,% of population with ID (female),,,True
South Sudan,% of population with ID (female),,,True
Spain,% of population with ID (female),,,True
Sri Lanka,% of population with ID (female),47.0,3.35,True
St. Kitts and Nevis,% of population with ID (female),,,True
St. Lucia,% of population with ID (female),,,True
St. Vincent and the Grenadines,% of population with ID (female),,,True
Sudan,% of population with ID (female),,,True
Suriname,% of population with ID (female),,,True
Swaziland,% of population with ID (female),,,True
Sweden,% of population with ID (female),,,True
Switzerland,% of population with ID (female),,,True
Syrian Arab Republic,% of population with ID (female),,,True
"Taiwan, China",% of population with ID (female),,,True
Tajikistan,% of population with ID (female),,,True
Tanzania,% of population with ID (female),,,True
Thailand,% of population with ID (female),51.0,3.55,True
Timor-Leste,% of population with ID (female),,,True
Togo,% of population with ID (female),,,True
Tonga,% of population with ID (female),,,True
Trinidad and Tobago,% of population with ID (female),,,True
Tunisia,% of population with ID (female),,,True
Turkey,% of population with ID (female),0.0,1.0,True
Turkmenistan,% of population with ID (female),,,True
Tuvalu,% of population with ID (female),,,True
Uganda,% of population with ID (female),,,True
Ukraine,% of population with ID (female),,,True
United Arab Emirates,% of population with ID (female),,,True
United Kingdom,% of population with ID (female),,,True
United States,% of population with ID (female),,,True
Uruguay,% of population with ID (female),,,True
Uzbekistan,% of population with ID (female),,,True
Vanuatu,% of population with ID (female),,,True
"Venezuela, RB",% of population with ID (female),,,True
Vietnam,% of population with ID (female),,,True
"Yemen, Rep.",% of population with ID (female),,,True
Zambia,% of population with ID (female),,,True
Zimbabwe,% of population with ID (female),,,True
