,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
88,Belarus ,2020,Online-Service-Index (OSI),0.7059,4.5295,True,Digital Public Services
89,Belgium ,2020,Online-Service-Index (OSI),0.6588,4.2940000000000005,True,Digital Public Services
90,Belize ,2020,Online-Service-Index (OSI),0.2647,2.3235,True,Digital Public Services
91,Benin ,2020,Online-Service-Index (OSI),0.5118,3.559,True,Digital Public Services
92,Bhutan ,2020,Online-Service-Index (OSI),0.6824,4.412,True,Digital Public Services
93,Bolivia ,2020,Online-Service-Index (OSI),0.5824,3.912,True,Digital Public Services
94,Bosnia and Herzegovina ,2020,Online-Service-Index (OSI),0.5353,3.6765,True,Digital Public Services
95,Botswana ,2020,Online-Service-Index (OSI),0.3647,2.8235,True,Digital Public Services
96,Djibouti ,2020,Online-Service-Index (OSI),0.2235,2.1174999999999997,True,Digital Public Services
97,Brazil ,2020,Online-Service-Index (OSI),0.8706,5.353,True,Digital Public Services
98,Brunei Darussalam ,2020,Online-Service-Index (OSI),0.6353,4.1765,True,Digital Public Services
99,Bulgaria ,2020,Online-Service-Index (OSI),0.7706,4.853,True,Digital Public Services
100,Burkina Faso ,2020,Online-Service-Index (OSI),0.4647,3.3235,True,Digital Public Services
101,Burundi ,2020,Online-Service-Index (OSI),0.3529,2.7645,True,Digital Public Services
102,Cambodia ,2020,Online-Service-Index (OSI),0.4529,3.2645,True,Digital Public Services
103,Cameroon ,2020,Online-Service-Index (OSI),0.4706,3.353,True,Digital Public Services
104,Canada ,2020,Online-Service-Index (OSI),0.8412,5.2059999999999995,True,Digital Public Services
105,Cabo Verde ,2020,Online-Service-Index (OSI),0.5,3.5,True,Digital Public Services
106,Central African Republic ,2020,Online-Service-Index (OSI),0.1294,1.6469999999999998,True,Digital Public Services
107,Colombia ,2020,Online-Service-Index (OSI),0.7647,4.8235,True,Digital Public Services
108,Comoros ,2020,Online-Service-Index (OSI),0.1235,1.6175,True,Digital Public Services
109,Congo ,2020,Online-Service-Index (OSI),0.3176,2.588,True,Digital Public Services
110,Costa Rica ,2020,Online-Service-Index (OSI),0.6824,4.412,True,Digital Public Services
111,Côte d'Ivoire ,2020,Online-Service-Index (OSI),0.4529,3.2645,True,Digital Public Services
112,Croatia ,2020,Online-Service-Index (OSI),0.7529,4.7645,True,Digital Public Services
113,Cuba ,2020,Online-Service-Index (OSI),0.2588,2.2939999999999996,True,Digital Public Services
114,Cyprus ,2020,Online-Service-Index (OSI),0.8706,5.353,True,Digital Public Services
115,Czech Republic ,2020,Online-Service-Index (OSI),0.7235,4.6175,True,Digital Public Services
116,Democratic People's Republic of Korea ,2020,Online-Service-Index (OSI),0.0176,1.088,True,Digital Public Services
117,Democratic Republic of the Congo ,2020,Online-Service-Index (OSI),0.1294,1.6469999999999998,True,Digital Public Services
118,Denmark ,2020,Online-Service-Index (OSI),0.9706,5.853,True,Digital Public Services
119,Ethiopia ,2020,Online-Service-Index (OSI),0.3647,2.8235,True,Digital Public Services
120,Fiji ,2020,Online-Service-Index (OSI),0.5059,3.5295,True,Digital Public Services
121,Finland ,2020,Online-Service-Index (OSI),0.9706,5.853,True,Digital Public Services
122,Guinea-Bissau ,2020,Online-Service-Index (OSI),0.0647,1.3235,True,Digital Public Services
123,Guyana ,2020,Online-Service-Index (OSI),0.4647,3.3235,True,Digital Public Services
124,Spain ,2020,Online-Service-Index (OSI),0.8882,5.441,True,Digital Public Services
125,Sierra Leone ,2020,Online-Service-Index (OSI),0.3059,2.5295,True,Digital Public Services
126,France,2020,Online-Service-Index (OSI),0.8824,5.412,True,Digital Public Services
127,Gabon ,2020,Online-Service-Index (OSI),0.3235,2.6175,True,Digital Public Services
128,Gambia ,2020,Online-Service-Index (OSI),0.0294,1.147,True,Digital Public Services
129,Georgia (Country),2020,Online-Service-Index (OSI),0.5882,3.941,True,Digital Public Services
130,Germany ,2020,Online-Service-Index (OSI),0.7353,4.6765,True,Digital Public Services
131,Ghana ,2020,Online-Service-Index (OSI),0.6353,4.1765,True,Digital Public Services
132,Greece ,2020,Online-Service-Index (OSI),0.7059,4.5295,True,Digital Public Services
133,Grenada ,2020,Online-Service-Index (OSI),0.3412,2.706,True,Digital Public Services
134,Guatemala ,2020,Online-Service-Index (OSI),0.5118,3.559,True,Digital Public Services
135,Guinea ,2020,Online-Service-Index (OSI),0.2176,2.088,True,Digital Public Services
136,Haiti ,2020,Online-Service-Index (OSI),0.1882,1.941,True,Digital Public Services
137,Honduras ,2020,Online-Service-Index (OSI),0.4647,3.3235,True,Digital Public Services
138,Hungary ,2020,Online-Service-Index (OSI),0.7471,4.7355,True,Digital Public Services
139,Iceland ,2020,Online-Service-Index (OSI),0.7941,4.9705,True,Digital Public Services
140,India ,2020,Online-Service-Index (OSI),0.8529,5.2645,True,Digital Public Services
141,Indonesia ,2020,Online-Service-Index (OSI),0.6824,4.412,True,Digital Public Services
142,Iran (Islamic Republic of) ,2020,Online-Service-Index (OSI),0.5882,3.941,True,Digital Public Services
143,Slovenia ,2020,Online-Service-Index (OSI),0.8529,5.2645,True,Digital Public Services
144,Solomon Islands ,2020,Online-Service-Index (OSI),0.3235,2.6175,True,Digital Public Services
145,Somalia ,2020,Online-Service-Index (OSI),0.2941,2.4705,True,Digital Public Services
146,South Africa ,2020,Online-Service-Index (OSI),0.7471,4.7355,True,Digital Public Services
147,Sri Lanka ,2020,Online-Service-Index (OSI),0.7176,4.588,True,Digital Public Services
148,Sudan ,2020,Online-Service-Index (OSI),0.3059,2.5295,True,Digital Public Services
149,Suriname ,2020,Online-Service-Index (OSI),0.2882,2.441,True,Digital Public Services
150,Eswatini,2020,Online-Service-Index (OSI),0.4882,3.4410000000000003,True,Digital Public Services
151,Uzbekistan ,2020,Online-Service-Index (OSI),0.7824,4.912,True,Digital Public Services
152,Vanuatu ,2020,Online-Service-Index (OSI),0.3353,2.6765,True,Digital Public Services
153,Venezuela ,2020,Online-Service-Index (OSI),0.3176,2.588,True,Digital Public Services
154,Viet Nam ,2020,Online-Service-Index (OSI),0.6529,4.2645,True,Digital Public Services
155,Sweden ,2020,Online-Service-Index (OSI),0.9,5.5,True,Digital Public Services
156,Switzerland ,2020,Online-Service-Index (OSI),0.8294,5.147,True,Digital Public Services
157,Syrian Arab Republic ,2020,Online-Service-Index (OSI),0.5412,3.706,True,Digital Public Services
158,Tajikistan ,2020,Online-Service-Index (OSI),0.3176,2.588,True,Digital Public Services
159,Thailand ,2020,Online-Service-Index (OSI),0.7941,4.9705,True,Digital Public Services
160,North Macedonia,2020,Online-Service-Index (OSI),0.7412,4.7059999999999995,True,Digital Public Services
161,Timor-Leste,2020,Online-Service-Index (OSI),0.4412,3.206,True,Digital Public Services
162,Togo ,2020,Online-Service-Index (OSI),0.5,3.5,True,Digital Public Services
163,Tonga ,2020,Online-Service-Index (OSI),0.3765,2.8825000000000003,True,Digital Public Services
164,Trinidad and Tobago ,2020,Online-Service-Index (OSI),0.6118,4.059,True,Digital Public Services
165,Tunisia ,2020,Online-Service-Index (OSI),0.6235,4.1175,True,Digital Public Services
166,Turkey ,2020,Online-Service-Index (OSI),0.8588,5.2940000000000005,True,Digital Public Services
167,Turkmenistan ,2020,Online-Service-Index (OSI),0.1765,1.8824999999999998,True,Digital Public Services
168,Tuvalu ,2020,Online-Service-Index (OSI),0.3,2.5,True,Digital Public Services
169,Uganda ,2020,Online-Service-Index (OSI),0.5824,3.912,True,Digital Public Services
170,Ukraine,2020,Online-Service-Index (OSI),0.6824,4.412,True,Digital Public Services
171,United Arab Emirates ,2020,Online-Service-Index (OSI),0.9,5.5,True,Digital Public Services
172,United Kingdom of Great Britain and Northern Ireland,2020,Online-Service-Index (OSI),0.9588,5.794,True,Digital Public Services
173,United Republic of Tanzania ,2020,Online-Service-Index (OSI),0.5529,3.7645,True,Digital Public Services
174,United States of America ,2020,Online-Service-Index (OSI),0.9471,5.7355,True,Digital Public Services
175,Uruguay ,2020,Online-Service-Index (OSI),0.8412,5.2059999999999995,True,Digital Public Services
176,Yemen ,2020,Online-Service-Index (OSI),0.3235,2.6175,True,Digital Public Services
177,Zambia ,2020,Online-Service-Index (OSI),0.2588,2.2939999999999996,True,Digital Public Services
178,Zimbabwe ,2020,Online-Service-Index (OSI),0.5235,3.6174999999999997,True,Digital Public Services
179,South Sudan,2020,Online-Service-Index (OSI),0.0,1.0,True,Digital Public Services
180,Rwanda ,2020,Online-Service-Index (OSI),0.6176,4.088,True,Digital Public Services
181,Saint Kitts and Nevis ,2020,Online-Service-Index (OSI),0.3941,2.9705,True,Digital Public Services
182,Saint Lucia ,2020,Online-Service-Index (OSI),0.3824,2.912,True,Digital Public Services
183,Saint Vincent and the Grenadines ,2020,Online-Service-Index (OSI),0.4706,3.353,True,Digital Public Services
184,Samoa ,2020,Online-Service-Index (OSI),0.2647,2.3235,True,Digital Public Services
185,San Marino ,2020,Online-Service-Index (OSI),0.2824,2.412,True,Digital Public Services
186,Sao Tome and Principe ,2020,Online-Service-Index (OSI),0.2471,2.2355,True,Digital Public Services
187,Saudi Arabia ,2020,Online-Service-Index (OSI),0.6882,4.441000000000001,True,Digital Public Services
188,Senegal ,2020,Online-Service-Index (OSI),0.4941,3.4705,True,Digital Public Services
189,Serbia,2020,Online-Service-Index (OSI),0.7941,4.9705,True,Digital Public Services
190,Seychelles ,2020,Online-Service-Index (OSI),0.6176,4.088,True,Digital Public Services
191,Singapore ,2020,Online-Service-Index (OSI),0.9647,5.8235,True,Digital Public Services
192,Slovakia ,2020,Online-Service-Index (OSI),0.7176,4.588,True,Digital Public Services
