,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better
827,Sierra Leone,2019,% of population covered by mobile 3G+ data connectivity,62.49,3.5322368421052635,True
833,El Salvador,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
839,Serbia,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
845,South Sudan,2019,% of population covered by mobile 3G+ data connectivity,42.22,2.1986842105263156,True
851,Suriname,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
857,Slovakia,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
863,Slovenia,2019,% of population covered by mobile 3G+ data connectivity,100.0,6.0,True
869,Sweden,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
875,Eswatini,2019,% of population covered by mobile 3G+ data connectivity,91.0,5.407894736842105,True
881,Chad,2019,% of population covered by mobile 3G+ data connectivity,42.0,2.1842105263157894,True
887,Togo,2019,% of population covered by mobile 3G+ data connectivity,66.44,3.7921052631578944,True
893,Thailand,2019,% of population covered by mobile 3G+ data connectivity,98.0,5.868421052631579,True
899,Tajikistan,2019,% of population covered by mobile 3G+ data connectivity,90.0,5.342105263157895,True
905,Timor-Leste,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
911,Tonga,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
917,Trinidad and Tobago,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
923,Tunisia,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
929,Turkey,2019,% of population covered by mobile 3G+ data connectivity,98.0,5.868421052631579,True
935,Tanzania,2019,% of population covered by mobile 3G+ data connectivity,66.3,3.7828947368421053,True
941,Uganda,2019,% of population covered by mobile 3G+ data connectivity,84.6,4.9868421052631575,True
947,Ukraine,2019,% of population covered by mobile 3G+ data connectivity,90.0,5.342105263157895,True
953,Uruguay,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
959,United States of America,2019,% of population covered by mobile 3G+ data connectivity,99.0,5.934210526315789,True
965,Uzbekistan,2019,% of population covered by mobile 3G+ data connectivity,75.5,4.3881578947368425,True
971,Saint Vincent and the Grenadines,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
977,Venezuela,2019,% of population covered by mobile 3G+ data connectivity,91.0,5.407894736842105,True
983,Vietnam,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
989,Vanuatu,2019,% of population covered by mobile 3G+ data connectivity,90.04,5.344736842105264,True
995,Samoa,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
1001,Yemen,2019,% of population covered by mobile 3G+ data connectivity,95.0,5.671052631578948,True
1007,South Africa,2019,% of population covered by mobile 3G+ data connectivity,99.5,5.967105263157895,True
1013,Zambia,2019,% of population covered by mobile 3G+ data connectivity,71.8,4.144736842105264,True
1019,Zimbabwe,2019,% of population covered by mobile 3G+ data connectivity,84.0,4.947368421052632,True
