Country Name,Country Code,Indicator,data_col,new_rank_score,higher_is_better
Central African Republic,CAF,Ease of doing business index (1=most business-friendly regulations),184.0,1.158730158730159,True
Chad,TCD,Ease of doing business index (1=most business-friendly regulations),182.0,1.211640211640212,True
Channel Islands,CHI,Ease of doing business index (1=most business-friendly regulations),,,True
Chile,CHL,Ease of doing business index (1=most business-friendly regulations),59.0,4.465608465608465,True
China,CHN,Ease of doing business index (1=most business-friendly regulations),31.0,5.2063492063492065,True
Colombia,COL,Ease of doing business index (1=most business-friendly regulations),67.0,4.253968253968254,True
Comoros,COM,Ease of doing business index (1=most business-friendly regulations),160.0,1.7936507936507935,True
"Congo, Dem. Rep.",COD,Ease of doing business index (1=most business-friendly regulations),183.0,1.1851851851851851,True
"Congo, Rep.",COG,Ease of doing business index (1=most business-friendly regulations),180.0,1.2645502645502642,True
Costa Rica,CRI,Ease of doing business index (1=most business-friendly regulations),74.0,4.068783068783069,True
Cote d'Ivoire,CIV,Ease of doing business index (1=most business-friendly regulations),110.0,3.1164021164021163,True
Croatia,HRV,Ease of doing business index (1=most business-friendly regulations),51.0,4.677248677248677,True
Cuba,CUB,Ease of doing business index (1=most business-friendly regulations),,,True
Curacao,CUW,Ease of doing business index (1=most business-friendly regulations),,,True
Cyprus,CYP,Ease of doing business index (1=most business-friendly regulations),54.0,4.597883597883598,True
Czech Republic,CZE,Ease of doing business index (1=most business-friendly regulations),41.0,4.941798941798941,True
Denmark,DNK,Ease of doing business index (1=most business-friendly regulations),4.0,5.920634920634921,True
Djibouti,DJI,Ease of doing business index (1=most business-friendly regulations),112.0,3.0634920634920637,True
Dominica,DMA,Ease of doing business index (1=most business-friendly regulations),111.0,3.0899470899470898,True
Dominican Republic,DOM,Ease of doing business index (1=most business-friendly regulations),115.0,2.984126984126984,True
Ecuador,ECU,Ease of doing business index (1=most business-friendly regulations),129.0,2.613756613756614,True
"Egypt, Arab Rep.",EGY,Ease of doing business index (1=most business-friendly regulations),114.0,3.0105820105820107,True
El Salvador,SLV,Ease of doing business index (1=most business-friendly regulations),91.0,3.619047619047619,True
Equatorial Guinea,GNQ,Ease of doing business index (1=most business-friendly regulations),178.0,1.3174603174603172,True
Eritrea,ERI,Ease of doing business index (1=most business-friendly regulations),189.0,1.026455026455026,True
Estonia,EST,Ease of doing business index (1=most business-friendly regulations),18.0,5.550264550264551,True
Eswatini,SWZ,Ease of doing business index (1=most business-friendly regulations),121.0,2.825396825396826,True
Ethiopia,ETH,Ease of doing business index (1=most business-friendly regulations),159.0,1.8201058201058204,True
Faroe Islands,FRO,Ease of doing business index (1=most business-friendly regulations),,,True
Fiji,FJI,Ease of doing business index (1=most business-friendly regulations),102.0,3.328042328042328,True
Finland,FIN,Ease of doing business index (1=most business-friendly regulations),20.0,5.497354497354497,True
France,FRA,Ease of doing business index (1=most business-friendly regulations),32.0,5.17989417989418,True
French Polynesia,PYF,Ease of doing business index (1=most business-friendly regulations),,,True
Gabon,GAB,Ease of doing business index (1=most business-friendly regulations),169.0,1.5555555555555554,True
"Gambia, The",GMB,Ease of doing business index (1=most business-friendly regulations),155.0,1.9259259259259256,True
Georgia,GEO,Ease of doing business index (1=most business-friendly regulations),7.0,5.841269841269842,True
Germany,DEU,Ease of doing business index (1=most business-friendly regulations),22.0,5.444444444444445,True
Ghana,GHA,Ease of doing business index (1=most business-friendly regulations),118.0,2.904761904761905,True
Gibraltar,GIB,Ease of doing business index (1=most business-friendly regulations),,,True
Greece,GRC,Ease of doing business index (1=most business-friendly regulations),79.0,3.9365079365079363,True
Greenland,GRL,Ease of doing business index (1=most business-friendly regulations),,,True
Grenada,GRD,Ease of doing business index (1=most business-friendly regulations),146.0,2.1640211640211646,True
Guam,GUM,Ease of doing business index (1=most business-friendly regulations),,,True
Guatemala,GTM,Ease of doing business index (1=most business-friendly regulations),96.0,3.486772486772487,True
Guinea,GIN,Ease of doing business index (1=most business-friendly regulations),156.0,1.8994708994708995,True
Guinea-Bissau,GNB,Ease of doing business index (1=most business-friendly regulations),174.0,1.4232804232804233,True
Guyana,GUY,Ease of doing business index (1=most business-friendly regulations),134.0,2.481481481481481,True
Haiti,HTI,Ease of doing business index (1=most business-friendly regulations),179.0,1.2910052910052912,True
Honduras,HND,Ease of doing business index (1=most business-friendly regulations),133.0,2.507936507936508,True
"Hong Kong SAR, China",HKG,Ease of doing business index (1=most business-friendly regulations),3.0,5.947089947089947,True
Hungary,HUN,Ease of doing business index (1=most business-friendly regulations),52.0,4.65079365079365,True
Iceland,ISL,Ease of doing business index (1=most business-friendly regulations),26.0,5.338624338624339,True
India,IND,Ease of doing business index (1=most business-friendly regulations),63.0,4.35978835978836,True
Indonesia,IDN,Ease of doing business index (1=most business-friendly regulations),73.0,4.095238095238095,True
"Iran, Islamic Rep.",IRN,Ease of doing business index (1=most business-friendly regulations),127.0,2.666666666666666,True
Iraq,IRQ,Ease of doing business index (1=most business-friendly regulations),172.0,1.4761904761904763,True
Ireland,IRL,Ease of doing business index (1=most business-friendly regulations),24.0,5.391534391534392,True
Isle of Man,IMN,Ease of doing business index (1=most business-friendly regulations),,,True
Israel,ISR,Ease of doing business index (1=most business-friendly regulations),35.0,5.1005291005291005,True
Italy,ITA,Ease of doing business index (1=most business-friendly regulations),58.0,4.492063492063492,True
Jamaica,JAM,Ease of doing business index (1=most business-friendly regulations),71.0,4.148148148148148,True
Japan,JPN,Ease of doing business index (1=most business-friendly regulations),29.0,5.2592592592592595,True
Jordan,JOR,Ease of doing business index (1=most business-friendly regulations),75.0,4.042328042328043,True
Kazakhstan,KAZ,Ease of doing business index (1=most business-friendly regulations),25.0,5.365079365079366,True
Kenya,KEN,Ease of doing business index (1=most business-friendly regulations),56.0,4.544973544973545,True
Kiribati,KIR,Ease of doing business index (1=most business-friendly regulations),164.0,1.6878306878306875,True
"Korea, Dem. People's Rep.",PRK,Ease of doing business index (1=most business-friendly regulations),,,True
"Korea, Rep.",KOR,Ease of doing business index (1=most business-friendly regulations),5.0,5.894179894179894,True
Kosovo,XKX,Ease of doing business index (1=most business-friendly regulations),57.0,4.518518518518519,True
Kuwait,KWT,Ease of doing business index (1=most business-friendly regulations),83.0,3.8306878306878307,True
Kyrgyz Republic,KGZ,Ease of doing business index (1=most business-friendly regulations),80.0,3.9100529100529102,True
Lao PDR,LAO,Ease of doing business index (1=most business-friendly regulations),154.0,1.9523809523809526,True
Latvia,LVA,Ease of doing business index (1=most business-friendly regulations),19.0,5.523809523809524,True
Lebanon,LBN,Ease of doing business index (1=most business-friendly regulations),143.0,2.2433862433862437,True
Lesotho,LSO,Ease of doing business index (1=most business-friendly regulations),122.0,2.798941798941799,True
Liberia,LBR,Ease of doing business index (1=most business-friendly regulations),175.0,1.3968253968253972,True
Libya,LBY,Ease of doing business index (1=most business-friendly regulations),186.0,1.105820105820106,True
Liechtenstein,LIE,Ease of doing business index (1=most business-friendly regulations),,,True
Lithuania,LTU,Ease of doing business index (1=most business-friendly regulations),11.0,5.735449735449736,True
Luxembourg,LUX,Ease of doing business index (1=most business-friendly regulations),72.0,4.121693121693122,True
"Macao SAR, China",MAC,Ease of doing business index (1=most business-friendly regulations),,,True
Madagascar,MDG,Ease of doing business index (1=most business-friendly regulations),161.0,1.7671957671957674,True
Malawi,MWI,Ease of doing business index (1=most business-friendly regulations),109.0,3.142857142857143,True
Malaysia,MYS,Ease of doing business index (1=most business-friendly regulations),12.0,5.708994708994709,True
Maldives,MDV,Ease of doing business index (1=most business-friendly regulations),147.0,2.1375661375661377,True
Mali,MLI,Ease of doing business index (1=most business-friendly regulations),148.0,2.1111111111111107,True
Malta,MLT,Ease of doing business index (1=most business-friendly regulations),88.0,3.6984126984126986,True
Marshall Islands,MHL,Ease of doing business index (1=most business-friendly regulations),153.0,1.9788359788359786,True
Mauritania,MRT,Ease of doing business index (1=most business-friendly regulations),152.0,2.0052910052910047,True
Mauritius,MUS,Ease of doing business index (1=most business-friendly regulations),13.0,5.682539682539683,True
Mexico,MEX,Ease of doing business index (1=most business-friendly regulations),60.0,4.439153439153439,True
"Micronesia, Fed. Sts.",FSM,Ease of doing business index (1=most business-friendly regulations),158.0,1.8465608465608465,True
Moldova,MDA,Ease of doing business index (1=most business-friendly regulations),48.0,4.756613756613756,True
Monaco,MCO,Ease of doing business index (1=most business-friendly regulations),,,True
Mongolia,MNG,Ease of doing business index (1=most business-friendly regulations),81.0,3.8835978835978837,True
Montenegro,MNE,Ease of doing business index (1=most business-friendly regulations),50.0,4.703703703703704,True
Morocco,MAR,Ease of doing business index (1=most business-friendly regulations),53.0,4.624338624338624,True
Mozambique,MOZ,Ease of doing business index (1=most business-friendly regulations),138.0,2.375661375661376,True
Myanmar,MMR,Ease of doing business index (1=most business-friendly regulations),165.0,1.6613756613756614,True
Namibia,NAM,Ease of doing business index (1=most business-friendly regulations),104.0,3.2751322751322753,True
Nauru,NRU,Ease of doing business index (1=most business-friendly regulations),,,True
Nepal,NPL,Ease of doing business index (1=most business-friendly regulations),94.0,3.5396825396825395,True
Netherlands,NLD,Ease of doing business index (1=most business-friendly regulations),42.0,4.915343915343915,True
New Caledonia,NCL,Ease of doing business index (1=most business-friendly regulations),,,True
New Zealand,NZL,Ease of doing business index (1=most business-friendly regulations),1.0,6.0,True
Nicaragua,NIC,Ease of doing business index (1=most business-friendly regulations),142.0,2.2698412698412698,True
Niger,NER,Ease of doing business index (1=most business-friendly regulations),132.0,2.534391534391535,True
Nigeria,NGA,Ease of doing business index (1=most business-friendly regulations),131.0,2.560846560846561,True
North Macedonia,MKD,Ease of doing business index (1=most business-friendly regulations),17.0,5.576719576719577,True
Northern Mariana Islands,MNP,Ease of doing business index (1=most business-friendly regulations),,,True
Norway,NOR,Ease of doing business index (1=most business-friendly regulations),9.0,5.788359788359788,True
Oman,OMN,Ease of doing business index (1=most business-friendly regulations),68.0,4.227513227513228,True
Pakistan,PAK,Ease of doing business index (1=most business-friendly regulations),108.0,3.1693121693121693,True
Palau,PLW,Ease of doing business index (1=most business-friendly regulations),145.0,2.1904761904761907,True
Panama,PAN,Ease of doing business index (1=most business-friendly regulations),86.0,3.751322751322751,True
Papua New Guinea,PNG,Ease of doing business index (1=most business-friendly regulations),120.0,2.851851851851851,True
Paraguay,PRY,Ease of doing business index (1=most business-friendly regulations),125.0,2.71957671957672,True
Peru,PER,Ease of doing business index (1=most business-friendly regulations),76.0,4.015873015873016,True
Philippines,PHL,Ease of doing business index (1=most business-friendly regulations),95.0,3.513227513227513,True
Poland,POL,Ease of doing business index (1=most business-friendly regulations),40.0,4.968253968253968,True
Portugal,PRT,Ease of doing business index (1=most business-friendly regulations),39.0,4.994708994708994,True
Puerto Rico,PRI,Ease of doing business index (1=most business-friendly regulations),65.0,4.306878306878307,True
Qatar,QAT,Ease of doing business index (1=most business-friendly regulations),77.0,3.9894179894179893,True
Romania,ROU,Ease of doing business index (1=most business-friendly regulations),55.0,4.571428571428571,True
Russian Federation,RUS,Ease of doing business index (1=most business-friendly regulations),28.0,5.285714285714286,True
Rwanda,RWA,Ease of doing business index (1=most business-friendly regulations),38.0,5.021164021164021,True
Samoa,WSM,Ease of doing business index (1=most business-friendly regulations),98.0,3.433862433862434,True
San Marino,SMR,Ease of doing business index (1=most business-friendly regulations),92.0,3.5925925925925926,True
Sao Tome and Principe,STP,Ease of doing business index (1=most business-friendly regulations),170.0,1.5291005291005293,True
Saudi Arabia,SAU,Ease of doing business index (1=most business-friendly regulations),62.0,4.386243386243386,True
Senegal,SEN,Ease of doing business index (1=most business-friendly regulations),123.0,2.772486772486772,True
Serbia,SRB,Ease of doing business index (1=most business-friendly regulations),44.0,4.862433862433862,True
Seychelles,SYC,Ease of doing business index (1=most business-friendly regulations),100.0,3.380952380952381,True
Sierra Leone,SLE,Ease of doing business index (1=most business-friendly regulations),163.0,1.7142857142857144,True
Singapore,SGP,Ease of doing business index (1=most business-friendly regulations),2.0,5.973544973544973,True
Sint Maarten (Dutch part),SXM,Ease of doing business index (1=most business-friendly regulations),,,True
Slovak Republic,SVK,Ease of doing business index (1=most business-friendly regulations),45.0,4.835978835978836,True
Slovenia,SVN,Ease of doing business index (1=most business-friendly regulations),37.0,5.0476190476190474,True
Solomon Islands,SLB,Ease of doing business index (1=most business-friendly regulations),136.0,2.428571428571429,True
Somalia,SOM,Ease of doing business index (1=most business-friendly regulations),190.0,1.0,True
South Africa,ZAF,Ease of doing business index (1=most business-friendly regulations),84.0,3.804232804232804,True
South Sudan,SSD,Ease of doing business index (1=most business-friendly regulations),185.0,1.132275132275132,True
Spain,ESP,Ease of doing business index (1=most business-friendly regulations),30.0,5.232804232804233,True
Sri Lanka,LKA,Ease of doing business index (1=most business-friendly regulations),99.0,3.4074074074074074,True
St. Kitts and Nevis,KNA,Ease of doing business index (1=most business-friendly regulations),139.0,2.3492063492063497,True
St. Lucia,LCA,Ease of doing business index (1=most business-friendly regulations),93.0,3.566137566137566,True
St. Martin (French part),MAF,Ease of doing business index (1=most business-friendly regulations),,,True
St. Vincent and the Grenadines,VCT,Ease of doing business index (1=most business-friendly regulations),130.0,2.587301587301587,True
Sudan,SDN,Ease of doing business index (1=most business-friendly regulations),171.0,1.5026455026455023,True
Suriname,SUR,Ease of doing business index (1=most business-friendly regulations),162.0,1.7407407407407405,True
Sweden,SWE,Ease of doing business index (1=most business-friendly regulations),10.0,5.761904761904762,True
Switzerland,CHE,Ease of doing business index (1=most business-friendly regulations),36.0,5.074074074074074,True
Syrian Arab Republic,SYR,Ease of doing business index (1=most business-friendly regulations),176.0,1.3703703703703702,True
Tajikistan,TJK,Ease of doing business index (1=most business-friendly regulations),106.0,3.2222222222222223,True
Tanzania,TZA,Ease of doing business index (1=most business-friendly regulations),141.0,2.296296296296296,True
Thailand,THA,Ease of doing business index (1=most business-friendly regulations),21.0,5.470899470899471,True
Timor-Leste,TLS,Ease of doing business index (1=most business-friendly regulations),181.0,1.2380952380952381,True
Togo,TGO,Ease of doing business index (1=most business-friendly regulations),97.0,3.4603174603174605,True
Tonga,TON,Ease of doing business index (1=most business-friendly regulations),103.0,3.3015873015873014,True
Trinidad and Tobago,TTO,Ease of doing business index (1=most business-friendly regulations),105.0,3.248677248677249,True
Tunisia,TUN,Ease of doing business index (1=most business-friendly regulations),78.0,3.962962962962963,True
Turkey,TUR,Ease of doing business index (1=most business-friendly regulations),33.0,5.1534391534391535,True
Turkmenistan,TKM,Ease of doing business index (1=most business-friendly regulations),,,True
Turks and Caicos Islands,TCA,Ease of doing business index (1=most business-friendly regulations),,,True
Tuvalu,TUV,Ease of doing business index (1=most business-friendly regulations),,,True
Uganda,UGA,Ease of doing business index (1=most business-friendly regulations),116.0,2.9576719576719572,True
Ukraine,UKR,Ease of doing business index (1=most business-friendly regulations),64.0,4.333333333333333,True
United Arab Emirates,ARE,Ease of doing business index (1=most business-friendly regulations),16.0,5.603174603174603,True
United Kingdom,GBR,Ease of doing business index (1=most business-friendly regulations),8.0,5.814814814814815,True
United States,USA,Ease of doing business index (1=most business-friendly regulations),6.0,5.867724867724868,True
Uruguay,URY,Ease of doing business index (1=most business-friendly regulations),101.0,3.3544973544973544,True
Uzbekistan,UZB,Ease of doing business index (1=most business-friendly regulations),69.0,4.201058201058201,True
Vanuatu,VUT,Ease of doing business index (1=most business-friendly regulations),107.0,3.195767195767196,True
"Venezuela, RB",VEN,Ease of doing business index (1=most business-friendly regulations),188.0,1.052910052910053,True
Vietnam,VNM,Ease of doing business index (1=most business-friendly regulations),70.0,4.174603174603175,True
Virgin Islands (U.S.),VIR,Ease of doing business index (1=most business-friendly regulations),,,True
West Bank and Gaza,PSE,Ease of doing business index (1=most business-friendly regulations),117.0,2.931216931216931,True
"Yemen, Rep.",YEM,Ease of doing business index (1=most business-friendly regulations),187.0,1.079365079365079,True
Zambia,ZMB,Ease of doing business index (1=most business-friendly regulations),85.0,3.7777777777777777,True
Zimbabwe,ZWE,Ease of doing business index (1=most business-friendly regulations),140.0,2.322751322751323,True
Africa Eastern and Southern,AFE,Ease of doing business index (1=most business-friendly regulations),,,True
Africa Western and Central,AFW,Ease of doing business index (1=most business-friendly regulations),,,True
Arab World,ARB,Ease of doing business index (1=most business-friendly regulations),,,True
Caribbean small states,CSS,Ease of doing business index (1=most business-friendly regulations),,,True
Central Europe and the Baltics,CEB,Ease of doing business index (1=most business-friendly regulations),,,True
Early-demographic dividend,EAR,Ease of doing business index (1=most business-friendly regulations),,,True
East Asia & Pacific,EAS,Ease of doing business index (1=most business-friendly regulations),,,True
East Asia & Pacific (excluding high income),EAP,Ease of doing business index (1=most business-friendly regulations),,,True
East Asia & Pacific (IDA & IBRD countries),TEA,Ease of doing business index (1=most business-friendly regulations),,,True
Euro area,EMU,Ease of doing business index (1=most business-friendly regulations),,,True
Europe & Central Asia,ECS,Ease of doing business index (1=most business-friendly regulations),,,True
Europe & Central Asia (excluding high income),ECA,Ease of doing business index (1=most business-friendly regulations),,,True
Europe & Central Asia (IDA & IBRD countries),TEC,Ease of doing business index (1=most business-friendly regulations),,,True
European Union,EUU,Ease of doing business index (1=most business-friendly regulations),,,True
Fragile and conflict affected situations,FCS,Ease of doing business index (1=most business-friendly regulations),,,True
Heavily indebted poor countries (HIPC),HPC,Ease of doing business index (1=most business-friendly regulations),,,True
High income,HIC,Ease of doing business index (1=most business-friendly regulations),,,True
IBRD only,IBD,Ease of doing business index (1=most business-friendly regulations),,,True
IDA & IBRD total,IBT,Ease of doing business index (1=most business-friendly regulations),,,True
IDA blend,IDB,Ease of doing business index (1=most business-friendly regulations),,,True
IDA only,IDX,Ease of doing business index (1=most business-friendly regulations),,,True
IDA total,IDA,Ease of doing business index (1=most business-friendly regulations),,,True
Late-demographic dividend,LTE,Ease of doing business index (1=most business-friendly regulations),,,True
Latin America & Caribbean,LCN,Ease of doing business index (1=most business-friendly regulations),,,True
Latin America & Caribbean (excluding high income),LAC,Ease of doing business index (1=most business-friendly regulations),,,True
Latin America & the Caribbean (IDA & IBRD countries),TLA,Ease of doing business index (1=most business-friendly regulations),,,True
Least developed countries: UN classification,LDC,Ease of doing business index (1=most business-friendly regulations),,,True
Low & middle income,LMY,Ease of doing business index (1=most business-friendly regulations),,,True
Low income,LIC,Ease of doing business index (1=most business-friendly regulations),,,True
Lower middle income,LMC,Ease of doing business index (1=most business-friendly regulations),,,True
Middle East & North Africa,MEA,Ease of doing business index (1=most business-friendly regulations),,,True
Middle East & North Africa (excluding high income),MNA,Ease of doing business index (1=most business-friendly regulations),,,True
Middle East & North Africa (IDA & IBRD countries),TMN,Ease of doing business index (1=most business-friendly regulations),,,True
Middle income,MIC,Ease of doing business index (1=most business-friendly regulations),,,True
North America,NAC,Ease of doing business index (1=most business-friendly regulations),,,True
Not classified,INX,Ease of doing business index (1=most business-friendly regulations),,,True
OECD members,OED,Ease of doing business index (1=most business-friendly regulations),,,True
Other small states,OSS,Ease of doing business index (1=most business-friendly regulations),,,True
Pacific island small states,PSS,Ease of doing business index (1=most business-friendly regulations),,,True
Post-demographic dividend,PST,Ease of doing business index (1=most business-friendly regulations),,,True
Pre-demographic dividend,PRE,Ease of doing business index (1=most business-friendly regulations),,,True
Small states,SST,Ease of doing business index (1=most business-friendly regulations),,,True
South Asia,SAS,Ease of doing business index (1=most business-friendly regulations),,,True
South Asia (IDA & IBRD),TSA,Ease of doing business index (1=most business-friendly regulations),,,True
Sub-Saharan Africa,SSF,Ease of doing business index (1=most business-friendly regulations),,,True
Sub-Saharan Africa (excluding high income),SSA,Ease of doing business index (1=most business-friendly regulations),,,True
Sub-Saharan Africa (IDA & IBRD countries),TSS,Ease of doing business index (1=most business-friendly regulations),,,True
Upper middle income,UMC,Ease of doing business index (1=most business-friendly regulations),,,True
World,WLD,Ease of doing business index (1=most business-friendly regulations),,,True
