,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
288,Middle income,2017,% of population with digital finance account - active (90 days),45.0,3.0652173913043477,True,Digital Payments
291,"Macedonia, FYR",2017,% of population with digital finance account - active (90 days),66.0,4.206521739130435,True,Digital Payments
294,Mali,2017,% of population with digital finance account - active (90 days),31.0,2.3043478260869565,True,Digital Payments
297,Malta,2017,% of population with digital finance account - active (90 days),89.0,5.456521739130435,True,Digital Payments
299,Myanmar,2017,% of population with digital finance account - active (90 days),8.0,1.0543478260869565,True,Digital Payments
301,Middle East & North Africa (excluding high income),2017,% of population with digital finance account - active (90 days),33.0,2.4130434782608696,True,Digital Payments
304,Montenegro,2017,% of population with digital finance account - active (90 days),60.0,3.880434782608696,True,Digital Payments
307,Mongolia,2017,% of population with digital finance account - active (90 days),85.0,5.239130434782608,True,Digital Payments
308,Mozambique,2017,% of population with digital finance account - active (90 days),34.0,2.467391304347826,True,Digital Payments
311,Mauritania,2017,% of population with digital finance account - active (90 days),16.0,1.4891304347826086,True,Digital Payments
314,Mauritius,2017,% of population with digital finance account - active (90 days),69.0,4.369565217391305,True,Digital Payments
317,Malawi,2017,% of population with digital finance account - active (90 days),28.0,2.141304347826087,True,Digital Payments
320,Malaysia,2017,% of population with digital finance account - active (90 days),70.0,4.423913043478261,True,Digital Payments
323,North America,2017,% of population with digital finance account - active (90 days),92.0,5.619565217391305,True,Digital Payments
325,Namibia,2017,% of population with digital finance account - active (90 days),71.0,4.478260869565217,True,Digital Payments
328,Niger,2017,% of population with digital finance account - active (90 days),13.0,1.3260869565217392,True,Digital Payments
331,Nigeria,2017,% of population with digital finance account - active (90 days),30.0,2.25,True,Digital Payments
334,Nicaragua,2017,% of population with digital finance account - active (90 days),25.0,1.9782608695652173,True,Digital Payments
337,Netherlands,2017,% of population with digital finance account - active (90 days),98.0,5.945652173913044,True,Digital Payments
339,Norway,2017,% of population with digital finance account - active (90 days),99.0,6.0,True,Digital Payments
342,Nepal,2017,% of population with digital finance account - active (90 days),16.0,1.4891304347826086,True,Digital Payments
345,New Zealand,2017,% of population with digital finance account - active (90 days),97.0,5.891304347826087,True,Digital Payments
348,High income: OECD,2017,% of population with digital finance account - active (90 days),92.0,5.619565217391305,True,Digital Payments
352,Pakistan,2017,% of population with digital finance account - active (90 days),18.0,1.5978260869565217,True,Digital Payments
355,Panama,2017,% of population with digital finance account - active (90 days),35.0,2.5217391304347827,True,Digital Payments
358,Peru,2017,% of population with digital finance account - active (90 days),34.0,2.467391304347826,True,Digital Payments
361,Philippines,2017,% of population with digital finance account - active (90 days),25.0,1.9782608695652173,True,Digital Payments
364,Poland,2017,% of population with digital finance account - active (90 days),82.0,5.076086956521739,True,Digital Payments
368,Portugal,2017,% of population with digital finance account - active (90 days),86.0,5.293478260869565,True,Digital Payments
370,Paraguay,2017,% of population with digital finance account - active (90 days),45.0,3.0652173913043477,True,Digital Payments
373,West Bank and Gaza,2017,% of population with digital finance account - active (90 days),14.0,1.3804347826086958,True,Digital Payments
377,Romania,2017,% of population with digital finance account - active (90 days),47.0,3.1739130434782608,True,Digital Payments
380,Russian Federation,2017,% of population with digital finance account - active (90 days),71.0,4.478260869565217,True,Digital Payments
383,Rwanda,2017,% of population with digital finance account - active (90 days),39.0,2.7391304347826084,True,Digital Payments
386,South Asia,2017,% of population with digital finance account - active (90 days),28.0,2.141304347826087,True,Digital Payments
389,Saudi Arabia,2017,% of population with digital finance account - active (90 days),61.0,3.9347826086956523,True,Digital Payments
394,Senegal,2017,% of population with digital finance account - active (90 days),40.0,2.7934782608695654,True,Digital Payments
397,Singapore,2017,% of population with digital finance account - active (90 days),90.0,5.510869565217392,True,Digital Payments
400,Sierra Leone,2017,% of population with digital finance account - active (90 days),16.0,1.4891304347826086,True,Digital Payments
403,El Salvador,2017,% of population with digital finance account - active (90 days),24.0,1.9239130434782608,True,Digital Payments
407,Serbia,2017,% of population with digital finance account - active (90 days),66.0,4.206521739130435,True,Digital Payments
410,Sub-Saharan Africa (excluding high income),2017,% of population with digital finance account - active (90 days),34.0,2.467391304347826,True,Digital Payments
411,South Sudan,2017,% of population with digital finance account - active (90 days),7.0,1.0,True,Digital Payments
414,Sub-Saharan Africa,2017,% of population with digital finance account - active (90 days),34.0,2.467391304347826,True,Digital Payments
417,Slovak Republic,2017,% of population with digital finance account - active (90 days),82.0,5.076086956521739,True,Digital Payments
420,Slovenia,2017,% of population with digital finance account - active (90 days),96.0,5.836956521739131,True,Digital Payments
423,Sweden,2017,% of population with digital finance account - active (90 days),98.0,5.945652173913044,True,Digital Payments
428,Chad,2017,% of population with digital finance account - active (90 days),19.0,1.6521739130434783,True,Digital Payments
431,Togo,2017,% of population with digital finance account - active (90 days),31.0,2.3043478260869565,True,Digital Payments
434,Thailand,2017,% of population with digital finance account - active (90 days),62.0,3.989130434782609,True,Digital Payments
437,Tajikistan,2017,% of population with digital finance account - active (90 days),44.0,3.010869565217391,True,Digital Payments
439,Turkmenistan,2017,% of population with digital finance account - active (90 days),34.0,2.467391304347826,True,Digital Payments
441,Trinidad and Tobago,2017,% of population with digital finance account - active (90 days),64.0,4.0978260869565215,True,Digital Payments
443,Tunisia,2017,% of population with digital finance account - active (90 days),29.0,2.1956521739130435,True,Digital Payments
446,Turkey,2017,% of population with digital finance account - active (90 days),64.0,4.0978260869565215,True,Digital Payments
449,"Taiwan, China",2017,% of population with digital finance account - active (90 days),77.0,4.804347826086957,True,Digital Payments
452,Tanzania,2017,% of population with digital finance account - active (90 days),43.0,2.9565217391304346,True,Digital Payments
455,Uganda,2017,% of population with digital finance account - active (90 days),55.0,3.608695652173913,True,Digital Payments
458,Ukraine,2017,% of population with digital finance account - active (90 days),61.0,3.9347826086956523,True,Digital Payments
461,Upper middle income,2017,% of population with digital finance account - active (90 days),62.0,3.989130434782609,True,Digital Payments
464,Uruguay,2017,% of population with digital finance account - active (90 days),59.0,3.8260869565217392,True,Digital Payments
467,United States,2017,% of population with digital finance account - active (90 days),91.0,5.565217391304348,True,Digital Payments
470,Uzbekistan,2017,% of population with digital finance account - active (90 days),34.0,2.467391304347826,True,Digital Payments
473,"Venezuela, RB",2017,% of population with digital finance account - active (90 days),69.0,4.369565217391305,True,Digital Payments
476,Vietnam,2017,% of population with digital finance account - active (90 days),23.0,1.8695652173913042,True,Digital Payments
479,World,2017,% of population with digital finance account - active (90 days),52.0,3.4456521739130435,True,Digital Payments
482,Kosovo,2017,% of population with digital finance account - active (90 days),39.0,2.7391304347826084,True,Digital Payments
487,South Africa,2017,% of population with digital finance account - active (90 days),60.0,3.880434782608696,True,Digital Payments
490,Zambia,2017,% of population with digital finance account - active (90 days),39.0,2.7391304347826084,True,Digital Payments
493,Zimbabwe,2017,% of population with digital finance account - active (90 days),53.0,3.5,True,Digital Payments
