,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
5375,Honduras,2020.0,Mobile app creation/bn PPP$ GDP,0.064709933,1.00323549665,True,Innovation Ecosystem
5487,Hong Kong,2020.0,Mobile app creation/bn PPP$ GDP,84.92236402,5.246118201000001,True,Innovation Ecosystem
5599,Hungary,2020.0,Mobile app creation/bn PPP$ GDP,5.797111416,1.2898555708,True,Innovation Ecosystem
5711,Iceland,2020.0,Mobile app creation/bn PPP$ GDP,5.044661801,1.25223309005,True,Innovation Ecosystem
5823,India,2020.0,Mobile app creation/bn PPP$ GDP,13.31529393,1.6657646965,True,Innovation Ecosystem
5935,Indonesia,2020.0,Mobile app creation/bn PPP$ GDP,4.548554381,1.22742771905,True,Innovation Ecosystem
6047,Iran (Islamic Republic of),2020.0,Mobile app creation/bn PPP$ GDP,0.757789256,1.0378894628,True,Innovation Ecosystem
6159,Ireland,2020.0,Mobile app creation/bn PPP$ GDP,34.94684587,2.7473422935,True,Innovation Ecosystem
6271,Israel,2020.0,Mobile app creation/bn PPP$ GDP,100.0,6.0,True,Innovation Ecosystem
6383,Italy,2020.0,Mobile app creation/bn PPP$ GDP,3.103021415,1.1551510707500001,True,Innovation Ecosystem
6495,Jamaica,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
6607,Japan,2020.0,Mobile app creation/bn PPP$ GDP,12.84088578,1.6420442890000002,True,Innovation Ecosystem
6719,Jordan,2020.0,Mobile app creation/bn PPP$ GDP,11.55076995,1.5775384975,True,Innovation Ecosystem
6831,Kazakhstan,2020.0,Mobile app creation/bn PPP$ GDP,1.462956799,1.07314783995,True,Innovation Ecosystem
6943,Kenya,2020.0,Mobile app creation/bn PPP$ GDP,1.52449e-05,1.000000762245,True,Innovation Ecosystem
7055,Kuwait,2020.0,Mobile app creation/bn PPP$ GDP,0.820228954,1.0410114477,True,Innovation Ecosystem
7167,Kyrgyzstan,2020.0,Mobile app creation/bn PPP$ GDP,0.039766883,1.00198834415,True,Innovation Ecosystem
7279,Lao People's Democratic Republic,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
7391,Latvia,2020.0,Mobile app creation/bn PPP$ GDP,14.42513583,1.7212567915,True,Innovation Ecosystem
7503,Lebanon,2020.0,Mobile app creation/bn PPP$ GDP,20.50339272,2.025169636,True,Innovation Ecosystem
7615,Lithuania,2020.0,Mobile app creation/bn PPP$ GDP,85.99049076,5.299524538,True,Innovation Ecosystem
7727,Luxembourg,2020.0,Mobile app creation/bn PPP$ GDP,44.76462386,3.238231193,True,Innovation Ecosystem
7839,Madagascar,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
7951,Malawi,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
8063,Malaysia,2020.0,Mobile app creation/bn PPP$ GDP,3.320949191,1.16604745955,True,Innovation Ecosystem
8175,Mali,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
8287,Malta,2020.0,Mobile app creation/bn PPP$ GDP,20.6022274,2.03011137,True,Innovation Ecosystem
8399,Mauritius,2020.0,Mobile app creation/bn PPP$ GDP,0.398698208,1.0199349104,True,Innovation Ecosystem
8511,Mexico,2020.0,Mobile app creation/bn PPP$ GDP,1.386867995,1.06934339975,True,Innovation Ecosystem
8623,Mongolia,2020.0,Mobile app creation/bn PPP$ GDP,0.062344117,1.00311720585,True,Innovation Ecosystem
8735,Montenegro,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
8847,Morocco,2020.0,Mobile app creation/bn PPP$ GDP,3.330989024,1.1665494512,True,Innovation Ecosystem
8959,Mozambique,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
9071,Myanmar,2020.0,Mobile app creation/bn PPP$ GDP,0.047391053,1.00236955265,True,Innovation Ecosystem
9183,Namibia,2020.0,Mobile app creation/bn PPP$ GDP,15.03716484,1.751858242,True,Innovation Ecosystem
9295,Nepal,2020.0,Mobile app creation/bn PPP$ GDP,13.67060172,1.6835300860000002,True,Innovation Ecosystem
9407,Netherlands,2020.0,Mobile app creation/bn PPP$ GDP,16.26554626,1.813277313,True,Innovation Ecosystem
9519,New Zealand,2020.0,Mobile app creation/bn PPP$ GDP,9.692356798,1.4846178399,True,Innovation Ecosystem
9631,Niger,2016.0,Mobile app creation/bn PPP$ GDP,0.025979426,1.0012989713,True,Innovation Ecosystem
9743,Nigeria,2020.0,Mobile app creation/bn PPP$ GDP,0.380597472,1.0190298736,True,Innovation Ecosystem
9855,North Macedonia,2020.0,Mobile app creation/bn PPP$ GDP,9.32089582,1.466044791,True,Innovation Ecosystem
9967,Norway,2020.0,Mobile app creation/bn PPP$ GDP,19.50698007,1.9753490034999999,True,Innovation Ecosystem
10079,Oman,2020.0,Mobile app creation/bn PPP$ GDP,23.69788921,2.1848944605,True,Innovation Ecosystem
10191,Pakistan,2020.0,Mobile app creation/bn PPP$ GDP,28.52136913,2.4260684565,True,Innovation Ecosystem
10303,Panama,2020.0,Mobile app creation/bn PPP$ GDP,6.017916147,1.30089580735,True,Innovation Ecosystem
10415,Paraguay,2020.0,Mobile app creation/bn PPP$ GDP,0.006818315,1.00034091575,True,Innovation Ecosystem
10527,Peru,2020.0,Mobile app creation/bn PPP$ GDP,0.537550685,1.02687753425,True,Innovation Ecosystem
10639,Philippines,2020.0,Mobile app creation/bn PPP$ GDP,2.766709534,1.1383354767,True,Innovation Ecosystem
10751,Poland,2020.0,Mobile app creation/bn PPP$ GDP,15.51429582,1.775714791,True,Innovation Ecosystem
10863,Portugal,2020.0,Mobile app creation/bn PPP$ GDP,4.362287662,1.2181143831,True,Innovation Ecosystem
10975,Qatar,2020.0,Mobile app creation/bn PPP$ GDP,0.356478599,1.01782392995,True,Innovation Ecosystem
11087,Republic of Korea,2020.0,Mobile app creation/bn PPP$ GDP,32.49896089,2.6249480445,True,Innovation Ecosystem
11199,Republic of Moldova,2020.0,Mobile app creation/bn PPP$ GDP,27.39703195,2.3698515975,True,Innovation Ecosystem
11311,Romania,2020.0,Mobile app creation/bn PPP$ GDP,9.553001378,1.4776500689,True,Innovation Ecosystem
11423,Russian Federation,2020.0,Mobile app creation/bn PPP$ GDP,21.64304978,2.082152489,True,Innovation Ecosystem
11535,Rwanda,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
11647,Saudi Arabia,2020.0,Mobile app creation/bn PPP$ GDP,0.514018671,1.02570093355,True,Innovation Ecosystem
11759,Senegal,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
11871,Serbia,2020.0,Mobile app creation/bn PPP$ GDP,15.8029458,1.7901472900000002,True,Innovation Ecosystem
11983,Singapore,2020.0,Mobile app creation/bn PPP$ GDP,100.0,6.0,True,Innovation Ecosystem
12095,Slovakia,2020.0,Mobile app creation/bn PPP$ GDP,11.46693879,1.5733469395,True,Innovation Ecosystem
12207,Slovenia,2020.0,Mobile app creation/bn PPP$ GDP,36.65748337,2.8328741685,True,Innovation Ecosystem
12319,South Africa,2020.0,Mobile app creation/bn PPP$ GDP,0.629780957,1.03148904785,True,Innovation Ecosystem
12431,Spain,2020.0,Mobile app creation/bn PPP$ GDP,15.02270957,1.7511354785000002,True,Innovation Ecosystem
12543,Sri Lanka,2020.0,Mobile app creation/bn PPP$ GDP,0.68341843,1.0341709215,True,Innovation Ecosystem
12655,Sweden,2020.0,Mobile app creation/bn PPP$ GDP,56.15891476,3.8079457380000004,True,Innovation Ecosystem
12767,Switzerland,2020.0,Mobile app creation/bn PPP$ GDP,25.81956351,2.2909781755000003,True,Innovation Ecosystem
12879,Tajikistan,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
12991,Thailand,2020.0,Mobile app creation/bn PPP$ GDP,3.872347025,1.19361735125,True,Innovation Ecosystem
13103,Togo,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
13215,Trinidad and Tobago,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
13327,Tunisia,2020.0,Mobile app creation/bn PPP$ GDP,0.14879547,1.0074397735,True,Innovation Ecosystem
13439,Turkey,2020.0,Mobile app creation/bn PPP$ GDP,28.97950017,2.4489750084999997,True,Innovation Ecosystem
13551,Uganda,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
13663,Ukraine,2020.0,Mobile app creation/bn PPP$ GDP,29.14108801,2.4570544004999997,True,Innovation Ecosystem
13775,United Arab Emirates,2020.0,Mobile app creation/bn PPP$ GDP,9.115803434,1.4557901717,True,Innovation Ecosystem
13887,United Kingdom,2020.0,Mobile app creation/bn PPP$ GDP,22.39410162,2.119705081,True,Innovation Ecosystem
13999,United Republic of Tanzania,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
14111,United States of America,2020.0,Mobile app creation/bn PPP$ GDP,27.35330587,2.3676652935,True,Innovation Ecosystem
14223,Uruguay,2020.0,Mobile app creation/bn PPP$ GDP,8.639468545,1.43197342725,True,Innovation Ecosystem
14335,Uzbekistan,2020.0,Mobile app creation/bn PPP$ GDP,0.003258442,1.0001629221,True,Innovation Ecosystem
14447,Viet Nam,2020.0,Mobile app creation/bn PPP$ GDP,47.9099405,3.395497025,True,Innovation Ecosystem
14559,Yemen,2020.0,Mobile app creation/bn PPP$ GDP,0.185277169,1.00926385845,True,Innovation Ecosystem
14671,Zambia,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
14783,Zimbabwe,,Mobile app creation/bn PPP$ GDP,,,True,Innovation Ecosystem
