Country Name,Indicator,data_col,new_rank_score,higher_is_better
Latin America & Caribbean (excluding high income),% of population with digital finance account - active (90 days),45.0,3.0652173913043477,True
Lao PDR,% of population with digital finance account - active (90 days),13.0,1.3260869565217392,True
Lebanon,% of population with digital finance account - active (90 days),33.0,2.4130434782608696,True
Liberia,% of population with digital finance account - active (90 days),28.0,2.141304347826087,True
Libya,% of population with digital finance account - active (90 days),32.0,2.358695652173913,True
Latin America & Caribbean,% of population with digital finance account - active (90 days),46.0,3.119565217391304,True
Low income,% of population with digital finance account - active (90 days),26.0,2.032608695652174,True
Sri Lanka,% of population with digital finance account - active (90 days),47.0,3.1739130434782608,True
Lower middle income,% of population with digital finance account - active (90 days),29.0,2.1956521739130435,True
Developing,% of population with digital finance account - active (90 days),44.0,3.010869565217391,True
Lesotho,% of population with digital finance account - active (90 days),38.0,2.6847826086956523,True
Lithuania,% of population with digital finance account - active (90 days),78.0,4.858695652173913,True
Luxembourg,% of population with digital finance account - active (90 days),98.0,5.945652173913044,True
Latvia,% of population with digital finance account - active (90 days),91.0,5.565217391304348,True
Morocco,% of population with digital finance account - active (90 days),17.0,1.5434782608695652,True
Moldova,% of population with digital finance account - active (90 days),40.0,2.7934782608695654,True
Madagascar,% of population with digital finance account - active (90 days),15.0,1.434782608695652,True
Middle East & North Africa,% of population with digital finance account - active (90 days),38.0,2.6847826086956523,True
Mexico,% of population with digital finance account - active (90 days),32.0,2.358695652173913,True
Middle income,% of population with digital finance account - active (90 days),45.0,3.0652173913043477,True
"Macedonia, FYR",% of population with digital finance account - active (90 days),66.0,4.206521739130435,True
Mali,% of population with digital finance account - active (90 days),31.0,2.3043478260869565,True
Malta,% of population with digital finance account - active (90 days),89.0,5.456521739130435,True
Myanmar,% of population with digital finance account - active (90 days),8.0,1.0543478260869565,True
Middle East & North Africa (excluding high income),% of population with digital finance account - active (90 days),33.0,2.4130434782608696,True
Montenegro,% of population with digital finance account - active (90 days),60.0,3.880434782608696,True
Mongolia,% of population with digital finance account - active (90 days),85.0,5.239130434782608,True
Mozambique,% of population with digital finance account - active (90 days),34.0,2.467391304347826,True
Mauritania,% of population with digital finance account - active (90 days),16.0,1.4891304347826086,True
Mauritius,% of population with digital finance account - active (90 days),69.0,4.369565217391305,True
Malawi,% of population with digital finance account - active (90 days),28.0,2.141304347826087,True
Malaysia,% of population with digital finance account - active (90 days),70.0,4.423913043478261,True
North America,% of population with digital finance account - active (90 days),92.0,5.619565217391305,True
Namibia,% of population with digital finance account - active (90 days),71.0,4.478260869565217,True
Niger,% of population with digital finance account - active (90 days),13.0,1.3260869565217392,True
Nigeria,% of population with digital finance account - active (90 days),30.0,2.25,True
Nicaragua,% of population with digital finance account - active (90 days),25.0,1.9782608695652173,True
Netherlands,% of population with digital finance account - active (90 days),98.0,5.945652173913044,True
Norway,% of population with digital finance account - active (90 days),99.0,6.0,True
Nepal,% of population with digital finance account - active (90 days),16.0,1.4891304347826086,True
New Zealand,% of population with digital finance account - active (90 days),97.0,5.891304347826087,True
High income: OECD,% of population with digital finance account - active (90 days),92.0,5.619565217391305,True
Pakistan,% of population with digital finance account - active (90 days),18.0,1.5978260869565217,True
Panama,% of population with digital finance account - active (90 days),35.0,2.5217391304347827,True
Peru,% of population with digital finance account - active (90 days),34.0,2.467391304347826,True
Philippines,% of population with digital finance account - active (90 days),25.0,1.9782608695652173,True
Poland,% of population with digital finance account - active (90 days),82.0,5.076086956521739,True
Portugal,% of population with digital finance account - active (90 days),86.0,5.293478260869565,True
Paraguay,% of population with digital finance account - active (90 days),45.0,3.0652173913043477,True
West Bank and Gaza,% of population with digital finance account - active (90 days),14.0,1.3804347826086958,True
Romania,% of population with digital finance account - active (90 days),47.0,3.1739130434782608,True
Russian Federation,% of population with digital finance account - active (90 days),71.0,4.478260869565217,True
Rwanda,% of population with digital finance account - active (90 days),39.0,2.7391304347826084,True
South Asia,% of population with digital finance account - active (90 days),28.0,2.141304347826087,True
Saudi Arabia,% of population with digital finance account - active (90 days),61.0,3.9347826086956523,True
Senegal,% of population with digital finance account - active (90 days),40.0,2.7934782608695654,True
Singapore,% of population with digital finance account - active (90 days),90.0,5.510869565217392,True
Sierra Leone,% of population with digital finance account - active (90 days),16.0,1.4891304347826086,True
El Salvador,% of population with digital finance account - active (90 days),24.0,1.9239130434782608,True
Serbia,% of population with digital finance account - active (90 days),66.0,4.206521739130435,True
Sub-Saharan Africa (excluding high income),% of population with digital finance account - active (90 days),34.0,2.467391304347826,True
South Sudan,% of population with digital finance account - active (90 days),7.0,1.0,True
Sub-Saharan Africa,% of population with digital finance account - active (90 days),34.0,2.467391304347826,True
Slovak Republic,% of population with digital finance account - active (90 days),82.0,5.076086956521739,True
Slovenia,% of population with digital finance account - active (90 days),96.0,5.836956521739131,True
Sweden,% of population with digital finance account - active (90 days),98.0,5.945652173913044,True
Chad,% of population with digital finance account - active (90 days),19.0,1.6521739130434783,True
Togo,% of population with digital finance account - active (90 days),31.0,2.3043478260869565,True
Thailand,% of population with digital finance account - active (90 days),62.0,3.989130434782609,True
Tajikistan,% of population with digital finance account - active (90 days),44.0,3.010869565217391,True
Turkmenistan,% of population with digital finance account - active (90 days),34.0,2.467391304347826,True
Trinidad and Tobago,% of population with digital finance account - active (90 days),64.0,4.0978260869565215,True
Tunisia,% of population with digital finance account - active (90 days),29.0,2.1956521739130435,True
Turkey,% of population with digital finance account - active (90 days),64.0,4.0978260869565215,True
"Taiwan, China",% of population with digital finance account - active (90 days),77.0,4.804347826086957,True
Tanzania,% of population with digital finance account - active (90 days),43.0,2.9565217391304346,True
Uganda,% of population with digital finance account - active (90 days),55.0,3.608695652173913,True
Ukraine,% of population with digital finance account - active (90 days),61.0,3.9347826086956523,True
Upper middle income,% of population with digital finance account - active (90 days),62.0,3.989130434782609,True
Uruguay,% of population with digital finance account - active (90 days),59.0,3.8260869565217392,True
United States,% of population with digital finance account - active (90 days),91.0,5.565217391304348,True
Uzbekistan,% of population with digital finance account - active (90 days),34.0,2.467391304347826,True
"Venezuela, RB",% of population with digital finance account - active (90 days),69.0,4.369565217391305,True
Vietnam,% of population with digital finance account - active (90 days),23.0,1.8695652173913042,True
World,% of population with digital finance account - active (90 days),52.0,3.4456521739130435,True
Kosovo,% of population with digital finance account - active (90 days),39.0,2.7391304347826084,True
South Africa,% of population with digital finance account - active (90 days),60.0,3.880434782608696,True
Zambia,% of population with digital finance account - active (90 days),39.0,2.7391304347826084,True
Zimbabwe,% of population with digital finance account - active (90 days),53.0,3.5,True
