Country Name,Year,Pillar,Sub-Pillar,Indicator,data_col,new_rank_score,higher_is_better
Antigua and Barbuda,2019.0,Business,Startup Environment,Doing Business Index,59.48,3.968052,False
Argentina,2019.0,Business,Startup Environment,Doing Business Index,58.8,3.93412,False
Armenia,2019.0,Business,Startup Environment,Doing Business Index,75.37,4.760963,False
Australia,2019.0,Business,Startup Environment,Doing Business Index,80.13,4.998487,False
Austria,2019.0,Business,Startup Environment,Doing Business Index,78.57,4.920643,False
Azerbaijan,2019.0,Business,Startup Environment,Doing Business Index,78.64,4.924136000000001,False
Bahamas (the),2019.0,Business,Startup Environment,Doing Business Index,58.9,3.93911,False
Bahrain,2019.0,Business,Startup Environment,Doing Business Index,69.85,4.485515,False
Bangladesh,2019.0,Business,Startup Environment,Doing Business Index,41.97,3.094303,False
Bangladesh Chittagong,2019.0,Business,Startup Environment,Doing Business Index,42.89,3.1402110000000003,False
Bangladesh Dhaka,2019.0,Business,Startup Environment,Doing Business Index,41.71,3.081329,False
Barbados,2019.0,Business,Startup Environment,Doing Business Index,56.78,3.833322,False
Belarus,2019.0,Business,Startup Environment,Doing Business Index,75.77,4.780923,False
Belgium,2019.0,Business,Startup Environment,Doing Business Index,73.95,4.690105000000001,False
Belize,2019.0,Business,Startup Environment,Doing Business Index,57.13,3.850787,False
Benin,2019.0,Business,Startup Environment,Doing Business Index,51.42,3.565858,False
Bhutan,2019.0,Business,Startup Environment,Doing Business Index,66.08,4.297392,False
Bolivia (Plurinational State of),2019.0,Business,Startup Environment,Doing Business Index,50.32,3.510968,False
Bosnia and Herzegovina,2019.0,Business,Startup Environment,Doing Business Index,63.82,4.184618,False
Botswana,2019.0,Business,Startup Environment,Doing Business Index,65.4,4.26346,False
Brazil,2019.0,Business,Startup Environment,Doing Business Index,60.01,3.994499,False
Brazil Rio de Janeiro,2019.0,Business,Startup Environment,Doing Business Index,60.13,4.000487000000001,False
Brazil São Paulo,2019.0,Business,Startup Environment,Doing Business Index,59.94,3.991006,False
Brunei Darussalam,2019.0,Business,Startup Environment,Doing Business Index,72.03,4.594297,False
Bulgaria,2019.0,Business,Startup Environment,Doing Business Index,71.24,4.554876,False
Burkina Faso,2019.0,Business,Startup Environment,Doing Business Index,51.57,3.573343,False
Burundi,2019.0,Business,Startup Environment,Doing Business Index,47.41,3.365759,False
Cabo Verde,2019.0,Business,Startup Environment,Doing Business Index,55.95,3.791905,False
Cambodia,2019.0,Business,Startup Environment,Doing Business Index,54.8,3.73452,False
Cameroon,2019.0,Business,Startup Environment,Doing Business Index,47.78,3.384222,False
Canada,2019.0,Business,Startup Environment,Doing Business Index,79.26,4.955074,False
Central African Republic (the),2019.0,Business,Startup Environment,Doing Business Index,36.9,2.84131,False
Chad,2019.0,Business,Startup Environment,Doing Business Index,39.36,2.9640640000000005,False
Chile,2019.0,Business,Startup Environment,Doing Business Index,71.81,4.583319,False
China,2019.0,Business,Startup Environment,Doing Business Index,73.64,4.6746360000000005,False
China Beijing,2019.0,Business,Startup Environment,Doing Business Index,73.59,4.672141,False
China Shanghai,2019.0,Business,Startup Environment,Doing Business Index,73.68,4.676632000000001,False
Colombia,2019.0,Business,Startup Environment,Doing Business Index,69.24,4.455076,False
Comoros (the),2019.0,Business,Startup Environment,Doing Business Index,48.66,3.428134,False
Democratic Republic of the Congo (the),2019.0,Business,Startup Environment,Doing Business Index,36.85,2.8388150000000003,False
Congo (the),2019.0,Business,Startup Environment,Doing Business Index,39.83,2.987517,False
Costa Rica,2019.0,Business,Startup Environment,Doing Business Index,68.89,4.437611,False
Côte d'Ivoire,2019.0,Business,Startup Environment,Doing Business Index,58.0,3.8942,False
Croatia,2019.0,Business,Startup Environment,Doing Business Index,71.4,4.562860000000001,False
Cyprus,2019.0,Business,Startup Environment,Doing Business Index,71.71,4.578329,False
Czechia,2019.0,Business,Startup Environment,Doing Business Index,76.1,4.79739,False
Denmark,2019.0,Business,Startup Environment,Doing Business Index,84.64,5.223536,False
Djibouti,2019.0,Business,Startup Environment,Doing Business Index,62.02,4.094798,False
Dominica,2019.0,Business,Startup Environment,Doing Business Index,61.07,4.047393,False
Dominican Republic (the),2019.0,Business,Startup Environment,Doing Business Index,61.12,4.049888,False
Ecuador,2019.0,Business,Startup Environment,Doing Business Index,57.94,3.891206,False
Egypt,2019.0,Business,Startup Environment,Doing Business Index,58.56,3.922144,False
El Salvador,2019.0,Business,Startup Environment,Doing Business Index,65.41,4.263959,False
Equatorial Guinea,2019.0,Business,Startup Environment,Doing Business Index,41.94,3.092806,False
Eritrea,2019.0,Business,Startup Environment,Doing Business Index,23.07,2.151193,False
Estonia,2019.0,Business,Startup Environment,Doing Business Index,80.5,5.01695,False
Eswatini,2019.0,Business,Startup Environment,Doing Business Index,58.95,3.941605,False
Ethiopia,2019.0,Business,Startup Environment,Doing Business Index,49.06,3.448094,False
Fiji,2019.0,Business,Startup Environment,Doing Business Index,61.15,4.051385,False
Finland,2019.0,Business,Startup Environment,Doing Business Index,80.35,5.0094650000000005,False
France,2019.0,Business,Startup Environment,Doing Business Index,77.29,4.856771,False
Gabon,2019.0,Business,Startup Environment,Doing Business Index,45.58,3.274442,False
Gambia (the),2019.0,Business,Startup Environment,Doing Business Index,51.72,3.5808280000000003,False
Georgia,2019.0,Business,Startup Environment,Doing Business Index,83.28,5.155672,False
Germany,2019.0,Business,Startup Environment,Doing Business Index,78.9,4.9371100000000006,False
Ghana,2019.0,Business,Startup Environment,Doing Business Index,59.22,3.955078,False
Greece,2019.0,Business,Startup Environment,Doing Business Index,68.08,4.397192,False
Grenada,2019.0,Business,Startup Environment,Doing Business Index,52.71,3.630229,False
Guatemala,2019.0,Business,Startup Environment,Doing Business Index,62.17,4.102283,False
Guinea,2019.0,Business,Startup Environment,Doing Business Index,51.51,3.570349,False
Guinea-Bissau,2019.0,Business,Startup Environment,Doing Business Index,42.85,3.138215,False
Guyana,2019.0,Business,Startup Environment,Doing Business Index,55.57,3.772943,False
Haiti,2019.0,Business,Startup Environment,Doing Business Index,38.52,2.922148,False
Honduras,2019.0,Business,Startup Environment,Doing Business Index,58.22,3.905178,False
"China, Hong Kong Special Administrative Region",2019.0,Business,Startup Environment,Doing Business Index,84.22,5.202578,False
Hungary,2019.0,Business,Startup Environment,Doing Business Index,72.28,4.606772,False
Iceland,2019.0,Business,Startup Environment,Doing Business Index,79.35,4.959565,False
India,2019.0,Business,Startup Environment,Doing Business Index,67.23,4.354777,False
India Delhi,2019.0,Business,Startup Environment,Doing Business Index,67.99,4.392701000000001,False
India Mumbai,2019.0,Business,Startup Environment,Doing Business Index,66.38,4.312362,False
Indonesia,2019.0,Business,Startup Environment,Doing Business Index,67.96,4.391204,False
Indonesia Jakarta,2019.0,Business,Startup Environment,Doing Business Index,68.14,4.400186,False
Indonesia Surabaya,2019.0,Business,Startup Environment,Doing Business Index,67.3,4.35827,False
Iran (Islamic Republic of),2019.0,Business,Startup Environment,Doing Business Index,56.98,3.843302,False
Iraq,2019.0,Business,Startup Environment,Doing Business Index,44.72,3.231528,False
Ireland,2019.0,Business,Startup Environment,Doing Business Index,78.91,4.937609,False
Israel,2019.0,Business,Startup Environment,Doing Business Index,73.23,4.654177000000001,False
Italy,2019.0,Business,Startup Environment,Doing Business Index,72.56,4.620744,False
Jamaica,2019.0,Business,Startup Environment,Doing Business Index,67.47,4.366753,False
Japan,2019.0,Business,Startup Environment,Doing Business Index,75.65,4.774935000000001,False
Japan Osaka,2019.0,Business,Startup Environment,Doing Business Index,75.54,4.769446,False
Japan Tokyo,2019.0,Business,Startup Environment,Doing Business Index,75.71,4.777929,False
Jordan,2019.0,Business,Startup Environment,Doing Business Index,60.98,4.042902,False
Kazakhstan,2019.0,Business,Startup Environment,Doing Business Index,77.89,4.886711,False
Kenya,2019.0,Business,Startup Environment,Doing Business Index,70.31,4.508469,False
Kiribati,2019.0,Business,Startup Environment,Doing Business Index,49.07,3.448593,False
Republic of Korea (the),2019.0,Business,Startup Environment,Doing Business Index,84.14,5.198586000000001,False
Kosovo (UNSCR 1244),2019.0,Business,Startup Environment,Doing Business Index,74.15,4.700085,False
Kuwait,2019.0,Business,Startup Environment,Doing Business Index,62.2,4.10378,False
Kyrgyzstan,2019.0,Business,Startup Environment,Doing Business Index,68.33,4.409667000000001,False
Lao People's Democratic Republic (the),2019.0,Business,Startup Environment,Doing Business Index,51.26,3.557874,False
Latvia,2019.0,Business,Startup Environment,Doing Business Index,79.59,4.971541,False
Lebanon,2019.0,Business,Startup Environment,Doing Business Index,54.04,3.696596,False
Lesotho,2019.0,Business,Startup Environment,Doing Business Index,60.6,4.02394,False
Liberia,2019.0,Business,Startup Environment,Doing Business Index,43.51,3.171149,False
Libya,2019.0,Business,Startup Environment,Doing Business Index,33.44,2.668656,False
Lithuania,2019.0,Business,Startup Environment,Doing Business Index,80.83,5.033417,False
Luxembourg,2019.0,Business,Startup Environment,Doing Business Index,69.01,4.443599000000001,False
North Macedonia,2019.0,Business,Startup Environment,Doing Business Index,81.55,5.069345,False
Madagascar,2019.0,Business,Startup Environment,Doing Business Index,48.89,3.439611,False
Malawi,2019.0,Business,Startup Environment,Doing Business Index,59.59,3.973541,False
Malaysia,2019.0,Business,Startup Environment,Doing Business Index,80.6,5.02194,False
Maldives,2019.0,Business,Startup Environment,Doing Business Index,54.43,3.716057,False
Mali,2019.0,Business,Startup Environment,Doing Business Index,53.5,3.66965,False
Malta,2019.0,Business,Startup Environment,Doing Business Index,65.43,4.264957000000001,False
Marshall Islands,2019.0,Business,Startup Environment,Doing Business Index,51.62,3.575838,False
Mauritania,2019.0,Business,Startup Environment,Doing Business Index,51.99,3.594301,False
Mauritius,2019.0,Business,Startup Environment,Doing Business Index,79.58,4.971042,False
Mexico,2019.0,Business,Startup Environment,Doing Business Index,72.09,4.597291,False
Mexico Mexico City,2019.0,Business,Startup Environment,Doing Business Index,71.41,4.563359,False
Mexico Monterrey,2019.0,Business,Startup Environment,Doing Business Index,75.42,4.763458,False
Micronesia (Federated States of),2019.0,Business,Startup Environment,Doing Business Index,48.99,3.444601,False
Republic of Moldova (the),2019.0,Business,Startup Environment,Doing Business Index,73.54,4.669646,False
Mongolia,2019.0,Business,Startup Environment,Doing Business Index,67.74,4.380226,False
Montenegro,2019.0,Business,Startup Environment,Doing Business Index,72.73,4.629227,False
Morocco,2019.0,Business,Startup Environment,Doing Business Index,71.02,4.543898,False
Mozambique,2019.0,Business,Startup Environment,Doing Business Index,55.53,3.770947000000001,False
Myanmar,2019.0,Business,Startup Environment,Doing Business Index,44.72,3.231528,False
Namibia,2019.0,Business,Startup Environment,Doing Business Index,60.53,4.020447000000001,False
Nepal,2019.0,Business,Startup Environment,Doing Business Index,59.63,3.975537000000001,False
Netherlands (the),2019.0,Business,Startup Environment,Doing Business Index,76.04,4.794396000000001,False
New Zealand,2019.0,Business,Startup Environment,Doing Business Index,86.59,5.320841000000001,False
Nicaragua,2019.0,Business,Startup Environment,Doing Business Index,55.64,3.776436,False
Niger (the),2019.0,Business,Startup Environment,Doing Business Index,53.72,3.680628,False
Nigeria,2019.0,Business,Startup Environment,Doing Business Index,52.89,3.639211,False
Nigeria Kano,2019.0,Business,Startup Environment,Doing Business Index,55.51,3.769949,False
Nigeria Lagos,2019.0,Business,Startup Environment,Doing Business Index,52.11,3.600289,False
Norway,2019.0,Business,Startup Environment,Doing Business Index,82.95,5.1392050000000005,False
Oman,2019.0,Business,Startup Environment,Doing Business Index,67.19,4.352781,False
Pakistan,2019.0,Business,Startup Environment,Doing Business Index,55.31,3.759969,False
Pakistan Karachi,2019.0,Business,Startup Environment,Doing Business Index,53.86,3.687614,False
Pakistan Lahore,2019.0,Business,Startup Environment,Doing Business Index,57.99,3.893701000000001,False
Palau,2019.0,Business,Startup Environment,Doing Business Index,55.59,3.773941,False
Panama,2019.0,Business,Startup Environment,Doing Business Index,66.12,4.299388,False
Papua New Guinea,2019.0,Business,Startup Environment,Doing Business Index,60.12,3.999988,False
Paraguay,2019.0,Business,Startup Environment,Doing Business Index,59.4,3.96406,False
Peru,2019.0,Business,Startup Environment,Doing Business Index,68.83,4.434617,False
Philippines (the),2019.0,Business,Startup Environment,Doing Business Index,57.68,3.878232,False
Poland,2019.0,Business,Startup Environment,Doing Business Index,76.95,4.839805,False
Portugal,2019.0,Business,Startup Environment,Doing Business Index,76.55,4.819845000000001,False
Puerto Rico,2019.0,Business,Startup Environment,Doing Business Index,69.46,4.466054,False
Qatar,2019.0,Business,Startup Environment,Doing Business Index,65.89,4.287911,False
Romania,2019.0,Business,Startup Environment,Doing Business Index,72.3,4.60777,False
Russian Federation (the),2019.0,Business,Startup Environment,Doing Business Index,77.37,4.860763,False
Russian Federation Moscow,2019.0,Business,Startup Environment,Doing Business Index,77.59,4.871741,False
Russian Federation Saint Petersburg,2019.0,Business,Startup Environment,Doing Business Index,76.85,4.834815,False
Rwanda,2019.0,Business,Startup Environment,Doing Business Index,77.88,4.886212,False
Samoa,2019.0,Business,Startup Environment,Doing Business Index,63.77,4.182123000000001,False
San Marino,2019.0,Business,Startup Environment,Doing Business Index,64.74,4.230525999999999,False
Sao Tome and Principe,2019.0,Business,Startup Environment,Doing Business Index,45.14,3.252486,False
Saudi Arabia,2019.0,Business,Startup Environment,Doing Business Index,63.5,4.16865,False
Senegal,2019.0,Business,Startup Environment,Doing Business Index,54.15,3.702085,False
Serbia,2019.0,Business,Startup Environment,Doing Business Index,73.49,4.6671510000000005,False
Seychelles,2019.0,Business,Startup Environment,Doing Business Index,62.41,4.1142590000000006,False
Sierra Leone,2019.0,Business,Startup Environment,Doing Business Index,48.74,3.432126,False
Singapore,2019.0,Business,Startup Environment,Doing Business Index,85.24,5.253476,False
Slovakia,2019.0,Business,Startup Environment,Doing Business Index,75.17,4.750983000000001,False
Slovenia,2019.0,Business,Startup Environment,Doing Business Index,75.61,4.772939,False
Solomon Islands,2019.0,Business,Startup Environment,Doing Business Index,59.17,3.952583,False
Somalia,2019.0,Business,Startup Environment,Doing Business Index,20.04,1.999996,False
South Africa,2019.0,Business,Startup Environment,Doing Business Index,66.03,4.294897000000001,False
South Sudan,2019.0,Business,Startup Environment,Doing Business Index,35.34,2.763466,False
Spain,2019.0,Business,Startup Environment,Doing Business Index,77.68,4.876232,False
Sri Lanka,2019.0,Business,Startup Environment,Doing Business Index,61.22,4.054878,False
Saint Kitts and Nevis,2019.0,Business,Startup Environment,Doing Business Index,54.36,3.712564,False
Saint Lucia,2019.0,Business,Startup Environment,Doing Business Index,63.02,4.144698,False
Saint Vincent and the Grenadines,2019.0,Business,Startup Environment,Doing Business Index,56.35,3.811865,False
Sudan (the),2019.0,Business,Startup Environment,Doing Business Index,48.84,3.4371160000000005,False
Suriname,2019.0,Business,Startup Environment,Doing Business Index,48.05,3.397695,False
Sweden,2019.0,Business,Startup Environment,Doing Business Index,81.27,5.055373,False
Switzerland,2019.0,Business,Startup Environment,Doing Business Index,75.69,4.776931,False
Syrian Arab Republic (the),2019.0,Business,Startup Environment,Doing Business Index,41.57,3.0743430000000003,False
Taiwan,2019.0,Business,Startup Environment,Doing Business Index,80.9,5.036910000000001,False
Tajikistan,2019.0,Business,Startup Environment,Doing Business Index,57.11,3.849789,False
United Republic of Tanzania (the),2019.0,Business,Startup Environment,Doing Business Index,53.63,3.6761370000000007,False
Thailand,2019.0,Business,Startup Environment,Doing Business Index,78.45,4.914655,False
Timor-Leste,2019.0,Business,Startup Environment,Doing Business Index,41.6,3.07584,False
Togo,2019.0,Business,Startup Environment,Doing Business Index,55.2,3.754480000000001,False
Tonga,2019.0,Business,Startup Environment,Doing Business Index,63.59,4.173141000000001,False
Trinidad and Tobago,2019.0,Business,Startup Environment,Doing Business Index,60.81,4.034419,False
Tunisia,2019.0,Business,Startup Environment,Doing Business Index,66.11,4.298889000000001,False
Turkey,2019.0,Business,Startup Environment,Doing Business Index,74.33,4.709067,False
Uganda,2019.0,Business,Startup Environment,Doing Business Index,57.06,3.847294,False
Ukraine,2019.0,Business,Startup Environment,Doing Business Index,68.25,4.4056750000000005,False
United Arab Emirates (the),2019.0,Business,Startup Environment,Doing Business Index,81.28,5.055872,False
United Kingdom of Great Britain and Northern Ireland (the),2019.0,Business,Startup Environment,Doing Business Index,82.65,5.1242350000000005,False
United States of America (the),2019.0,Business,Startup Environment,Doing Business Index,82.75,5.129225,False
United States Los Angeles,2019.0,Business,Startup Environment,Doing Business Index,80.88,5.035912,False
United States New York City,2019.0,Business,Startup Environment,Doing Business Index,83.99,5.191101,False
Uruguay,2019.0,Business,Startup Environment,Doing Business Index,62.6,4.12374,False
Uzbekistan,2019.0,Business,Startup Environment,Doing Business Index,67.4,4.36326,False
Vanuatu,2019.0,Business,Startup Environment,Doing Business Index,62.87,4.137213,False
Venezuela (Bolivarian Republic of),2019.0,Business,Startup Environment,Doing Business Index,30.61,2.527439,False
Viet Nam,2019.0,Business,Startup Environment,Doing Business Index,68.36,4.411163999999999,False
State of Palestine (the),2019.0,Business,Startup Environment,Doing Business Index,59.11,3.949589000000001,False
Yemen,2019.0,Business,Startup Environment,Doing Business Index,32.41,2.617259,False
Zambia,2019.0,Business,Startup Environment,Doing Business Index,65.08,4.247492,False
Zimbabwe,2019.0,Business,Startup Environment,Doing Business Index,50.44,3.516956,False
Albania,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.89,3.89,True
Algeria,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.12,4.12,True
Angola,2019.0,Business,Startup Environment,Ease of finding skilled employees,2.76,2.76,True
Argentina,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.19,4.19,True
Armenia,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.03,4.03,True
Australia,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.57,4.57,True
Austria,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.45,4.45,True
Azerbaijan,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.79,4.79,True
Bahrain,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.91,4.91,True
Bangladesh,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.67,3.67,True
Barbados,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.61,4.61,True
Belgium,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.73,4.73,True
Benin,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.65,4.65,True
Bolivia (Plurinational State of),2019.0,Business,Startup Environment,Ease of finding skilled employees,3.68,3.68,True
Bosnia and Herzegovina,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.29,3.29,True
Botswana,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.98,3.98,True
Brazil,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.38,3.38,True
Brunei Darussalam,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.99,3.99,True
Bulgaria,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.62,3.62,True
Burkina Faso,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.86,3.86,True
Burundi,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.63,4.63,True
Cabo Verde,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.21,4.21,True
Cambodia,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.5,3.5,True
Cameroon,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.42,4.42,True
Canada,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.87,4.87,True
Chad,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.85,3.85,True
Chile,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.86,4.86,True
China,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.58,4.58,True
Colombia,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.31,4.31,True
Costa Rica,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.81,4.81,True
Croatia,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.15,3.15,True
Cyprus,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.73,4.73,True
Czechia,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.25,3.25,True
Denmark,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.92,4.92,True
Dominican Republic (the),2019.0,Business,Startup Environment,Ease of finding skilled employees,4.11,4.11,True
Ecuador,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.16,4.16,True
Egypt,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.01,4.01,True
El Salvador,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.79,3.79,True
Estonia,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.53,3.53,True
Ethiopia,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.64,3.64,True
Finland,2019.0,Business,Startup Environment,Ease of finding skilled employees,5.2,5.2,True
France,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.58,4.58,True
Gabon,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.84,3.84,True
Gambia (the),2019.0,Business,Startup Environment,Ease of finding skilled employees,4.61,4.61,True
Georgia,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.56,3.56,True
Germany,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.9,4.9,True
Ghana,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.61,4.61,True
Greece,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.27,4.27,True
Guatemala,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.16,4.16,True
Guinea,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.98,3.98,True
Haiti,2019.0,Business,Startup Environment,Ease of finding skilled employees,2.94,2.94,True
Honduras,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.03,4.03,True
Hungary,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.0,3.0,True
Iceland,2019.0,Business,Startup Environment,Ease of finding skilled employees,5.17,5.17,True
India,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.17,4.17,True
Indonesia,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.55,4.55,True
Iran (Islamic Republic of),2019.0,Business,Startup Environment,Ease of finding skilled employees,3.89,3.89,True
Ireland,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.72,4.72,True
Israel,2019.0,Business,Startup Environment,Ease of finding skilled employees,5.31,5.31,True
Italy,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.28,4.28,True
Jamaica,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.3,4.3,True
Japan,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.4,4.4,True
Jordan,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.83,4.83,True
Kazakhstan,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.07,4.07,True
Kenya,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.87,4.87,True
Republic of Korea (the),2019.0,Business,Startup Environment,Ease of finding skilled employees,4.91,4.91,True
Kuwait,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.28,4.28,True
Kyrgyzstan,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.59,3.59,True
Lao People's Democratic Republic (the),2019.0,Business,Startup Environment,Ease of finding skilled employees,4.19,4.19,True
Latvia,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.92,3.92,True
Lebanon,2019.0,Business,Startup Environment,Ease of finding skilled employees,5.07,5.07,True
Lesotho,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.43,3.43,True
Lithuania,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.46,3.46,True
Luxembourg,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.38,4.38,True
North Macedonia,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.46,3.46,True
Madagascar,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.82,3.82,True
Malawi,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.76,3.76,True
Malaysia,2019.0,Business,Startup Environment,Ease of finding skilled employees,5.07,5.07,True
Mali,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.96,3.96,True
Malta,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.55,3.55,True
Mauritania,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.68,3.68,True
Mauritius,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.04,4.04,True
Mexico,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.18,4.18,True
Republic of Moldova (the),2019.0,Business,Startup Environment,Ease of finding skilled employees,3.2,3.2,True
Mongolia,2019.0,Business,Startup Environment,Ease of finding skilled employees,2.8,2.8,True
Montenegro,2019.0,Business,Startup Environment,Ease of finding skilled employees,4.03,4.03,True
Morocco,2019.0,Business,Startup Environment,Ease of finding skilled employees,3.96,3.96,True
