Sub-Pillar,Country Name,agg_score,count_source,agg_score_wt
Cybersecurity,Zimbabwe,3.7777777777777777,1,3.7777777777777777
Ethical Standards,Afghanistan,1.714285714285714,1,1.714285714285714
Ethical Standards,Albania,2.825396825396825,1,2.825396825396825
Ethical Standards,Algeria,2.746031746031746,1,2.746031746031746
Ethical Standards,Angola,2.2698412698412698,1,2.2698412698412698
Ethical Standards,Antigua and Barbuda,3.8571428571428568,1,3.8571428571428568
Ethical Standards,Argentina,3.46031746031746,1,3.46031746031746
Ethical Standards,Australia,5.206349206349207,1,5.206349206349207
Ethical Standards,Austria,5.365079365079365,1,5.365079365079365
Ethical Standards,Bangladesh,2.1111111111111107,1,2.1111111111111107
Ethical Standards,Barbados,4.015873015873016,1,4.015873015873016
Ethical Standards,Belarus,2.9047619047619047,1,2.9047619047619047
Ethical Standards,Belgium,5.126984126984127,1,5.126984126984127
Ethical Standards,Belize,2.666666666666666,1,2.666666666666666
Ethical Standards,Benin,2.825396825396825,1,2.825396825396825
Ethical Standards,Bolivia,1.873015873015873,1,1.873015873015873
Ethical Standards,Bosnia and Herzegovina,2.984126984126984,1,2.984126984126984
Ethical Standards,Botswana,3.619047619047619,1,3.619047619047619
Ethical Standards,Brazil,2.984126984126984,1,2.984126984126984
Ethical Standards,Bulgaria,3.2222222222222223,1,3.2222222222222223
Ethical Standards,Burkina Faso,2.9047619047619047,1,2.9047619047619047
Ethical Standards,Cambodia,1.4761904761904765,1,1.4761904761904765
Ethical Standards,Cameroon,1.714285714285714,1,1.714285714285714
Ethical Standards,Canada,5.285714285714286,1,5.285714285714286
Ethical Standards,Chile,4.174603174603174,1,4.174603174603174
Ethical Standards,China,2.666666666666666,1,2.666666666666666
Ethical Standards,Colombia,2.825396825396825,1,2.825396825396825
Ethical Standards,"Congo, Dem. Rep.",1.5555555555555556,1,1.5555555555555556
Ethical Standards,Costa Rica,4.253968253968255,1,4.253968253968255
Ethical Standards,Cote d'Ivoire,2.507936507936508,1,2.507936507936508
Ethical Standards,Croatia,3.698412698412698,1,3.698412698412698
Ethical Standards,Czech Republic,4.65079365079365,1,4.65079365079365
Ethical Standards,Denmark,6.0,1,6.0
Ethical Standards,Dominica,3.46031746031746,1,3.46031746031746
Ethical Standards,Dominican Republic,2.666666666666666,1,2.666666666666666
Ethical Standards,Ecuador,2.746031746031746,1,2.746031746031746
Ethical Standards,Egypt,1.714285714285714,1,1.714285714285714
Ethical Standards,El Salvador,2.746031746031746,1,2.746031746031746
Ethical Standards,Estonia,5.285714285714286,1,5.285714285714286
Ethical Standards,Ethiopia,2.1111111111111107,1,2.1111111111111107
Ethical Standards,Finland,5.761904761904762,1,5.761904761904762
Ethical Standards,France,4.65079365079365,1,4.65079365079365
Ethical Standards,Georgia,3.619047619047619,1,3.619047619047619
Ethical Standards,Germany,5.523809523809523,1,5.523809523809523
Ethical Standards,Ghana,3.38095238095238,1,3.38095238095238
Ethical Standards,Greece,3.698412698412698,1,3.698412698412698
Ethical Standards,Grenada,3.539682539682539,1,3.539682539682539
Ethical Standards,Guatemala,2.4285714285714284,1,2.4285714285714284
Ethical Standards,Guinea,2.19047619047619,1,2.19047619047619
Ethical Standards,Guyana,2.825396825396825,1,2.825396825396825
Ethical Standards,Honduras,2.031746031746032,1,2.031746031746032
Ethical Standards,"Hong Kong SAR, China",4.888888888888889,1,4.888888888888889
Ethical Standards,Hungary,3.063492063492064,1,3.063492063492064
Ethical Standards,India,2.9047619047619047,1,2.9047619047619047
Ethical Standards,Indonesia,3.063492063492064,1,3.063492063492064
Ethical Standards,Iran,2.2698412698412698,1,2.2698412698412698
Ethical Standards,Italy,4.095238095238095,1,4.095238095238095
Ethical Standards,Jamaica,3.38095238095238,1,3.38095238095238
Ethical Standards,Japan,5.047619047619048,1,5.047619047619048
Ethical Standards,Jordan,3.38095238095238,1,3.38095238095238
Ethical Standards,Kazakhstan,2.984126984126984,1,2.984126984126984
Ethical Standards,Kenya,2.4285714285714284,1,2.4285714285714284
Ethical Standards,Kosovo,3.142857142857143,1,3.142857142857143
Ethical Standards,Kyrgyz Republic,2.666666666666666,1,2.666666666666666
Ethical Standards,Lebanon,2.4285714285714284,1,2.4285714285714284
Ethical Standards,Liberia,2.4285714285714284,1,2.4285714285714284
Ethical Standards,Madagascar,2.349206349206349,1,2.349206349206349
Ethical Standards,Malawi,2.984126984126984,1,2.984126984126984
Ethical Standards,Malaysia,3.46031746031746,1,3.46031746031746
Ethical Standards,Mali,2.349206349206349,1,2.349206349206349
Ethical Standards,Mauritania,1.714285714285714,1,1.714285714285714
Ethical Standards,Mauritius,3.698412698412698,1,3.698412698412698
Ethical Standards,Mexico,2.349206349206349,1,2.349206349206349
Ethical Standards,Moldova,2.825396825396825,1,2.825396825396825
Ethical Standards,Mongolia,3.063492063492064,1,3.063492063492064
Ethical Standards,Morocco,2.825396825396825,1,2.825396825396825
Ethical Standards,Mozambique,2.1111111111111107,1,2.1111111111111107
Ethical Standards,Myanmar,2.19047619047619,1,2.19047619047619
Ethical Standards,Namibia,3.8571428571428568,1,3.8571428571428568
Ethical Standards,Nepal,3.063492063492064,1,3.063492063492064
Ethical Standards,Netherlands,5.523809523809523,1,5.523809523809523
Ethical Standards,New Zealand,5.444444444444444,1,5.444444444444444
Ethical Standards,Nicaragua,1.9523809523809523,1,1.9523809523809523
Ethical Standards,Niger,2.4285714285714284,1,2.4285714285714284
Ethical Standards,Nigeria,2.2698412698412698,1,2.2698412698412698
Ethical Standards,North Macedonia,3.063492063492064,1,3.063492063492064
Ethical Standards,Norway,5.920634920634921,1,5.920634920634921
Ethical Standards,Pakistan,1.9523809523809523,1,1.9523809523809523
Ethical Standards,Panama,2.984126984126984,1,2.984126984126984
Ethical Standards,Peru,2.825396825396825,1,2.825396825396825
Ethical Standards,Philippines,2.587301587301587,1,2.587301587301587
Ethical Standards,Poland,4.095238095238095,1,4.095238095238095
Ethical Standards,Portugal,4.412698412698411,1,4.412698412698411
Ethical Standards,Republic of Korea,4.65079365079365,1,4.65079365079365
Ethical Standards,Romania,3.8571428571428568,1,3.8571428571428568
Ethical Standards,Russian Federation,2.587301587301587,1,2.587301587301587
Ethical Standards,Rwanda,3.7777777777777777,1,3.7777777777777777
Ethical Standards,Senegal,3.2222222222222223,1,3.2222222222222223
Ethical Standards,Serbia,2.825396825396825,1,2.825396825396825
Ethical Standards,Sierra Leone,2.4285714285714284,1,2.4285714285714284
Ethical Standards,Singapore,5.126984126984127,1,5.126984126984127
Ethical Standards,Slovenia,4.333333333333332,1,4.333333333333332
Ethical Standards,South Africa,3.539682539682539,1,3.539682539682539
Ethical Standards,Spain,4.65079365079365,1,4.65079365079365
Ethical Standards,Sri Lanka,2.984126984126984,1,2.984126984126984
Ethical Standards,St. Kitts and Nevis,3.8571428571428568,1,3.8571428571428568
Ethical Standards,St. Lucia,3.7777777777777777,1,3.7777777777777777
Ethical Standards,St. Vincent and the Grenadines,3.9365079365079367,1,3.9365079365079367
Ethical Standards,Suriname,2.825396825396825,1,2.825396825396825
Ethical Standards,Sweden,5.682539682539682,1,5.682539682539682
Ethical Standards,Tanzania,2.587301587301587,1,2.587301587301587
Ethical Standards,Thailand,2.9047619047619047,1,2.9047619047619047
Ethical Standards,The Bahamas,3.698412698412698,1,3.698412698412698
Ethical Standards,The Gambia,2.825396825396825,1,2.825396825396825
Ethical Standards,Togo,2.4285714285714284,1,2.4285714285714284
Ethical Standards,Trinidad and Tobago,3.142857142857143,1,3.142857142857143
Ethical Standards,Tunisia,3.142857142857143,1,3.142857142857143
Ethical Standards,Turkey,2.2698412698412698,1,2.2698412698412698
Ethical Standards,Uganda,2.031746031746032,1,2.031746031746032
Ethical Standards,Ukraine,2.9047619047619047,1,2.9047619047619047
Ethical Standards,United Arab Emirates,4.015873015873016,1,4.015873015873016
Ethical Standards,United Kingdom,5.126984126984127,1,5.126984126984127
Ethical Standards,United States,4.571428571428571,1,4.571428571428571
Ethical Standards,Uruguay,4.492063492063492,1,4.492063492063492
Ethical Standards,Uzbekistan,2.587301587301587,1,2.587301587301587
Ethical Standards,"Venezuela, RB",1.0,1,1.0
Ethical Standards,Vietnam,2.746031746031746,1,2.746031746031746
Ethical Standards,Zambia,2.4285714285714284,1,2.4285714285714284
Ethical Standards,Zimbabwe,1.9523809523809523,1,1.9523809523809523
