"Data Source","World Development Indicators",

"Last Updated Date","2021-07-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Eritrea","ERI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9","24.7169399261475","25.8440742492676","26.9739570617676","28.1029624938965","29.2042427062988","30.3014354705811","32.2","32.469783782959","33.5385856628418","34.5957221984863","35.6437301635742","36.6886863708496","37.7368240356445","38.7943878173828","39.8676071166992","40.962718963623","42.0842514038086","43.2298965454102","44.3956336975098","45.5774459838867","46.771312713623","47.9732131958008","49.1791381835938","50.3857307434082","",
"Spain","ESP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Estonia","EST","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Ethiopia","ETH","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7","25.4776439666748","26.3794784545898","27.2718467712402","28.1535758972168","14","29.8845748901367","","31.6035270690918","32.4740142822266","33.3601608276367","23","35.2026634216309","36.1612358093262","27.2","29","42.9","44.3","45.0534019470215","48.2716217041016","",
"European Union","EUU","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.9601963441283","100","100","100","",
"Fragile and conflict affected situations","FCS","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4661948272751","35.4274345710766","38.094939730369","40.0341720649473","39.592864591097","37.2740479486861","42.7588284107267","45.8961061302154","44.5199288059417","44.1496142380816","44.1945619506881","45.4082950748284","47.4618227909412","49.0268562542832","48.045997145553","48.0983398410074","52.5016189591317","52.8752172976627","53.2986196022761","54.0668968388692","",
"Finland","FIN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Fiji","FJI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.9","71.8128128051758","73.1336059570313","74.4535217285156","75.7101135253906","77.0102920532227","79.63","80","80.8564071655273","82.1165313720703","83.3675308227539","88.9","86.16","87.1271514892578","89.1906661987305","90.1023330688477","91.0259780883789","91.75","93.7433395385742","95.1281356811523","96.5249938964844","96","99.3387908935547","100","",
"France","FRA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Faroe Islands","FRO","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Micronesia, Fed. Sts.","FSM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","48.4112892150879","50.1938018798828","51.966854095459","53.7292633056641","55.4800071716309","57.221622467041","58.9601860046387","60.7019309997559","62.4531021118164","64.5315202481064","66.6804428100586","68.6043548583984","70.5069732666016","72.4429321289063","74.4768753051758","76.5701751708984","78.5809173583984","80.4061660766602","82.116943359375","",
"Gabon","GAB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.6","77.1381225585938","77.8638534545898","78.5801239013672","79.2857437133789","81.6","80.6645431518555","81.346321105957","82.0312881469727","82.7256698608398","89.4856643676758","88.8774795532227","89.3","86.4","86.9899520874023","87.3296737670898","88.1603698730469","86.27","89.8418426513672","90.6852569580078","",
"United Kingdom","GBR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Georgia","GEO","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9","100","99.93","97.9350541215654","100","100","100","100","100","100","100","100","100","100","100","100","99.9","100","",
"Ghana","GHA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.6","32.1480026245117","34.2146072387695","36.2836074829102","38.3556022644043","42.6","42.5042114257813","43.7","44.8535614013672","46.8982276916504","48.3","50.9579925537109","41.25","55.0934500757703","56.9753723144531","60.5","60.9925956726074","64.2","64.06256","56.51","70.7","78.3","74.1710510253906","79.3","79","80.4","83.5","",
"Gibraltar","GIB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Guinea","GIN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4","15.4663047790527","16.7073917388916","17.9401912689209","19.1635246276855","20.3762187957764","20.2","22.7691497802734","23.9579963684082","25.1500301361084","26.3514842987061","27.5685958862305","28.8076019287109","26.2","31.3625640869141","32.6721954345703","33.9978981018066","33.5","35.4","44","42.4183883666992","",
"Gambia, The","GMB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7","18.2984199523926","19.950325012207","21.6046257019043","23.2619209289551","24.9219627380371","26.5811290740967","34.3","29.8666648864746","31.5016822814941","27.8","34.7421493530273","30.4562675012354","37.9395141601563","39.5305824279785","41.1248321533203","42.7285079956055","47.4140014648438","48.8145942687988","50.1972846984863","51.5","52.9534072875977","54.4461250305176","55.9981956481934","56.2","60.3","59.9212875366211","",
"Guinea-Bissau","GNB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5361990950226","7.99823141098022","9.32323360443115","4.7","6","13.3797130584717","14.7781085968018","16.2006149291992","17.2","20.1411075592041","23.0492153167725","26","28.5148296356201","31.040412902832","",
"Equatorial Guinea","GNQ","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.1","65.6633682250977","65.7557754516602","65.8682708740234","65.9968490600586","66.1374740600586","66.2861404418945","66.4388275146484","66.5921783447266","",
"Greece","GRC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Grenada","GRD","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.04","85.5264892578125","85.9324417114258","86.3283081054688","86.7158889770508","87.0940093994141","87.4614791870117","87.8172912597656","88.1639709472656","88.5076065063477","90","89.2106552124023","89.5825500488281","88.8","90.3965377807617","90.8408584594727","91.3052673339844","92.2023544311523","93.1922378540039","94.0995559692383","94.8213882446289","95.4287414550781","",
"Greenland","GRL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Guatemala","GTM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.8","67.6789016723633","68.9023056030273","70.1284561157227","70.9","73.318205","73.7507858276367","78.667838","78.512204","77.302848815918","78.464958190918","83.730998","80.7678680419922","81.9209747314453","83.0835113525391","84.2617034912109","84.026414","86.6882934570313","87.9389038085938","85.494371","90.4963989257813","91.7952346801758","93.3","94.4130096435547","95.7245712280273","",
"Guam","GUM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9251403808594","99.9392852783203","99.9536743164063","99.968620300293","99.983154296875","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Guyana","GUY","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.376631","70.6883392333984","71.3234481811523","71.9609527587891","72.601448059082","73.2446899414063","73.8870544433594","74.486946105957","75.0968627929688","75.6984939575195","76.290657043457","76.8721771240234","77.5","73.3825878594249","78.5604400634766","79.1212997436523","77.6","82.9822616577148","83.9975357055664","84.9949111938477","85.9709854125977","86.9","88.0877990722656","89.2545547485352","90.3387451171875","91.2374572753906","92.0216903686523","",
"High income","HIC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8845576372847","99.9184706237799","99.9088229300232","99.9180359317171","99.9209052366528","99.9248686167001","99.9241824006761","99.9326684541996","99.9484410008919","99.9409918296879","99.9499783053892","99.9456461500649","99.9496900227412","99.9714134605314","99.9563621716322","99.9590997024162","99.985642371643","99.9688751857502","99.9716174871224","99.9894781995433","99.9915259747954","99.9906703763883","99.9984208254861","99.9925500069354","99.9989698520382","99.9947277148997","99.9963481555035","99.9927367756296","99.9994157936391","99.9997084133116","",
"Hong Kong SAR, China","HKG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Honduras","HND","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.781937","58.913112","61.100156","64.733947","66.122022","61.68112","64.794754","66.859519","67.394103","67.3764572143555","64.2","63.141137","65.090464","67.113528","68.903309","71.266448","73.548187","76.396899","78.269685","80.984668","82.195298","83.607727","87.184881","88.653773","89.98171","91.6","86.5","91.6","92.7795257568359","",
"Heavily indebted poor countries (HIPC)","HPC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9238372251685","22.0830442910185","22.2129677981093","23.4425763188315","24.0404179948686","21.6278352259421","25.8407528991377","26.6691254167468","27.9027650181873","28.0522074612307","29.347285366943","28.7217340674264","32.3985796929212","33.251707162873","34.9448988868539","34.9917521587513","40.3147419929394","41.2340636984014","43.6443219013525","44.624965142776","",
"Croatia","HRV","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Haiti","HTI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3","29.693675994873","30.299560546875","30.9081916809082","31.5159454345703","33.7","31.542382","33.1970443725586","31.6","34.1949996948242","34.6769943237305","33.9","35.6196632385254","36.092658996582","36.5750770568848","37.0731506347656","37.5931167602539","37.9","38.7100067138672","39.4816246032715","40.7587089538574","40.4","43.3490333557129","44.4174308776855","45.3713455200195","",
"Hungary","HUN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"IBRD only","IBD","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.2149555754689","83.1225555039998","85.3179074129163","85.916953557019","86.4722053620694","87.0886384449825","88.0229662571763","88.5597379334988","89.3858207252513","90.6241076029503","91.5021387724033","89.2012383028325","92.7857351075164","93.1318896348166","93.9726250851095","95.2094838859526","95.8667899200069","96.8137970071102","97.6343637448646","98.5020644166285","",
"IDA & IBRD total","IBT","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.2636873349636","73.7123455995308","75.2281270892437","75.9868786813398","76.2011105704866","76.2458187065321","77.5898394542922","78.6975543748381","78.8797049658159","79.7380430587241","80.4146138134248","79.016673645151","82.1474461330199","82.4878419958041","83.1094085909082","84.3305462711378","85.6977073397895","86.7517849975648","87.7195609357561","88.5072654671677","",
"IDA total","IDA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.550417391942","37.9588758320461","34.9897461534314","36.8506442228655","38.8635598799339","40.6477055165873","40.2412242333633","39.6854026298473","42.6811316209619","44.0143212421565","44.4639593791191","44.5575947066","44.4715817492697","46.4183657778004","48.5189858948675","49.2556002214431","49.6153221096908","51.214635519466","55.1426886479691","56.9158476618402","58.7236327735769","59.69449796025","",
"IDA blend","IDB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.7512094751167","55.091067079919","54.4900753968645","55.174269742903","55.5748512943916","58.0273737708054","56.6986596613591","56.9723251558634","57.3966286441299","58.4842794985077","58.8564438522579","58.2344960736662","57.1644869026351","61.6665209995657","61.1973084255111","62.2016353065493","61.4099689688293","61.4788594583173","65.3304477152803","63.7113162269789","65.8183473273485","66.8390685707299","",
"Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.9","66.2638320922852","55.43","62.8","66.86","72.39","80.3","80.94","83.73","86.3","86.26","87.6","87.94","89.01","85.4211120605469","90.62","91.1","92.73","93.55","94.15","94.83","96","96.4642583061542","97.01","97.5373674369822","97.62","98.14","98.51","98.85","",
"IDA only","IDX","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5001284497352","23.5788942519947","26.1532227480134","30.121256423206","31.5589043374167","31.6984200358844","30.9231029783736","35.2333389436611","35.9410379814454","37.1960418686599","37.7124338360883","38.1055717751325","38.753861507941","42.1361650213818","42.7275013899275","43.6588855450456","46.0247796518871","49.9871389073905","53.4753627292128","55.1310618993512","56.0770462878388","",
"Isle of Man","IMN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"India","IND","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.9","48.8495330810547","50.5580062866211","52.268871307373","53.9827346801758","55.6993408203125","60.1","59.3410453796387","55.8","62.3","64.0231323242188","64.4","67.0934371948242","67.9","70.1307601928711","71.6510848999023","75","76.3","67.6","79.9","80.7380447387695","83.5852127075195","88","89.5348815917969","92.4568328857422","95.1932983398438","97.8152847290039","",
"Not classified","INX","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Iran, Islamic Rep.","IRN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.9","98.1162872314453","98.2479095458984","98.3700637817383","98.481575012207","98.581428527832","98.4","98.7598114013672","98.8506622314453","99.71","99.6473236083984","99.691032409668","99.7168426513672","99.83","100","99.96","99.95","99.94","100","100","",
"Iraq","IRQ","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.6221115649304","98.1","97.9606246948242","98.0973129272461","98.2550735473633","98","99.3","98.8493194580078","99.0941772460938","99.355110168457","99.6526870727539","99.8366088867188","99.9","100","",
"Iceland","ISL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Israel","ISR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Italy","ITA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Jamaica","JAM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.334586","77.2316741943359","78.0239105224609","78.8167495727539","79.6107788085938","80.406608581543","85.706045","82.0060501098633","82.8100204467773","84.554112","84.3831100463867","87.708112","86.681291","86.672737121582","87.4162292480469","88.148063659668","88.8707580566406","89.5904083251953","92","91.0454940795898","92.2","91.1","93.1","93.9","93.3","94.9","96.7452774047852","97.6218719482422","98.5024871826172","99.3837738037109","",
"Jordan","JOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.8","97.7941589355469","97.8872375488281","97.9809265136719","98.0758056640625","98.172477722168","98.2715530395508","98.9","98.4784317016602","98.5823669433594","98.8540344238281","98.9420394897461","99.5","99.0920181274414","99.173436820348","99.199592590332","100","98.8","100","99.4","100","99.7160263061523","99.5","99.7602844238281","99.8853759765625","99.964225769043","99.9948043823242","100","99.9","100","",
"Japan","JPN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Kazakhstan","KAZ","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9","98.6033554077148","98.7210311889648","98.8414535522461","97","99.4736862182617","99.65","99.81","99.92","99.96","100","99.766547651744","100","100","100","100","99.7974683544304","100","100","100","100","100","100","100","100","",
"Kenya","KEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9","2.29841494560242","4.47194576263428","6.64787149429321","8.82679080963135","14.5","13.1892490386963","15.1418218612671","17.0676403045654","18.9851703643799","16","22.7906627655029","24.6764259338379","26.5530548095703","28.4266338348389","30.3033981323242","23","19.2","36.0151634216309","37.9653205871582","39.9395904541016","36","41.6","53.1","56.0914306640625","61.4364166259766","69.7","",
"Kyrgyz Republic","KGZ","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8","99.7015533447266","99.7303314208984","99.5714111328125","99.5701217651367","100","99.54150390625","99.5118255615234","99.4423076923077","98.89","99.54","99.51","99.5","99","98.32","99.8","98.93","99.8","98.69","99.71","100","100","99.8817520141602","",
"Cambodia","KHM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.67","8.87269973754883","16.6","15.4408435821533","18.7394027709961","19.3","25.3069515228271","20.5","31.8314018249512","35.086009979248","26.4","41.6110191345215","31.1","48.198657989502","51.529842376709","54.885139465332","56.1","68.8477020263672","76.6266784667969","89.07","91.8340148925781","93","",
"Kiribati","KIR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.6764054575327","68.8","67.4780731201172","69.9092330932617","64.19","63.1677367075983","77.2841873168945","79.7887344360352","82.3173980712891","84.8661575317383","90.5581814089579","93.6370086669922","98.6","99.2222595214844","100","",
"St. Kitts and Nevis","KNA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.8671798706055","93.53","95.523063659668","95.8373947143555","96.1410827636719","96.4331130981445","96.7160034179688","96.995849609375","97.2788772583008","97.5713272094727","99.9472274780273","100","100","100","100","100","100","100","100","100","",
"Korea, Rep.","KOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9799270629883","99.9898681640625","99.9966583251953","99.9994812011719","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Kuwait","KWT","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Latin America & Caribbean (excluding high income)","LAC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.4192808581553","88.073919004421","89.0388926485226","87.360760486163","88.4337127558771","88.8982452928871","89.5978311973775","90.2902732657612","91.0017270401964","91.6800377997909","92.0018544018033","92.2993131148834","92.6892594696612","93.0562453712596","93.7646415259336","94.1203046616622","94.8773524171948","95.041828292624","95.7816858778708","95.8742564861485","96.2489590297291","96.5869956493468","96.7265170845667","97.0277323617759","97.2722327482382","97.5551126329094","97.5846374509754","98.2727196289258","",
"Lao PDR","LAO","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","26.1486110687256","25","31.791072845459","34.6164932250977","37.4446640014648","40.2719573974609","42.4846229553223","45.2788467407227","46.3","48","53.6070899963379","57.2","57.0410587037665","54.96","66","67.3480453491211","70.1183013916016","70","76.3666277465237","79.5102386474609","83.1792297363281","89.7","90.7725372314453","93.6","98.0746002197266","100","",
"Lebanon","LBN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9","99.6037292480469","99.3838170909681","99.9","99.9","99.8011169433594","99.8740158081055","99.6840109542869","99.9843292236328","99.998046875","100","100","100","100","100","100","",
"Liberia","LBR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1.30031406879425","1.9","5.171546459198","4.1","9.1286449432373","9.8","9.4","15.5277109146118","17.7","24.2","24.818078994751","27.6492099761963","",
"Libya","LBY","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8","97.1164398193359","95.4271621704102","93.7284164428711","92.0190353393555","90.2979888916016","88.5678100585938","86.8345794677734","85.1045379638672","83.383918762207","81.678955078125","79.9958801269531","78.3392333984375","76.7066879272461","75.0942459106445","73.4978713989258","71.9135513305664","70.337272644043","67","68.5321884155273","",
"St. Lucia","LCA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9","90.3827285766602","90.8839111328125","91.3744583129883","91.8533401489258","92.3230895996094","92.789794921875","93.2596740722656","93.7389831542969","94.2","94.7590866088867","95.3434225844005","95.8614730834961","96.4489517211914","97.0525054931641","97.6799926757813","98.2969665527344","98.91943359375","99.5477752685547","",
"Latin America & Caribbean","LCN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.4829799401895","89.0993924546192","89.9634258585008","88.4272724790506","89.3643406757927","89.812297142546","90.4601501494365","91.0897134113127","91.6989135820061","92.350870189926","92.6457279972781","92.7654797074601","93.2490069127238","93.5787809761048","94.289072800212","94.5613825650682","95.2524960344717","95.4363087249163","96.1171537898557","96.1868289271632","96.5589310291208","96.8553193189053","97.0299733417093","97.2934122800466","97.4923332397463","97.7294384167325","97.7945745799617","98.4242947003898","",
"Least developed countries: UN classification","LDC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2150345736163","22.041323131047","25.2447453163999","26.6419746340641","26.770703814742","26.2605131761308","30.3344464872985","31.0079035898164","32.6638876387342","33.1947977633434","33.4842290719621","34.3389831161216","38.3654171747186","38.5448060556282","39.1942595129688","42.1949026786395","46.282675862739","50.1303823010805","51.9316426194265","52.778280639013","",
"Low income","LIC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8715856064024","16.9449670137285","20.7838211618486","22.200416458413","22.4133517698192","19.4008377137162","24.0079161373831","24.5092091593087","26.1136091217458","25.8028678830275","26.850119723592","26.0508731926821","30.1608146415963","31.1313235788797","31.5804860024847","31.47513044654","36.807289331671","38.3673867873703","39.8393444389588","40.9233418068988","",
"Liechtenstein","LIE","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Sri Lanka","LKA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.6","80.7","75.0440292358398","76.6280899047852","78.2004852294922","82.05","80","82.8873519897461","87.09","85.3","87.76","87","90.2","92.6377029418945","94.3347702026367","97.5","97.5","99.5868606567383","100","",
