Country Name,HRAssociation,agg_score,count_source,agg_score_wt
IDA only,Access,3.8038523145,1,0.2535901543
Guatemala,Access,3.7683508502642864,14,3.517127460246668
Gabon,Access,3.755774150285714,6,1.5023096601142858
Fragile and conflict affected situations,Access,3.703344842,1,0.2468896561333333
Sudan (the),Access,3.7028272858333335,6,1.4811309143333335
Singapore,"Expression, Association",3.7,1,0.2466666666666666
Mongolia,Access,3.676814078563333,14,3.4316931399924444
"China, Hong Kong Special Administrative Region",Access,3.6711956501,2,0.4894927533466666
Republic of Korea (the),Access,3.66024234295,2,0.4880323123933333
Gambia (the),"Expression, Association",3.65,1,0.2433333333333333
Kyrgyzstan,"Expression, Association",3.65,1,0.2433333333333333
Morocco,"Expression, Association",3.65,1,0.2433333333333333
Slovakia,Access,3.64985836745,2,0.4866477823266666
Least developed countries: UN classification,Access,3.638914032,1,0.2425942688
Egypt,Access,3.625515460975,2,0.4834020614633333
Seychelles,Access,3.62446808815,2,0.4832624117533333
Iran (Islamic Republic of),Access,3.6244062543,2,0.48325416724
Lao People's Democratic Republic (the),Access,3.619882309425,2,0.48265097459
Kyrgyzstan,Access,3.5882742404,2,0.4784365653866667
Africa Western and Central,Access,3.5670710735,1,0.2378047382333333
Venezuela (Bolivarian Republic of),Access,3.5525224924,2,0.4736696656533333
Cameroon,Access,3.5507163398785715,7,1.65700095861
Lebanon,"Expression, Association",3.55,1,0.2366666666666666
Sri Lanka,"Expression, Association",3.55,1,0.2366666666666666
Namibia,Access,3.536031607035714,7,1.6501480832833333
Democratic People's Republic of Korea (the),Access,3.468637848,1,0.2312425232
Uganda,"Expression, Association",3.45,1,0.23
India,"Expression, Association",3.45,1,0.23
Lesotho,Access,3.4395739992000003,14,3.2102690659200004
Nigeria,Access,3.428443683235714,7,1.5999403855099998
Congo (the),Access,3.416486168,1,0.2277657445333333
Myanmar,Access,3.4132298595,6,1.3652919438
Bolivia (Plurinational State of),Access,3.403771781625,8,1.8153449502
Nicaragua,"Expression, Association",3.4,1,0.2266666666666666
Libya,"Expression, Association",3.4,1,0.2266666666666666
Indonesia,"Expression, Association",3.4,1,0.2266666666666666
Nepal,Access,3.3815188761928567,7,1.5780421422233333
Zimbabwe,Access,3.375179866807143,7,1.5750839378433334
Senegal,Access,3.3719785823857142,7,1.5735900051133334
Pre-demographic dividend,Access,3.361552986,1,0.2241035324
Jordan,"Expression, Association",3.35,1,0.2233333333333333
Sub-Saharan Africa,Access,3.3374842795,1,0.2224989519666666
Sub-Saharan Africa (IDA & IBRD countries),Access,3.3374842795,1,0.2224989519666666
Sub-Saharan Africa (excluding high income),Access,3.337249446,1,0.2224832964
Timor-Leste,Access,3.321479566285714,6,1.3285918265142858
India,Access,3.3157893239181817,11,2.43157883754
Zimbabwe,"Expression, Association",3.3,1,0.2199999999999999
Sri Lanka,Access,3.2777542624333336,12,2.622203409946667
Heavily indebted poor countries (HIPC),Access,3.231248257,1,0.2154165504666666
Haiti,Access,3.220617985307143,7,1.50295505981
Côte d'Ivoire,Access,3.1967649252142856,6,1.2787059700857144
Africa Eastern and Southern,Access,3.1820330555000003,1,0.2121355370333333
Cambodia,"Expression, Association",3.15,1,0.21
Republic of Moldova (the),Access,3.1485819322499995,8,1.6792436971999998
Samoa,Access,3.1104999657,6,1.24419998628
Trinidad and Tobago,Access,3.108356976259091,7,1.4505665889209092
Angola,Access,3.084597296642857,6,1.2338389186571428
Iraq,"Expression, Association",3.05,1,0.2033333333333333
Low income,Access,3.0461670905,1,0.2030778060333333
Jamaica,Access,3.0407144024363637,7,1.419000054470303
Barbados,Access,3.0308464937727275,6,1.212338597509091
Bangladesh,Access,3.019358973242857,7,1.4090341875133332
United Republic of Tanzania (the),Access,3.0140490178214288,7,1.4065562083166667
Bangladesh,"Expression, Association",3.0,1,0.2
Puerto Rico,Access,3.0,1,0.2
Saint Vincent and the Grenadines,Access,2.9906555667222223,5,0.9968851889074074
Saint Lucia,Access,2.9454333275555555,5,0.9818111091851852
Kenya,Access,2.9441122839678573,14,2.7478381317033334
Venezuela (Bolivarian Republic of),Access,2.9308571692777776,5,0.9769523897592592
Zambia,Access,2.9054128210571437,7,1.3558593164933337
Rwanda,"Expression, Association",2.9,1,0.1933333333333333
Liberia,Access,2.8845313442785714,7,1.34611462733
Fiji,Access,2.8675958282500003,6,1.1470383313
Mauritania,Access,2.8486357865000005,7,1.3293633670333336
Yemen,Access,2.84852535415,2,0.3798033805533333
Vanuatu,Access,2.8085927933,6,1.12343711732
Thailand,"Expression, Association",2.8,1,0.1866666666666666
Tonga,Access,2.7944957416500005,6,1.1177982966600002
Côte d'Ivoire,Access,2.7915255585714283,7,1.3027119273333332
Guyana,Access,2.785387844454545,6,1.1141551377818182
Azerbaijan,"Expression, Association",2.75,1,0.1833333333333333
Sierra Leone,Access,2.7357509086571423,7,1.2766837573733332
Syrian Arab Republic (the),Access,2.73312206275,1,0.1822081375166666
Turkey,"Expression, Association",2.7,1,0.18
Guinea-Bissau,Access,2.6912476056666663,6,1.0764990422666665
Togo,Access,2.686897868833334,6,1.0747591475333336
Sudan (the),"Expression, Association",2.65,1,0.1766666666666666
Kazakhstan,"Expression, Association",2.65,1,0.1766666666666666
Gambia (the),Access,2.6163599137,5,0.8721199712333334
Ethiopia,Access,2.6160170823,7,1.22080797174
Benin,Access,2.6158714946285717,7,1.2207400308266667
Rwanda,Access,2.609583483692857,7,1.2178056257233336
Gambia (the),Access,2.585081255525,2,0.3446775007366666
Mozambique,Access,2.5773976867142854,7,1.2027855871333333
Belarus,"Expression, Association",2.55,1,0.1699999999999999
Guinea,Access,2.507082809007143,7,1.1699719775366668
Bahrain,"Expression, Association",2.5,1,0.1666666666666666
Russian Federation (the),"Expression, Association",2.5,1,0.1666666666666666
Papua New Guinea,Access,2.46651299745,6,0.98660519898
Solomon Islands,Access,2.4180099411,6,0.96720397644
Afghanistan,Access,2.4009999961666666,6,0.9603999984666668
Uzbekistan,"Expression, Association",2.4,1,0.16
Venezuela (Bolivarian Republic of),"Expression, Association",2.4,1,0.16
Democratic Republic of the Congo (the),Access,2.3974461501,5,0.7991487167
Malawi,Access,2.392545511128571,7,1.1165212385266663
Libya,Access,2.3538169063636363,6,0.9415267625454544
Ethiopia,"Expression, Association",2.35,1,0.1566666666666666
United Arab Emirates (the),"Expression, Association",2.35,1,0.1566666666666666
Eswatini,Access,2.3376112518500003,6,0.93504450074
Egypt,"Expression, Association",2.3,1,0.1533333333333333
Iraq,Access,2.25155617962,6,0.9006224718479999
Pakistan,"Expression, Association",2.25,1,0.15
Mali,Access,2.2472707817357143,7,1.04872636481
Pakistan,Access,2.2451997247821427,14,2.09551974313
Saudi Arabia,"Expression, Association",2.2,1,0.1466666666666666
Central African Republic (the),Access,2.172977705583333,6,0.8691910822333334
Comoros (the),Access,2.12421305885,6,0.8496852235399999
Viet Nam,"Expression, Association",2.1,1,0.14
Cuba,"Expression, Association",2.05,1,0.1366666666666666
Tajikistan,Access,2.011446449836364,7,0.9386750099236364
Uganda,Access,1.9959029184136368,7,0.9314213619263638
Burkina Faso,Access,1.9738519358142856,6,0.7895407743257143
Myanmar,"Expression, Association",1.85,1,0.1233333333333333
Iran (Islamic Republic of),"Expression, Association",1.8,1,0.12
Burundi,Access,1.7749888669357143,7,0.8283281379033334
Madagascar,Access,1.6702624481636363,7,0.7794558091430303
Chad,Access,1.545079626307143,7,0.7210371589433334
Democratic Republic of the Congo (the),Access,1.52903228045,2,0.2038709707266666
China,"Expression, Association",1.5,1,0.1
Yemen,Access,1.420352432277778,5,0.4734508107592592
San Marino,Access,1.2,1,0.08
Nauru,Access,1.2,1,0.08
Antigua and Barbuda,Access,1.2,1,0.08
Andorra,Access,1.2,1,0.08
Monaco,Access,1.2,1,0.08
Dominica,Access,1.2,1,0.08
Liechtenstein,Access,1.2,1,0.08
Kiribati,Access,1.2,1,0.08
Tuvalu,Access,1.2,1,0.08
Turkmenistan,Access,1.199,1,0.0799333333333333
Eswatini,Access,1.1870000005,1,0.0791333333666666
Marshall Islands,Access,1.1744360351999998,1,0.0782957356799999
Grenada,Access,1.1542874146000002,1,0.0769524943066666
Niger (the),Access,0.9482702446,6,0.3793080978400001
Equatorial Guinea,Access,0.8659217833999999,1,0.0577281188933333
Sudan (the),Access,0.84737172362,6,0.338948689448
Somalia,Access,0.7327766291666666,2,0.0977035505555555
Eritrea,Access,0.7038573074000001,1,0.0469238204933333
