Country,Product Name,Company,Type,Platforms,HW/SW,Cost,PR/OS,URL,Notes,Wikipedia,Developer,Ads,Active,data_country,data_year
Germany,Kullo,Kullo,MessageEncryption,Mac/Win/Lin/iOS/And,SW,Pay,OS,http://kullo.net,Automatic end-to-end encryption.,,"Simon Warta, Daniel Seither",,A,,
Germany,Mail2News,Dizum.com,AnonRemailer,,SW,Free,PR,http://dizum.com/mail2news.html,Anonymous remailing service for Usenet posts,,,,A,,
Germany,Mailbox,Heinlein Support GmbH ,Multi,Web-based,SW,Pay,PR,http://mailbox.org,Offers secure e-mail and cloud services.,http://en.wikipedia.org/wiki/Mailbox_%28application%29,,,A,,
Germany,Mailvelope,Mailvelope GmbH ,MailEncryption,Browsers,SW,Free,OS,http://mailvelope.com,Open PGP encryption for webmail.,,Thomas Oberndörfer ,,A,,
Germany,MECrypt,Deutsche Telekom,Multi,iOS/And,SW,Pay,OS,http://security.t-systems.com/solutions/mobile-encryption-app,Phone and message encryption.,,,,A,,
Germany,MKS9680 Modular Encryption Device,Rohde & Schwarz GmbH & Co KG ,Telephone,,HW,Pay,PR,http://rohde-schwarz.com/us/product/mks9680-productstartpage_63493-11721.html,"Device for encrypting voice, fax and data for transmission over analog and digital landline networks and satellite links. ",http://en.wikipedia.org/wiki/Rohde_%26_Schwarz,,,A,,
Germany,Mobile Encryption App,T-Systems,Telephone,,SW,Pay,PR,http://security.t-systems.com/solutions/mobile-encryption-app,Calls made through VoIP. Generates an individual key each time the app is used.,http://en.wikipedia.org/wiki/T-Systems,,,A,,
Germany,Mynigma,Mynigma UG,MailEncryption,Mac/iOS,SW,Pay,OS,http://mynigma.org,"AKA “M,” name temporrarily adopted to prevent confusion with Myenigma MessageEncryption app",http://en.wikipedia.org/wiki/Mynigma,,,A,,
Germany,Nautilus,Berlios,Telephone,Win/Lin,SW,Pay,PR,http://developer.berlios.de/projects/nautilus,Program that allows two parties to securely communicate using modems or TCP/IP.,http://en.wikipedia.org/wiki/Nautilus_%28secure_telephone%29,"Bill Dorsey, Andy Fingerhut, Paul Rubin, Bill Soley and David Miller ",,A,,
Germany,Nitrokey,Nitrokey UG ,FileEncryption,,HW,Pay,PR,http://nitrokey.com,Tamper-resistant and PIN-protected device. RSA keys of up to 4096 bits and AES-256 are supported. ,,,,A,,
Germany,OmniMix,,MailEncryption,Win,SW,Free,OS,http://danner-net.de/om.htm,Windows proxy server; Mixmaster remailer option.,,Christian Danner ,,A,,
Germany,OpenKeychain,Sufficiently Secure,MailEncryption,And,SW,Free,OS,http://openkeychain.org,"Stores and manages the user's keys, and those of contacts.",,Dominik Schürmann ,,A,,
Germany,Password Gorilla,,PasswordMgr,Mac/Win,SW,Free,OS,http://github.com/zdia/gorilla,Cross-platform password manager.,,Zbigniew Diaczyszyn ,,A,,
Germany,Phonecrypt,SecurStar,Telephone,iOS/And,SW,Pay,PR,http://securstar.biz/phonecrypt-professional.html,RSA 409-bit and AES 256-bit encryption.,,Wilfried Hefner ,,A,,
Germany,PhoneCrypt Universal Phone Encryption,SecurStar,Telephone,,HW,Pay,PR,http://securstar.biz/phonecrypt-universal.html,Internet videophone; RSA 4096 bit and AES 256 bit encryption.,,Wilfried Hefner ,,A,,
Germany,Phonecrypt Voice Phone Encryption,SecurStar,Telephone,,SW,Pay,PR,http://securstar.biz/phonecrypt-voice.html,"Digital and analog security; encryption is synthesized with the caller’s biometric voice features and inaudible signals. Useable with GSM cellular phones, CDMA cellular phones, satellite phones, Skype, and other VoIP.",,Wilfried Hefner ,,A,,
Germany,Phoner,,VoIP ,Win,SW,Free,PR,http://phoner.de/index_en.htm,"Multiprotocol telephony application supporting telephony via CAPI, TAPI and VoIP.",http://en.wikipedia.org/wiki/Phoner,Heiko Sommerfeldt ,,A,,
Germany,Pixelated,Pixelated Project,MailEncryption,,SW,Free,OS,http://pixelated-project.org,In development.,,,,A,,
Germany,Posteo,Posteo e.K. ,MailEncryption,Web-based,SW,Pay,PR,http://posteo.de,No private information required for registration.,http://en.wikipedia.org/wiki/Posteo,,,A,,
Germany,Private Disk,Dekart,FileEncryption,Win,SW,Pay,PR,http://dekart.com/products/encryption/private_disk,AES 256-bit.,http://en.wikipedia.org/wiki/Private_Disk,,,A,,
Germany,s/mail,Cryptovision,MailEncryption,Win,SW,Pay,PR,http://www.cryptovision.com/products/smail,Client-based e-mail encryption supporting elliptic-curve cryptography.,,,No,,,
Germany,SafeGuard Encryption,Sophos,Network,,SW,Pay,PR,http://sophos.com/en-us/products/safeguard-encryption.aspx,"Manages all devices in the organization from one place, including hard disks encrypted with BitLocker or FileVault 2 and Opal self-encrypting drives.",http://en.wikipedia.org/wiki/Sophos,,,A,,
Germany,SafeIT ,Rohde & Schwarz GmbH & Co KG ,FileEncryption,,SW,Pay,PR,http://cdn.rohde-schwarz.com/pws/dl_downloads/dl_common_library/dl_news_from_rs/166/166_safeit.pdf,Password-protected file encryption,http://en.wikipedia.org/wiki/Rohde_%26_Schwarz,,,A,,
Germany,sayHEY,Telefónica Germany GmbH & Co. OHG,MessageEncryption,iOS/And,SW,Free,PR,http://sayhey.de,128-bit AES.,,,,A,,
Germany,Schmoose,Schmoose S.A.,MessageEncryption,iOS/And,SW,Pay,PR,http://schmoose.ms,Offers device-based end-to-end encryption of private messages.,,Sascha Kiefer,,A,,
Germany,SD4L (ScramDisk for Linux),SD4L Project ,DevTools,Lin,SW,Free,OS,http://sd4l.sourceforge.net,On-the-fly encryption program.,http://en.wikipedia.org/wiki/Scramdisk,"Andy Jeffries, Sam Simpson",,A,,
Germany,SECCURE,,DevTools,,SW,Free,OS,http://point-at-infinity.org/seccure,"Implements a selection of asymmetric algorithms based on elliptic-curve cryptography. In particular, it offers public-key encryption/decryption, signature generation/verification, and rudimentary key establishment.",,Bertram Poettering,,A,,
Germany,secunet konnektor,secunet Security Networks AG ,Network,,HW,Pay,PR,http://secunet.com,"Protected transmission-channels, secured authentication, and a secure platform for applications.",,,,A,,
Germany,SecuSUITE ,BlackBerry,Telephone,iOS/And/BlackBerry,SW,Pay,PR,http://secusmart.com,Secure eavesdropping protection system.,,,,A,,
Germany,ShareCrypt,SecurStar,Network,,SW,Pay,PR,http://securstar.com/products_sharecrypt.php,Provides user-based access rights to encrypted folders and their content. ,,,,A,,
Germany,Sicher,SHAPE GmbH,MessageEncryption,iOS/And,SW,Free,PR,http://shape.ag,"Allows users to exchange end-to-end encrypted text messages, media files, and documents in both private and group chats. Uses asymmetric point-to-point RSA cryptosystem with 2048-bit long key.",http://en.wikipedia.org/wiki/Sicher,,,A,,
Germany,SIMSme,Deutsche Post AG  ,MessageEncryption,iOS/And,SW,Free,PR,http://sims.me,Secure Instant Messenger by Deutsche Post.,,,,A,,
Germany,SINA L3 Box,secunet Security Networks AG ,Network,,HW,Pay,PR,http://secunet.com/de/themen-loesungen/hochsicherheit/sina/sina-l3-box,Cryptographic network access point.,,,,A,,
Germany,SmartCard-HSM,CardContact Software & System Consulting ,Identification,Mac/Win,HW,Pay,PR,http://smartcard-hsm.com,Hardware security module.,,,,A,,
Germany,Stackfield,Stackfield,Multi,Web-based,SW,Pay,PR,http://stackfield.com,End-to-end encrypted data rooms for business teams.,,"Cristian Mudure, Steffen Tietz",,A,,
Germany,Steganos Online Shield VPN,Steganos Software GmbH ,VPN,Mac/Win/iOS/And,SW,Pay,PR,http://steganos.com/en/steganos-online-shield-vpn,,,,,A,,
Germany,Steganos Password Manager 17,Steganos Software GmbH ,PasswordMgr,Mac/Win/iOS/And,SW,Pay,PR,http://steganos.com/en/steganos-password-manager-17,AES 256-bit.,,,,A,,
Germany,Steganos Safe 17,Steganos Software GmbH ,Multi,Mac/Win/iOS/And,SW,Pay,PR,http://steganos.com/en/steganos-safe-17,File and disk encryption and cloud backup.,,,,A,,
Germany,SurfSolo,SecurStar,AnonProxy,Win,SW,Pay,PR,http://securstar.biz/surfsolo.html,Creates an AES-encrypted tunnel to a high bandwidth security proxy server.,,Wilfried Hefner ,,A,,
Germany,Syncany,,FileSync,Mac/Win/Lin,SW,Free,OS,http://syncany.org,Allows users to securely back up and share certain folders of their computers using any kind of storage.  ,,Philipp Heckel ,,A,,
Germany,Tcnext,CipherShed,FileEncryption,Mac/Win/Lin,SW,Free,OS,http://ciphershed.org,In development. Originally a fork of TrueCrypt project.,http://en.wikipedia.org/wiki/CipherShed,Niklas Lemcke ,No,A,,
Germany,TopSec Mobile ,Rohde & Schwarz GmbH & Co KG ,Telephone,,HW,Pay,PR,http://rohde-schwarz.com/us/product/topsec-mobile-productstartpage_63493-10284.html,"Mobile encryption device for tap-proof end-to-end voice calls using smartphones, PCs, fixed-network phones, and satellite terminals. ",http://en.wikipedia.org/wiki/Rohde_%26_Schwarz,,,A,,
Germany,TorBirdy,Tor Project,MailEncryption,Win,SW,Free,OS,http://trac.torproject.org/projects/tor/wiki/torbirdy,Configures Thunderbird to make connections over the Tor anonymity network. ,,"Jacob Appelbaum, Sukhbir Singh",,A,,
Germany,TorChat,,MessageEncryption,,SW,Free,OS,http://github.com/prof7bit/TorChat,Decentralized anonymous instant messenger on top of TorHidden Services. In development.,http://en.wikipedia.org/wiki/TorChat,Bernd Kreuss ,,A,,
Germany,Totemo Data,Totemo AG,Multi,Win/Lin/Unix,SW,Pay,PR,http://totemo.com/products/data/overview/introduction,Provides automated key and certificate management; encryption and decryption of transfer protocols as well as data; automatic file integrity check; generation of digital signatures and automatic user management. System is also available on a hardened Linux OS.,,,,A,,
Germany,Totemo Mail,Totemo AG,MailEncryption,Win/Lin/Unix,SW,Pay,PR,http://totemo.com/products/mail/overview/introduction,"The totemomail Hybrid Encryption solution consists of totemomail Encryption Gateway and totemomail Internal Encryption, ensuring end-to-end encryption of all messages; communicates directly with all current e-mail clients.",,,,A,,
Germany,totemomobile Transcoder for BlackBerry,Totemo AG,MessageEncryption,BlackBerry,SW,Pay,PR,http://totemo.com/products/mobile/transcoder-for-blackberry/overview,Encrypts the whole data traffic between the BlackBerry Enterprise Server and the device.,,,,A,,
Germany,TrutzBox ,Comidio GmbH ,Multi,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://comidio.de/produkte-loesungen,"Security and mail server offering client-side end-to-end encryption: e-mails and metadata; http-tracker and URL blocker; encrypted xmpp chat, audio, video services and multi-user video conferences; network-firewall. In development.",,,,,,
Germany,Tutanota,Tutao GmbH ,MailEncryption,iOS/And,SW,Free,OS,http://tutanota.com,End-to-end encrypted e-mail software and freemium hosted secure e-mail service.,http://en.wikipedia.org/wiki/Tutanota,"Matthias Pfau, Hanna Bozakov, Bernd Deterding, Arne Möhle ",,,,
Germany,Whiteout Mail,Whiteout Networks GmbH ,MailEncryption,Mac/Win/iOS/And/Browsers,SW,Free,OS,http://whiteout.io,E-mail client featuring encryption and key management.,,"Oliver Gajek, Tankred Hase, Felix Hammerl, Andris Reinman",,A,,
Germany,Whonix,,OperatingSystem,,SW,Free,OS,http://whonix.org,"Based on the Tor anonymity network, Debian GNU/Linux, and security by isolation. ",http://en.wikipedia.org/wiki/Whonix,Patrick Schleizer ,,A,,
Germany,WinRAR Archiver,RARLAB,FileEncryption,Mac/Win/Lin/And,SW,Pay,OS,http://rarlab.com,File archiver with encryption capability.,http://en.wikipedia.org/wiki/WinRAR,Alexander Roshal ,,A,,
Germany,XG Firewall (formerly Astaro),Sophos,Network,,SW,Pay,PR,http://sophos.com/en-us/products/next-gen-firewall.aspx,SSL decryption; SSL inspection; certificate validation; protocol enforcement for encrypted traffic connections; identifies and blocks unwanted traffic trying to bypass filtering or traffic shaping.,http://en.wikipedia.org/wiki/Sophos,,,A,,
Germany,Your Freedom ,resolution Reichert Network Solutions GmbH ,VPN,,SW,Pay,PR,http://your-freedom.net,VPN; Android app available.,,,,A,,
Germany,Z1 SecureMail ,Zertificon Solutions GmbH ,MailEncryption,,SW,Pay,PR,http://zertificon.com,Central e-mail encryption gateway.,,,,,,
Gibraltar,Bitvise SSH Server/Client,Bitvise,Network,Win,SW,Pay,PR,http://bitvise.com,"Secure remote access, file transfer, and tunneling.",,"Denis Bider, Wei Dai",,A,,
Gibraltar,IVPN,IVPN,VPN,Mac/Win/Lin,SW,Pay,PR,http://ivpn.net,,,,,A,,
Hong Kong,Bitcoin Wallet,Blockchain Ltd.  ,Currency,iOS/And/Browsers,SW,Free,PR,http://blockchain.com,AES encryption.,http://en.wikipedia.org/wiki/Bitcoin_wallet,"Peter Smith, Ben Reeves, Nicolas Cary",,A,,
Hong Kong,blackVPN,blackVPN,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://blackvpn.com,,,,,A,,
Hong Kong,BolehVPN,BV Internet Services Limited ,VPN,,SW,Pay,PR,http://bolehvpn.net,,,,,A,,
Hong Kong,Iron Socket,Pusa and Daga Hong Kong Limited ,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://ironsocket.com,,,,,A,,
Hong Kong,Ivacy ,IVACY Limited ,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://ivacy.com,,,Muhammed Ovais ,,A,,
Hong Kong,VPN Fire,VPN Fire,VPN,iOS/Browsers,SW,Pay,PR,http://vpnfire.com,,,Juan Geng ,,A,,
Hungary,Secfone,Navayo International AG ,Telephone,iOS/And/BlackBerry,HW,Pay,PR,http://secfone.com/products.html,Crypto card enabling users to communicate through an encrypted VoIP channel. ,,,,A,,
Hungary,Secfone Platinum,Navayo International AG ,Telephone,And,HW,Pay,PR,http://secfone.com/products.html,Samsung Galaxy S II with a pre-installed Secfone interface and the Crypto Card storing the cryptographic keys.  ,,,,A,,
Hungary,Tresorit,Tresorit,CloudEncryption,Mac/Win/iOS/And/BlackBerry,SW,Pay,PR,http://tresorit.com,Encrypts files using client-side encryption with AES-256 before uploading them. Files are also secured by HMAC message authentication codes applied on SHA-512 hashes. ,http://en.wikipedia.org/wiki/Tresorit,Istvan Lam ,,A,,
Iceland,Cryptostorm,Baneki Privacy,VPN,Mac/Win/Lin/iOS/And,SW,Pay,OS,http://cryptostorm.is,"Encrypted packet routing service; aka, a structurally anonymous, token-based, unlimited bandwidth, open-source darknet.",,Douglas Spink ,,A,,
Iceland,Jericho Comms,,MessageEncryption,,SW,Free,OS,http://joshua-m-david.github.io/jerichoencryption,Encrypted communications program built on principles of information-theoretic security using true random number generation and one-time pads.,,Joshua M. David,,,,
Iceland,Lokun,Tilvilji Ráðgjöf ehf. ,VPN,Mac/Win/Lin,SW,Pay,OS,http://lokun.is,,,,,A,,
Iceland,Mailpile,Beanstalks Project ,MailEncryption,Mac/Win/Lin,SW,Free,OS,http://mailpile.is,Webmail client with encryption and privacy features built-in. Supports PGP encryption natively and stores all locally generated files in encrypted form on-disk. ,http://en.wikipedia.org/wiki/Mailpile,Bjarni Einarsson,,A,,
Iceland,SafeUM,Safe Universal Messenger ,MessageEncryption,Mac/Win/Lin/iOS/And/BlackBerry/Browsers,SW,Free,PR,http://safeum.com,"Encrypts instant text messages, voice and video calls, group chats, and files; ElGamal elliptic-curve cryptographic algorithm with 256-bit key.",,,,A,,
Iceland,Unseen Messenger,"Unseen, ehf ",MessageEncryption,Mac/Win/Lin/iOS/And/Browsers,SW,Free,PR,http://unseen.is,Provides end-to-end encryption for all transmissions of data: openPGP encryption for e-mail and TLS 2048 bits for audio/video calls.,,"Chris Kitze, Þórdís Hauksdóttir",,A,,
India,Bit Chat,Technitium,MessageEncryption,Win/Lin,SW,Free,OS,http://bitchat.im ,Peer-to-peer instant messenger. In development.,,,,A,,
India,CryptArchiver ,Psaltech Software Pvt. Ltd. ,DiskEncryption,Win,SW,Pay,PR,http://winencrypt.com/products/winencrypt-cryptarchiver.htm,448-bit Blowfish and 256-bit AES.,,,,A,,
India,Cypherix LE,Cypherix,FileEncryption,Win,SW,Free,PR,http://cypherix.com,Based on 448-bit strong encryption using Blowfish.,,,,A,,
India,Cypherix PE,Cypherix,DiskEncryption,Win,SW,Pay,PR,http://cypherix.com,Cypherix is a division of SSIPL.,,,,A,,
India,Cypherix SE,Cypherix,PasswordMgr,Win,SW,Pay,PR,http://cypherix.com,Cypherix is a division of SSIPL.,,,,A,,
India,Enpass,Sinew Software Systems,PasswordMgr,Mac/Win/Lin/iOS/And/BlackBerry,SW,Free,PR,http://enpass.io,AES 256-bit encryption using open-source encryption engine SQLCipher.,http://en.wikipedia.org/wiki/Enpass,,,A,,
India,SecMsg,3i Infotech Consumer Services Ltd. ,MessageEncryption,,SW,Pay,PR,http://en.wikipedia.org/wiki/SecMsg,"Designed to secure the SMS channel. Supports RSA/ECC, AES and SHA.. ",http://en.wikipedia.org/wiki/SecMsg,,,A,,
India,Secure IT ,Cypherix,FileEncryption,Win,SW,Pay,PR,http://cypherix.com/secureit2000,Cypherix is a division of SSIPL.,,,,,,
India,Switch VPN,Switch VPN,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://switchvpn.net,,,,,A,,
Iraq,Mujahedeen Secrets,Global Islamic Media Front ,MessageEncryption,Win,SW,Free,,http://en.wikipedia.org/wiki/Mujahedeen_Secrets,Encryption program for Microsoft Windows publicly offered to supporters of Al-Qaeda.,http://en.wikipedia.org/wiki/Mujahedeen_Secrets,,,,,
Ireland,Alliance AES Encryption,Millennium Software ,DiskEncryption,Win/Lin/Unix,SW,Pay,PR,http://encryption.ie/AES-Encryption-Software.aspx,"128-bit, 192-bit, and 256-bit AES encryption.",,,,A,,
Ireland,Alliance File Encryption Manager for Windows ,Millennium Software,FileEncryption,Win,SW,Pay,PR,http://encryption.ie/AES-Encryption-Solutions.aspx,Automatically detects new files and uses strong AES encryption to secure them. ,,,,A,,
Ireland,CipherApps,Trinity College,CloudEncryption,Web-based,SW,Pay,PR,http://cipherapps.com,For encryption of Google Drive files. Uses a unique encryption key to scramble the contents of every document that you edit.,,Hitesh Tewari ,,A,,
Ireland,X509 for Android,X509 ,MailEncryption,And,SW,Pay,PR,http://emailsecurity.eu/android-html-2,Used with your existing Android mail application to send and receive S/MIME digitally signed and encrypted e-mail with an Android smartphone.,,,,A,,
Israel,CyberArk Sensitive Information Management Solution ,CyberArk,Network,,SW,Pay,PR,http://cyberark.com,"Platform for distributing information to users of multiple devices. Data-at-rest and communication encryption (AES-256, RSA-2048).",http://en.wikipedia.org/wiki/CyberArk,,,A,,
Israel,Hola Privacy VPN App & browser ,Hola Ltd. ,VPN,Mac/Win/Lin/iOS/And/BlackBerry/Browsers,SW,Pay,PR,http://hola.org,P2P VPN with P2P caching. Each user essentially serves as an exit node in a huge botnet.,http://en.wikipedia.org/wiki/Hola_%28VPN%29,"Ofer Vilenski, Derry Shribman ",,A,,
Israel,rsyncrypto,Lingnu Open Source ,FileEncryption,Lin,SW,Free,OS,http://rsyncrypto.lingnu.com,"Modified encryption scheme based on AES, RSA, and CBC.",,Shachar Shemesh ,,A,,
Israel,SafeMail,"Almond Systems International, Inc.",MailEncryption,Web-based,SW,Pay,PR,http://safe-mail.net,"Communication, storage, sharing, and distribution system ",,Amiram Ofir,,A,,
Israel,SAPPHIRE,Elbit Systems,Telephone,,HW,Pay,PR,http://elbitsystems.com/elbitmain/area-in2.asp?parent=192&num=441&num2=441,Utilizes encryption technology for point-to-point communications security. ,http://en.wikipedia.org/wiki/Elbit_Systems,,,A,,
Israel,SnapFONE,Elbit Systems,Telephone,,HW,Pay,PR,http://elbitsystems.com/Elbitmain/files/SnapFone.pdf,Compact encryption termination unit capable of securing voice and fax communications across public and private communication networks. ,http://en.wikipedia.org/wiki/Elbit_Systems,,,A,,
Israel,TeleMessage,TeleMessage Ltd.  ,MessageEncryption,iOS/And,SW,Pay,PR,http://telemessage.com,Secure mobile MessageEncryption for businesses.,http://en.wikipedia.org/wiki/TeleMessage,,,A,,
Israel,Verint Call Recording,Verint Systems Inc. ,Telephone,,HW,Pay,PR,http://verint.com/solutions/customer-engagement-optimization/enterprise-workforce-optimization/products/recording/verint-call-recording,Encrypts recorded calls.,http://en.wikipedia.org/wiki/Verint_Systems,,,A,,
Israel,Viber,Viber Media/Rakuten,MessageEncryption,Mac/Win/Lin/iOS/And/Browsers,SW,Free,PR,http://viber.com,Bought by Rakuten (JP). Dev work in IL and BY.J351,http://en.wikipedia.org/wiki/Viber,"Talmon Marco, Igor Magazinnik, Sani Maroli, Ofer Smocha",,A,,
Italy,Air VPN,Air,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://airvpn.org,,,,,A,,
Italy,Autistici,Associazione Investici ,Multi,Web-based,SW,Free,PR,http://autistici.org,"Privacy-conscious web hosting, anonymity services, personal VPNs, e-mail, mailing lists, newsletters and forums, instant MessageEncryption, and chat.",,,,A,,
Italy,Clipperz,Clipperz SD,PasswordMgr,Win,SW,Free,OS,http://clipperz.is,Zero-knowledge online vault and password manager; data is locally encrypted by browser before upload; encryption key is a passphrase known only to the user.,,Marco and Giulio Cesare,,A,,
Italy,Cryptophone T3,Telsy Elettronica e Telecomunicazioni S.p.A. ,Telephone,,HW,Pay,PR,http://telsy.com/images/brochure_pdf/cryptophonet3.pdf,"Digital high-security terminal for end-to-end protection of voice, fax and data communications.",,,,A,,
Italy,Encipher It,,MessageEncryption,Win/Lin,SW,Free,PR,http://encipher.it,AES 256-bit encryption.,,,,A,,
Italy,Encipher Online,,MessageEncryption,Web-based,SW,Free,PR,http://encipher.it,AES 256-bit encryption.,,,,A,,
Italy,Endian UTM,Endian,Network,,SW,Pay,PR,http://endian.it,,http://en.wikipedia.org/wiki/Endian_Firewall,,,A,,
Italy,FlowingMail,,MailEncryption,,SW,Pay,PR,http://flowingmail.com,Server-side.,,Paolo Brandoli,,A,,
Italy,GlobaLeaks ,"Hermes Center for Transparency and Digital Human Rights,  ",Circumvention,Lin,SW,Free,OS,http://globaleaks.org,"Secure, worldwide, distributed leak amplification network. Uses Tor to provide anonymous, encrypted connections.",http://en.wikipedia.org/wiki/GlobaLeaks,Claudio Agosti ,,A,,
Italy,Kontalk,,MessageEncryption,iOS/And,SW,Free,OS,http://kontalk.org,Community-driven instant MessageEncryption network providing end-to-end encryption.,,Daniele Ricci  ,,A,,
Italy,Netsukuku ,FreakNet MediaLab ,Mesh,Network,SW,Free,,http://netsukuku.freaknet.org,Experimental peer-to-peer routing system. “The Anarchical Parallel Internet.”  Beta.,http://en.wikipedia.org/wiki/Netsukuku,"Federico Tomassini, Andrea Lo Pumo",,N,,
Italy,NoScript ,InformAction ,ScriptBlocker,Browsers,SW,Free,OS,http://noscript.net,"Browser extension; allows JavaScript, Java, Flash and other plugins to be executed only by choice; provides anti-XSS and anti-clickjacking protection; whitelist-based pre-emptive script blocking.",http://en.wikipedia.org/wiki/NoScript,Giorgio Maone ,,A,,
Italy,OnionMail,Tramaci.org,MailEncryption,,SW,Free,OS,http://en.onionmail.info,Anonymous and encrypted mail server made ​​to run on the Tor network without losing the ability to communicate with the Internet.  ,,Epto Tramaci ,,A,,
Italy,PeaZip,Brain Technology,FileEncryption,Win/Lin/BSD,SW,Free,OS,http://peazip.org,File archiver with encryption capability.,,Stefano Ferraro ,,A,,
Italy,PrivateWave,PrivateWave Italia S.p.A.,VoIP ,iOS/And/BlackBerry,SW,Pay,PR,http://privatewave.com,Enables encryption of calls.,,,,A,,
Italy,Thamer,Selex ES/Finmeccanica,Network,,HW,Pay,PR,http://selex-es.com,Point-to-point link encryptor.,,,,A,,
Italy,Tomb,,FileEncryption,Lin,SW,Free,OS,http://dyne.org/software/tomb,"Tool to manage encrypted storage on GNU/Linux, from the hashes of the dyne:bolic nesting mechanism. ",,Denis Roio (Jaromil),,A,,
Italy,TSM T3 ,Telsy Elettronica e Telecomunicazioni S.p.A. ,Telephone,,HW,Pay,PR,http://telsy.com/images/brochure_pdf/tsmt3.pdf,Flexible secure terminal designed to protect voice communications and secure SMS texts over mobile networks.,,,,A,,
Italy,USB Armory ,Inverse Path Inc,USB,,HW,Pay,PR,http://inversepath.com/usbarmory,"A computer (800MHz ARM® processor, 512MB RAM) in a tiny form factor (65mm x 19mm x 6mm USB stick) designed from the ground up with information security applications in mind. ",,"Andrea Barisani, Daniele Bianco",,A,,
Japan,EaseFilter File System Filter Driver SDK,"EaseFilter, Inc.",DevTools,,SW,Pay,PR,http://easefilter.com,"Supports Rijndael algorithm and 128-, 192-, and 256-bit key lengths.",,,,A,,
Japan,Gpass ,,AnonProxy,Lin,SW,Free,OS,http://ftp.debian.org/debian/pool/main/g/gpass,Relies on the Blowfish encryption algorithm to make the password repository file unreadable.,,,,N,,
Japan,Perfect Dark ,Kaicho ,P2PFileSharing,,SW,,,http://perfectdark.benri-tool.net,Peer-to-peer file-sharing application. Anonymity relies on a mixnet; distributed data are stored and transferred in encrypted blocks while keys are distributed separately. Uses RSA (1024-bit) and AES (128-bit) to encrypt data transmitted between peers.,http://en.wikipedia.org/wiki/Perfect_Dark_%28P2P%29,,,A,,
Japan,Roboform Everywhere,Siber Systems,PasswordMgr,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://roboform.com,Includes automatic login and form-filling function.,,,,A,,
Japan,SoftEther VPN,SoftEther VPN Project at University of Tsukuba,VPN,Mac/Win/Lin/FreeBSD/Solaris,SW,Free,OS,http://softether.org,,http://en.wikipedia.org/wiki/SoftEther_VPN,,,A,,
Japan,Sylpheed,,MailEncryption,Mac/Win/Lin/BSD,SW,Free,OS,http://sylpheed.sraoss.jp/en,"Lightweight, user-friendly e-mail application for multiple platforms with built-in PGP support. Forked to create Claws-Mail.",http://en.wikipedia.org/wiki/Sylpheed,Hiroyuki Yamamoto ,,A,,
Japan,Trend Micro Email Encryption,Trend Micro,MailEncryption,Mac/Win,SW,Pay,PR,http://trendmicro.com/us/enterprise/network-web-MessageEncryption-security/email-encryption,,,,,A,,
Japan,Trend Micro Endpoint Encryption,Trend Micro,DiskEncryption,Mac/Win,SW,Pay,PR,http://trendmicro.com/us/enterprise/product-security/endpoint-encryption,FIPS 140 certification; AES 256-bit encryption.,,,,A,,
Japan,Trend Micro Password Manager,Trend Micro,PasswordMgr,Mac/Win//iOS/And,SW,Pay,PR,http://trendmicro.com/us/home/products/software/password-manager/index.html,Offers keystroke encryption.,,,,A,,
Malaysia,Hide.Me,eVenture Ltd.  ,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://hide.me,,,,,A,,
Moldova,CactusVPN,Cactus VPN,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://cactusvpn.com,,,,,A,,
Moldova,Rohos Disk,Tesline-Service.SRL ,DiskEncryption,Win,SW,Pay,PR,http://rohos.net/produkte/rohos-disk,"Enables creation of encrypted, password-protected vaults; AES-256.",,Alexander Silonosov ,,A,,
Moldova,Rohos Mini Drive,Tesline-Service.SRL ,USB,Win,SW,Pay,PR,http://rohos.net/produkte/rohos-mini-drive,Encrypted USB drive.,,Alexander Silonosov ,,A,,
Netherlands,Adium,Adium,MessageEncryption,OSX,SW,Free,OS,http://adium.im ,Supports encrypted MessageEncryption with OTR.,http://en.wikipedia.org/wiki/Adium,"Adam Iser, Evan Schoenberg ",,A,,
Netherlands,BitlBee,BitlBee,MessageEncryption,Win,SW,Free,OS,http://bitlbee.org,"Cross-platform IRC instant MessageEncryption gateway, licensed under the terms of the GNU General Public License. ",http://en.wikipedia.org/wiki/BitlBee,Wilmer van der Gaast,,A,,
Netherlands,Blink,AG Projects ,MessageEncryption,Mac/Win/Lin,SW,Free,PR,http://icanblink.com,"Real-time communications client using SIP protocol; can be used with many SIP providers, on the LAN using Bonjour and SIP2SIP free service.",,,,A,,
Netherlands,CipherMail Email Encryption Gateway,CipherMail,MailEncryption,Mac/Win,SW,Pay,PR,http://ciphermail.com/gateway.html,"Supports S/MIME, OpenPGP, TLS and PDF encrypted e-mail.",,,,A,,
