country_code,country_name,wb_income,wb_region,skill_group_id,skill_group_category,skill_group_name,net_per_10K_2015,net_per_10K_2016,net_per_10K_2017,net_per_10K_2018,net_per_10K_2019,,data_country,data_year
af,Afghanistan,Low income,South Asia,43756,Specialized Industry Skills,Personal Coaching,-801,-46.75,-423.49,213.14,-442.94,,,
af,Afghanistan,Low income,South Asia,1774,Specialized Industry Skills,Public Policy,-723.37,-596.29,-652.09,-506.2,-432.87,,,
af,Afghanistan,Low income,South Asia,86,Soft Skills,Writing,-565.83,-639.7,-630.19,-368.8,-429.4,,,
af,Afghanistan,Low income,South Asia,24937,Business Skills,Payroll Services,-637.53,-737.59,-882.91,-540.54,-417.59,,,
af,Afghanistan,Low income,South Asia,337,Business Skills,Accounts Payable,-442.53,-612.08,-569.49,-223.58,-415.6,,,
af,Afghanistan,Low income,South Asia,774,Specialized Industry Skills,Translation,-250.34,-882.68,-698.69,-345.54,-409.63,,,
af,Afghanistan,Low income,South Asia,785,Business Skills,Corporate Communications,-533.09,-698.89,-788.02,-218.08,-407.53,,,
af,Afghanistan,Low income,South Asia,987,Business Skills,Bookkeeping,-442.42,-595.84,-494.38,-51.1,-406.5,,,
af,Afghanistan,Low income,South Asia,68,Tech Skills,Technical Support,-714.7,-632.84,-745.7,-265.41,-405.87,,,
af,Afghanistan,Low income,South Asia,25120,Tech Skills,Data Storage Technologies,-593.81,-499.38,-467.67,-280.18,-402.25,,,
af,Afghanistan,Low income,South Asia,50370,Tech Skills,Computer Networking,-608.19,-605.11,-736.35,-204.77,-401.17,,,
af,Afghanistan,Low income,South Asia,994,Specialized Industry Skills,Social Services,-686.45,-507.4,-460.15,-277.14,-400,,,
af,Afghanistan,Low income,South Asia,613,Business Skills,Procurement,-868.63,-742.97,-718.98,-436.18,-381.75,,,
af,Afghanistan,Low income,South Asia,9985,Specialized Industry Skills,Construction Engineering,-817.93,-703.52,-736.28,-277.55,-380.71,,,
af,Afghanistan,Low income,South Asia,561,Specialized Industry Skills,Electronics,-1181.57,-880.46,-853.37,-286.79,-379.37,,,
af,Afghanistan,Low income,South Asia,1735,Business Skills,Entrepreneurship,-563.17,-580.87,-430.71,194,-375.82,,,
af,Afghanistan,Low income,South Asia,236,Tech Skills,System Administration,-504.65,-454.74,-551.63,-243.94,-375.25,,,
af,Afghanistan,Low income,South Asia,2186,Business Skills,Manufacturing Operations,-1131.49,-759.12,-687.48,-428.23,-369.78,,,
af,Afghanistan,Low income,South Asia,4271,Specialized Industry Skills,Environmental Science,-822.5,-664.57,-675.54,-447.58,-369.71,,,
af,Afghanistan,Low income,South Asia,43733,Business Skills,Growth Strategies,-1089.02,96.31,-271.6,-1076.02,-364.6,,,
af,Afghanistan,Low income,South Asia,7462,Specialized Industry Skills,Nonprofit Management,-332.93,-607.62,-526.74,-413.31,-356.44,,,
af,Afghanistan,Low income,South Asia,45513,Business Skills,Employee Learning & Development,-608.65,-469.95,-526.3,-221.7,-353.67,,,
af,Afghanistan,Low income,South Asia,1790,Specialized Industry Skills,Machining,-1168.01,-913.1,-136.36,124.83,-347.71,,,
af,Afghanistan,Low income,South Asia,44,Specialized Industry Skills,Recruiting,-621.87,-537.87,-703.92,471.63,-339.42,,,
af,Afghanistan,Low income,South Asia,5385,Specialized Industry Skills,Emergency Medicine,-1097.07,-318.97,-638.23,-360.84,-332.85,,,
af,Afghanistan,Low income,South Asia,28976,Specialized Industry Skills,Food Service Operations,-833.14,-491.06,-500.94,-25.24,-332.41,,,
af,Afghanistan,Low income,South Asia,618,Business Skills,Investment Banking,-378.92,-503.14,-717.87,-264.98,-332.07,,,
af,Afghanistan,Low income,South Asia,311,Business Skills,Auditing,-393.34,-616.09,-577.12,-264.32,-331.47,,,
af,Afghanistan,Low income,South Asia,5587,Specialized Industry Skills,Earth Science,-501.99,-531.32,-482.55,-327.44,-331.03,,,
af,Afghanistan,Low income,South Asia,1655,Specialized Industry Skills,Army,-1242.57,-760.23,-619.85,-448.61,-329.47,,,
af,Afghanistan,Low income,South Asia,69,Business Skills,Advertising,-387.95,-329.53,-276.53,442.26,-326.28,,,
af,Afghanistan,Low income,South Asia,3104,Specialized Industry Skills,International Law,-430.84,-623.13,-650.64,-630.19,-326.09,,,
af,Afghanistan,Low income,South Asia,976,Business Skills,Capital Markets,-703.16,-674.3,-707.65,-269.79,-324.84,,,
af,Afghanistan,Low income,South Asia,3399,Specialized Industry Skills,Physical Security,-1180.78,-690.66,-539.55,-411.6,-319.63,,,
af,Afghanistan,Low income,South Asia,340,Business Skills,Insurance,-403.7,81.63,-421.73,-370.71,-313.41,,,
af,Afghanistan,Low income,South Asia,2269,Business Skills,Project Management,-660.54,-497.39,-518.49,-270.96,-311.75,,,
af,Afghanistan,Low income,South Asia,193,Specialized Industry Skills,Photography,-511.41,-319.93,-208.7,182.29,-310.92,,,
af,Afghanistan,Low income,South Asia,2263,Soft Skills,Time Management,-403.95,-584.81,-427.51,-34.85,-302.71,,,
af,Afghanistan,Low income,South Asia,634,Specialized Industry Skills,Architecture,-662.01,-351.16,-449.12,-235.69,-296.36,,,
af,Afghanistan,Low income,South Asia,2279,Disruptive Tech Skills,Development Tools,-185.64,-236.04,-168.69,19,-295.7,,,
af,Afghanistan,Low income,South Asia,20023,Business Skills,Management Accounting,-584.48,-526.15,-497.29,-296.72,-294.84,,,
af,Afghanistan,Low income,South Asia,12628,Specialized Industry Skills,Drilling Engineering,-821.08,-880.84,-687.76,-260.08,-294.39,,,
af,Afghanistan,Low income,South Asia,921,Soft Skills,Teamwork,-410.08,-178.9,-236.77,78.79,-293.07,,,
af,Afghanistan,Low income,South Asia,1530,Specialized Industry Skills,Higher Education,-606,-341.03,-274.49,0,-287.27,,,
af,Afghanistan,Low income,South Asia,1208,Tech Skills,Computer Hardware,-863.99,-581.99,-741.8,-49.52,-279.54,,,
af,Afghanistan,Low income,South Asia,482,Specialized Industry Skills,Event Planning,-369.33,-418.18,-153.12,217.3,-270.02,,,
af,Afghanistan,Low income,South Asia,1225,Business Skills,Sales Operations,-568.72,-549.78,-299.85,224.68,-264.38,,,
af,Afghanistan,Low income,South Asia,210,Specialized Industry Skills,Maintenance & Repair,-1228.73,-1093.33,-570.31,-176.51,-258.89,,,
af,Afghanistan,Low income,South Asia,75,Specialized Industry Skills,Editing,-322.23,-470.43,-291.34,-72.83,-258.39,,,
af,Afghanistan,Low income,South Asia,781,Specialized Industry Skills,Journalism,-511.07,-410.84,-213.66,-143.1,-250.99,,,
af,Afghanistan,Low income,South Asia,1432,Business Skills,Financial Accounting,-264.24,-475.13,-379.31,-206.66,-247.85,,,
af,Afghanistan,Low income,South Asia,1612,Business Skills,Commercial Banking,-204.6,-503.98,-330.02,-104.61,-234.08,,,
af,Afghanistan,Low income,South Asia,256,Soft Skills,Negotiation,-625.8,-583.3,-451.78,-126.74,-220.08,,,
af,Afghanistan,Low income,South Asia,8798,Specialized Industry Skills,Ground Transportation,-962.4,-691.45,-697.44,-373.07,-217.21,,,
af,Afghanistan,Low income,South Asia,154,Soft Skills,Leadership,-563.1,-380.23,-319.81,-36.32,-197.79,,,
af,Afghanistan,Low income,South Asia,2597,Business Skills,Business Management,-395.66,-362.1,-388.62,-89.11,-196.7,,,
af,Afghanistan,Low income,South Asia,3098,Specialized Industry Skills,Healthcare Management,-445.27,-81.7,-71.96,213.32,-192.02,,,
af,Afghanistan,Low income,South Asia,4131,Specialized Industry Skills,Power Systems,-1436.55,-783.85,-1150.38,-244.58,-190.14,,,
af,Afghanistan,Low income,South Asia,133,Specialized Industry Skills,Retail,-707,-392.74,-216.82,-80.84,-184.12,,,
af,Afghanistan,Low income,South Asia,135,Soft Skills,Communication,-226.01,-84.57,-177.59,-23.69,-181.12,,,
af,Afghanistan,Low income,South Asia,421,Specialized Industry Skills,Video,-310.32,-640.53,-446.43,-31.84,-180.06,,,
af,Afghanistan,Low income,South Asia,1836,Business Skills,Digital Marketing,-77.15,-60.09,-392.44,360.48,-167.21,,,
af,Afghanistan,Low income,South Asia,2247,Specialized Industry Skills,Foreign Languages,-169.46,-230.84,-376.23,-30.01,-165.67,,,
af,Afghanistan,Low income,South Asia,158,Business Skills,Product Development,-505.32,-280.12,-116.77,614.12,-163.04,,,
af,Afghanistan,Low income,South Asia,50061,Disruptive Tech Skills,Data Science,-367.15,-421.27,-305.66,-116.47,-159.38,,,
af,Afghanistan,Low income,South Asia,207,Tech Skills,Graphic Design,180.6,-94.18,-292.12,-50.3,-149.74,,,
af,Afghanistan,Low income,South Asia,342,Specialized Industry Skills,Inventory Management,-1109.6,-688.05,-621.21,-417.85,-137.76,,,
af,Afghanistan,Low income,South Asia,176,Specialized Industry Skills,Research,24.17,-138.83,-190.78,-76.85,-135.26,,,
af,Afghanistan,Low income,South Asia,26209,Tech Skills,Digital Literacy,-181.57,-211.04,-253.87,28.68,-121.75,,,
af,Afghanistan,Low income,South Asia,1724,Specialized Industry Skills,Public Health,-189.72,-337.52,-349.69,-53.61,-116.13,,,
af,Afghanistan,Low income,South Asia,764,Tech Skills,Web Development,-379.41,-477.55,-316.44,-131.7,-114.6,,,
af,Afghanistan,Low income,South Asia,13884,Specialized Industry Skills,Aircraft Management,-1456.75,-786.09,-465.91,29.1,-111.73,,,
af,Afghanistan,Low income,South Asia,42956,Specialized Industry Skills,Delivery Operations,-1315.07,-700.47,-548.85,-361.38,-86.25,,,
af,Afghanistan,Low income,South Asia,1240,Specialized Industry Skills,Airlines,-1151.17,-603.37,-600.94,-361.65,-82.66,,,
af,Afghanistan,Low income,South Asia,2591,Business Skills,Customer Experience,-743.29,-324.53,-262.24,-214.73,-74.7,,,
af,Afghanistan,Low income,South Asia,559,Tech Skills,Social Media,-63.86,-34.87,-56.49,232.42,-47.89,,,
af,Afghanistan,Low income,South Asia,1379,Business Skills,Inside Sales,-325.9,-494.97,38.74,109.54,-39.22,,,
af,Afghanistan,Low income,South Asia,12666,Specialized Industry Skills,Teaching,-300.6,-319.9,-252.6,15.66,-28.37,,,
af,Afghanistan,Low income,South Asia,11305,Specialized Industry Skills,Oil & Gas,-1097.03,-989.34,-751.52,24.19,0,,,
af,Afghanistan,Low income,South Asia,666,Business Skills,Product Marketing,-179.72,-399.41,-212.77,291.91,11.52,,,
af,Afghanistan,Low income,South Asia,7218,Specialized Industry Skills,Family Medicine,-343.98,-277.73,-160.32,0,17.64,,,
af,Afghanistan,Low income,South Asia,1838,Specialized Industry Skills,Utilities,-1237.34,-517.96,-553.72,119.46,37.89,,,
af,Afghanistan,Low income,South Asia,827,Specialized Industry Skills,Automotive,-726.39,-99.97,-479.23,-126.45,518.73,,,
al,Albania,Upper middle income,Europe & Central Asia,2130,Tech Skills,Software Development Life Cycle (SDLC),-431.14,-508.04,-651.16,-436.85,-665.02,,,
al,Albania,Upper middle income,Europe & Central Asia,25120,Tech Skills,Data Storage Technologies,-523.35,-589.3,-647.1,-648.21,-662.66,,,
al,Albania,Upper middle income,Europe & Central Asia,2279,Disruptive Tech Skills,Development Tools,-483.58,-537.86,-567.51,-557.48,-630.81,,,
al,Albania,Upper middle income,Europe & Central Asia,2265,Specialized Industry Skills,Cybersecurity,-451.64,-535.48,-501.82,-395.71,-601.73,,,
al,Albania,Upper middle income,Europe & Central Asia,764,Tech Skills,Web Development,-493.81,-548.51,-502.62,-563.59,-580.48,,,
al,Albania,Upper middle income,Europe & Central Asia,586,Tech Skills,Animation,-364.17,-492.91,-381.57,-406.36,-571.01,,,
al,Albania,Upper middle income,Europe & Central Asia,50370,Tech Skills,Computer Networking,-459.75,-507.27,-493.02,-596.62,-542.89,,,
al,Albania,Upper middle income,Europe & Central Asia,50061,Disruptive Tech Skills,Data Science,-398.42,-463.35,-525,-525.3,-514.47,,,
al,Albania,Upper middle income,Europe & Central Asia,1989,Tech Skills,Enterprise Software,-433.09,-470.26,-709.85,-554.97,-501.81,,,
al,Albania,Upper middle income,Europe & Central Asia,68,Tech Skills,Technical Support,-353.92,-463.06,-387.14,-404.73,-464.77,,,
al,Albania,Upper middle income,Europe & Central Asia,314,Specialized Industry Skills,Telecommunications,-297.84,-465.41,-413.94,-462.38,-456.65,,,
al,Albania,Upper middle income,Europe & Central Asia,774,Specialized Industry Skills,Translation,-200.39,-424.58,-290.16,-265.99,-428.81,,,
al,Albania,Upper middle income,Europe & Central Asia,921,Soft Skills,Teamwork,-281.71,-366.95,-321.72,-342.48,-415.84,,,
al,Albania,Upper middle income,Europe & Central Asia,193,Specialized Industry Skills,Photography,-344.61,-497.52,-277.41,-240.57,-407.76,,,
al,Albania,Upper middle income,Europe & Central Asia,1836,Business Skills,Digital Marketing,-167.51,-400.81,-382.74,-328.23,-388.67,,,
al,Albania,Upper middle income,Europe & Central Asia,236,Tech Skills,System Administration,-314.53,-336.24,-334.71,-348.8,-380.45,,,
al,Albania,Upper middle income,Europe & Central Asia,441,Business Skills,Management Consulting,-372.87,-577.73,-435.85,-359.21,-375.61,,,
al,Albania,Upper middle income,Europe & Central Asia,86,Soft Skills,Writing,-384.32,-394.29,-379.18,-187.19,-363.51,,,
al,Albania,Upper middle income,Europe & Central Asia,635,Business Skills,Economics,-291.28,-296.03,-409.68,-337.53,-363.43,,,
al,Albania,Upper middle income,Europe & Central Asia,2247,Specialized Industry Skills,Foreign Languages,-226.53,-272.86,-264.2,-247.58,-354.18,,,
al,Albania,Upper middle income,Europe & Central Asia,2060,Business Skills,People Management,-607.83,-632.63,-362.16,-349.47,-351.42,,,
al,Albania,Upper middle income,Europe & Central Asia,2917,Specialized Industry Skills,Public Safety,-706.58,-473.75,-430.02,147.81,-348.25,,,
al,Albania,Upper middle income,Europe & Central Asia,2263,Soft Skills,Time Management,-308.62,-521.35,-415.4,-371.23,-346.17,,,
al,Albania,Upper middle income,Europe & Central Asia,207,Tech Skills,Graphic Design,-299.67,-330.97,-344.31,-252.36,-337.59,,,
al,Albania,Upper middle income,Europe & Central Asia,976,Business Skills,Capital Markets,-328.78,-352.84,-351.86,-283.25,-336.3,,,
al,Albania,Upper middle income,Europe & Central Asia,311,Business Skills,Auditing,-423.73,-362.38,-336.06,-314.91,-333.22,,,
al,Albania,Upper middle income,Europe & Central Asia,785,Business Skills,Corporate Communications,-316.22,-250.13,-378.21,-105.48,-332.94,,,
al,Albania,Upper middle income,Europe & Central Asia,1225,Business Skills,Sales Operations,-188.25,-500.45,-431.07,-180.55,-313.26,,,
al,Albania,Upper middle income,Europe & Central Asia,1432,Business Skills,Financial Accounting,-311.42,-346.01,-312.75,-290.26,-307.13,,,
al,Albania,Upper middle income,Europe & Central Asia,2591,Business Skills,Customer Experience,-213.9,-479.57,-376.82,-273.07,-300.37,,,
al,Albania,Upper middle income,Europe & Central Asia,634,Specialized Industry Skills,Architecture,-299.25,-295.26,-311.25,-281.05,-285.65,,,
al,Albania,Upper middle income,Europe & Central Asia,2269,Business Skills,Project Management,-403.6,-366.26,-341.2,-278.84,-284.96,,,
al,Albania,Upper middle income,Europe & Central Asia,176,Specialized Industry Skills,Research,-341.1,-302.93,-289.11,-282.35,-283.05,,,
al,Albania,Upper middle income,Europe & Central Asia,1530,Specialized Industry Skills,Higher Education,-130.31,-181.16,-197.46,-194.2,-281.08,,,
al,Albania,Upper middle income,Europe & Central Asia,618,Business Skills,Investment Banking,-304.81,-287.84,-296.98,-171.92,-280.62,,,
al,Albania,Upper middle income,Europe & Central Asia,135,Soft Skills,Communication,-300.87,-350.79,-286.41,-237.39,-278.17,,,
al,Albania,Upper middle income,Europe & Central Asia,1379,Business Skills,Inside Sales,-249.73,-520.86,-349.92,-152.74,-275.72,,,
al,Albania,Upper middle income,Europe & Central Asia,613,Business Skills,Procurement,-414.76,-420.9,-332.71,-205.14,-270.14,,,
al,Albania,Upper middle income,Europe & Central Asia,26209,Tech Skills,Digital Literacy,-328.47,-309.86,-269,-213.19,-265.08,,,
al,Albania,Upper middle income,Europe & Central Asia,559,Tech Skills,Social Media,-327.27,-347.62,-347.81,-179.43,-257.21,,,
al,Albania,Upper middle income,Europe & Central Asia,69,Business Skills,Advertising,-207.62,-393.95,-291.6,-153.84,-256.02,,,
al,Albania,Upper middle income,Europe & Central Asia,2597,Business Skills,Business Management,-377.47,-352.28,-293.96,-212.92,-255.22,,,
al,Albania,Upper middle income,Europe & Central Asia,354,Specialized Industry Skills,Politics,-291.07,-403.05,-369.36,-367,-253.75,,,
al,Albania,Upper middle income,Europe & Central Asia,1774,Specialized Industry Skills,Public Policy,-370.69,-387.45,-342.29,-403.13,-253.58,,,
al,Albania,Upper middle income,Europe & Central Asia,12666,Specialized Industry Skills,Teaching,-152.2,-188.21,-214.41,-165.38,-249.3,,,
al,Albania,Upper middle income,Europe & Central Asia,3104,Specialized Industry Skills,International Law,-316.27,-306.73,-297.85,-331.54,-246.8,,,
al,Albania,Upper middle income,Europe & Central Asia,9985,Specialized Industry Skills,Construction Engineering,-256.49,-244.39,-338.92,-287.06,-246.54,,,
al,Albania,Upper middle income,Europe & Central Asia,1612,Business Skills,Commercial Banking,-414.63,-429.57,-340.78,-304.57,-244.71,,,
al,Albania,Upper middle income,Europe & Central Asia,256,Soft Skills,Negotiation,-329.5,-334.93,-219.52,-190.72,-241.07,,,
al,Albania,Upper middle income,Europe & Central Asia,49,Business Skills,Human Resources (HR),-281.02,-360.92,-376.12,-161.98,-236.51,,,
al,Albania,Upper middle income,Europe & Central Asia,75,Specialized Industry Skills,Editing,-236.64,-256.43,-258.82,-69.68,-232.49,,,
al,Albania,Upper middle income,Europe & Central Asia,666,Business Skills,Product Marketing,-270.9,-313.66,-296.43,-195.81,-228.52,,,
al,Albania,Upper middle income,Europe & Central Asia,344,Business Skills,Administrative Assistance,-435.13,-486.39,-348.86,-129.75,-225.61,,,
al,Albania,Upper middle income,Europe & Central Asia,20023,Business Skills,Management Accounting,-328.63,-283.83,-347.83,-230.21,-221.44,,,
al,Albania,Upper middle income,Europe & Central Asia,154,Soft Skills,Leadership,-441.2,-383.67,-348.26,-205.41,-220.85,,,
al,Albania,Upper middle income,Europe & Central Asia,482,Specialized Industry Skills,Event Planning,-202.23,-305.2,-260.66,-150.15,-219.52,,,
al,Albania,Upper middle income,Europe & Central Asia,172,Specialized Industry Skills,Law,-166.71,-260.5,-82.25,-242.82,-218.54,,,
al,Albania,Upper middle income,Europe & Central Asia,4271,Specialized Industry Skills,Environmental Science,-166.12,-171.86,-172.9,-193.25,-201.94,,,
al,Albania,Upper middle income,Europe & Central Asia,1735,Business Skills,Entrepreneurship,-405.5,-635.91,-369.98,-298.16,-194.33,,,
al,Albania,Upper middle income,Europe & Central Asia,7462,Specialized Industry Skills,Nonprofit Management,-305.76,-298.26,-364.52,-163.65,-179.47,,,
al,Albania,Upper middle income,Europe & Central Asia,45513,Business Skills,Employee Learning & Development,-384.66,-365.17,-268.65,-123.07,-144.44,,,
al,Albania,Upper middle income,Europe & Central Asia,133,Specialized Industry Skills,Retail,-240.1,-342.55,-251.74,-171.93,-132.54,,,
al,Albania,Upper middle income,Europe & Central Asia,158,Business Skills,Product Development,-348.73,-386.46,-202.38,-214.14,-95.78,,,
al,Albania,Upper middle income,Europe & Central Asia,5785,Specialized Industry Skills,Environmental Consulting,-212.3,-259.25,-134.66,-240.4,-84.94,,,
al,Albania,Upper middle income,Europe & Central Asia,342,Specialized Industry Skills,Inventory Management,-810.6,-455.51,-389.9,90.4,-69.18,,,
al,Albania,Upper middle income,Europe & Central Asia,2186,Business Skills,Manufacturing Operations,-506.8,-413.73,-333.1,103.42,-64.45,,,
al,Albania,Upper middle income,Europe & Central Asia,44,Specialized Industry Skills,Recruiting,-181.38,-228.79,-258.82,-42.66,74.11,,,
al,Albania,Upper middle income,Europe & Central Asia,43756,Specialized Industry Skills,Personal Coaching,-223.19,-297.11,-346.17,-64.49,134.91,,,
dz,Algeria,Upper middle income,Middle East & North Africa,2130,Tech Skills,Software Development Life Cycle (SDLC),-274.27,-477.93,-551.8,-541.84,-599.54,,,
dz,Algeria,Upper middle income,Middle East & North Africa,2279,Disruptive Tech Skills,Development Tools,-316.46,-452.89,-2158.62,-551.84,-574.17,,,
dz,Algeria,Upper middle income,Middle East & North Africa,50061,Disruptive Tech Skills,Data Science,-216.83,-347.66,-468.2,-448.33,-558.5,,,
dz,Algeria,Upper middle income,Middle East & North Africa,25120,Tech Skills,Data Storage Technologies,-281.65,-461.58,-2960.83,-508.95,-551.55,,,
dz,Algeria,Upper middle income,Middle East & North Africa,764,Tech Skills,Web Development,-248.25,-378.33,-463.47,-483.77,-534.6,,,
dz,Algeria,Upper middle income,Middle East & North Africa,6718,Tech Skills,Scientific Computing,-247.3,-427.77,-530.09,-448.3,-527.19,,,
dz,Algeria,Upper middle income,Middle East & North Africa,1017,Soft Skills,Problem Solving,27.24,-80.65,-887.3,-643.73,-498.88,,,
dz,Algeria,Upper middle income,Middle East & North Africa,4565,Specialized Industry Skills,Structural Analysis,-186.92,-178.7,-492.93,-390.21,-491.74,,,
dz,Algeria,Upper middle income,Middle East & North Africa,1208,Tech Skills,Computer Hardware,-338.15,-525.64,-621.96,-474.04,-471.26,,,
dz,Algeria,Upper middle income,Middle East & North Africa,2060,Business Skills,People Management,-262.35,-17.37,-305.55,-219.48,-463.86,,,
dz,Algeria,Upper middle income,Middle East & North Africa,2263,Soft Skills,Time Management,-285.35,-159.3,-267.63,-332.76,-450.06,,,
dz,Algeria,Upper middle income,Middle East & North Africa,1735,Business Skills,Entrepreneurship,-398.05,-281.37,-557.39,-308.15,-446.18,,,
dz,Algeria,Upper middle income,Middle East & North Africa,50370,Tech Skills,Computer Networking,-206.83,-217.66,-343.97,-356.57,-405.03,,,
dz,Algeria,Upper middle income,Middle East & North Africa,1989,Tech Skills,Enterprise Software,-148.29,-230.64,-6060.98,-339.64,-398.79,,,
dz,Algeria,Upper middle income,Middle East & North Africa,1836,Business Skills,Digital Marketing,-230.76,-116.67,-328.63,-221.19,-392.58,,,
dz,Algeria,Upper middle income,Middle East & North Africa,2265,Specialized Industry Skills,Cybersecurity,-253.48,-273.34,-364.64,-356.62,-389.15,,,
dz,Algeria,Upper middle income,Middle East & North Africa,354,Specialized Industry Skills,Politics,-31.45,-174.45,-332.41,-100.2,-372.45,,,
dz,Algeria,Upper middle income,Middle East & North Africa,921,Soft Skills,Teamwork,-276.45,-315.84,-329.23,-326.66,-369.06,,,
dz,Algeria,Upper middle income,Middle East & North Africa,785,Business Skills,Corporate Communications,-102.06,-156.02,-485.39,-190.8,-364.11,,,
dz,Algeria,Upper middle income,Middle East & North Africa,561,Specialized Industry Skills,Electronics,-154.22,-243.25,-318.18,-326.48,-358.63,,,
dz,Algeria,Upper middle income,Middle East & North Africa,5587,Specialized Industry Skills,Earth Science,-108.11,-88.71,-265.45,-280.16,-357.35,,,
dz,Algeria,Upper middle income,Middle East & North Africa,586,Tech Skills,Animation,-62.96,-161.39,-254.3,-355.11,-351.63,,,
dz,Algeria,Upper middle income,Middle East & North Africa,618,Business Skills,Investment Banking,-59.9,-46.13,-207.56,-120.07,-349.84,,,
dz,Algeria,Upper middle income,Middle East & North Africa,86,Soft Skills,Writing,-299.38,-139.32,-424.05,-335.53,-342.55,,,
dz,Algeria,Upper middle income,Middle East & North Africa,4131,Specialized Industry Skills,Power Systems,-57.66,-187.65,-309.86,-242.01,-341.25,,,
dz,Algeria,Upper middle income,Middle East & North Africa,1802,Specialized Industry Skills,Hospitality Industry,166.49,-324.5,-225.02,-125.93,-335.61,,,
dz,Algeria,Upper middle income,Middle East & North Africa,1225,Business Skills,Sales Operations,-104.82,-134.95,-294.64,-217.69,-327.87,,,
dz,Algeria,Upper middle income,Middle East & North Africa,344,Business Skills,Administrative Assistance,-146.87,-147.65,-295.38,-166.42,-322.6,,,
dz,Algeria,Upper middle income,Middle East & North Africa,50321,Tech Skills,Software Testing,-25.53,-258.26,-293.73,-256.88,-317.7,,,
dz,Algeria,Upper middle income,Middle East & North Africa,1790,Specialized Industry Skills,Machining,-156.98,-181.42,-371.32,-203.23,-316.02,,,
dz,Algeria,Upper middle income,Middle East & North Africa,68,Tech Skills,Technical Support,-127.8,-160.16,-294.25,-253.63,-314.79,,,
dz,Algeria,Upper middle income,Middle East & North Africa,2591,Business Skills,Customer Experience,-213.88,-124.18,-371.62,-198.97,-312.3,,,
