1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Country Name,Country Code,Indicator Name,Indicator Code,data_country,data_year
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.90000153,100,98,99.19013214,99.18923187,99.80000305,99.18823242,99.1931839,99.20537567,99.22750092,99.80000305,99.60579681,99.62896729,99.41999817,99.70999908,100,99.80000305,99.69999695,99.90000153,100,100,,Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.76304626,95.94065094,96.11813354,96.29494476,96.47039032,96.64379883,96.81448364,96.98177338,97.14498138,97.30335236,97.68926239,97.78525543,100,97.95682526,98.03710175,92.19999695,100,100,100,98.48127747,98.59723663,94.55201721,100,100,100,100,100,100,100,100,100,,Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,98.90822601,98.62180328,100,98.92746735,99.07479858,99.22159576,99.5,99.52345276,99.68386841,99.85422516,99.94379425,99.90000153,100,100,100,100,100,100,100,100,100,,Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,2.070949316,2.463236809,2.797420025,3.124018431,3.445381641,3.763858795,3.207317114,2.660000086,4.725946426,4.800000191,5.399016857,5.300000191,6.122684002,6.5,6.900000095,7,8.427652359,9.348409653,9.300000191,10.88490868,11.35652828,11.73555565,,Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,18.58962631,19.5782547,20.56204224,21.53108406,21.89999962,23.41592789,24.34932327,25.27983284,26.20980453,27.89999962,28.07801628,29.02161407,29.97515106,34.20000076,36.90000153,38.40000153,34.69121933,34.09999847,29.62000084,37.09524536,34.5,39.24691772,40.32868958,41.41095734,,Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,6.125010014,6.625332832,7.122936249,7.617139816,8.107264519,6.9,9.075019836,9.521351814,9.96009922,11.39999962,10.82423878,11.25432777,11.68628979,12.12277317,12.56648827,12.63000011,13.10000038,14.80841446,15.11799431,15.40564251,19.20000076,16.07697487,16.64105606,17.21404266,14.39999962,18.37485504,18.95723915,,Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.29,9.90541935,12.71788025,17.8,18.33804512,21.14438629,22.4,26.74619293,29.54021454,32,35.03264618,37.8510704,40.66426086,40.59999847,44.22999954,50.52510071,46.5,54.73551559,57.56884766,55.25999832,59.59999847,66.15557098,61.5,62.40000153,74.90373993,75.91999817,88,91.80000305,92.19999695,96.19999695,,Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.69999695,,Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94139862,99.96739197,99.98718262,99.99713898,99.99977112,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,99.40000153,98.5,100,100,100,99.3872757,99.69999695,100,100,100,99.70578003,100,99.5,100,99.69999695,100,100,100,100,100,,Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,72.22491455,73.12332916,74.02038574,74.91539764,75.80769348,76.69658661,77.58140564,78.46138,79,80.19696045,81.02941895,81.85663605,82.68097687,83.504776,90.98853302,85.1606369,85.99806213,86.84542847,89.91722107,91.68173218,90.99591827,91.18610382,91.36425781,91.80000305,93.22231293,94.18901062,91.72000122,92.72000122,97.11333466,,Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0279007,61.38402939,64.1,64.09152985,71,67.330431,71.2,70.929888,69.96304321,69.25853729,63.99685669,72.30000305,75.94530487,68.28820801,76.21128082,80.15657043,84.67498779,86.76559448,87.88631439,88.33594513,90.38737488,89.5056839,90.03872681,91.52281952,91.80000305,91.80000305,92.80000305,95.08000183,97.55412292,,Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.475116,90.60654449,88.803833,89.999927,91.88372803,91.728598,92.867095,93.354139,94.193812,94.76296,94.391716,96.01652527,96.65299225,96.98009491,96.7651062,97.09351349,97.59431458,98.12538147,98.52662659,98.85694122,98.59999847,99.32868958,99.5194931,99.57514954,99.65024567,99.71089935,99.69999695,99.80000305,99.69999695,99.80000305,100,,Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.98425293,99.99343872,99.99868774,100,100,100,100,100,100,100,100,100,100,100,99.99674225,99.98045349,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.14999962,40.04513168,43.97887802,41.09999847,51.83301163,59.8081131,59.68505478,71.80000305,67.55525208,71.50389862,73.28291321,81.76708984,91.5,87.45114136,91.48351288,95.53071594,99.58979034,97.69999695,99.97436523,100,100,,Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,9.398226738,11.64207649,13.88456631,16.12501717,18.36274719,20.59707832,22.82732964,25.0527401,26.40897942,24.79999924,27,33.08310699,35.29891205,37.51417923,39.73131943,41.95298004,44.5,43.36000061,52.0177803,53.24000168,56.01881409,57.99192047,59.9529953,62.13000107,64.17505646,67.40000153,68.22926331,69.95973969,71.99475861,,Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.334915638,3.830210209,4.321425438,4.807798386,6,5.736052036,6.177053928,6.612820148,7.04570055,7.47804451,7.805169106,8.350997925,7.480000019,9.252875328,9.800000191,10.24664783,10.8688612,11.46914101,12.05739689,12.7270298,13.53381634,14.29954147,14.84237576,14.30000019,15.46508408,,Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.82783441,100,100,100,99.97964158,,Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.257427,94.78162384,94.560057,95.27372742,95.51807404,95.76038361,95.617315,96.23616791,97.241124,96.69554901,97.93869019,97.11580658,97.28368378,98.78232574,97.60608673,97.76531219,99.36811066,98.09201813,98.26486969,99.59365845,99.53839111,99.5881958,100,99.59999847,100,99.71484375,100,99.69999695,100,100,100,,Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.02179718,97.272789,97.51620483,97.75437927,97.9896698,98.22442627,98.46105194,98.70220184,98.95057678,99.20890045,99.69999695,99.84872437,99.96192932,99.9964447,100,100,100,100,100,100,100,,China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,43.63125229,44.64821243,45.66176987,46.67124557,48.2,48.68946838,49.65585709,51.40000153,51.56823349,52.51891708,58.90000153,60.17105103,55.37762451,60.29999924,57.31510544,58.3014679,55.79999924,55.79999924,61.36259079,61.90000153,62.59999847,64.30000305,65.59999847,67.14739227,68.45955658,69.67912292,,Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,32.69752502,33.84919357,34.99950409,36.14777374,37.29332352,38.4354744,40.7,40.70677567,41,46.20000076,44.04040146,45.12301254,47.09999847,47.28193283,49,48.20000076,50.54139709,51.64415359,52.75955582,53.70000076,55.03915405,56.20781326,56.79999924,58.5955925,59.80877686,61.03086472,62.20000076,63.48987961,64.72136688,,Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.699999809,7.314364433,7.915844917,8.512089729,9.105448723,6,10.29296494,15.19999981,11.49862766,12.11501503,12.74405098,13.3884449,15.39999962,14.73320007,13.5,16.14824295,17.04183769,17.91650963,18.56829071,19.10000038,19.10000038,,"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.09001541,30.063591,31.02958298,31.99033737,32.94820786,33.79999924,34.86474609,35.82847214,36.79943085,37.09999847,39.78862,40.72169113,41.59999847,42.54397202,43.43212128,44.40164948,45.50832748,46.57394791,47.41667557,48.40747452,49.51710129,,"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,91.83665466,92.13265991,92.42799377,92.72196198,91.2,93.30310059,93.58891296,93.87064362,94.1475296,95.19999695,98.47000122,94.90550232,95.12934875,95.35031128,96.80000305,95.79302979,96.01984406,96.8067627,96.05722809,96.78899384,96.69360352,97.03217316,97.77941895,97.79093933,98.18689728,98.40000153,98.5,98.5,99.75592041,100,,Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,32.76241302,35.0945282,37.42180252,39.71535492,42.01866531,44.79999924,46.60488129,48.89248657,51.17955399,53.46849442,55.76195526,58.06264877,60.37328339,69.80770874,69.42580414,69.30000305,69.76844788,72.16279602,74.57198334,76.99304199,79.42300415,81.85890961,84.29777527,86.73713684,,Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.42232895,60.1615181,58.59999847,63.61949921,65.34298706,67,68.79075623,70.52010345,72.25667572,74.00318909,81.09999847,82.35624695,83.35876465,84.33934784,85.3079071,86.35784149,87.5449295,88.69096375,90.41175079,91.40000153,94.16174316,,Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.94000244,98.24977875,98.50918579,98.69589996,98.95478058,99.05305481,99.14752197,99.21799469,99.2639389,99.4098053,98.99573517,99.23234558,99.5032959,99.56351471,99.35929108,99.4098053,99.5,99.59999847,99.69999695,99.70999908,99.90000153,,Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3820751,80.65945123,81.34472574,84.66440384,82.70223628,83.28639395,85.95318132,86.92061788,89.55469792,89.40080384,89.49711052,89.9738878,90.39309832,90.8634426,91.8233353,92.96730423,92.28570139,93.49640655,93.5096354,94.49943014,94.97169571,94.89316889,95.73608967,96.73583523,97.33154868,97.6930736,98.20748403,98.79517567,,Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,96.22625732,95.5,96.51303101,96.65090942,96.78825378,96.92747498,97.07121277,97.22218323,97.38309479,97.55664825,97.74556732,97.9525528,98.17936707,98.42398834,98.68345642,98.95478821,99.23503113,99.52120972,99.80000305,100,,Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99740601,99.9841156,99.95490265,100,100,100,100,100,100,100,100,100,100,100,,Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84692383,99.8788147,99.91024017,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Czechia,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,56.29449463,56.32225418,56.34516907,56.37995148,56.36514282,49.70000076,56.31511688,56.2845993,56.25354767,55.5,56.19970703,56.18227768,56.17478943,56.17995071,56.20046997,54.59999847,56.29747391,56.61883926,57.57856369,58.67544556,60.20000076,60.5641861,61.21192932,61.76708221,,Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,79.62191772,80.95181274,82.27921295,87.69999695,84.91362,86.22531128,87.53647614,88.84951019,90.16706085,90.90000153,92.8265686,94.17394257,95.5366745,96.91748047,98.3181076,99.73654938,99.82901764,99.98353577,100,100,100,100,,Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2,82.48540497,83.25549316,84.02422333,84.79090881,85.55487823,86.31544495,87.07193756,91,88.76493073,89.79135895,89.74981689,89.17380524,90.31656647,90.14122772,90.1181488,96.87634277,97.57619476,97.85775757,98.14541626,97.89887238,97.86705017,98.38585663,98.47097778,98.56036377,98.90000153,100,98.90000153,99,100,,Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.97309875,98.96687317,98.95305634,98.93401337,98.91207886,98.88961029,98.86901093,98.85293579,99.30000305,98.84518433,98.8589325,98.88803101,98.7646637,99.0022049,99.08701324,99.18666077,99.35025024,99.63549042,99.69783783,99.5,99.80413055,,Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.35571811,91.91146887,92.44314413,92.66112274,93.57624186,93.16153086,94.28370375,94.36146301,94.84061287,94.63690078,95.05773212,95.72315082,96.0093052,96.23936443,96.38416837,96.79084176,96.90482885,97.62251962,97.64639044,97.84997448,97.80266892,,East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.79682549,56.53126543,58.28680205,60.00741184,61.97353591,63.51914107,66.21022881,66.72982213,65.49863359,68.96274413,70.03675838,70.8246711,71.84630402,73.31168972,74.69399833,76.29416059,77.65771697,78.34112493,75.16586176,81.04625717,82.2142152,83.06406512,85.67624366,86.97853735,89.32812332,91.05411987,92.20151973,93.33166165,,Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.25750945,92.75221614,93.22552502,93.4176405,94.23534295,93.8597511,94.86534301,94.93385674,95.36345863,95.17270901,95.54997216,96.147363,96.40325068,96.60873816,96.73780132,97.10346738,97.20524203,97.85227859,97.87308208,98.05649731,98.01291972,,East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,99.99383253,99.92155098,99.90524547,99.91047936,99.65746671,99.88151614,99.88897757,99.90766038,99.9334926,99.90187117,99.87966313,99.87230731,99.8848979,99.90566845,99.91381968,99.93936502,99.92423381,99.95562065,99.94665125,99.95996573,98.27579722,99.97470311,99.98018777,99.98110355,99.98438024,99.98919572,,Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,99.99787431,99.97149401,99.96527987,99.96728479,99.87135527,99.94923369,99.95248073,99.96054161,99.97163302,99.95821753,99.94884192,99.9457818,99.95117042,99.9599868,99.96341659,99.97414745,99.96767541,99.98097995,99.97709171,99.98277224,99.25630972,99.96963181,99.9914231,99.99183381,99.99322441,99.99532066,,Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.830167,92.05137634,92.4298172,92.726642,93.071434,93.73226166,94.02462006,94.30938721,94.97304535,94.86557007,95.83264923,96.31526184,96.81261444,97.20657349,96.47086334,97.46214294,96.87269592,97.19493103,98.0346756,98.97606659,98.82588196,98.69999695,99.19999695,98.69999695,99.08999634,98.84999847,,Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4,95.39224243,95.64853668,95.5,96.15432739,96.40246582,96.64652252,96.88573456,97.69999695,97.34407806,97.53617859,98.80000305,97.9070282,99.40000153,99.04000092,98.46562958,99.80000305,98.86971283,99.39455414,99.4521637,99.69999695,99.85038757,99.80000305,99.30000305,100,100,100,100,100,,"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,24.75544739,25.8746109,26.9896946,28.09993553,29.25451088,30.35256195,32.20000076,32.52825928,33.61060333,34.69240952,35.77609253,36.86429214,37.95972443,39.06509781,40.18312073,41.31650162,42.46794891,43.63922882,44.82831192,46.03224182,47.24803925,48.47274399,49.7033844,50.93699265,52.1710968,,Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,,
