Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011]
Afghanistan,AFG,"Saved at a financial institution, income, poorest 40% (% age 15+)",fin17a_t_a_3,..,..,2.822443,..,..,2.222293,..,..,0
Afghanistan,AFG,"Saved at a financial institution, income, richest 60% (% age 15+)",fin17a_t_a_4,..,..,4.230571,..,..,4.461844,..,..,4.692792
Afghanistan,AFG,"Saved at a financial institution, male (% age 15+)",fin17a_t_a_2,..,..,5.881642,..,..,6.068505,..,..,4.771651
Afghanistan,AFG,Saved for old age (% age 15+),fin16_t_a,..,..,7.399626,..,..,11.42304,..,..,..
Afghanistan,AFG,Saved for old age (% age 60+),fin16_t_a_7,..,..,4.188102,..,..,28.30563,..,..,..
Afghanistan,AFG,Saved for old age (% ages 15-34),fin16_t_a_5,..,..,7.107652,..,..,8.324322,..,..,..
Afghanistan,AFG,Saved for old age (% ages 35-59),fin16_t_a_6,..,..,8.43926,..,..,13.61879,..,..,..
Afghanistan,AFG,"Saved for old age, female (% age 15+)",fin16_t_a_1,..,..,3.881289,..,..,6.379168,..,..,..
Afghanistan,AFG,"Saved for old age, income, poorest 40% (% age 15+)",fin16_t_a_3,..,..,5.631642,..,..,8.834289,..,..,..
Afghanistan,AFG,"Saved for old age, income, richest 60% (% age 15+)",fin16_t_a_4,..,..,8.576301,..,..,13.14769,..,..,..
Afghanistan,AFG,"Saved for old age, male (% age 15+)",fin16_t_a_2,..,..,10.87727,..,..,16.20038,..,..,..
Afghanistan,AFG,SME deposit accounts (as a % of non-financial corporation borrowers),i_deposit_acc_A1_sme_perNFC,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,SME loan accounts (as a % of non-financial corporation borrowers),i_loan_acc_A1_sme_perNFC,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,SMEs with a proportion of loans requiring collateral,fin11q2,..,..,..,..,..,65.52325,..,..,..
Afghanistan,AFG,SMEs with an account at a formal financial institution,fin15q2,..,..,..,..,..,41.48275,..,..,..
Afghanistan,AFG,SMEs with an outstanding loan or line of credit,fin14q2,..,..,..,..,..,4.47582,..,..,..
Afghanistan,AFG,SMEs with at least one female owner with a proportion of loans requiring collateral,fin11q1,..,..,..,..,..,0,..,..,..
Afghanistan,AFG,SMEs with at least one female owner with an account at a formal financial institution,fin15q1,..,..,..,..,..,64.54148,..,..,..
Afghanistan,AFG,SMEs with at least one female owner with an outstanding loan or line of credit,fin14q1,..,..,..,..,..,11.84859,..,..,..
Afghanistan,AFG,Used a debit or credit card to make a purchase in the past year (% age 15+),fin4_t_d,..,..,1.182444,..,..,2.293476,..,..,..
Afghanistan,AFG,Used a mobile phone or the internet to check account balance in the past year (% age 15+),fin6_a,..,..,2.947153,..,..,..,..,..,..
Afghanistan,AFG,Used a mobile phone or the internet to check account balance in the past year (% age 60+),fin6_a_7,..,..,0,..,..,..,..,..,..
Afghanistan,AFG,Used a mobile phone or the internet to check account balance in the past year (% ages 15-34),fin6_a_5,..,..,2.593891,..,..,..,..,..,..
Afghanistan,AFG,Used a mobile phone or the internet to check account balance in the past year (% ages 35-59),fin6_a_6,..,..,4.066575,..,..,..,..,..,..
Afghanistan,AFG,"Used a mobile phone or the internet to check account balance in the past year, female  (% age 15+)",fin6_a_1,..,..,1.100428,..,..,..,..,..,..
Afghanistan,AFG,"Used a mobile phone or the internet to check account balance in the past year, income, poorest 40% (% age 15+)",fin6_a_3,..,..,1.82346,..,..,..,..,..,..
Afghanistan,AFG,"Used a mobile phone or the internet to check account balance in the past year, income, richest 60% (% age 15+)",fin6_a_4,..,..,3.695022,..,..,..,..,..,..
Afghanistan,AFG,"Used a mobile phone or the internet to check account balance in the past year, male (% age 15+)"",fin6_a_2,..,..,4.772517,..,..,..,..,..,..
Albania,ALB,Access to a mobile phone (% age 15+),gwp1_n,..,..,86.01008,..,..,..,..,..,..
Albania,ALB,Access to a mobile phone (% age 60+),gwp1_n_7,..,..,77.80588,..,..,..,..,..,..
Albania,ALB,Access to a mobile phone (% ages 15-34),gwp1_n_5,..,..,86.04408,..,..,..,..,..,..
Albania,ALB,Access to a mobile phone (% ages 35-59),gwp1_n_6,..,..,90.45511,..,..,..,..,..,..
Albania,ALB,"Access to a mobile phone, female (% age 15+)",gwp1_n_1,..,..,80.46934,..,..,..,..,..,..
Albania,ALB,"Access to a mobile phone, income, poorest 40% (% age 15+)",gwp1_n_3,..,..,78.8687,..,..,..,..,..,..
Albania,ALB,"Access to a mobile phone, income, richest 60% (% age 15+)",gwp1_n_4,..,..,90.76343,..,..,..,..,..,..
Albania,ALB,"Access to a mobile phone, male (% age 15+)",gwp1_n_2,..,..,91.8873,..,..,..,..,..,..
Albania,ALB,Access to internet (% age 15+),gwp2_n,..,..,47.62765,..,..,..,..,..,..
Albania,ALB,Access to internet (% age 60+),gwp2_n_7,..,..,17.31852,..,..,..,..,..,..
Albania,ALB,Access to internet (% ages 15-34),gwp2_n_5,..,..,75.53036,..,..,..,..,..,..
Albania,ALB,Access to internet (% ages 35-59),gwp2_n_6,..,..,37.04138,..,..,..,..,..,..
Albania,ALB,"Access to internet, female (% age 15+)",gwp2_n_1,..,..,44.80391,..,..,..,..,..,..
Albania,ALB,"Access to internet, income, poorest 40% (% age 15+)",gwp2_n_3,..,..,34.68922,..,..,..,..,..,..
Albania,ALB,"Access to internet, income, richest 60% (% age 15+)",gwp2_n_4,..,..,56.23954,..,..,..,..,..,..
Albania,ALB,"Access to internet, male (% age 15+)",gwp2_n_2,..,..,50.62286,..,..,..,..,..,..
Albania,ALB,Account (% age 15+),account_t_d,..,..,40.01517,..,..,37.98635,..,..,28.26813
Albania,ALB,Account (% age 60+),account_t_d_7,..,..,35.11676,..,..,26.46554,..,..,13.85043
Albania,ALB,Account (% ages 15-34),account_t_d_5,..,..,40.40283,..,..,36.77639,..,..,32.30596
Albania,ALB,Account (% ages 35-59),account_t_d_6,..,..,42.31193,..,..,45.13651,..,..,30.94539
Albania,ALB,"Account, female (% age 15+)",account_t_d_1,..,..,38.10296,..,..,33.59423,..,..,22.67261
Albania,ALB,"Account, income, poorest 40% (% age 15+)",account_t_d_3,..,..,22.75103,..,..,23.8901,..,..,17.51858
Albania,ALB,"Account, income, richest 60% (% age 15+)",account_t_d_4,..,..,51.50627,..,..,47.37881,..,..,35.41115
Albania,ALB,"Account, male (% age 15+)",account_t_d_2,..,..,42.0435,..,..,42.51969,..,..,33.66468
Albania,ALB,Active account (% age 15+),gf7_n,..,..,32.6342,..,..,23.2716,..,..,..
Albania,ALB,Active account (% age 60+),gf7_n_7,..,..,26.44736,..,..,14.43517,..,..,..
Albania,ALB,Active account (% ages 15-34),gf7_n_5,..,..,33.10138,..,..,21.61865,..,..,..
Albania,ALB,Active account (% ages 35-59),gf7_n_6,..,..,35.55691,..,..,29.46431,..,..,..
Albania,ALB,"Active account, female (% age 15+)",gf7_n_1,..,..,29.63859,..,..,20.86715,..,..,..
Albania,ALB,"Active account, income, poorest 40% (% age 15+)",gf7_n_3,..,..,15.94065,..,..,8.905841,..,..,..
Albania,ALB,"Active account, income, richest 60% (% age 15+)",gf7_n_4,..,..,43.74552,..,..,32.84363,..,..,..
Albania,ALB,"Active account, male (% age 15+)",gf7_n_2,..,..,35.81172,..,..,25.75336,..,..,..
Albania,ALB,"Agents of payment service providers per 100,000 adults",GPSS_3,..,..,..,..,7860.119,..,..,..,..
Albania,ALB,"ATMs per 100,000 adults",i_ATMs_pop,..,..,31.47158,33.80681,34.97922,34.55312,35.3069,35.6792,35.26453
Albania,ALB,Borrowed from a financial institution or used a credit card (% age 15+),fin22a_t_d,..,..,12.52448,..,..,13.49269,..,..,..
Albania,ALB,Borrowed from a financial institution or used a credit card (% age 60+),fin22a_t_d_7,..,..,8.832835,..,..,6.157849,..,..,..
Albania,ALB,Borrowed from a financial institution or used a credit card (% ages 15-34),fin22a_t_d_5,..,..,15.64099,..,..,11.0415,..,..,..
Albania,ALB,Borrowed from a financial institution or used a credit card (% ages 35-59),fin22a_t_d_6,..,..,11.50929,..,..,19.68783,..,..,..
Albania,ALB,"Borrowed from a financial institution or used a credit card, female (% age 15+)",fin22a_t_d_1,..,..,10.95922,..,..,12.52575,..,..,..
Albania,ALB,"Borrowed from a financial institution or used a credit card, income, poorest 40% (% age 15+)",fin22a_t_d_3,..,..,6.559111,..,..,9.306411,..,..,..
Albania,ALB,"Borrowed from a financial institution or used a credit card, income, richest 60% (% age 15+)",fin22a_t_d_4,..,..,16.49506,..,..,16.28204,..,..,..
Albania,ALB,"Borrowed from a financial institution or used a credit card, male (% age 15+)",fin22a_t_d_2,..,..,14.18479,..,..,14.49071,..,..,..
Albania,ALB,"Branches per 100,000 adults",i_branches_A1_pop,..,..,20.55975,21.50958,21.85142,21.94187,23.40908,24.01735,24.09378
Albania,ALB,"Debit cards per 1,000 adults",GPSS_5,..,..,..,..,349.9108,335.8236,318.3325,312.056,304.0013
Albania,ALB,"Deposit accounts per 1,000 adults",i_deposit_acc_A1_pop,..,..,1508.232,1722.124,..,..,..,..,..
Albania,ALB,Disclosure index (0-5),GPFI2,..,..,4,..,..,..,3,..,..
Albania,ALB,Dispute resolution index (0-1),GPFI3,..,..,0.5,..,..,..,1,..,..
Albania,ALB,"E-money accounts per 1,000 adults",GPSS_1,..,..,..,..,0.1376301,0.1307992,0.1176897,0.1144509,0.1077649
Albania,ALB,Financial knowledge score (0-3),GPFI1_TOTL,..,..,..,..,..,..,..,..,1.9
Albania,ALB,Getting credit: Distance to frontier (0-100),GPFI4,70,70,60,60,60,..,..,..,..
Albania,ALB,Has a national identity card (% age 15+),fin48_a,..,..,90.13281,..,..,..,..,..,..
Albania,ALB,Has a national identity card (% age 60+),fin48_a_7,..,..,99.77725,..,..,..,..,..,..
Albania,ALB,Has a national identity card (% ages 15-34),fin48_a_5,..,..,76.73552,..,..,..,..,..,..
Albania,ALB,Has a national identity card (% ages 35-59),fin48_a_6,..,..,97.89482,..,..,..,..,..,..
Albania,ALB,"Has a national identity card, female (% age 15+)",fin48_a_1,..,..,90.34764,..,..,..,..,..,..
Albania,ALB,"Has a national identity card, income, poorest 40% (% age 15+)",fin48_a_3,..,..,85.41294,..,..,..,..,..,..
Albania,ALB,"Has a national identity card, income, richest 60% (% age 15+)",fin48_a_4,..,..,93.27439,..,..,..,..,..,..
Albania,ALB,"Has a national identity card, male (% age 15+)",fin48_a_2,..,..,89.90494,..,..,..,..,..,..
Albania,ALB,"Insurance policy holders per 1,000 adults (life)",s_policyholders_B2_life,..,..,62.25685,48.01032,48.14216,44.49046,39.75849,37.43715,42.71695
Albania,ALB,"Insurance policy holders per 1,000 adults (non-life)",s_policyholders_B2_nonlife,..,..,458.0754,427.9076,416.4446,395.428,387.9326,421.1559,529.668
Albania,ALB,Interoperability of ATM networks and interoperability of POS terminals (0-1),GPSS,..,..,..,..,..,..,..,..,..
Albania,ALB,Made or received digital payments in the past year (% age 15+),g20_t,..,..,28.82237,..,..,20.01122,..,..,..
Albania,ALB,Made or received digital payments in the past year (% age 60+),g20_t_7,..,..,22.18596,..,..,11.75882,..,..,..
Albania,ALB,Made or received digital payments in the past year (% ages 15-34),g20_t_5,..,..,30.17012,..,..,22.31768,..,..,..
Albania,ALB,Made or received digital payments in the past year (% ages 35-59),g20_t_6,..,..,31.1343,..,..,22.03137,..,..,..
Albania,ALB,"Made or received digital payments in the past year, female (% age 15+)",g20_t_1,..,..,27.75413,..,..,19.25859,..,..,..
Albania,ALB,"Made or received digital payments in the past year, income, poorest 40% (% age 15+)",g20_t_3,..,..,13.11166,..,..,9.968019,..,..,..
Albania,ALB,"Made or received digital payments in the past year, income, richest 60% (% age 15+)",g20_t_4,..,..,39.27951,..,..,26.70309,..,..,..
Albania,ALB,"Made or received digital payments in the past year, male (% age 15+)",g20_t_2,..,..,29.95548,..,..,20.78805,..,..,..
Albania,ALB,Made payment using a mobile phone or the internet (% age 15+),gf4_n,..,..,4.498902,..,..,..,..,..,..
Albania,ALB,Made payment using a mobile phone or the internet (% age 60+),gf4_n_7,..,..,1.07102,..,..,..,..,..,..
Albania,ALB,Made payment using a mobile phone or the internet (% ages 15-34),gf4_n_5,..,..,7.98355,..,..,..,..,..,..
Albania,ALB,Made payment using a mobile phone or the internet (% ages 35-59),gf4_n_6,..,..,2.981807,..,..,..,..,..,..
Albania,ALB,"Made payment using a mobile phone or the internet, female (% age 15+)",gf4_n_1,..,..,4.022418,..,..,..,..,..,..
Albania,ALB,"Made payment using a mobile phone or the internet, income, poorest 40% (% age 15+)",gf4_n_3,..,..,0.9005964,..,..,..,..,..,..
Albania,ALB,"Made payment using a mobile phone or the internet, income, richest 60% (% age 15+)",gf4_n_4,..,..,6.893954,..,..,..,..,..,..
Albania,ALB,"Made payment using a mobile phone or the internet, male (% age 15+)",gf4_n_2,..,..,5.004321,..,..,..,..,..,..
Albania,ALB,Main source of emergency funds: savings (% age 15+),fin25a_t_a_s,..,..,24.6282,..,..,20.27269,..,..,..
Albania,ALB,Main source of emergency funds: savings (% age 60+),fin25a_t_a_s_7,..,..,33.17962,..,..,25.87298,..,..,..
Albania,ALB,Main source of emergency funds: savings (% ages 35-59),fin25a_t_a_s_6,..,..,24.67508,..,..,22.42112,..,..,..
Albania,ALB,"Main source of emergency funds: savings, (% ages 15-34)",fin25a_t_a_s_5,..,..,21.72622,..,..,16.65906,..,..,..
Albania,ALB,"Main source of emergency funds: savings, female  (% age 15+)",fin25a_t_a_s_1,..,..,19.71152,..,..,21.50668,..,..,..
Albania,ALB,"Main source of emergency funds: savings, income, poorest 40% (% age 15+)",fin25a_t_a_s_3,..,..,18.55579,..,..,9.907521,..,..,..
Albania,ALB,"Main source of emergency funds: savings, income, richest 60% (% age 15+)",fin25a_t_a_s_4,..,..,26.86709,..,..,24.106,..,..,..
Albania,ALB,"Main source of emergency funds: savings, male (% age 15+)",fin25a_t_a_s_2,..,..,28.83317,..,..,19.21776,..,..,..
Albania,ALB,"Mobile agent outlets per 100,000 adults",i_mob_agent_pop_registered,..,..,..,12.97336,9.10476,..,..,..,..
Albania,ALB,"Mobile money transactions per 100,000 adults",i_mob_transactions_number_pop,..,..,..,10588.72,2861.901,..,..,..,..
Albania,ALB,"Outstanding loans per 1,000 adults",s_loans_A1,..,..,224.7719,224.0442,224.1786,231.9702,228.4642,233.1872,230.1998
